A_1_task1,C1_2_task1,C2_3_task1,M_4_task1,T_5_task1,_1_task1
2122999.6821361473,1605926.0455815925,410710.5354917145,1423952.917680935,120645.12818784882,75.5
2119511.4091582755,1607958.7576644553,411275.1590009105,1425591.5605367573,120441.03873705982,75.75
2116043.883941413,1609985.0412218359,411838.382435342,1427224.2740665697,120238.14954657506,76.0
2112597.0117896292,1612004.8673583784,412400.1777583729,1428851.045647115,120036.45539957783,76.25
2109170.6933017583,1614018.2158489435,412960.5315674243,1430471.8676787317,119835.95069717866,76.5
2105764.8292428292,1616025.0671129702,413519.43103468436,1432086.7329791903,119636.62984547165,76.75
2102379.3206876917,1618025.4019742461,414076.86349226325,1433695.6346520453,119438.48726694654,77.0
2099014.069030339,1620019.2016418404,414632.81640494906,1435298.5660820955,119241.51740122992,77.25
2095668.9759932274,1622006.4476910345,415187.27734296455,1436895.5209308434,119045.71470582637,77.5
2092343.9436365985,1623987.1220442557,415740.2339547236,1438486.493131957,118851.07365685953,77.75
2089038.8743678008,1625961.2069520096,416291.67393958743,1440071.4768867292,118657.58874981337,78.0
2085753.6709506095,1627928.6849738113,416841.58502062154,1441650.4666595384,118465.25450027316,78.25
2082488.2354155043,1629889.5410252109,417389.95806710067,1443223.4579092204,118274.06535787032,78.5
2079242.4599783798,1631843.7794481337,417936.81312000303,1444790.453171518,118084.01498909772,78.75
2076016.255817281,1633791.369912042,418482.11692036525,1446351.4427921406,117895.09854994091,79.0
2072809.5262714894,1635732.297795346,419025.859717372,1447906.4228741182,117707.31056929627,79.25
2069622.1749915949,1637666.548862561,419568.03191056906,1449455.3898222852,117520.6455926233,79.5
2066454.105945087,1639594.1092522535,420108.6240333117,1450998.3403412409,117335.0981823912,79.75
2063305.223421946,1641514.965464989,420647.6267362132,1452535.2714333078,117150.66291852531,80.0
2060175.4320402315,1643429.1043512758,421185.0307705939,1454066.1803964893,116967.33439885364,80.25
2057064.6367516755,1645336.5130995116,421720.82697192923,1455591.0648224286,116785.10723955334,80.5
2053972.7428472703,1647237.1792239298,422255.0062432985,1457109.922594367,116603.97607559727,80.75
2050899.6559628611,1649131.0905525447,422787.5595388337,1458622.751885103,116423.9355612004,81.0
2047845.2801548364,1651018.2388309801,423318.4833374415,1460129.5503728755,116244.9802199859,81.25
2044809.5146817158,1652898.6257509515,423847.7887980659,1461630.3139328212,116067.10419437937,81.5
2041792.271218572,1654772.230695521,424375.452786564,1463125.0436086676,115890.3025861015,81.75
2038793.456096273,1656639.0440143032,424901.46840177715,1464613.7384110293,115714.57007315489,82.0
2035812.975946382,1658499.056445528,425425.8289159822,1466096.3976006482,115539.90134940167,82.25
2032850.7377037406,1660352.2591096214,425948.52776689484,1467573.0206851338,115366.2911247759,82.5
2029906.6486090526,1662198.6435027842,426469.5585496729,1469043.6074157027,115193.73412549586,82.75
2026980.6162114672,1664038.2014905738,426988.9150089196,1470508.1577839192,115022.22509427638,83.0
2024072.548371162,1665870.9253014824,427506.5910306868,1471966.6720184346,114851.75879054125,83.25
2021182.3532619274,1667696.8075205185,428022.5806344783,1473419.1505817275,114682.32999063551,83.5
2018309.9393737488,1669515.8410827855,428536.8779652532,1474865.5941668432,114513.93348803779,83.75
2015455.2144121756,1671328.0212472342,429049.4803550674,1476306.0059327723,114346.56400566525,84.0
2012618.085595369,1673133.3450617057,429560.3874957461,1477740.390903666,114180.2162195498,84.25
2009798.4639003188,1674931.803739573,430069.5896231972,1479168.747354415,114014.88509719534,84.5
2006996.2588369206,1676723.3920380154,430577.08205745893,1480591.0774170475,113850.56548116766,84.75
2004211.3802179832,1678508.105079234,431082.8602769415,1482007.3834910227,113687.25223014024,85.0
2001443.7381607234,1680285.9383459853,431586.9199134553,1483417.6682421784,113524.94021901979,85.25
1998693.243088264,1682056.8876771089,432089.2567472393,1484821.9346016746,113363.62433907209,85.5
1995959.8057311284,1683820.949263062,432589.8667019891,1486220.1857649419,113203.29949804772,85.75
1993243.337128738,1685578.11964145,433088.745839885,1487612.4251906255,113043.96062030767,86.0
1990543.7486309076,1687328.3956925564,433585.8903566207,1488998.6565995323,112885.60264694912,86.25
1987860.9518993422,1689071.7746348758,434081.29657643114,1490378.883973577,112728.22053593116,86.5
1985194.8587001567,1690808.25415089,434574.9613874387,1491753.109967359,112571.80924732944,86.75
1982545.3811548604,1692537.8322271053,435066.8817110052,1493121.3378021996,112416.3637612158,87.0
1979912.4320387125,1694260.5069645634,435557.0538712679,1494483.5735200143,112261.87909890896,87.25
1977295.924238462,1695976.2769132734,436045.4747358785,1495839.8218519182,112108.35028440563,87.5
1974695.7709566248,1697685.1409413577,436532.1412837658,1497190.0877574857,111955.77235893656,87.75
1972111.8857128308,1699387.0982306767,437017.0506004769,1498534.376422564,111804.14038108158,88.0
1969544.182345172,1701082.1482724524,437500.1998735199,1499872.6932570913,111653.4494268847,88.25
1966992.5750115493,1702770.2908628932,437981.5863877049,1501205.0438929102,111503.69458996935,88.5
1964456.9781910211,1704451.526098817,438461.20752048603,1502531.4341815838,111354.87098165337,88.75
1961937.3066851492,1706125.8543732758,438939.0607373036,1503851.870192212,111206.97373106421,89.0
1959433.4756193473,1707793.2763711803,439415.14358692535,1505166.3582092458,111059.99798525406,89.25
1956945.398653212,1709453.795034317,439889.4581943993,1506474.9040438235,110913.93877178055,89.5
1954472.9912730546,1711107.411938,440362.0029915522,1507777.514293067,110768.79125155615,89.75
1952016.1705708695,1712754.1275312228,440832.7732707733,1509074.1962526615,110624.55070188631,90.0
1949574.8528552915,1714393.9437607431,441301.7671831139,1510364.9569984565,110481.21233302388,90.25
1947148.9547626777,1716026.8628464513,441768.9829468632,1511649.8038096316,110338.77137350176,90.5
1944738.3932588305,1717652.8872765785,442234.4188419422,1512928.7441666573,110197.22307027709,90.75
1942343.0856407234,1719272.0198029054,442698.0732042977,1514201.7857492538,110056.5626888754,91.0
1939962.9495382255,1720884.2634359729,443159.94442029635,1515468.9364343525,109916.78551353463,91.25
1937597.9029158265,1722489.6214402893,443620.0309211188,1516730.2042940557,109777.88684734928,91.5
1935247.8640743615,1724088.0973295406,444078.33117715357,1517985.597593597,109639.8620124145,91.75
1932912.7516527353,1725679.6948617995,444534.84369239095,1519235.1247893008,109502.70634997023,92.0
1930592.4846296487,1727264.4180347337,444989.56699881726,1520478.7945265432,109366.4152205453,92.25
1928286.9823253218,1728842.2710808162,445442.4996508087,1521716.6156377126,109230.98400410147,92.5
1925996.1644032195,1730413.258462533,445893.6402195253,1522948.597140168,109096.4081001776,92.75
1923719.9508717766,1731977.384867593,446342.9872873053,1524174.7482342015,108962.68292803378,93.0
1921458.2620861225,1733534.6552041378,446790.5394420585,1525395.0783009967,108829.80392679537,93.25
1919211.0187498059,1735085.0745959491,447236.29527166096,1526609.5969005902,108697.76655559713,93.5
1916978.1419165193,1736628.6483776588,447680.2533583485,1527818.3137698309,108566.56629372734,93.75
1914759.5529918247,1738165.3820899585,448122.41227311105,1529021.23882034,108436.19864077192,94.0
1912555.1696006986,1739695.2871603954,448562.78110911185,1530218.3836322268,108306.65879653058,94.25
1910364.9006437052,1741218.3877000245,449001.39208349434,1531409.7632413576,108177.94127808517,94.5
1908188.6812024273,1742734.6724967987,449438.21155376115,1532595.3835090878,108050.04262353758,94.75
1906026.4335997412,1744244.1485655596,449873.23928336916,1533775.2552093135,107922.95837580197,95.0
1903878.0804931524,1745746.8231388244,450306.4750624361,1534949.3892898627,107796.68409680718,95.25
1901743.5448761468,1747242.703662507,450737.9187030814,1536117.7968705907,107671.215367612,95.5
1899622.7500795457,1748731.797791637,451167.57003476826,1537280.489241473,107546.54778852059,95.75
1897515.6197728575,1750214.1133860813,451595.4288996446,1538437.4778607008,107422.67697919767,96.0
1895422.077965632,1751689.658506263,452021.4951478846,1539588.7743527761,107299.59857878396,96.25
1893342.0490088135,1753158.4414088828,452445.76863303024,1540734.3905066056,107177.30824601142,96.5
1891275.457596093,1754620.4705426379,452868.24920733273,1541874.3382735958,107055.80165931862,96.75
1889222.2287652625,1756075.7545439433,453288.9367170937,1543008.629765747,106935.07451696601,97.0
1887182.2878995682,1757524.3022326517,453707.8309980069,1544137.2772537495,106815.12253715126,97.25
1885155.5607290629,1758966.1226077734,454124.9318704996,1545260.293165076,106695.94145812462,97.5
1883141.9733319595,1760401.2248431968,454540.23913507385,1546377.690082078,106577.52703830416,97.75
1881141.452135985,1761829.6182834082,454953.75256764813,1547489.4807400801,106459.87505639119,98.0
1879153.9239197327,1763251.312439213,455365.47191489843,1548595.6780254738,106342.98131148545,98.25
1877179.3158140157,1764666.3169834542,455775.3968896002,1549696.2949738135,106226.84162320055,98.5
1875217.55530322,1766074.6417467345,456183.5271659693,1550791.3447679095,106111.45183177921,98.75
1873268.5702266586,1767476.296713135,456589.86237500375,1551880.8407359244,105996.80779820864,99.0
1871332.2617774631,1768871.3261664181,456994.4687327475,1552964.7897966192,105882.90333688474,99.25
1869408.5747734285,1770259.7198146991,457397.30563433876,1554043.2095101632,105769.73559593101,99.5
1867497.4413414556,1771641.4840111425,457798.3646204039,1555116.1144094686,105657.30074539363,99.75
1865598.7899838672,1773016.630285067,458197.6470031431,1556183.5181981346,105545.59467141813,100.0
1863712.5495224542,1774385.170351273,458595.15413243946,1557245.434705338,105434.61327823826,100.25
1861838.6490988568,1775747.1161069924,458990.8873936018,1558301.8778836927,105324.35248821675,100.5
1859977.018174944,1777102.4796288398,459384.8482051066,1559352.8618071075,105214.80824188619,100.75
1858127.5865331942,1778451.273169763,459777.0380163403,1560398.400668644,105105.97649798979,101.0
1856290.2842770757,1779793.5091559931,460167.4583053413,1561438.5087783777,104997.85323352226,101.25
1854465.0418314268,1781129.2001839962,460556.11057654273,1562473.2005612531,104890.43444377066,101.5
1852651.7899428362,1782458.3590174236,460942.9963585142,1563502.490554945,104783.71614235516,101.75
1850850.4596800227,1783780.9985840614,461328.1172017043,1564526.3934077157,104677.69436126991,102.0
1849060.9824342164,1785097.1319727832,461711.4746761827,1565544.9238762741,104572.3651509239,102.25
1847283.2899195387,1786406.7724304993,462093.07036938256,1566558.0968236334,104467.72458018168,102.5
1845517.3141733822,1787709.9333591075,462472.90588384256,1567565.927216971,104363.7687364043,102.75
1843762.9875567916,1789006.628312444,462850.9828349493,1568568.430125486,104260.49372549009,103.0
1842020.2427548436,1790296.8709932344,463227.30284867936,1569565.620718258,104157.89567191551,103.25
1840289.012777027,1791580.6752500439,463601.8675593419,1570557.5142621056,104055.97071877593,103.5
1838569.2309576236,1792858.0550742275,463974.6786073205,1571544.1261194453,103954.7150278265,103.75
1836860.8205208252,1794129.0346939988,464345.7607332219,1572525.4718623713,103854.12399506006,104.0
1835163.7120514757,1795393.6316671295,464715.12310839986,1573501.5670759396,103754.19356406906,104.25
1833477.8487175633,1796651.8518250093,465082.7477745821,1574472.4272978667,103654.92061865464,104.5
1831803.1646390595,1797903.7102001833,465448.6375187796,1575438.0682573058,103556.30135673287,104.75
1830139.5942336388,1799149.2219807922,465812.7951869555,1576398.5057686241,103458.33199290438,105.0
1828487.0722163555,1800388.4025082032,466175.2236833237,1577353.755729268,103361.00875844223,105.25
1826845.5335993208,1801621.267274641,466535.9259696483,1578303.83411763,103264.32790127993,105.5
1825214.9136913803,1802847.8319208191,466894.9050645421,1579248.756990915,103168.2856859994,105.75
1823595.1480977896,1804068.1122335722,467252.16404276557,1580188.5404830065,103072.87839381886,106.0
1821986.172719893,1805282.124143485,467607.70603452617,1581123.2008023337,102978.10232258086,106.25
1820387.9237547992,1806489.8837225256,467961.53422477667,1582052.7542297365,102883.9537867402,106.5
1818800.3376950584,1807691.4071816755,468313.65185251465,1582977.2171163335,102790.42911735187,106.75
1817223.3513283401,1808886.7108685612,468664.062210081,1583896.6058813871,102697.52466205905,107.0
1815656.901737109,1810075.8112650854,469012.7686424592,1584810.9370101707,102605.23678508103,107.25
1814100.9262983028,1811258.7249850582,469359.77454657375,1585720.227051834,102513.56186720119,107.5
1812555.3626830087,1812435.4687718276,469705.0833705898,1586624.4926172716,102422.49630575492,107.75
1811020.1488561404,1813606.0594959122,470048.6986132115,1587523.750376986,102332.0365146176,108.0
1809495.2230761151,1814770.5141526312,470390.6238229811,1588418.0170589576,102242.17892419259,108.25
1807980.523894531,1815928.8498597352,470730.862597578,1589307.3094465083,102152.9199813991,108.5
1806475.9895206427,1817081.0845898609,471069.41897304007,1590191.6475773603,102064.25610620256,108.75
1804981.5552899237,1818227.24009624,471406.29897680774,1591071.067497449,101976.18351843458,109.0
1803497.163991298,1819367.3299630657,471741.5042873731,1591945.5692114783,101888.69894434756,109.25
1802022.7552320757,1820501.371905754,472075.0387617978,1592815.1702762179,101801.7988890195,109.5
1800558.268904682,1821629.3837577705,472406.90630673413,1593679.8883256128,101715.4798735429,109.75
1799103.6451861782,1822751.383468442,472737.1108778204,1594539.7410694442,101629.73843500191,110.0
1797658.8245377797,1823867.389100772,473065.6564790773,1595394.7462919932,101544.5711264494,110.25
1796223.7477043762,1824977.418829254,473392.5471623031,1596244.9218507009,101459.97451688422,110.5
1794798.3557140501,1826081.490937685,473717.78702647006,1597090.2856748304,101375.94519122828,110.75
1793382.589877596,1827179.6238169787,474041.3802171198,1597930.85576413,101292.4797503038,111.0
1791976.3917880391,1828271.8359629808,474363.3309257594,1598766.6501874928,101209.57481081033,111.25
1790579.7033201556,1829358.145974282,474683.64338925696,1599597.6870816206,101127.22700530206,111.5
1789192.4666299904,1830438.5725500311,475002.32188923756,1600423.9846496838,101045.43298216487,111.75
1787814.6241543775,1831513.1344877502,475319.3707514792,1601245.5611599851,100964.18940559353,112.0
1786446.1186104587,1832581.8506811475,475634.7943453082,1602062.43494462,100883.49295556883,112.25
1785086.8929952017,1833644.7401179308,475948.5970829957,1602874.6243981381,100803.34032783478,112.5
1783736.8905849215,1834701.8218776223,476260.7834191526,1603682.1479762068,100723.72823387576,112.75
1782396.054934797,1835753.1151293716,476571.35785012617,1604485.0241942715,100644.65340089363,113.0
1781064.3298783924,1836798.63912977,476880.32491339534,1605283.271626218,100566.11257178492,113.25
1779741.6595271742,1837838.4132206638,477187.68918696675,1606076.9089030342,100488.10250511802,113.5
1778427.9888406955,1838872.4543561295,477493.4479528609,1606865.9315975567,100410.62007593965,113.75
1777123.2622147712,1839900.7832110715,477797.60933939845,1607650.3693875815,100333.6620263847,114.0
1775827.42446521,1840923.4199176303,478100.17966850224,1608430.2461904278,100257.2251395518,114.25
1774540.4208281506,1841940.3840594473,478401.16344455496,1609205.580128396,100181.30623962522,114.5
1773262.1968162253,1842951.6952901892,478700.56519668415,1609976.3893339871,100105.90216652228,114.75
1771992.6982181002,1843957.3733312597,478998.3894778507,1610742.6919475978,100031.00977587473,115.0
1770731.8710980194,1844957.4379695072,479294.64086393715,1611504.5061152114,99956.62593901005,115.25
1769479.6617953484,1845951.909054938,479589.32395283604,1612261.8499860915,99882.74754293294,115.5
1768236.016924116,1846940.806498424,479882.443363538,1613014.7417104752,99809.37149030661,115.75
1767000.8833725587,1847924.1502694143,480174.00373522047,1613763.1994372655,99736.49469943429,116.0
1765774.208302663,1848901.9603936453,480464.0097263355,1614507.2413117248,99664.11410424045,116.25
1764555.9391497083,1849874.2569508504,480752.46601369843,1615246.8854731666,99592.22665425231,116.5
1763346.0236218101,1850841.0600724702,481039.3772915761,1615982.15005265,99520.82931458119,116.75
1762144.4096994638,1851802.3899393633,481324.748270775,1616713.0531706715,99449.91906590384,117.0
1760951.0456350865,1852758.2667795164,481608.58367772994,1617439.6129348583,99379.49290444393,117.25
1759765.8799525613,1853708.7108657537,481890.8882535919,1618161.847437661,99309.54784195335,117.5
1758588.861446779,1854653.742513448,482171.6667533167,1618879.7747540467,99240.0809056936,117.75
1757419.9391831828,1855593.3820782306,482450.92394475307,1619593.412939192,99171.0891384172,118.0
1756259.0624973096,1856527.6499537018,482728.6646077312,1620302.7800261758,99102.56959834912,118.25
1755106.1796272944,1857456.566452499,483004.8949144794,1621007.9005737172,99034.51926337372,118.5
1753961.2394359284,1858380.1519509803,483279.6206881923,1621708.7974105936,98966.93515172027,118.75
1752824.1936708703,1859298.4270798212,483552.84511782386,1622405.4808015574,98899.81448035888,119.0
1751694.9926627493,1860211.4123547124,483824.5731035722,1623097.969054969,98833.15436356177,119.25
1750573.587005471,1861119.1283174758,484094.8095576407,1623786.2804672841,98766.95193066273,119.5
1749459.9275556481,1862021.5955337682,484363.5594034375,1624470.4333212744,98701.20432603074,119.75
1748353.9654320339,1862918.83459078,484630.8275747751,1625150.445884248,98635.90870904362,120.0
1747255.6520149554,1863810.8660949375,484896.61901507026,1625826.3364062721,98571.06225406176,120.25
1746164.938945746,1864697.7106696027,485160.9386765435,1626498.1231183927,98506.6621504017,120.5
1745081.778126178,1865579.3889527742,485423.7915194188,1627165.8242308558,98442.70560230983,120.75
1744006.121717896,1866455.9215947888,485685.1825111236,1627829.457931329,98379.18982893603,121.0
1742937.9221418493,1867327.3292560212,485945.1166254878,1628489.0423831216,98316.11206430737,121.25
1741877.1320777247,1868193.6326045855,486203.5988419443,1629144.595723407,98253.46955730174,121.5
1740823.7044633795,1869054.8523140363,486460.6341447279,1629796.1360614428,98191.25957162147,121.75
1739777.592494274,1869911.0090610683,486716.22752207564,1630443.6814767912,98129.4793857671,122.0
1738738.7496229059,1870762.123523218,486970.38396542595,1631087.2500175422,98068.12629301091,122.25
1737707.12955824,1871608.2163765652,487223.10846861877,1631726.8596985324,98007.1976013707,122.5
1736682.6862651447,1872449.3082934318,487474.40602709487,1632362.528499567,97946.69063358335,122.75
1735665.3739638217,1873285.4199400845,487724.28163709585,1632994.2743636412,97886.60272707853,123.0
1734655.1467948735,1874116.572770296,487972.74089242215,1633622.1167819896,97826.93120882592,123.25
1733651.9541681677,1874942.8000923407,488219.7982948212,1634246.0988628354,97767.67304583533,123.5
1732655.755438667,1875764.112133896,488465.45102449984,1634866.217678804,97708.82594800879,123.75
1731666.5057063543,1876580.5298374495,488709.7043157462,1635482.491652744,97650.38730107236,124.0
1730684.1603159897,1877392.0741463145,488952.5634134461,1636094.9391984416,97592.35450473295,124.25
1729708.674856355,1878198.7660027817,489194.03357262124,1636703.5787197403,97534.72497263779,124.5
1728740.0051594963,1879000.626346271,489434.120057967,1637308.4286096594,97477.49613233384,124.75
1727778.1072999677,1879797.6761114816,489672.82814339077,1637909.5072495148,97420.66542522723,125.0
1726822.9375940755,1880589.9362265451,489910.16311154974,1638506.8330080379,97364.23030654268,125.25
1725874.4525991208,1881377.4276111762,490146.1302533891,1639100.4242404948,97308.18824528297,125.5
1724932.6091126434,1882160.171174823,490380.7348676801,1639690.299287807,97252.53672418832,125.75
1723997.3641716654,1882938.187814821,490613.98226055794,1640276.4764756695,97197.27323969587,126.0
1723068.6750519346,1883711.498414542,490845.8777450599,1640858.9741136718,97142.39530189909,126.25
1722146.4992671679,1884480.1238415476,491076.4266406634,1641437.8104944162,97087.9004345072,126.5
1721230.7945682947,1885244.0849457388,491305.63427282404,1642013.0038926383,97033.78617480463,126.75
1720321.518942701,1886003.4025575086,491533.5059725136,1642584.5725643255,96980.05007361044,127.0
1719418.630613472,1886758.0974858934,491760.047075758,1643152.5347458385,96926.68969523776,127.25
1718522.0880386368,1887508.190516724,491985.2629231756,1643716.908653028,96873.70261745321,127.5
1717631.8499104104,1888253.7024107776,492209.1588595149,1644277.712480357,96821.08643143631,127.75
1716747.8751544382,1888994.653901928,492431.740233193,1644834.9644000183,96768.838741739,128.0
1715870.1208846485,1889731.0768743088,492653.01523415477,1645388.6789601133,96716.95703400255,128.25
1714998.5471326353,1890462.9884954144,492872.9883263425,1645938.8754153263,96665.43898088837,128.5
1714133.1142288006,1891190.405530381,493091.6638820615,1646485.573114586,96614.28227268443,128.75
1713273.7819534915,1891913.3489777122,493309.04735898663,1647028.790006345,96563.48456240435,129.0
1712420.510312722,1892631.839821527,493525.1442216762,1647568.5440053742,96513.0435159738,129.25
1711573.2595373224,1893345.8990302375,493739.9599412438,1648104.8529917144,96462.9568121838,129.5
1710731.9900820856,1894055.5475552257,493953.49999502965,1648637.7348096254,96413.22214264389,129.75
1709896.6626249147,1894760.8063295195,494165.76986627164,1649167.2072665365,96363.8372117354,130.0
1709067.2380659706,1895461.6962664702,494376.7750437775,1649693.2881319977,96314.79973656456,130.25
1708243.6775268193,1896158.2382584296,494586.52102159546,1650215.9951366286,96266.10744691586,130.5
1707425.9423495794,1896850.4531754255,494795.0132986862,1650735.3459710698,96217.75808520516,130.75
1706613.99409607,1897538.36186384,495002.25737859396,1651251.3582849335,96169.74940643294,131.0
1705807.794546957,1898221.9851450853,495208.2587691182,1651764.049685752,96122.07917813754,131.25
1705007.3057009012,1898901.343814281,495413.022981985,1652273.4377379308,96074.74518034837,131.5
1704212.489773706,1899576.4586389307,495616.55553251825,1652779.5399616961,96027.7452055391,131.75
1703423.3091974645,1900247.3503575984,495818.8619393113,1653282.373832047,95981.0770585809,132.0
1702639.7266197067,1900914.0396785862,496019.94772389845,1653781.956777705,95934.73855669565,132.25
1701861.7049025472,1901576.5472786105,496219.818410426,1654278.3061800655,95888.72752940917,132.5
1701089.2071218325,1902234.8938014791,496418.47952532425,1654771.4393721458,95843.04181850444,132.75
1700322.1966608115,1902889.1008412363,496615.9358908752,1655261.3718227753,95797.6792931181,133.0
1699560.637147248,1903539.1902947554,496812.1920882849,1655748.1183265347,95752.63783975547,133.25
1698804.4921373397,1904185.1810772186,497007.2548122013,1656231.6990549203,95707.91531174096,133.5
1698053.7255602223,1904827.0937592958,497201.1295434562,1656712.1310047216,95663.50960052169,133.75
1697308.3015548885,1905464.9488761718,497393.8217606247,1657189.4311116554,95619.41860963016,134.0
1696568.1844693453,1906098.766926322,497585.33693962597,1657663.6162491357,95575.64025463896,134.25
1695833.3388597697,1906728.5683702866,497775.68055332423,1658134.7032270422,95532.17246311554,134.5
1695103.7294896673,1907354.373629447,497964.85807112954,1658602.70879049,95489.01317457695,134.75
1694379.3213290272,1907976.2030848,498152.87495859875,1659067.6496185968,95446.1603404445,135.0
1693660.0795534803,1908594.0770757336,498339.73667703616,1659529.5423232543,95403.6119239986,135.25
1692945.9695434559,1909208.0158988019,498525.4486830947,1659988.403447895,95361.36590033336,135.5
1692236.956883338,1909818.0398065,498710.01642837643,1660444.2494662628,95319.42025631147,135.75
1691533.0073606228,1910424.1690060403,498893.4453590337,1660897.096781181,95277.77299051877,136.0
1690834.086965075,1911026.4236581263,499075.7409153699,1661346.961723321,95236.42211321915,136.25
1690140.1618878858,1911624.8238757283,499256.90853144013,1661793.8605499726,95195.36564630912,136.5
1689451.198520828,1912219.3897228588,499436.95363465254,1662237.8094438117,95154.60162327267,136.75
1688767.1634554144,1912810.141213348,499615.88164536876,1662678.82451167,95114.12808913592,137.0
1688088.0234820542,1913397.0983096177,499793.69797650486,1663116.9217833031,95073.9431004219,137.25
1687413.7455892095,1913980.280921458,499970.4080331323,1663552.1172101612,95034.04472510524,137.5
1686744.2969625525,1914559.7089048016,500146.01721207885,1663984.4266641554,94994.43104256694,137.75
1686079.6454037603,1915135.4016605117,500320.52998431405,1664413.8832166814,94955.10016278073,138.0
1685419.758168843,1915707.3792396274,500493.9524318076,1664840.4893356836,94916.05017306798,138.25
1684764.6030335997,1916275.6613257725,500666.2899164913,1665264.2607934554,94877.2791869201,138.5
1684114.147974445,1916840.2675373526,500837.5477756394,1665685.2135569856,94838.78532936437,138.75
1683468.3611613594,1917401.2174322482,501007.73133503937,1666103.3635310663,94800.56673663428,139.0
1682827.210957058,1917958.5305065766,501176.84590856306,1666518.7265576266,94762.6215561248,139.25
1682190.6659161632,1918512.226193455,501344.8967977375,1666931.3184150632,94724.94794634779,139.5
1681558.694784373,1919062.3238617608,501511.8892913161,1667341.1548175747,94687.54407688737,139.75
1680931.2664976334,1919608.8428148953,501677.8286648493,1667748.2514144925,94650.40812835522,140.0
1680308.3501813076,1920151.8022895455,501842.7201802558,1668152.623789614,94613.53829234598,140.25
1679689.9151493476,1920691.221454446,502006.56908539333,1668554.2874605346,94576.9327713926,140.5
1679075.930903464,1921227.1194091407,502169.3806136297,1668953.2578779806,94540.58977892171,140.75
1678466.3671322973,1921759.5151827459,502331.1599834138,1669349.5504251407,94504.50753920895,141.0
1677861.193710587,1922288.4277327121,502491.9123978463,1669743.1804169996,94468.68428733436,141.25
1677260.380698344,1922813.875943586,502651.643044251,1670134.1630996696,94433.1182691377,141.5
1676663.8983400203,1923335.8786257722,502810.3570937455,1670522.5136497226,94397.80774117386,141.75
1676071.7170636794,1923854.4545142965,502968.05970081215,1670908.2471735238,94362.75097066819,142.0
1675483.8074801664,1924369.6222675666,503124.7560028693,1671291.3787065626,94327.94623547183,142.25
1674900.1403822806,1924881.400466136,503280.45111984183,1671671.9232127864,94293.3918240171,142.5
1674320.6862635643,1925389.8142339324,503435.1521008631,1672049.9044352288,94259.08598616287,142.75
1673745.4163330724,1925894.8812360868,503588.8638073066,1672425.3361823142,94225.02703697613,143.0
1673174.3021663264,1926396.6164781356,503741.5903237776,1672798.2287432489,94191.2133210889,143.25
1672607.315256662,1926895.038478493,503893.3367728708,1673168.5971388577,94157.64316687144,143.5
1672044.427274159,1927390.165686138,504044.1082618379,1673536.4563346098,94124.31491294356,143.75
1671485.6100647892,1927882.016479729,504193.9098822622,1673901.8212404242,94091.22690812756,144.0
1670930.8356495595,1928370.6091667195,504342.7467097331,1674264.7067104736,94058.37751140077,144.25
1670380.0762236577,1928855.9619824735,504490.6238035218,1674625.127542989,94025.7650918484,144.5
1669833.304155597,1929338.0930893817,504637.5462062553,1674983.098480065,93993.38802861626,144.75
1669290.491986361,1929817.0205759755,504783.5189435918,1675338.6342074638,93961.24471086344,145.0
1668751.6124285492,1930292.762456044,504928.54702389514,1675691.7493544207,93929.33353771514,145.25
1668216.6383655206,1930765.3366677489,505072.63543791004,1676042.4584934476,93897.65291821536,145.5
1667685.5428505403,1931234.7610727397,505215.78915843664,1676390.7761401385,93866.20127127961,145.75
1667158.2991059225,1931701.0534552697,505358.0131400056,1676736.7167529743,93834.9770256477,146.0
1666634.8805221776,1932164.231521311,505499.31231855263,1677080.2947331266,93803.97861983647,146.25
1666115.2606571554,1932624.3128976705,505639.69161109376,1677421.5244242637,93773.20450209249,146.5
1665599.4132351906,1933081.315131105,505779.15591539966,1677760.4201123535,93742.65313034481,146.75
1665087.312146248,1933535.2556874368,505917.7101096711,1678096.9960254699,93712.32297215775,147.0
1664578.9314450673,1933986.1519506695,506055.35905221326,1678431.266333596,93682.2125046836,147.25
1664074.2451893548,1934434.0248508088,506192.10865468206,1678763.244616801,93652.3201999071,147.5
1663573.2273896537,1934878.8999739185,506327.9662104368,1679092.9437022828,93622.64452009533,147.75
1663075.852976628,1935320.7857343059,506462.9339366046,1679420.378861964,93593.18400622127,148.0
1662582.096640293,1935759.6995241893,506597.0167105313,1679745.563981067,93563.93717192073,148.25
1662091.9332302997,1936195.6586689863,506730.21939379326,1680068.5128828988,93534.90254010243,148.5
1661605.3377550612,1936628.6804269038,506862.5468320126,1680389.239328587,93506.07864289873,148.75
1661122.2853808748,1937058.781988528,506994.00385467254,1680707.7570168145,93477.46402161648,149.0
1660642.7514310465,1937485.9804764148,507124.5952749324,1681024.0795835548,93449.05722668786,149.25
1660166.7113850159,1937910.292944678,507254.3258894429,1681338.2206018062,93420.85681762114,149.5
1659694.1408774776,1938331.7363785808,507383.2004781612,1681650.193581329,93392.86136295155,149.75
1659225.0156975074,1938750.3276941248,507511.2238041665,1681960.0119683787,93365.06944019205,150.0
1658759.3117876854,1939166.0837376404,507638.4006134746,1682267.6891454423,93337.47963578418,150.25
1658297.0052432197,1939579.0212853763,507764.7356348537,1682573.2384309731,93310.09054504886,150.5
