data_set_T,data_set_M11,data_set_M12,data_set_M13,data_set_M14,data_set_M15,data_set_M16,data_set_M17,data_set_M18,data_set_M19,data_set_M20,data_set_M21,data_set_M22,data_set_M23,data_set_M24,data_set_M25,data_set_M26,data_set_M27,data_set_M28,data_set_M29,data_set_M30,data_set_PHIANG,data_set_R0,data_set_R1
260.0,1.0314053,2.9048636,4.5017686,7.4500642,9.0856209,10.934331,11.378255,9.4052839,8.6712084,6.0506282,3.875387,1.3373733,0.39810413,0.27327201,0.10178737,0.0019171882,1.5232587e-05,0.16851616,0.087905847,0.46079528,-1.3447675,3.9059253,2.7317698
261.0,1.3415656,2.5315807,4.8557143,7.2646971,9.6489439,10.018583,9.4486265,10.704394,8.0897646,6.3285141,3.7266357,1.2756662,0.47203115,0.36569187,0.22702999,0.21442115,5.4606676e-06,0.16207878,0.36474913,0.6848104,-1.3511381,3.8862753,2.6184587
262.0,1.6433911,3.1344388,4.5578647,8.185626,8.6577759,10.809726,9.3317366,9.5356712,8.5435152,6.001884,3.8686032,1.3798341,1.0320712,0.41857558,0.16232495,0.18832174,0.10843963,0.068966806,0.36386514,0.63863313,-1.3630029,3.9315634,2.5802634
263.0,1.2403013,3.2553937,5.099411,7.6952567,8.6578255,11.424419,10.499313,9.4321451,8.25179,7.3491273,3.3274794,2.1680956,0.62303084,0.16182858,0.27366042,0.067510694,0.098431326,0.05989068,0.41520184,0.64336616,-1.3489294,4.0371737,2.6932719
264.0,0.89637083,3.2825222,5.055234,7.8369541,8.30511,11.377049,10.466561,10.633569,7.7331667,6.1440015,3.0923126,2.1252267,0.22334778,0.16001098,0.18454942,0.024201632,0.035286244,0.041704066,0.18340805,0.43947667,-1.3641618,3.912003,2.7165205
265.0,1.1298857,3.6397307,5.4087453,7.5302973,9.3772364,9.9959173,9.4792948,9.6564703,7.7757859,6.3053417,3.5025253,2.1839879,0.36499447,0.17996918,0.066158369,0.0086759441,0.027642993,0.059916507,0.13249367,0.81059831,-1.3837359,3.8817835,2.6027572
266.0,1.1847608,3.6126735,4.9625559,8.0145712,9.2378273,10.248855,11.180174,8.7270603,7.2743444,5.9140763,3.6516397,1.9730561,0.48697135,0.25063196,0.11859868,0.0031102039,0.0099096233,0.10586912,0.050056715,0.76102906,-1.3955028,3.8883886,2.6289937
267.0,1.3908508,3.4806201,5.7200766,9.061636,9.831192,10.905352,11.311035,9.2796698,7.5653572,4.4809332,2.6869431,1.5825378,0.34972978,0.1311589,0.04251596,0.0011149644,0.056018095,0.037952591,0.023448547,0.81467503,-1.4733317,3.9376409,2.7595315
268.0,1.5963203,3.3737833,6.6311088,7.6031766,10.587227,10.520934,10.924818,8.0832348,5.947402,4.511219,2.592284,1.4881046,0.1484337,0.047018621,0.078239255,0.0078475364,0.020081699,0.1848602,0.0084059741,0.60089499,-1.51739,3.7477696,2.6274495
269.0,1.3430799,3.3157699,6.350667,7.8455377,9.8541603,10.710075,9.6740685,10.12221,7.0588412,4.164135,3.017915,1.3606606,0.1979302,0.2050027,0.11483771,0.0028132312,0.05686691,0.066269778,0.18855394,0.64353895,-1.4739758,3.8146467,2.651417
270.0,1.3766202,3.2437055,6.2481031,7.0383801,9.4026709,9.8334045,10.816096,9.800168,7.0711331,4.7549934,2.6550598,1.6300141,0.75368905,0.24601084,0.041167703,0.0010085038,0.020385986,0.097528845,0.067593932,0.73770738,-1.4366931,3.7917721,2.5949972
271.0,1.4634361,2.6218224,6.0924659,6.8462849,9.7555885,9.0771208,10.327456,9.4233541,7.5183244,5.5849977,2.7551603,1.3278227,0.543217,0.14274335,0.074208438,0.00036153442,0.0073080892,0.034962717,0.25468528,1.0611597,-1.4227031,3.7456241,2.550266
272.0,1.439311,2.565825,5.2250485,7.1802268,9.8919449,9.2908449,9.7353239,8.7266665,6.5685663,4.421207,2.3216336,1.5000314,0.31409362,0.051171482,0.02660268,0.000129605,0.0026198472,0.012533642,0.23309141,1.1209105,-1.467471,3.5313892,2.4483907
273.0,2.263418,4.1461058,6.585917,8.7583799,9.681139,8.8106976,9.7312698,9.1480217,6.4253707,5.463408,2.6967218,1.3943937,0.53287506,0.35666999,0.012260837,0.12290018,0.00093917834,0.045802578,0.13318919,1.1746489,-1.521176,3.8742063,2.53965
274.0,2.7150555,4.2196827,7.2397299,9.239049,8.560195,8.7123194,10.332955,8.0384598,6.543694,3.5085924,2.0612526,0.84006172,0.5138011,0.19409597,0.069478169,0.09180402,0.12712973,0.10803922,0.73667866,1.1986188,1.5192866,3.7525346,2.4662817
275.0,1.9034345,4.1191721,6.9755135,7.9092412,9.0123653,9.1998577,9.5222235,7.6608453,6.4159842,4.2688017,2.6292989,0.35071504,0.2263294,0.074695557,0.024906944,0.054620005,0.23858605,0.33475769,0.42640445,1.0558882,1.5579056,3.620182,2.4218168
276.0,2.2842035,3.9769905,6.8247204,8.1400518,8.8565531,8.7668047,8.6073236,7.0512896,6.5892806,3.847522,2.9715135,0.97956294,0.35320815,0.046358783,0.12608999,0.019580502,0.085529737,0.30176532,0.37670177,1.342683,1.5525508,3.5773866,2.3163519
277.0,2.3667519,3.79217,6.7800937,7.3321323,9.2529039,8.01437,8.0735483,7.7355108,7.2547798,3.0548065,2.4704661,2.1107552,0.34082329,0.14774452,0.06745521,0.16919915,0.076231755,0.10817862,0.52227694,1.1258692,-1.5603685,3.5398033,2.2515082
278.0,1.9342387,3.3588367,4.6839986,6.5927629,9.7010746,8.4864569,7.7624755,7.5889187,5.6732302,4.109076,2.8915513,1.8723865,0.75547707,0.21165387,0.22531182,0.060655512,0.028990345,0.30597642,0.81402516,0.68867177,-1.4877211,3.3872883,2.1337998
279.0,1.3975375,3.4103658,4.1696601,6.6523252,8.8767643,8.5851402,7.5517039,8.2973366,5.0381861,3.6716287,1.935111,1.216612,0.55763465,0.19393225,0.2120557,0.045553729,0.17656907,0.19240139,0.42598945,0.90173221,-1.5121195,3.1754119,2.1008301
280.0,1.1383393,3.5916491,4.1687427,7.2561054,9.4129543,8.7860022,6.855711,6.8463235,5.3886094,3.1459286,1.9490268,1.0680457,0.56801504,0.50619066,0.55987883,0.064639971,0.13669533,0.16411233,0.4972764,1.4074481,-1.5607527,3.1755848,2.0354369
281.0,0.97777826,2.5469446,5.0895638,5.9563498,8.6108427,8.3980532,8.292387,7.5773301,4.9232941,3.7754266,2.1461418,1.4966178,0.51977307,0.48930335,0.21188791,0.20233613,0.25608405,0.1733676,0.238216,1.6035708,-1.488507,3.1742635,2.0406566
282.0,1.78297,2.7939076,4.4373374,6.4710064,8.3359795,8.7423201,7.8898287,9.3086805,5.2758465,4.8866048,2.4892538,1.8019906,0.36943564,0.44803208,0.2835215,0.2082011,0.1386974,0.097042136,0.68024611,1.1797752,-1.4419847,3.3810339,2.1394024
283.0,1.6891308,3.0826547,5.8301549,5.9026408,8.3568134,8.2968969,8.4979496,8.3300314,5.7853999,3.6037011,2.9167168,1.3604904,1.3022245,0.28246078,0.10163847,0.07463716,0.15684612,0.2452181,0.32650164,1.0473226,-1.4706416,3.3594716,2.124953
284.0,1.6609002,2.8698406,5.6155963,7.3854709,9.3154526,7.8827643,9.3822441,6.9968023,6.1344171,3.7394857,3.0125225,1.8095371,0.90075833,0.29023072,0.42183512,0.026756372,0.11322349,0.41822904,0.75952762,0.81682181,-1.4909465,3.4776208,2.1746013
285.0,2.0766885,4.319571,4.4476666,6.776546,8.4012384,9.2356758,8.3914843,7.7855868,6.6696243,3.5069757,2.5624182,1.2791394,0.44867173,0.14744173,0.20219599,0.07855656,0.12630056,0.26826805,0.40299177,0.90577626,-1.5153309,3.4016409,2.2052698
286.0,2.8025486,3.8956945,4.1709261,7.9568462,9.0932102,9.171566,9.9404392,7.6445255,6.9843054,3.4881029,2.7901716,1.1977891,0.35521191,0.18581387,0.072484411,0.1397869,0.15182108,0.15076114,0.36948216,1.0674609,-1.5269195,3.5814474,2.3513951
287.0,1.9201211,3.3269801,5.7256651,8.7896891,8.580904,8.7942801,8.906846,8.3189688,7.2661762,5.6367345,1.8152027,1.0157051,0.46561006,0.13638642,0.029570932,0.050111637,0.078385726,0.22985087,0.26892182,1.475561,-1.5122688,3.6415837,2.4052684
288.0,2.1567516,3.3716912,6.8635054,7.8912735,9.66821,9.1717262,8.6151218,10.195224,6.137938,3.927007,2.3255744,0.82850593,0.45694447,0.1001049,0.010600762,0.017964317,0.21232232,0.23462062,0.43603745,1.2643702,-1.5586605,3.6942747,2.471061
289.0,1.7936153,4.0361953,7.3560543,7.9956975,9.5346861,9.2211647,8.1422634,8.0924425,5.3935761,3.5396292,2.222347,0.48742315,0.61310583,0.25448048,0.003800224,0.0064399545,0.14642604,0.22226653,0.76421493,1.495993,1.5045928,3.5660911,2.3514581
290.0,2.8206577,5.2023702,5.3450837,9.577035,8.5469265,8.5398598,9.5409155,7.5020146,4.9843407,3.140106,2.0548563,0.66519523,0.67036253,0.50980699,0.0039183456,0.076200962,0.062011302,0.15076223,0.47019142,1.2387996,1.4819589,3.5550706,2.3230121
291.0,2.3290699,5.0890589,6.3873835,8.8410587,8.518013,8.7295685,8.7635632,7.1344566,5.8835983,2.9120116,2.1092067,0.44875336,0.93778872,0.64738029,0.044158347,0.084925801,0.046399206,0.11370578,0.85223043,0.93603432,1.4895312,3.5404184,2.2829394
292.0,1.9547482,4.7973871,6.3507066,7.9956431,9.0481634,8.6501856,7.5718431,7.3571239,5.1757431,2.9995899,1.8329722,0.55537808,0.5744741,0.41128471,0.21434534,0.31788132,0.016633462,0.10842802,0.50365531,0.79613256,1.4904693,3.3616159,2.2097511
293.0,1.9707074,5.0084367,6.0792575,7.5648293,8.3024988,7.7163448,7.4448576,8.1685009,5.6226716,3.6335967,2.0030117,0.76999378,0.24812092,0.21984595,0.59325558,0.14730857,0.10432065,0.05193761,0.56184351,1.136757,1.5263313,3.3674047,2.1458378
294.0,1.8487661,5.1257987,6.2181339,7.2080216,7.8741517,7.7906547,8.5118399,6.7822385,5.4252038,4.2560649,2.4528611,1.1613365,0.16611959,0.59332812,0.21267378,0.18297784,0.10750183,0.15716046,1.1673077,0.99361199,1.5402659,3.4117875,2.0955579
295.0,2.375139,4.0918655,5.5304866,7.8282027,9.0241842,9.4233141,10.142065,7.6340299,6.2051263,4.032537,2.4018099,1.0778646,0.602745,0.31660387,0.21646927,0.065594979,0.038537893,0.19311789,1.040521,1.3347416,-1.5649316,3.6787479,2.35691
296.0,2.1464148,3.5616064,6.7976112,7.4352589,9.3033724,8.6467142,8.8197136,7.6036143,5.7475419,4.2838788,1.7487932,1.665382,0.70452899,0.15798992,0.077601187,0.11640579,0.013815292,0.12543988,0.96016252,0.93854231,1.5688804,3.5427194,2.2816019
297.0,2.9097509,4.3270521,6.2734756,7.1755953,8.0445004,9.3638411,9.0632019,8.72717,5.7099118,4.5730824,2.2156291,1.3350798,0.55077529,0.073201135,0.028248811,0.047944933,0.1657113,0.13552977,0.59592092,1.1444556,-1.562694,3.623004,2.3226902
298.0,3.0395021,3.5939569,5.311554,8.4217587,8.4218731,9.8691311,9.5297604,8.6920404,6.4789453,2.9874105,1.590879,1.3808887,0.51686722,0.074692853,0.25901356,0.017187582,0.059405167,0.14218949,1.1191343,1.0146902,1.5561451,3.626044,2.3779633
299.0,2.7527714,3.8063102,6.3916535,7.9990983,9.86938,8.8395309,8.4921703,8.0443449,6.1169915,3.722887,1.9190156,0.74728954,0.18528964,0.15046823,0.17271781,0.075961456,0.15856065,0.12296163,0.86142606,0.49989519,1.5322611,3.5464363,2.3691583
300.0,2.3897119,3.886055,4.5964417,7.2006502,7.6401653,9.3813171,7.8522587,7.0286183,4.8982735,4.4202366,1.5108495,0.56746429,0.46565849,0.092583321,0.080672793,0.076239988,0.37727952,0.28609288,0.70921695,1.3543643,1.5392979,3.2407074,2.0846472
301.0,2.0192955,2.8953111,6.1373787,7.8204799,8.5533743,9.3085556,7.0020857,6.8360252,5.925076,4.8857141,2.412966,1.0604445,0.9715746,0.24652082,0.20855424,0.085839383,0.45685497,0.21455584,0.67577797,1.2105259,-1.5451418,3.4463456,2.1353469
302.0,2.2913406,4.0191793,5.6934843,7.4632182,8.848278,8.5949812,8.3719339,7.3254337,6.1400523,4.7236147,2.92554,1.3348178,0.638771,0.33728626,0.33117136,0.030772209,0.16377607,0.12669343,0.487746,1.3256619,-1.5313967,3.5586877,2.2133553
303.0,2.1721087,3.8426614,5.0630894,6.315454,8.0985823,8.0334177,7.7053642,6.8716021,4.7653108,3.6711192,2.6480305,1.6211463,0.50029647,0.2705988,0.28184938,0.25359374,0.099351682,0.045417812,0.80395007,0.66830683,-1.5422733,3.1865625,1.9750731
304.0,2.3910897,4.2418981,5.0457225,6.1965132,7.5302329,8.214427,7.908731,7.3472381,6.1156306,4.660162,2.4852383,1.436026,0.98950595,0.25818005,0.31067118,0.090909787,0.62422764,0.23614056,0.66918463,1.2168598,-1.5075051,3.3984294,2.0035887
305.0,1.9037117,3.3495171,4.9106417,5.9892507,7.7657304,7.9457092,6.674047,6.1508555,5.4189601,5.0721669,2.2449205,1.8695207,0.64136481,0.23241568,0.39312276,0.1835769,0.32516178,0.11135618,0.60221553,1.0702649,-1.489872,3.1427255,1.8756438
306.0,1.2121226,3.2660904,5.1276984,5.0281239,7.3690109,8.1475506,6.8255563,6.3946376,5.3280458,5.810719,3.4456146,2.0643771,1.1274906,0.5095219,0.3564184,0.17854969,0.20545836,0.039919622,0.35727024,1.1176205,-1.3751768,3.1955898,1.8770894
307.0,1.121695,3.5006132,5.6948509,5.8983288,7.2786145,6.7663331,7.5956283,7.1064196,6.747736,5.7639489,2.7854276,2.0157616,0.81088549,0.38451314,0.13750118,0.10474125,0.13010725,0.22387299,0.29927358,0.62768,-1.3869199,3.2496967,1.9981475
308.0,0.67417139,3.3766794,4.9614773,5.3721924,7.7379613,7.3593359,8.403512,6.9928112,6.2946882,4.2137017,3.4776652,1.2614361,0.64314383,0.64200443,0.060590453,0.11509133,0.046641618,0.080255315,0.69873959,0.52533823,-1.3998202,3.1468718,2.0059369
309.0,1.4871917,3.5466352,5.6609001,5.342052,6.8628602,8.3532305,8.3685322,7.1226301,6.5139728,4.5549536,2.957659,1.5577554,0.65530193,0.25588569,0.22476037,0.10430969,0.40154323,0.37248671,0.48239851,0.47180739,-1.4299892,3.2648432,2.0239716
310.0,1.7031951,2.7435124,5.9356518,6.3881521,7.4962044,8.2422762,7.803195,8.1745005,6.8473201,3.3198302,2.7166171,1.5334479,0.69199061,0.65686786,0.19330204,0.085903913,0.50251871,0.9487083,0.39807412,0.30180466,-1.4586111,3.3341537,2.0482337
311.0,1.9687853,3.1944294,4.763144,6.7566657,8.7906666,7.5606513,7.5321493,7.9814644,6.7391715,4.2408977,2.5184433,1.2483176,0.66747695,0.81063253,0.070330746,0.17505108,0.32999811,0.39624757,0.30543897,0.74286085,-1.4645042,3.3396411,2.0790915
312.0,2.8177614,2.7735505,4.3469138,6.5983901,7.657268,8.6375351,9.5561056,7.9196696,6.2014546,3.889219,2.1185083,0.85306156,0.75997382,0.41526303,0.095486209,0.17088042,0.3560662,0.15364085,0.28454113,0.80750799,-1.483992,3.3206398,2.1493521
313.0,2.3331177,2.8740623,4.1765361,7.4639335,7.971179,8.8728714,10.544903,7.356369,6.5378175,5.4272618,3.186527,1.2663069,0.62076372,0.21152607,0.17278133,0.1386037,0.12764472,0.10052146,0.33630624,0.52421284,-1.419594,3.5121622,2.3034279
314.0,1.6335292,2.5211124,4.6141925,6.846251,7.6243882,8.7405262,9.2695322,6.4822769,5.457222,4.8940907,3.1952193,1.8350281,0.51693791,0.49442884,0.061939675,0.049687475,0.084302649,0.036035527,0.69541591,0.59043986,-1.4256936,3.2821279,2.1082463
315.0,2.1232269,2.9613805,5.211462,6.8421087,8.5715246,9.010498,8.9293022,6.7341943,5.0671554,4.0118299,2.793124,1.3988863,0.63344157,0.20179147,0.05439733,0.01893965,0.12040818,0.3722834,0.4920074,0.24818259,-1.5083983,3.2898071,2.1549225
316.0,1.5279127,3.4182091,6.0827308,7.3462882,8.9473486,8.8735867,8.5921373,8.0179052,5.6138363,3.9597187,2.3157365,1.9127624,0.5442009,0.33302554,0.019500677,0.04380532,0.043164637,0.43931305,0.28575319,0.93393528,-1.5202507,3.4625435,2.2550673
317.0,1.5344982,3.4149277,5.0417852,7.101243,9.6878176,7.1179013,8.3564396,6.7091236,7.5245509,3.6858137,2.196224,1.6230626,0.77778506,0.46600708,0.0069907182,0.17095332,0.015473914,0.63181555,0.10765517,0.62844419,-1.4850357,3.3399255,2.1446674
318.0,1.5649008,3.7964294,5.5064983,8.2154398,8.690589,9.6634083,9.3270388,7.7120323,5.5715694,3.9974856,1.9531415,1.1868386,0.27882501,0.35010943,0.018554844,0.13002722,0.057905897,0.24356441,0.96418202,1.0302848,-1.5669738,3.5129414,2.3253157
319.0,2.3767927,4.2194881,5.751967,6.9747601,8.3951883,9.0194607,9.3188944,7.3290448,5.8023224,4.0193524,2.7369311,0.61752176,0.36328295,0.45947406,0.0066516502,0.04661293,0.044636153,0.090860061,0.42838711,1.2986158,-1.5661764,3.4650123,2.2589185
320.0,1.7842466,3.0420761,5.5630503,6.490078,9.0396299,10.40162,9.4711084,6.827569,6.8752508,3.7584214,2.5577204,1.4975722,0.70472586,0.24396579,0.057684023,0.14431283,0.08871457,0.43521282,0.2996347,1.3587997,-1.5014814,3.5320697,2.2998762
321.0,2.6748369,4.0008497,5.5434389,6.7385092,8.7673473,10.32066,8.780324,7.2330685,6.3822107,5.2494316,1.7550452,1.5014108,0.78626579,0.14022185,0.020678911,0.051734116,0.14439553,0.25831208,0.13698955,1.0933481,-1.5266252,3.578954,2.3175251
322.0,2.2529376,3.3185282,5.9247713,5.8989091,9.609437,9.8257494,10.146317,7.8842006,5.8147101,5.6576986,2.4487236,1.0608747,0.54931939,0.26831323,0.091626927,0.0557721,0.062780663,0.28003517,0.28114867,0.83394474,-1.4851077,3.6132898,2.3947637
323.0,2.224843,4.182766,5.6614175,8.5229826,7.9610648,10.288454,8.1004181,8.6360626,6.168654,5.1026325,2.2815328,0.80073977,0.26235455,0.1427653,0.040983837,0.14800906,0.099628881,0.10038866,0.96961761,0.57594365,-1.5477147,3.6135631,2.3826683
324.0,2.7098994,3.6178956,5.2792873,7.1557379,8.3631573,9.1964121,8.4622936,7.5307527,5.8114409,5.1831021,2.9786694,1.3535582,0.34897858,0.051179349,0.014692129,0.28051814,0.14657559,0.31523654,0.89214027,0.96195972,-1.5215422,3.5326743,2.2098417
325.0,1.6850051,4.7093086,6.028368,7.1051269,8.586874,8.5970631,9.4675932,6.6804252,6.0716157,4.3543234,2.2591054,1.2574008,0.52913129,0.063643433,0.36366469,0.1465553,0.14601663,0.14825396,0.65909708,0.83753532,-1.5572424,3.4848053,2.2344613
326.0,1.7814949,4.7018399,6.7509518,7.4566307,9.417347,8.9332495,8.0174999,7.0900722,6.0417399,4.4415383,2.5205181,0.7618717,0.29898542,0.1357632,0.13658726,0.11520385,0.36001161,0.053146958,0.7888298,0.88772094,1.5431069,3.5345502,2.2878087
327.0,2.0205359,4.1708913,5.9049702,6.4844766,8.1296072,9.1068354,8.2126017,6.6762676,6.1667442,4.0913439,2.4093101,1.040185,0.30345404,0.35292643,0.17958876,0.20471318,0.12905909,0.2907705,0.61228865,1.0282023,-1.5596392,3.3757386,2.1375716
328.0,1.7210417,3.4157705,5.0878186,7.5827966,8.2034721,9.9509172,7.4655671,7.5282836,6.0440173,4.4770188,2.146935,0.76686239,0.48436195,0.14065352,0.064380042,0.07953319,0.04626587,0.30575299,0.64984983,1.4056149,-1.5455416,3.3783457,2.2095244
329.0,1.2059207,2.9750915,4.6152272,6.5402575,7.9091506,8.904561,8.7580366,7.408814,6.4994779,4.9081907,3.5043545,1.5167607,0.97831696,0.25029477,0.023079339,0.063208088,0.10656311,0.13303699,0.45852277,1.2755933,-1.405811,3.4017229,2.1697686
330.0,1.4001893,3.851619,4.9067712,6.4024649,8.7697706,8.7249565,9.0780611,7.032269,6.6397285,4.9447002,3.2610409,2.0244215,0.68012762,0.24102347,0.087497003,0.074279487,0.15871546,0.1170595,0.4761869,0.97653025,-1.4353062,3.4923706,2.2136934
331.0,1.3162194,3.4999621,4.8252535,5.1914124,8.9905014,8.313097,9.309617,8.4477692,7.1373124,4.5247669,3.5098069,1.2782366,0.72436571,0.26252937,0.10940416,0.02662815,0.32543021,0.23974508,0.54926717,0.51501012,-1.3943492,3.4548168,2.2404754
332.0,1.2141211,2.9374826,3.3447421,4.9289904,7.5889482,8.4171457,9.0114565,7.4597411,7.363564,4.2496634,3.2481446,2.2158537,0.84487569,0.29316434,0.25696185,0.16202882,0.28927368,0.49147791,0.64235836,0.56349665,-1.322364,3.2761745,2.0475383
333.0,0.87169749,2.9561682,2.6017516,5.2536697,7.0330706,7.5530262,7.1997242,6.7380118,6.9435496,5.7501168,4.6110044,2.9279437,1.2162179,1.1287732,0.87514347,0.13039793,0.13516375,0.23548333,0.39053619,0.61698371,-1.177743,3.2584217,1.8867154
334.0,0.8084355,2.4923718,2.5370972,4.1737943,6.3656034,7.3353777,7.1990008,8.1480751,7.6284461,6.1024013,4.006968,2.071923,1.0517292,1.2276353,0.3137266,0.25673339,0.20118324,0.11632705,0.21510416,0.83931649,-1.1486359,3.1545625,1.9380381
335.0,1.066709,2.2079961,2.7033339,4.925663,5.6522813,7.5919981,8.8933697,8.3878727,7.9927359,6.3207998,5.1043944,1.8347343,0.88557142,0.58093333,0.52748907,0.094743706,0.14657034,0.10698049,0.21756856,0.46425036,-1.1437448,3.2852998,2.1131811
336.0,1.4479188,2.5070629,4.0532618,5.1519527,6.4536386,7.0753336,7.8575807,8.7912226,6.7259703,6.0447588,4.0478139,2.3467352,1.2481625,0.60827023,0.34669209,0.1140053,0.31420466,0.21830752,0.24079801,0.27777117,-1.222985,3.2935731,2.0129023
337.0,1.3685161,2.1770155,4.2358208,5.3117557,7.2844019,8.5756702,7.9094748,8.6730909,6.880754,5.2581983,5.0447888,2.7692289,1.3825126,0.41926652,0.50799429,0.10525195,0.16665703,0.27905145,0.23861738,0.24841185,-1.2244588,3.441824,2.1248932
338.0,1.2836872,1.9835529,5.1420503,5.2151451,7.3395381,8.1729746,8.5006618,8.0410624,6.3675632,4.705883,4.2953715,2.6318929,0.96992898,0.36975527,0.38705721,0.31576103,0.100813,0.1515656,0.23003413,0.27150023,-1.2868115,3.3237901,2.0829649
339.0,0.71470463,2.1986194,5.7151484,7.0186882,8.5686617,9.509304,10.177566,8.8734808,8.4632282,5.7862282,3.4067245,2.5636184,1.1541891,0.67941916,0.49538374,0.12900244,0.087132141,0.29674038,0.082463995,0.33375356,-1.3008653,3.8127029,2.4850552
340.0,0.58815771,2.8112614,4.6964517,6.773984,6.5109105,9.1265354,11.247149,8.7203341,7.9772124,5.8584595,5.3934469,3.191453,1.0452961,0.50994563,0.41719109,0.15303199,0.10244405,0.10637725,0.029562181,0.57616132,-1.2224705,3.7917683,2.4329715
341.0,0.43833968,2.3550766,3.5001104,6.3316507,7.3623896,9.1562071,9.8159657,8.2762442,9.1526737,7.2539701,4.5333018,2.8506882,1.1209376,0.28408954,0.37077141,0.11040185,0.03672475,0.053404462,0.010597626,0.33025116,-1.1781175,3.6671898,2.4515572
342.0,0.6396538,1.6313282,3.1532934,5.1359944,7.1803946,9.3687744,9.5699053,8.9981308,8.9300594,7.1470423,4.4316406,2.7381806,1.0366426,0.33926305,0.13291633,0.12170247,0.022328237,0.17791605,0.030465271,0.40207469,-1.1485837,3.5593853,2.4262476
343.0,0.62833309,1.9464734,3.8447347,5.3833175,8.8123608,9.9433441,9.9988441,9.9697018,9.272049,6.9922161,4.9650698,3.4354649,1.324978,0.29008386,0.30291423,0.043628622,0.008004359,0.13274136,0.012023294,0.33512712,-1.1628989,3.8820705,2.6196396
344.0,0.87032276,1.7248594,3.6473207,6.1045041,8.8275108,9.3693008,10.532754,9.744627,8.5009623,5.9613008,5.5598245,2.241003,1.4574385,0.43974963,0.21715513,0.21366116,0.098652996,0.047585908,0.21126451,0.44380444,-1.2024258,3.8106802,2.5404873
345.0,0.8031072,1.3239491,3.2730901,5.1666808,9.1071291,9.4097109,8.511488,10.367305,8.1086044,6.548408,6.0458999,2.9396384,1.3452104,0.42857662,0.091229707,0.14087994,0.035365712,0.26027051,0.075735353,0.16409609,-1.1402515,3.7073188,2.4893336
346.0,0.39643422,1.1197292,3.0443861,5.6538243,7.8892155,9.5578022,9.6069689,10.722439,9.285367,7.2472935,6.0822959,3.9439981,1.3811682,0.36148074,0.032704566,0.1451817,0.012678109,0.29568747,0.13811424,0.098928191,-1.0804294,3.8507848,2.6308596
347.0,0.83999115,1.6046569,3.9887824,5.5772099,8.3870401,9.3490009,10.216841,11.42024,9.4710512,6.4424944,5.3013296,2.8987868,0.81968004,0.26265857,0.2949006,0.052045599,0.094684318,0.20388398,0.04951201,0.10703152,-1.1677576,3.869091,2.6608016
348.0,0.5406903,1.5318495,3.8257191,6.4374509,9.0085583,9.2302485,10.251534,10.481897,9.1974001,7.6882644,4.6629996,2.556689,1.1692771,0.24559562,0.26954195,0.018657614,0.033942994,0.091581859,0.11059849,0.038369291,-1.1789199,3.8695433,2.683712
349.0,0.54891837,2.1516302,4.5684986,6.7615833,9.0898895,10.013865,10.352354,11.916956,9.5781641,7.4455018,5.0598822,2.1800861,0.88790524,0.13402162,0.09662699,0.0066884919,0.012168086,0.032830808,0.063485354,0.071347922,-1.2160811,4.0486202,2.8470721
350.0,0.89354044,1.941244,5.1411176,6.5107179,8.8490152,10.628003,10.932992,11.143863,9.0099363,6.6917019,5.3616529,1.9534606,0.68818218,0.31871983,0.13726434,0.012611805,0.0043620872,0.011769382,0.022758607,0.025577227,-1.2436271,4.0139246,2.812489
351.0,1.0221245,2.2385943,5.2585282,7.2963939,10.547003,11.520171,11.401042,9.5826483,9.7500448,7.1293664,5.3009729,1.7705514,0.64083666,0.47243282,0.056843627,0.048760012,0.0015637469,0.0042191581,0.064211659,0.074507482,-1.2849547,4.2090406,2.9336128
352.0,1.3424631,1.7801222,4.8750176,6.8679681,9.8775654,10.514632,10.858257,10.720001,9.8894005,6.3561091,4.8403454,1.9256363,0.85037422,0.19169056,0.036524385,0.017479777,0.00056058128,0.0015125087,0.27804089,0.57955539,-1.2770177,4.0901628,2.8214095
353.0,1.6929961,2.032819,4.2292285,8.1322308,9.4411697,9.029129,10.470864,11.645722,8.8417759,6.4747415,3.3440309,1.8044822,0.88026124,0.068718366,0.074538827,0.17231651,0.00020096049,0.11963488,0.099673741,0.31860277,-1.3104086,3.9436569,2.7244084
354.0,1.3241512,1.7051631,4.082346,8.6148071,8.3730497,10.706248,11.007659,11.028786,8.651782,6.7337017,4.1947231,2.6358678,1.4236187,0.024634568,0.29927334,0.073742464,7.2041505e-05,0.042887419,0.0762522,0.29751852,-1.260349,4.0648141,2.7789392
355.0,1.1922245,2.1087546,5.3641796,6.7625804,8.5539732,10.244492,9.2698717,10.26641,9.0646267,6.537981,4.4924812,1.6512115,0.687401,0.022867937,0.10728528,0.026435636,2.5825866e-05,0.071415424,0.02733534,0.31601137,-1.291502,3.8383782,2.6472273
356.0,0.67451203,1.7829822,4.6419663,7.5952849,10.058382,9.8203192,10.267267,10.296369,8.3710423,5.8820667,4.6997223,1.5367695,0.63651794,0.092269599,0.060060855,0.0094768032,9.2582095e-06,0.15827885,0.026411325,0.36169344,-1.3064389,3.8485701,2.7141724
357.0,0.76828325,2.0959144,3.788933,6.8353624,9.8988476,10.761675,10.689837,10.622548,10.172082,5.4544253,5.0526738,2.2388029,0.7692129,0.26355183,0.021530971,0.30270317,3.3189378e-06,0.056740742,0.080018319,0.37284338,-1.2512878,4.0122995,2.7974372
