data_set_T,data_set_M11,data_set_M12,data_set_M13,data_set_M14,data_set_M15,data_set_M16,data_set_M17,data_set_M18,data_set_M19,data_set_M20,data_set_M21,data_set_M22,data_set_M23,data_set_M24,data_set_M25,data_set_M26,data_set_M27,data_set_M28,data_set_M29,data_set_M30,data_set_PHIANG,data_set_R0,data_set_R1
756.0,0.49318346,0.62330341,1.5454398,3.5036864,6.0219893,8.2097292,8.5838575,10.12523,10.09469,9.1293182,7.6162186,5.1754313,3.5502543,1.5808618,0.69295931,0.36121079,0.067380354,0.21360679,0.063352004,0.043178685,-0.80198008,3.8847442,2.5537679
757.0,0.22951438,0.67789018,1.8204567,4.6123209,4.9476624,8.2243195,9.1303587,10.104609,10.019941,8.6333532,7.6887894,4.8260498,3.936343,1.0218953,0.39839739,0.31965718,0.090219453,0.076575026,0.0227108,0.01547895,-0.83076638,3.8398271,2.5635018
758.0,0.20185189,0.54514176,1.8497549,3.738395,5.01933,7.9444938,8.4644213,9.1246281,9.6937323,9.7890701,7.23772,4.5333171,2.7204399,1.1969929,0.45723939,0.12064598,0.25566974,0.065146945,0.16099788,0.17720012,-0.82621104,3.6648095,2.4602747
759.0,0.35788795,0.43580329,2.0310655,3.3209412,4.4618983,8.6867323,9.4294786,10.047042,10.104583,9.2515869,8.6619711,6.302207,2.7902257,1.9281876,0.64970136,0.40083849,0.17038073,0.023354264,0.12255657,0.11953526,-0.76348114,3.9647989,2.6310098
760.0,0.3279053,0.30406564,1.4155151,3.3259249,4.0847321,7.6499577,10.421234,10.271632,10.785496,9.4402008,7.5481353,6.0580306,2.5048678,1.8395358,0.27831352,0.22912474,0.061079092,0.023578301,0.062629409,0.042851709,-0.76970184,3.8337405,2.6709716
761.0,0.2028714,0.37178084,0.76553965,3.7428257,6.2728171,7.7675657,9.9718523,10.144083,10.670633,9.5049324,7.8455329,6.99333,3.1210213,2.0414543,0.66558284,0.12112968,0.050336298,0.10669739,0.3000378,0.015361734,-0.75963366,4.0337691,2.7233808
762.0,0.18831083,0.44871658,1.0878434,5.1290698,5.1538692,7.9865174,10.187914,8.5385303,9.9041443,8.6967068,8.0427589,5.5062146,3.7297451,2.0628757,0.84284824,0.18178736,0.024004782,0.049287174,0.23718759,0.036286376,-0.78966194,3.901731,2.5462301
763.0,0.24494317,0.71301007,1.1725551,3.8564816,5.2727337,7.6607027,10.411987,9.7137651,9.4516191,8.5336056,6.3575788,4.614131,2.8626204,1.4186487,0.68936968,0.065168209,0.17447136,0.017668758,0.085028417,0.089309424,-0.85095805,3.67027,2.4885647
764.0,0.087808676,0.71313262,1.2413595,4.4778152,5.3628221,6.6891456,8.8482313,9.614296,10.179139,9.5273027,6.9384661,4.9454794,3.419452,1.3566355,0.62649822,0.36082163,0.23248154,0.029803917,0.030481489,0.096170813,-0.79649931,3.738867,2.4896393
765.0,0.13173956,0.51108479,1.0054613,3.3093181,5.5852237,7.0317974,8.8660402,10.328311,10.437469,9.396265,9.1939697,5.3475318,3.7904434,1.6326205,0.92136753,0.12934949,0.20327215,0.1045735,0.031129301,0.034475882,-0.72627532,3.8995721,2.6414065
766.0,0.31993937,0.31203917,0.90157062,3.3178766,6.8585925,8.4684811,9.1897058,10.539827,10.308952,10.536625,9.1843596,5.103085,3.8461657,1.4277695,0.63366044,0.34588918,0.34461805,0.037488125,0.011159416,0.012359118,-0.76706725,4.0850081,2.7790351
767.0,0.12559916,0.31505072,0.69284278,3.3277576,5.4237914,8.4632607,9.0654354,10.648532,9.948081,10.877477,8.3919983,5.3174787,3.7590857,1.7181321,0.31910887,0.30177945,0.130486,0.013438965,0.038385704,0.0044305697,-0.74554545,3.9441075,2.7460387
768.0,0.045025531,0.28053269,0.77967733,3.2134554,6.0971742,6.7229114,9.4223452,10.808129,10.413227,11.396021,8.8363914,4.1987281,3.9952283,1.7934818,0.48813596,0.1246132,0.24657725,0.040792745,0.054559331,0.033826891,-0.73559469,3.9495418,2.7583168
769.0,0.088456169,0.75738388,1.4666189,3.8399794,5.3640847,7.2136869,8.7024212,9.8041687,9.8213062,7.673141,7.6781297,4.6237245,4.0842514,1.3796403,0.38282418,0.78638762,0.130741,0.18509468,0.047109734,0.012126464,-0.793782,3.7020638,2.4171119
770.0,0.46029556,0.41386333,2.0339999,3.026294,4.6581669,6.7237349,7.6567593,9.643816,10.181199,8.8762751,8.6498938,6.3679514,3.8297803,1.6949736,0.5350526,0.44016859,0.14793572,0.092789933,0.1162489,0.004347167,-0.70162237,3.7776773,2.4720719
771.0,0.22746883,0.51886016,1.1642265,2.1946802,5.7467256,6.9459462,8.3271217,10.250913,11.150731,8.7633467,8.1487675,6.5874729,4.872582,2.0779309,0.62591994,0.2044996,0.053032875,0.033263884,0.069317035,0.0015583981,-0.67898083,3.8982182,2.6279819
772.0,0.15317073,0.31336713,0.82742393,2.7140608,5.7376719,6.4120865,8.1063995,11.03804,10.548883,8.2344084,8.4818535,7.2872181,4.3086448,2.7196722,0.61232042,0.08969301,0.20947632,0.011924634,0.024849182,0.027351448,-0.65975499,3.8929257,2.6221743
773.0,0.17884295,0.3207131,0.92010546,2.7351305,5.3877773,7.4709005,8.3489542,10.008394,10.07954,9.0196209,8.296627,5.2114377,3.9042087,2.0970988,0.21950825,0.35314876,0.19264553,0.0042748135,0.0089080818,0.046394382,-0.72354555,3.7402115,2.5547149
774.0,0.064112678,0.19020002,1.1598598,1.9962147,3.6238413,7.7833953,9.8164797,9.8977938,9.7687845,8.6861515,7.9466414,6.3104138,3.972517,2.2016265,0.87278664,0.43763703,0.13524644,0.091774009,0.003193422,0.090988599,-0.67053401,3.7524829,2.5577748
775.0,0.1701729,0.36451954,1.4204414,3.4916081,4.7739773,6.2491422,9.7178774,10.622859,10.506247,8.4757824,8.6263914,5.9504642,4.2456889,2.2207608,0.97173047,0.75760204,0.23085003,0.032899689,0.44798577,0.064292416,-0.69467372,3.9670646,2.5659115
776.0,0.11183032,0.20228083,0.95746082,2.8137815,5.2246642,7.0120583,8.0917311,9.115757,10.086244,8.8712187,7.8938961,5.0791464,3.5288558,2.5385554,0.69843155,0.47615027,0.149124,0.011794076,0.16059659,0.080274969,-0.70369208,3.6551926,2.4353039
777.0,0.50598168,0.15004168,0.85780245,2.4952831,5.4162793,7.0412512,9.3713341,9.4776716,9.4338627,8.2065306,8.9012575,5.8428893,4.0356441,2.1475596,0.591043,0.17069317,0.053458855,0.021852043,0.057571616,0.028777445,-0.70375931,3.7403393,2.5239153
778.0,0.24031495,0.1372447,1.0665879,2.9760404,4.6904588,7.666338,9.5813932,10.147039,10.154658,8.1285133,8.4251556,6.0469112,3.7489164,1.9012988,0.76795745,0.16535395,0.35026401,0.0078336494,0.1406772,0.051105205,-0.72139865,3.8197031,2.5787838
779.0,0.21084704,0.51482558,1.6317192,2.8755922,6.0263119,7.8704181,11.064861,11.898578,9.4643393,8.149251,7.3319101,5.940671,3.6129251,2.0137715,0.34069097,0.059277065,0.21633676,0.002808253,0.050430793,0.018320497,-0.80827731,3.9646943,2.7010093
780.0,0.29698199,0.94118708,1.887893,3.1921952,6.544745,7.2879014,11.70494,10.592481,8.9792337,9.3638496,7.8045583,5.4004149,3.1339579,1.713429,0.34743953,0.021249993,0.16312689,0.0010067192,0.01807873,0.060516633,-0.8390705,3.9727592,2.6836767
781.0,0.51989013,0.92208612,1.5343283,4.4777102,5.9725938,7.9986749,9.9173069,9.9425945,9.9035101,8.9195147,7.0391526,3.9463999,3.085556,0.75155252,0.13160574,0.1339657,0.070271291,0.00036089466,0.0064809704,0.051834684,-0.90301889,3.7662694,2.5824063
782.0,0.1955083,0.98412818,1.6154217,3.8136084,6.3265667,8.4453068,10.3109,10.395236,9.346242,8.816391,6.5290732,4.480247,3.1198516,1.1546218,0.39041427,0.15476811,0.051807001,0.00012937565,0.095141925,0.11403948,-0.89324951,3.8169701,2.5937388
783.0,0.47484386,0.48115516,1.3837205,2.7323158,4.5403862,7.5722842,9.2993841,9.9921694,8.4126043,7.7966614,5.3681617,5.1747279,2.9177432,1.2416911,0.75791913,0.19686285,0.3084121,0.091639712,0.034107041,0.040881548,-0.82234544,3.4408836,2.3001676
784.0,0.1780847,1.288672,1.6471148,2.5715082,5.8714252,7.3913336,8.5067282,9.9777174,8.9506798,6.0747485,5.9767356,5.1036315,3.3250906,1.7557787,0.88628346,0.44340542,0.16733663,0.032851547,0.077343039,0.08296711,-0.83534276,3.5154717,2.2405009
785.0,0.27424121,0.66569251,1.8551592,3.1175678,5.4866619,6.9153318,9.1159954,9.3434744,9.2901812,7.8926606,5.8064442,5.0897813,2.4184825,1.0184976,0.73267889,0.16548289,0.059987824,0.011776817,0.027726391,0.052977514,-0.85457432,3.4670401,2.3399649
786.0,0.50406784,0.95306265,1.6722146,3.3839247,4.4999604,7.0020199,7.4979882,10.55926,10.153966,8.3444033,6.1670675,4.2218227,3.0199687,1.4843246,1.0552046,0.37215933,0.077872127,0.0042218231,0.094448827,0.018991694,-0.80795217,3.5543475,2.3325112
787.0,0.40237722,0.45301384,1.60188,3.6486909,5.4495888,6.7403231,9.2723188,9.5307617,9.1368809,8.2254667,6.8126016,3.6217239,2.5772378,0.92468184,0.81380498,0.46936873,0.19921423,0.024289045,0.033858575,0.02376969,-0.85771012,3.4980927,2.3491974
788.0,0.49981013,0.62635607,1.675853,3.1627352,6.1798973,7.5628691,9.7926178,9.4571419,9.938467,8.4054527,6.5514126,4.8166108,2.5665247,1.1487405,0.39458624,0.69453591,0.071415499,0.058153708,0.012137823,0.0085210996,-0.8587606,3.6811919,2.4741421
789.0,0.26811039,0.92868787,1.6004062,2.4237268,6.1758723,7.5150485,10.474008,9.2197266,10.301594,8.6863136,6.2661505,4.0591683,2.5287395,1.3505141,0.47091803,0.38157851,0.02560145,0.035271317,0.1285985,0.003054694,-0.86332214,3.6421545,2.4963384
790.0,0.15824161,0.99646825,1.6453189,3.1837535,5.8789625,8.3775482,8.8110209,9.7415094,10.500579,8.5229359,7.2742991,4.3528328,2.8432775,1.3061343,0.24671698,0.19991936,0.16485906,0.012644271,0.18197721,0.0010950648,-0.85293359,3.7200046,2.5294459
791.0,0.16145392,0.84324282,2.3599644,3.3976669,6.0841002,8.9314928,10.227639,10.742838,9.9065189,8.3720198,7.6192389,6.5071845,2.3413947,1.5177221,0.18755326,0.21051936,0.059099652,0.0045327931,0.10024058,0.18899578,-0.86027861,3.9881711,2.6886671
792.0,0.45088989,0.82399899,1.5513872,3.8844149,5.8029256,7.6825671,10.19934,10.475109,9.2102108,8.0554914,7.0306544,6.0565104,2.4825745,1.4622988,0.26834634,0.39529133,0.024851715,0.0016249425,0.070409879,0.18991493,-0.85434902,3.8059406,2.5392253
793.0,0.18185702,0.74491942,2.4257073,3.7224975,6.4676528,7.109549,9.2850065,11.521687,9.2613325,8.5109358,6.4761324,5.7272091,2.3115144,1.1341647,0.22597167,0.14170638,0.10673981,0.00058251905,0.025240952,0.17290986,-0.88331175,3.7776659,2.5607212
794.0,0.065193184,0.75271976,1.7826514,3.7580857,6.5697713,6.6542292,10.872564,11.44869,9.8494844,8.8896341,7.0086536,4.6392956,2.60883,1.2954735,0.30163583,0.050799742,0.038264722,0.0094100134,0.071349494,0.14805749,-0.87382197,3.8407397,2.6655211
795.0,0.51236463,0.46835601,1.3640485,3.3883798,8.0009527,7.58846,10.598606,10.279514,10.610373,9.7202997,7.0234337,4.4778357,2.650486,0.98952204,0.34576702,0.050718706,0.075020596,0.057528261,0.16896272,0.39689654,-0.88862354,3.9383762,2.7093697
796.0,1.0090116,0.56336832,1.7283744,2.681356,7.3666162,7.5543089,8.886941,9.8815498,10.950076,8.8006802,5.9723139,5.0246644,2.3697314,1.4024171,0.52864504,0.018181942,0.026893828,0.021135096,0.060570754,0.14228182,-0.87444144,3.7494559,2.5286224
797.0,0.4876579,0.63144678,1.8089606,5.1995878,7.1152244,8.0941639,8.6961937,10.2978,10.254894,7.637722,6.2496748,5.3631325,2.1006815,1.0691233,0.42276925,0.13966949,0.0096410587,0.048923466,0.027059,0.052977785,-0.93520963,3.7853651,2.5434744
798.0,0.20635103,0.52107257,1.9160514,5.7458439,6.9736629,8.9565058,8.9542503,10.57683,9.6742525,7.9899445,7.2560658,5.0406871,2.0928378,1.256467,0.19481955,0.063044831,0.0034561837,0.017538374,0.038479347,0.090662882,-0.9414919,3.8784411,2.636698
799.0,0.26158765,0.6852566,1.6341609,4.0708117,6.1016898,8.0290937,9.5012026,9.761035,10.455276,8.3339081,6.7398524,4.5347533,2.9054844,1.4605983,0.34172255,0.022600686,0.033317845,0.00628726,0.049995858,0.054448076,-0.87435228,3.7491541,2.5569551
800.0,0.26517332,0.66702408,2.1125646,3.984529,6.2530231,8.566699,8.9809303,9.4982986,9.8397713,8.6801014,8.8575649,3.6027446,2.2049358,1.5603609,0.55132097,0.058330759,0.13616689,0.0022538942,0.06503623,0.022612149,-0.87819618,3.7954721,2.5627863
801.0,0.42486602,0.62024432,1.6874374,3.9828212,6.7505889,7.9211216,10.42545,11.237077,10.484689,9.4211121,7.3198113,4.3904991,2.3679733,1.3180085,0.46494535,0.082193367,0.059045266,0.00080798933,0.029942824,0.063493431,-0.88503569,3.9526064,2.7388453
802.0,0.219487,0.39031816,1.443787,4.2236209,7.3407087,9.4999037,10.759985,11.229667,11.176583,9.7174196,7.834651,5.0472026,2.2819204,0.71223253,0.48682991,0.029465165,0.021166896,0.00028965282,0.016191144,0.0227615,-0.89463073,4.1227098,2.9328804
803.0,0.10111792,0.33518532,1.4079956,4.447073,8.053587,9.3826685,10.468661,10.186448,10.952713,10.550896,8.5035305,4.7972784,2.9271972,0.51397306,0.25920874,0.13206105,0.0075880345,0.00010383645,0.020175479,0.0081596775,-0.88425237,4.152781,2.9380047
804.0,0.036249351,0.73923481,2.2756734,4.3573246,6.9147625,9.395813,10.8686,10.018522,12.368827,10.977427,8.8599949,5.9708061,2.4163163,0.87881255,0.26678166,0.047342028,0.0568331,3.7223908e-05,0.0072326255,0.0029251294,-0.85968137,4.3229756,3.0246067
805.0,0.012994882,0.78078377,1.7068957,3.9777744,7.1615767,11.325043,10.439515,11.78638,13.375798,9.8317909,8.4714565,5.3105383,2.5787697,0.80863851,0.09563747,0.1075366,0.020373866,0.015570717,0.0025927944,0.0010486178,-0.88865811,4.3905358,3.1511209
806.0,0.13044561,0.3032921,1.4884342,3.9418805,7.2329974,11.278559,11.657262,13.289711,11.868787,11.342362,9.8055353,5.3001666,2.2669983,1.6130099,0.034284689,0.14513764,0.026821911,0.0055818828,0.0009294803,0.00037591471,-0.85910177,4.5866284,3.3113668
807.0,0.1527818,0.23655231,1.675035,2.896142,6.532001,9.4873161,10.969381,11.300078,11.540582,11.343154,10.186626,7.2722874,4.1828971,1.7071168,0.012290577,0.11847891,0.0096152769,0.0020010264,0.00033320559,0.00013476012,-0.74654299,4.4812403,3.1464353
808.0,0.054770123,0.48824149,1.5713046,2.9692297,7.2360277,8.1514015,10.964125,12.072684,11.07513,10.471195,9.0493393,6.850615,3.3720853,1.7146447,0.23658772,0.099711098,0.013761149,0.0007173398,0.00011944951,0.058781531,-0.78145772,4.3225236,3.0247235
809.0,0.019634318,0.36735842,0.87099159,2.7032065,6.6494846,9.4597864,10.75624,13.410743,12.366165,11.436683,7.8889122,7.9265885,4.3511496,1.429865,0.50669163,0.12620643,0.004933178,0.00025715621,4.2820968e-05,0.021072352,-0.74587023,4.5148005,3.2194438
810.0,0.0070386268,0.50367886,0.9112854,1.8685333,5.6525249,9.6838255,9.9999208,13.371458,12.367814,12.013792,8.0254116,7.7327008,4.2629652,1.3026805,0.63411593,0.04524323,0.0017684748,9.2186885e-05,1.5350715e-05,0.036479793,-0.71768844,4.4210672,3.1903586
811.0,0.0025232485,0.28691009,0.6456939,2.7156031,6.4216666,7.9201131,10.932146,12.884953,12.59042,11.701446,8.6280193,6.7849026,4.0224652,1.9068068,0.4416824,0.098815396,0.09770377,3.3047701e-05,5.503015e-06,0.013077493,-0.72361821,4.4047494,3.1649857
812.0,0.00090454909,0.72819567,0.43198895,2.6600497,7.1897178,8.765419,11.019211,12.93964,12.123825,12.131318,9.1576672,6.298687,4.9013858,1.1535887,0.4178316,0.14098942,0.035025425,1.1847135e-05,1.9727534e-06,0.0046880972,-0.7447204,4.5050073,3.2255743
813.0,0.00032426813,0.72503829,0.67846054,2.9807992,6.8413606,7.8917723,10.810709,13.355419,12.202503,12.135339,10.010648,6.3304396,4.268868,1.619929,0.18537772,0.2367989,0.056412831,4.247031e-06,7.0720432e-07,0.17229615,-0.73413622,4.525125,3.2200754
814.0,0.058050118,0.63394749,0.91480786,2.7392948,5.8527503,6.481215,11.644251,12.060598,13.469248,12.253185,10.399996,7.8278766,5.2157497,1.2870095,0.80577785,0.5701853,0.18688622,1.5225008e-06,2.5352281e-07,0.080167189,-0.6552611,4.6240497,3.2383935
815.0,0.02081015,0.30985239,0.36780089,2.3738601,4.8468494,7.2054839,10.856314,11.461912,12.022782,11.392159,10.298038,6.840764,5.1740122,1.9076399,1.3877418,0.25811303,0.066996075,5.4579516e-07,9.0884356e-08,0.065991081,-0.62611187,4.3428559,3.0607667
816.0,0.12268434,0.27842262,0.6255905,1.707013,4.2820268,6.7615409,10.651464,11.129524,11.835458,12.145083,9.9153662,7.5776329,4.5884585,2.1001527,0.84087312,0.117079,0.024017151,1.9565988e-07,0.016837738,0.023656873,-0.60805613,4.237144,3.0474093
817.0,0.04398061,0.31950763,0.46452993,1.5009235,4.4905825,6.7941952,9.9567432,10.008325,13.010545,11.417686,10.910046,8.593154,4.1946907,2.3511193,0.80973709,0.28650969,0.043188922,7.0141311e-08,0.0060360921,0.008480656,-0.57411432,4.260499,3.0626595
818.0,0.015766431,0.31717145,0.23535801,1.76002,6.1375346,8.4478455,9.1850557,10.364768,12.519406,10.789431,10.538142,7.4522343,4.5362487,2.0473773,1.0951915,0.13519971,0.015482621,2.5144672e-08,0.0021638542,0.0030401957,-0.63567066,4.2798719,3.026655
819.0,0.062098853,0.21913685,0.85784912,2.2529879,4.8818717,8.7100077,9.9116793,11.453791,13.282399,11.114202,10.525983,8.7631931,4.3755589,1.6899198,0.80175656,0.11201289,0.0055503016,9.0140109e-09,0.00077571126,0.01710471,-0.642838,4.4518938,3.1819446
820.0,0.022261564,0.38205835,0.78593886,2.3685548,5.0585594,8.0989389,10.772322,12.107948,12.39115,11.137918,10.357729,7.4783058,5.1360054,1.4562422,0.93718743,0.19127846,0.001989705,3.231396e-09,0.00027808157,0.037498891,-0.65876889,4.4361081,3.1502197
821.0,0.0079804575,0.16948292,0.83189696,2.7159975,4.6083894,8.6672573,10.418722,12.261295,13.303391,11.887459,10.200959,8.2410307,5.2871523,2.0111849,1.403985,0.13416049,0.00071328122,1.15841e-09,9.9688325e-05,0.031414896,-0.63056451,4.6091285,3.2520988
822.0,0.080746897,0.21849175,1.4268881,2.6233523,4.559464,8.3313608,10.795329,13.162279,13.520166,12.383814,9.1440153,8.149744,4.7752266,1.987166,0.70470613,0.18113537,0.058269724,4.1527368e-10,3.5736859e-05,0.011261798,-0.6668148,4.6056728,3.277545
823.0,0.029314,0.16459979,1.0634702,2.3334427,5.7302761,8.161809,11.307454,14.237189,13.933906,13.197667,9.8839598,8.3716717,5.5669174,1.8664445,0.56241846,0.064934477,0.020888876,1.4886976e-10,1.2811161e-05,0.0040371963,-0.65949857,4.8250208,3.4865732
824.0,0.010508657,0.05900671,0.57013977,2.7403564,5.1634865,8.5512543,10.995831,13.520697,13.642323,12.489153,10.945965,7.5519714,4.9321289,1.7804077,0.39584821,0.042289041,0.0074883676,5.3367716e-11,4.5926208e-06,0.001447278,-0.66514635,4.6700153,3.4193892
825.0,0.1207535,0.11018726,0.58690757,2.4788952,6.0023651,7.8867993,11.342845,13.485931,13.934887,11.206125,10.984095,7.8853822,6.1952281,1.9017197,0.57053876,0.13679989,0.12170892,1.9131575e-11,0.22718836,0.00051882881,-0.64760619,4.758944,3.3803556
826.0,0.15015429,0.19671865,1.1793115,2.2234845,4.7383494,7.8000011,10.934854,13.457011,12.767464,11.380554,11.178144,8.4816723,4.6641717,1.9058371,0.57387799,0.13064361,0.043630935,6.8584001e-12,0.081443831,0.0090476982,-0.64397752,4.5948186,3.2890952
827.0,0.10260019,0.12800434,0.68262762,1.9677275,5.33811,8.3529234,11.24087,12.537937,12.51789,12.247341,11.056224,8.7066965,5.4064531,1.8916558,0.88293594,0.13859737,0.015641076,2.4586398e-12,0.029196465,0.010001811,-0.62499517,4.6626716,3.3350987
828.0,0.036780722,0.15357587,0.4683075,2.4759152,4.9273677,8.2595396,10.503744,11.921319,11.952343,12.318403,10.297359,8.7329464,4.9693036,1.9821366,0.98816329,0.1546458,0.0056071053,0.14316161,0.010466522,0.0035855086,-0.62128544,4.5152335,3.2033162
829.0,0.013185372,0.12080817,0.31133056,2.2099936,4.6649532,7.64885,9.595849,11.551215,12.241649,11.143152,10.652873,8.858716,4.7600312,2.8986845,1.1258842,0.11260114,0.035577137,0.12195729,0.0037521007,0.010280064,-0.5789187,4.404067,3.1073875
830.0,0.058228996,0.16752622,0.78220963,2.0657794,4.9941616,7.5790887,8.8863811,12.115343,11.859848,11.035192,8.9839087,7.4799533,5.0381212,2.324903,0.81821269,0.16579799,0.22792433,0.04371997,0.0013450753,0.0036852583,-0.62681431,4.2315664,2.9658983
831.0,0.020874275,0.18808405,0.61329508,2.1288199,4.5870218,7.3151827,10.328243,11.461612,10.654396,11.499096,8.0850992,7.093833,3.5158286,1.9456187,0.87070101,0.059436247,0.081707664,0.023377372,0.00048219057,0.043461919,-0.67199242,4.0258083,2.8832619
832.0,0.04173997,0.43057114,0.49610794,2.2120113,4.0263519,8.9470091,9.9251022,11.388574,10.520138,8.9181757,8.3196573,7.8845263,3.4569674,1.4196323,0.71671069,0.08434958,0.10864121,0.0083804587,0.00017285853,0.015580487,-0.69847679,3.9460201,2.8057554
833.0,0.022658547,0.21022166,1.7191184,2.3294432,5.3127513,9.3365421,9.9865065,10.567279,10.728196,9.1716957,9.3680544,7.0708222,4.4789352,2.0884373,0.73720783,0.25232911,0.038946342,0.0030042764,6.1967352e-05,0.005585385,-0.70838666,4.1713901,2.8461208
834.0,0.0081227701,0.15087965,0.89077443,1.9862802,4.6184425,7.505919,9.44627,10.840672,10.781934,9.3363285,9.1163301,6.3095222,5.2569928,1.6167253,1.1510515,0.17386815,0.16261223,0.0010769907,2.2214423e-05,0.0020022818,-0.64701819,3.9677913,2.7603891
835.0,0.23896191,0.70043808,1.097754,2.4930539,4.6494088,7.8960843,9.600462,10.025264,11.477489,10.350654,9.0356951,6.8157334,3.7010434,2.0820179,0.89722753,0.24625412,0.13110723,0.1595363,0.12727001,0.00071778987,-0.68224472,4.0863085,2.7744792
836.0,0.17687911,0.51742148,0.92961192,3.4810679,6.55059,7.800487,9.019475,9.9662638,11.854424,10.619502,9.6227465,7.3789501,4.4597111,2.254168,0.66205978,0.39124623,0.2323968,0.057191517,0.045624509,0.017541993,-0.68598396,4.301868,2.8730443
837.0,0.070928305,0.26554221,0.93593305,3.9015315,5.0209675,6.3539233,8.4700975,9.5665426,10.593042,11.180221,10.565941,7.3560591,3.7265432,2.1677234,0.36713105,0.21598162,0.11274075,0.16225226,0.016355745,0.0062885573,-0.6451146,4.0527873,2.7741702
838.0,0.54459274,0.14826332,0.53433985,2.8525059,5.9488621,6.878901,10.511926,9.6289454,10.594237,10.228224,7.8077707,6.0391836,3.0710056,2.0216875,0.7721839,0.32741225,0.15514389,0.13483639,0.0058633042,0.0022543594,-0.73056382,3.9104071,2.6787472
839.0,0.41284409,0.065751374,0.75460047,3.698092,4.4318419,8.0020781,8.9271698,11.154761,10.242491,8.8788805,7.3604865,5.7952037,3.0229106,1.8016196,0.41901571,0.17064577,0.0556169,0.048336949,0.057808351,0.056983881,-0.76427853,3.7678568,2.6165214
840.0,0.39232498,0.36060169,1.051755,3.3275356,5.8592663,8.512805,9.2123203,11.01692,10.704336,9.6400604,6.4410014,5.8363395,4.3034644,2.2963021,0.51905203,0.08050859,0.019937877,0.017328115,0.020723481,0.02042792,-0.77108461,3.9816506,2.7001672
841.0,0.16061109,0.78795415,1.2867067,2.7422335,4.8808584,7.5416961,9.7122145,11.692744,9.8165417,9.8937216,8.2816591,5.9562249,3.2386222,2.4529395,0.53710353,0.62409717,0.0071474481,0.015500796,0.0074290759,0.0073231217,-0.72955036,3.9821665,2.7032568
842.0,0.13337491,0.53128946,1.5715398,3.0312381,5.2077708,6.0239177,11.251649,11.342118,10.422689,10.457435,9.2712927,6.4922938,3.5604253,1.9594573,1.4443815,0.22373004,0.067559615,0.0055568172,0.0026632191,0.0030477436,-0.70112753,4.1501713,2.8212698
843.0,0.13565764,0.39392263,1.5021139,2.5208716,5.3477659,6.8903751,9.8282862,11.034678,10.877039,10.20499,9.2788448,6.7218909,4.4399185,2.1710908,0.97721094,0.1764411,0.024219172,0.20533881,0.00095472654,0.011950228,-0.67478591,4.1371779,2.8091547
844.0,0.12811977,0.44271344,0.95057964,1.9840853,3.7018337,5.8360424,9.8262987,10.900208,11.60755,10.027926,9.291626,6.7515635,4.1867385,1.8757178,0.45189473,0.13135204,0.18587562,0.39499569,0.00034225604,0.0042839888,-0.62943453,3.9339874,2.7704868
845.0,0.13241366,0.15870653,1.2720337,2.4108467,4.8198752,6.1006866,9.2945585,11.341643,11.117033,9.8563452,9.3772717,7.3786373,3.8415558,2.1168087,1.5898277,0.11768248,0.066633791,0.16930005,0.00012269396,0.0015357496,-0.63404971,4.058176,2.7806642
846.0,0.047468431,0.11246959,1.0556771,2.705632,4.8560138,7.8761411,9.2767859,10.373724,11.122431,10.332391,10.525434,6.8355007,3.9458961,2.4581666,0.66417456,0.073892705,0.11694697,0.093682967,4.3984059e-05,0.00055054465,-0.65565264,4.123651,2.8680208
847.0,0.03104038,0.43748537,0.99482143,2.4721739,3.6688647,6.1259947,9.6379766,10.01239,10.799152,10.872912,9.3884621,7.7065315,4.2642002,2.717283,0.61460429,0.75541699,0.12580562,0.039630566,0.24793129,0.054093458,-0.58911902,4.0483384,2.7508385
848.0,0.041675549,0.31029671,1.0125417,2.7272251,4.1821952,7.4136152,9.2955904,10.02391,9.8748026,10.666441,9.2491684,8.2234774,4.1187882,2.4150388,0.91016787,0.3613095,0.35095289,0.014207001,0.1450948,0.019391743,-0.6177758,4.0677943,2.7415681
849.0,0.15544006,0.44734064,0.85026145,2.1922412,5.5826764,6.0719209,8.5292063,9.5971317,11.244137,10.51687,8.241231,6.9715781,3.9263566,2.3853455,1.3078992,0.2169522,0.12581167,0.0050930097,0.052014444,0.0069516669,-0.6341176,3.9213231,2.6599503
850.0,0.17301054,0.65135014,1.0459864,2.8478224,4.918272,6.1268792,8.4331169,10.001371,10.549206,10.161203,8.1686707,7.6636767,4.5844221,2.4168298,1.007723,0.10465208,0.045101713,0.032218304,0.1179013,0.0024920749,-0.6312722,3.9525952,2.6396163
851.0,0.11704812,0.68026006,0.8968417,2.9831793,4.2508969,4.8980427,8.9144325,10.586417,10.178,10.13673,8.5137444,6.7555876,3.9113793,2.4566553,0.45723599,0.16775201,0.12683538,0.011549808,0.042265955,0.00089337374,-0.63875669,3.8042874,2.6096623
852.0,0.041960105,0.32064846,0.65633124,2.7373998,4.3348503,5.5204167,8.7100849,8.2836542,9.6309175,9.3956127,8.8073874,6.2643104,4.7409329,3.5049076,1.0847493,0.38871938,0.057897393,0.034210794,0.08358039,0.050482851,-0.57499599,3.7324526,2.4609177
