data_set_T,data_set_CA1,data_set_CA2,data_set_CA3,data_set_CA4,data_set_CA5,data_set_CA6,data_set_CA7,data_set_CA8,data_set_CA9,data_set_CA10,data_set_CAG1,data_set_CAG2,data_set_CAG3,data_set_CAG4,data_set_CAG5,data_set_CAG6,data_set_CAG7,data_set_CAG8,data_set_CAG9,data_set_CAG10,data_set_H1,data_set_H2,data_set_H3,data_set_H4,data_set_H5,data_set_H6,data_set_H7,data_set_H8,data_set_H9,data_set_H10,data_set_HG1,data_set_HG2,data_set_HG3,data_set_HG4,data_set_HG5,data_set_HG6,data_set_HG7,data_set_HG8,data_set_HG9,data_set_HG10,data_set_MF5,data_set_MF7,data_set_MF9,data_set_MUF5,data_set_MUF7,data_set_MUF9,data_set_N1,data_set_N2,data_set_N3,data_set_N4,data_set_N5,data_set_N6,data_set_N7,data_set_N8,data_set_N9,data_set_N10,data_set_NG1,data_set_NG2,data_set_NG3,data_set_NG4,data_set_NG5,data_set_NG6,data_set_NG7,data_set_NG8,data_set_NG9,data_set_NG10,data_set_R1,data_set_R2,data_set_R3,data_set_R4,data_set_R5,data_set_R6,data_set_R7,data_set_R8,data_set_R9,data_set_R10,data_set_RG1,data_set_RG2,data_set_RG3,data_set_RG4,data_set_RG5,data_set_RG6,data_set_RG7,data_set_RG8,data_set_RG9,data_set_RG10,data_set_S1,data_set_S2,data_set_S3,data_set_S4,data_set_S5,data_set_S6,data_set_S7,data_set_S8,data_set_S9,data_set_S10,data_set_SG1,data_set_SG2,data_set_SG3,data_set_SG4,data_set_SG5,data_set_SG6,data_set_SG7,data_set_SG8,data_set_SG9,data_set_SG10,data_set_STIM5,data_set_STIM7,data_set_STIM9,data_set_V1,data_set_V2,data_set_V3,data_set_V4,data_set_V5,data_set_V6,data_set_V7,data_set_V8,data_set_V9,data_set_V10,data_set_VG1,data_set_VG2,data_set_VG3,data_set_VG4,data_set_VG5,data_set_VG6,data_set_VG7,data_set_VG8,data_set_VG9,data_set_VG10,data_set_X1,data_set_X2,data_set_X3,data_set_Y1,data_set_Y2,data_set_Y3
5249.25,0.28363779,0.30359107,0.27299282,0.33020368,0.26381275,0.28426591,0.36248714,0.23422275,0.26011696,0.3383424,0.3767828,0.39417148,0.38138604,0.36253497,0.26252967,0.38542548,0.52393413,0.42329359,0.31633413,0.3490586,0.25855264,0.41868743,0.24440473,0.4799543,0.67480493,0.3081108,0.19962929,0.15690205,0.45807827,0.48105103,0.55176431,0.26586714,0.55455315,0.51780373,0.49128249,0.57570708,0.60392421,0.56819725,0.35202494,0.57192475,-0.58652943,-2.4815786,-0.54299241,-8.7935295,-2.5312572,-9.926856,0.082053185,0.016599471,0.089549802,0.0076174131,0.0019531248,0.040532064,0.21260729,0.28680873,0.0052582617,0.0068207807,0.32600373,0.69919074,0.32388648,0.24009815,0.36688492,0.29072124,0.26405385,0.28711891,0.46132332,0.27744746,0.75809735,0.71411669,0.70300138,0.89700496,0.97801554,0.62062973,0.19796433,0.69521737,0.97856456,0.92623603,0.15260991,0.13376929,0.1589606,0.16889547,0.046189304,0.16532807,0.2414932,0.19303338,0.077598073,0.16301598,6.2696756e-08,2.0904639e-12,1.0152342e-07,3.2236559e-14,3.3292759e-17,1.1520567e-10,0.0007271744,0.002529111,2.0390201e-17,1.5001408e-14,0.083811611,0.71870691,0.091172963,0.54121041,0.00048545047,0.32550049,0.33420837,0.34655493,0.56597733,0.40230313,-57.330662,56.057102,-57.623371,-74.608025,-70.402725,-75.950363,-74.019928,-87.743202,-68.197205,-57.566273,-75.608757,-89.575394,-78.08477,-60.023643,-78.614777,-60.130402,-68.880096,-57.824047,-60.21323,-63.656597,-61.276352,-76.808182,-60.698063,-2155.9038,-691.06128,-2258.3557,-25.227369,22.595093,-27.751791
5256.249,0.27439785,0.33703861,0.26405239,0.31897783,0.25363854,0.27742064,0.3591077,0.22769491,0.25008345,0.32566729,0.34021413,0.43495455,0.34391788,0.40050864,0.28383729,0.42072213,0.46690765,0.37907857,0.34466946,0.38563147,0.30879772,0.13453124,0.29559153,0.51518339,0.69674534,0.35547626,0.084000535,0.21418101,0.49464068,0.51609409,0.53102416,0.31487179,0.53358686,0.55240488,0.52704537,0.5868482,0.5961709,0.55585164,0.50046778,0.57689947,-0.63951433,-2.2750673,-0.61454177,-9.4676619,-7.4263453,-9.1743917,0.040684223,0.47537357,0.044073954,0.0061691999,0.0014499956,0.022036744,0.3689298,0.13212776,0.0032786222,0.0049580592,0.34143305,0.56032985,0.33929226,0.22984685,0.23811069,0.2689462,0.2933082,0.31816524,0.25144705,0.28914016,0.8410989,0.54295909,0.81367981,0.92305237,0.98754573,0.71203357,0.11521915,0.78769684,0.98785877,0.95639902,0.12200239,0.17570232,0.12709382,0.20569091,0.097945079,0.19833648,0.19710121,0.15472002,0.15348306,0.1939598,5.7314931e-11,0.49161464,9.2709417e-11,1.1306281e-14,1.48139e-17,1.7287778e-13,0.62181962,2.3085513e-06,2.2476046000000002e-17,5.1711006e-15,0.031570155,0.69589621,0.03432662,0.50178242,0.44101653,0.37415275,0.12546842,0.1301384,0.56017697,0.37192804,-54.933876,47.486645,-55.461021,-73.842674,-57.129639,-75.126099,-77.437561,-89.382973,-72.388756,14.392219,-70.853767,-88.482849,-77.346359,-59.036697,-74.785973,-59.164169,-66.628448,-66.877396,-62.04409,-60.142677,-60.415409,-69.93187,-60.309555,-2309.7375,-561.51477,-2428.5332,-20.613445,13.971624,-20.461845
5263.248,0.26644522,0.34917307,0.25632814,0.30718717,0.24385732,0.26777714,0.35337415,0.22038293,0.24044096,0.31354502,0.31179106,0.38900596,0.31466731,0.44432777,0.31043035,0.38076612,0.49442166,0.34216434,0.3809897,0.42783323,0.35578147,0.18990338,0.34343764,0.54793268,0.71720546,0.39907506,0.27500895,0.26739854,0.52873659,0.54877585,0.51534891,0.54209322,0.51765221,0.54176307,0.5653885,0.55588573,0.59468257,0.53456056,0.55272132,0.58841985,-0.8008427,-1.993304,-0.79728884,-8.5947237,-3.4467311,-8.3586054,0.022131236,0.23205209,0.023468401,0.0047675893,0.0011870022,0.01285085,0.20541796,0.063772932,0.0022121735,0.0041163312,0.35283712,0.32456949,0.3500433,0.22829987,0.27164048,0.3099606,0.27403978,0.33502531,0.23152192,0.26770759,0.86259836,0.4795832,0.85683906,0.95344782,0.99294007,0.82664996,0.10331421,0.86378437,0.99311525,0.97297037,0.097380511,0.16046575,0.10144261,0.23192592,0.14202811,0.1588333,0.21595909,0.12369042,0.19497684,0.22144429,4.7518294e-13,0.0039862408,2.3754561e-13,5.817421e-15,2.9031866e-17,5.5778773e-14,0.00082323723,2.1072823e-09,3.8021357e-17,7.1071384e-15,0.012016865,0.26125225,0.013043634,0.51305681,0.42587957,0.14051327,0.31004971,0.048952024,0.5016098,0.37844792,-48.186916,22.461843,-48.177715,-67.960228,-13.70109,-70.240128,-77.014084,-87.878555,-72.150558,-47.732578,-71.985855,-87.327812,-76.51059,-58.203636,-60.489246,-58.464973,-68.052193,-60.860909,-61.248005,-62.899361,-59.575111,-66.263329,-62.197865,-2435.3999,-496.44043,-2540.7095,-15.246979,8.1941175,-11.751407
5270.2471,0.25894189,0.36080945,0.24857657,0.29583782,0.23447582,0.25901604,0.35353774,0.2140788,0.23119722,0.30223894,0.34628767,0.41513881,0.35221222,0.39886135,0.3466576,0.34649643,0.52267015,0.38514078,0.42317474,0.38452414,0.39961496,0.19691618,0.38799354,0.5784685,0.7362861,0.43978128,0.12352159,0.31712773,0.56053412,0.57927847,0.56167263,0.56593359,0.52909601,0.55154002,0.55957162,0.52932411,0.38298395,0.31637838,0.56360424,0.55840188,-1.0662067,-1.7121794,-1.0839019,-6.2575016,-8.6049643,-7.201395,0.013545759,0.25256783,0.013930947,0.0040885005,0.0012428017,0.0088593187,0.43066612,0.032215223,0.0018109555,0.0039856588,0.24282667,0.30472395,0.23460226,0.32497078,0.3171756,0.33576176,0.41696179,0.54565549,0.22997329,0.31250501,0.87974745,0.63863814,0.89088935,0.970842,0.9959482,0.88420832,0.15056904,0.89207029,0.99603975,0.97818565,0.14168921,0.18063658,0.14340116,0.1901274,0.17475034,0.12693551,0.20512757,0.11727067,0.22437985,0.17725791,8.9590634e-14,0.0010099354,5.4208208e-14,6.0919634e-15,2.7102098000000003e-16,3.8599278e-14,0.11689592,1.9483536e-12,1.1823978000000001e-16,6.5427188e-15,0.39527249,0.32506192,0.44697881,0.19263586,0.36757234,0.052865658,0.62310785,0.59449029,0.48088658,0.1421126,-27.763577,-12.89215,-25.572361,-71.262756,-74.942841,-72.509834,-76.950897,-83.339172,-75.447273,-72.83773,-80.256706,-86.774734,-77.049881,-64.04895,-60.314697,-67.651436,-60.848423,-57.25375,-60.222164,-74.54789,-77.841789,-66.016273,-60.966919,-2503.1177,-458.79874,-2571.2073,-4.0522118,-0.25089231,0.29333469
5277.2461,0.25376073,0.34810674,0.24319923,0.28513408,0.22572795,0.24961886,0.34031302,0.20622404,0.22253865,0.29163882,0.37781212,0.37214491,0.38437116,0.35921016,0.38585803,0.38050666,0.46574536,0.42000681,0.4727346,0.34783939,0.44075024,0.25126514,0.42982271,0.60695601,0.75409043,0.47763103,0.18275177,0.36324298,0.59020168,0.60773766,0.57719129,0.55283582,0.56346291,0.53629673,0.5658806,0.45527884,0.58895791,0.38228753,0.47167248,0.534513,-1.373449,-1.4359345,-1.424522,-3.6099842,-10.322704,-4.0879793,0.011074826,0.12027761,0.01088813,0.0040790942,0.0020589901,0.0062038456,0.20916304,0.017454453,0.0022486825,0.00431003,0.25996596,0.32247823,0.23505224,0.34038347,0.31773406,0.29420608,0.29307818,0.41404557,0.27745584,0.33403921,0.82967108,0.78357857,0.85523975,0.97836113,0.99635279,0.93055451,0.5140239,0.93657005,0.99656028,0.97854954,0.17846733,0.14478697,0.18331476,0.15218057,0.20182168,0.14983004,0.19387923,0.16718167,0.23258166,0.14160012,8.5747262e-13,9.2186241e-07,4.1777768e-13,2.4169152e-14,2.5163219e-15,8.5547363e-15,0.00010670182,5.9663972e-15,1.8412529e-15,1.5166328e-14,0.41472673,0.12207565,0.46935794,0.072396323,0.33316788,0.52366298,0.23390464,0.64599508,0.57268262,0.053447098,10.193623,-40.214439,14.892125,-66.44706,-73.135147,-68.065819,-73.925163,-79.854477,-77.070648,-79.609116,-79.60836,-81.699417,-75.435936,-62.340672,-60.015129,-65.192543,-59.213936,-58.401108,-72.665489,-62.122021,-76.106476,-72.286461,-59.904449,-2472.689,-565.18652,-2513.7004,10.914891,-28.534773,13.671647
5284.2451,0.25574505,0.33648604,0.24862948,0.27656317,0.2219198,0.24066541,0.32723153,0.19942676,0.25086343,0.28327161,0.41628626,0.33636251,0.42350796,0.33330151,0.42948151,0.41615167,0.41537121,0.46256202,0.51110214,0.38865769,0.48150197,0.30202517,0.47243249,0.63365012,0.77094394,0.51293033,0.23789625,0.4063293,0.11550181,0.63442552,0.5840596,0.53342223,0.56900299,0.51042014,0.58726996,0.4927991,0.57310265,0.3020722,0.37983653,0.41197824,-1.6850644,-1.1824164,-1.7526965,-2.1339903,-10.327326,-4.3647909,0.012341748,0.058025524,0.01417797,0.0054922467,0.0061408668,0.0050377878,0.11089737,0.010769354,0.45907903,0.0056760265,0.25486085,0.33562097,0.23229054,0.37012595,0.28452018,0.25734305,0.309452,0.59753025,0.42149496,0.35487017,0.71586698,0.85520273,0.65814906,0.95215786,0.89561605,0.95609719,0.72478724,0.95094973,0.77521932,0.94042182,0.20928353,0.11574923,0.21464579,0.12144154,0.22683449,0.19324951,0.15675308,0.18225072,0.23480496,0.15128766,5.6497949e-13,8.4152768e-10,3.1065738e-12,1.698936e-13,4.0251065e-13,1.3960154e-14,9.7396814e-08,3.3505459e-14,0.13662064,6.1219665e-14,0.41116536,0.045930676,0.46709919,0.027361622,0.34329489,0.56374437,0.087835163,0.69354141,0.65202653,0.54972601,40.682529,-52.54026,43.973995,-72.940987,-72.173409,-64.911255,-69.815918,-68.583328,-75.340584,-85.413948,-78.470932,-77.69735,-77.144844,-63.006916,-59.397209,-65.495125,-55.581837,-61.272469,-70.901947,-61.065155,-78.272629,-74.375267,-74.734421,-2326.3894,-858.10419,-2349.4607,28.498344,-52.049259,26.582516
5291.2441,0.24905685,0.32728979,0.24288213,0.26845333,0.24857618,0.23289728,0.31462047,0.19468129,0.29833782,0.27481791,0.4634243,0.37312874,0.47188738,0.37006164,0.46723703,0.45907497,0.37161741,0.41333577,0.54845321,0.42653766,0.51684558,0.34973058,0.50856662,0.65855736,0.16347842,0.54591829,0.28931558,0.44673881,0.18859361,0.65926403,0.54257286,0.50825417,0.46569228,0.54525107,0.57885456,0.4311552,0.55012333,0.56384885,0.20994431,0.44680712,-1.9377052,-0.92712831,-2.0206211,-3.5439081,-9.8027143,-4.9594488,0.009238882,0.029921174,0.010248547,0.0060107368,0.27089524,0.0052394224,0.060624536,0.0089851683,0.41833609,0.006135487,0.22715387,0.24379809,0.28401983,0.34976733,0.27180755,0.33068419,0.32665968,0.32542413,0.90435159,0.30867064,0.77927727,0.84328955,0.74365348,0.93524504,0.72628939,0.95891404,0.84417939,0.91111815,0.56419259,0.92729896,0.23326333,0.15213813,0.22302067,0.15786435,0.23595783,0.20795,0.12594023,0.19524464,0.21464783,0.19253416,5.2462537e-14,8.3991418e-13,4.3024097e-14,6.9629686e-14,0.0027693191,3.669097e-14,8.8903211e-11,4.9576678e-13,0.25083584,5.3211043e-14,0.49917954,0.47630018,0.57470357,0.28374076,0.37763748,0.61246347,0.033040043,0.2603592,0.75090343,0.60099936,52.237724,-57.190857,54.132732,-77.875656,-77.727348,-76.058647,-72.047318,-65.215355,-74.097374,-86.349312,-71.743477,-67.757576,-76.130859,-68.183746,-69.444504,-72.572891,-52.650291,-62.634178,-74.193245,-59.985302,-59.52306,-57.647564,-73.38755,-2130.1008,-1269.0626,-2118.4197,32.934368,-61.974945,31.140799
5298.2432,0.24053666,0.31595051,0.23431973,0.26171413,0.2995781,0.22826464,0.30250326,0.1920633,0.34038532,0.2672551,0.41388342,0.4067668,0.42122608,0.39598474,0.50245839,0.41066071,0.33528635,0.37075618,0.58504277,0.47212052,0.54953021,0.39374405,0.54178643,0.68184423,0.22580779,0.57699049,0.33726642,0.48466823,0.23371466,0.68245816,0.56517541,0.53824556,0.56746197,0.5666489,0.48688012,0.55828798,0.52930516,0.55018741,0.49068549,0.31703824,-2.1365595,-0.71201521,-2.2370937,-3.0093992,-8.5131397,-3.6445041,0.0068563516,0.016675329,0.007131706,0.0071710921,0.33141091,0.0071414476,0.033186268,0.0091353748,0.33266258,0.0068401964,0.31512985,0.23079717,0.3174755,0.31938046,0.26723054,0.32809323,0.34197482,0.32833174,0.26112404,0.55818146,0.86488014,0.89745069,0.84831142,0.89408767,0.45552403,0.88947481,0.91174811,0.84654307,0.38132322,0.90330333,0.19226296,0.19259308,0.19849414,0.18862987,0.24140757,0.19267705,0.10082025,0.15642631,0.28231934,0.19300207,2.1418041e-14,6.2997676e-14,3.2259243e-14,2.9114466e-13,0.040502682,2.3953756e-13,8.1350603e-14,3.9753766e-13,0.028865162,1.5182599e-13,0.18740954,0.51250613,0.21575253,0.31102747,0.55207545,0.22993425,0.012521212,0.097793147,0.59265715,0.68021315,56.270447,-58.637501,57.478867,-76.336823,-72.014626,-73.283173,-69.067574,-59.114182,-70.68425,-84.140099,-68.98774,-64.41272,-73.13279,-61.094566,-67.862061,-60.747177,-58.687069,-69.566811,-59.993214,-59.048325,-59.592464,-70.424545,-77.987244,-1888.995,-1692.2915,-1867.6823,35.868282,-56.40744,39.203926
5305.2422,0.23330942,0.31012195,0.22685939,0.25761226,0.34275952,0.22616395,0.29086703,0.22561778,0.36319271,0.26472673,0.37078944,0.44794166,0.37693247,0.43710855,0.53710449,0.36819142,0.30693251,0.40076458,0.62285256,0.42137426,0.58008873,0.43561637,0.57282531,0.7037816,0.26445889,0.60623199,0.38198334,0.13217512,0.17897321,0.70454228,0.54757255,0.51176423,0.55184966,0.5903281,0.59165424,0.54616356,0.51263553,0.46702066,0.53580666,0.56944484,-2.294409,-0.57335711,-2.4115093,-5.4834886,-8.9481993,-3.3314438,0.0065363329,0.013010347,0.0062516741,0.0089340489,0.25510237,0.0093964143,0.01830228,0.39178708,0.31302625,0.0098171048,0.3296808,0.2422632,0.32678747,0.27489096,0.24075145,0.3325077,0.35382035,0.28552032,0.23251367,0.31881475,0.89454275,0.80550414,0.89708477,0.80686498,0.30966115,0.78303367,0.94997203,0.68513572,0.30100134,0.76316047,0.1541094,0.21833733,0.15919261,0.21729834,0.26700926,0.1543937,0.080558002,0.1723114,0.30367404,0.20208392,1.0099913e-13,5.1087276e-13,4.9497244e-14,2.0584235e-12,0.002450078,2.3571761e-12,1.7240743000000002e-16,0.061025809,0.017055145,2.3560862e-12,0.070414841,0.54540569,0.081046,0.3525587,0.42734262,0.086377256,0.004880202,0.52244741,0.53670603,0.25535151,57.76297,-58.886555,58.526306,-71.265152,-68.842041,-72.594627,-64.141304,-24.297318,-64.097603,-86.485184,-75.019325,-63.247124,-64.000359,-59.829037,-69.99427,-59.921478,-61.887333,-64.995567,-59.460247,-58.36071,-69.264214,-68.68985,-60.094067,-1638.6693,-2042.8649,-1585.5686,38.092659,-44.885582,39.520245
5312.2412,0.22736503,0.34052241,0.22521667,0.29115003,0.36792853,0.24839571,0.27966484,0.22073579,0.35744718,0.29155627,0.33592221,0.48390722,0.34048355,0.47156176,0.62309563,0.33540368,0.28581846,0.43900073,0.55492753,0.45411941,0.60867739,0.13214234,0.60254413,0.12579124,0.13983971,0.11560387,0.42368159,0.1914286,0.25702947,0.15630698,0.52691376,0.44825736,0.53142095,0.35080793,0.34812829,0.52502191,0.4996987,0.46715885,0.62930888,0.5700826,-2.4227698,-0.50180948,-2.5302062,-5.3712182,-11.271819,-2.6870129,0.0067690322,0.42147896,0.0088929385,0.47580335,0.40572056,0.45204407,0.010411402,0.17576751,0.12662633,0.3114436,0.34554568,0.30957901,0.34142229,0.47833917,0.84410739,0.35181597,0.36219722,0.2818343,0.26292562,0.26366678,0.89162189,0.63972789,0.79386729,0.58001429,0.18725415,0.56415045,0.97164273,0.74555933,0.19208209,0.63845074,0.1231095,0.22837757,0.12721807,0.19820784,0.27938858,0.1233109,0.064314827,0.19475006,0.26143864,0.21634026,5.7516478e-14,0.08080142,9.4267042e-13,0.1610586,0.25051376,0.68535405,7.8393978e-17,5.5704008e-05,1.5567866e-05,0.0051281378,0.02655291,0.60019612,0.030531334,0.63766938,0.61393404,0.032556847,0.0020799974,0.57801479,0.20146534,0.39705908,58.206997,-58.642349,58.728123,-73.086662,-72.183472,-75.41806,-73.628044,-63.899574,20.469055,-86.566177,-70.334854,-59.947777,-62.334969,-58.747288,-70.799622,-58.973362,-75.493431,20.908594,-54.672527,-58.07394,-72.343323,-64.241714,-63.009647,-1360.0115,-2304.0598,-1311.3472,38.546638,-30.364491,38.145947
5319.2402,0.22176269,0.37745988,0.22314383,0.29966587,0.35945028,0.25124449,0.26888055,0.22822401,0.34967506,0.33557886,0.30929658,0.50028956,0.31183213,0.42067751,0.60969609,0.40149623,0.31143206,0.40504959,0.49444598,0.48659325,0.63531888,0.15514828,0.63011664,0.29201904,0.22881937,0.15890931,0.46256503,0.25534084,0.33618063,0.21709614,0.51236182,0.22705747,0.5188722,0.56463128,0.63263893,0.29683524,0.45570913,0.5272423,0.61118329,0.57559788,-2.4973159,-0.46213597,-2.5698996,-4.2996235,-10.276671,-4.2532034,0.007236443,0.47737515,0.010347874,0.20973171,0.16764604,0.26504245,0.0061408384,0.080174223,0.10430911,0.27432936,0.35871431,0.93425745,0.34848425,0.31479734,0.24424368,0.87807673,0.29123965,0.36640352,0.28166023,0.25041604,0.88281471,0.48834133,0.72964919,0.53752196,0.20210321,0.71874148,0.98393548,0.6172905,0.11181194,0.46563193,0.098239541,0.19519557,0.10153856,0.1883073,0.29972929,0.14513634,0.10032444,0.17311963,0.21516658,0.23260303,3.0679449e-13,0.37411633,4.4205555e-12,0.00014709406,0.00022866717,0.0008188478,2.7072362e-17,5.0867772e-08,0.00016097838,0.0050601433,0.010145217,0.69672054,0.011617626,0.23938265,0.30991271,0.5909813,0.50762516,0.21707289,0.075637072,0.42561018,57.857391,-58.111572,58.292782,-71.634293,-64.85006,-66.942596,-37.780457,-55.072372,-75.533508,-89.023079,-70.362556,-19.682558,-53.016369,-57.333,-11.742107,-58.400047,-60.761551,-65.375717,11.926825,-72.260788,-56.19072,-62.931015,-64.137985,-1124.5482,-2483.7791,-1046.0052,31.966179,-20.85372,37.327412
5326.2388,0.21415389,0.36410275,0.21589297,0.3222051,0.3492941,0.24272268,0.25850669,0.22043131,0.34874463,0.35355446,0.34005213,0.46179482,0.34323519,0.45028129,0.54321003,0.39311913,0.33974177,0.4398278,0.52349222,0.51976514,0.65998042,0.21234232,0.65516371,0.21198195,0.35825267,0.21582028,0.49882457,0.30571887,0.17498919,0.16452608,0.55325395,0.58517766,0.56988001,0.57960612,0.63061213,0.55466712,0.54708815,0.58882785,0.6008926,0.59645927,-2.4782124,-0.55055135,-2.5218496,-2.0262127,-9.6461496,-2.9098244,0.0057587493,0.22623385,0.0074475869,0.23766932,0.087600663,0.12627928,0.0037590994,0.040343963,0.2222762,0.25570732,0.32652146,0.2924805,0.26945439,0.28641468,0.26650745,0.33786252,0.2342418,0.28645387,0.26276827,0.25561881,0.92472589,0.69683093,0.83115137,0.582865,0.13753678,0.82877016,0.99090135,0.77239496,0.2145831,0.59948707,0.13933058,0.21091875,0.14408404,0.20562832,0.25085041,0.17741412,0.15761638,0.2043899,0.23304062,0.24951077,4.6251946e-14,0.00034148834,5.0432274e-14,0.001146087,2.1262964e-07,7.4743332e-07,1.8505537e-17,4.6451287e-11,0.00109401,0.0016378148,0.30705056,0.28367618,0.35699499,0.33182639,0.11633778,0.29170936,0.49975851,0.313234,0.31843087,0.38202551,56.297482,-56.151089,56.536213,-72.479553,-72.735107,-72.480408,-64.861229,-47.891983,-71.93084,-88.768364,-74.247375,-57.631435,-68.642967,-55.97683,-61.868484,-61.303459,-61.722355,-63.992031,-57.100315,-66.080811,-61.368923,-63.703125,-63.959862,-941.53003,-2616.0679,-866.18359,24.151983,-15.87355,18.948019
5333.2378,0.20982192,0.3514325,0.21129215,0.31884989,0.34930068,0.23421854,0.2485369,0.21361701,0.35310182,0.34509572,0.37494239,0.411955,0.37556538,0.40194798,0.57600737,0.42914808,0.37576067,0.39312968,0.55336404,0.46318868,0.68322074,0.2656717,0.67869776,0.26808694,0.18463638,0.26884285,0.53263801,0.35276937,0.16852419,0.22186866,0.55183047,0.57132715,0.57523507,0.56634039,0.60699999,0.5857017,0.57333964,0.56312871,0.51430053,0.59514445,-2.3445849,-0.82274121,-2.3693392,-2.464021,-8.7726145,-2.1358132,0.0073974803,0.10784695,0.0079577332,0.10555852,0.21347514,0.062488895,0.0024612092,0.021454133,0.32291192,0.114195,0.34019011,0.31031203,0.28773224,0.31280917,0.24441782,0.29045203,0.24838589,0.31452158,0.24708553,0.29172349,0.86858714,0.81135887,0.82693118,0.60307974,0.14777212,0.8952632,0.99484009,0.85142159,0.14093691,0.66304231,0.17256491,0.17004356,0.17864588,0.1653941,0.26787156,0.20710401,0.1923822,0.16403563,0.24539381,0.20330644,1.3998751e-12,3.1170731e-07,8.8204921e-13,1.0461384e-06,0.0017334665,6.8226957e-10,3.7625051e-17,7.1658798e-14,0.028106708,1.4949816e-06,0.32075638,0.10651805,0.37347263,0.12459587,0.35110304,0.32703635,0.44732723,0.11762372,0.52607054,0.14341675,50.878387,-47.706299,50.835506,-65.253265,-70.653702,-66.298141,-65.011978,-54.752514,-74.212608,-87.32267,-73.814346,-57.522175,-67.81469,-55.192551,-60.991287,-60.256298,-60.814854,-65.050117,-60.986488,-63.404476,-60.669273,-68.691261,-62.256474,-829.70996,-2701.095,-745.86316,13.063074,-8.447051,15.839906
5340.2368,0.22747977,0.33981827,0.21703471,0.31637797,0.35088107,0.22681588,0.23898621,0.20731688,0.35391423,0.33736321,0.40871125,0.36888826,0.41441396,0.36053193,0.60911679,0.38439819,0.41757169,0.35336828,0.5844546,0.41316155,0.1278358,0.31547549,0.70234931,0.32007182,0.1716,0.31838417,0.56417269,0.39666316,0.16361594,0.27535897,0.57160503,0.54846925,0.5852201,0.54383439,0.54263633,0.55956167,0.58164018,0.54014492,0.51259291,0.57216102,-2.1520367,-1.2228225,-2.1444261,-2.7253308,-5.2164307,-2.7166326,0.47265744,0.05246783,0.013353285,0.050178319,0.3051531,0.031621344,0.0019852512,0.012935607,0.33041325,0.053984091,0.31442344,0.32779399,0.27570245,0.33085695,0.23196779,0.31622657,0.24753417,0.33278963,0.24682382,0.31041476,0.6699785,0.86445522,0.64153886,0.59149903,0.10603395,0.92198068,0.9969995,0.89183021,0.098028399,0.6871556,0.20127097,0.13638912,0.20825934,0.13251321,0.28031039,0.16593894,0.22080286,0.13127728,0.2631934,0.16411357,0.68815863,2.8472014e-10,3.5885715e-11,9.5559616e-10,0.017167486,6.5784227e-13,3.137437e-16,4.4341162e-14,0.027150195,1.3652461e-09,0.3199757,0.040055033,0.37223533,0.046848681,0.50394529,0.12281042,0.42870936,0.044240374,0.55153161,0.053872894,38.297661,-14.50131,36.135662,23.27103,-69.581078,-56.671181,-67.123032,-56.585365,-73.237991,-83.066589,-72.86438,-57.233223,-67.247665,-55.94014,-59.91404,-61.548573,-59.736397,-68.100677,-60.501926,-63.636856,-59.640182,-69.156807,-61.021397,-737.63672,-2711.7876,-637.32825,13.0639,4.2357717,14.953701
5347.2358,0.23770058,0.32895571,0.23986109,0.31091243,0.3514877,0.22491878,0.23290332,0.20707621,0.35435662,0.33124566,0.44163629,0.33359814,0.44939151,0.32723844,0.64319694,0.34657738,0.46699882,0.32232326,0.61744052,0.36983532,0.16674857,0.36194921,0.1598106,0.36710122,0.14303449,0.36572301,0.59385353,0.43881375,0.13825528,0.32558337,0.57434589,0.52785283,0.5762977,0.52388424,0.42239404,0.53706318,0.53467578,0.52051103,0.3769736,0.548985,-1.9155498,-1.6472374,-1.894666,-4.7085409,-1.5726094,-5.1367812,0.2568132,0.027309248,0.28387487,0.027137969,0.38500345,0.019298388,0.0049076476,0.011846215,0.40670937,0.02905524,0.29749367,0.3429288,0.28464413,0.34534544,0.3510161,0.33358559,0.22951947,0.34617695,0.43243748,0.32753849,0.63856411,0.88640749,0.63086951,0.61909223,0.098781943,0.81966954,0.94328874,0.78681874,0.093347304,0.66876066,0.21228147,0.10905489,0.21947864,0.10588439,0.2749998,0.13264358,0.24148302,0.10481864,0.25311011,0.13172328,0.00083358056,5.2595542e-13,0.0017923538,1.4778805e-12,0.07224419,3.777591e-13,9.8234761e-14,5.3184307e-13,0.10587537,2.5004289e-12,0.32099289,0.015158232,0.3605594,0.017720519,0.62695426,0.046195764,0.51075584,0.016755233,0.6588425,0.020295236,14.733688,33.650326,9.2223272,-60.745159,-68.941971,-63.879257,-69.619324,-63.289799,-72.879059,-72.05687,-73.012222,-64.669617,-69.712646,-61.253513,-58.997871,-61.802147,-58.9025,-73.506996,-59.624146,-68.733047,-59.028233,-75.223083,-59.933952,-648.48212,-2586.2136,-545.32117,11.22584,27.323189,10.571977
