Time,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,p,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,s,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP,alpha,beta,alphaA,betaA,alphat,betat,alphas,betas,alphae,betae,k3,k4,k5,k6,k9,k10,k11,k12,k13,k17,k19,k20,k21,k22,k23,k25,k27,k31,k32,k33,k34,k8,k14,k15,k16,k26,k30,k7,k18,k1,k2,k24,k28,k29,alphastim,betastim,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
5.12,39.72163683872614,6.455677897935218,2.138861503668086,47.623576389172115,0.004021934926250206,206.1537862012038,0.9457696996360111,3.646385302088725,6.2540587970714,0.01741437781410741,0.292078794164902,0.0,27.70177820210745,0.15811960563756375,0.6047126907252124,32.39921672711091,4.597497964179884,35.376997107608325,0.12629910868670186,0.4667037837050056,0.0,0.24751553981197094,8.282178559202158,0.2279173006294676,5.41950230143479,3.5937100403165516,0.9226952595567003,0.2258580312077516,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.564300930095737,0.9398595523902379,0.8291371129013394,0.9457696996360111,3.646385302088725,3.5900399207164857,0.17414377814107412,0.029207879416490203,0.1114147492702926,0.15811960563756375,0.6047126907252124,0.4824092317341043,1.4580667001390448,0.4597497964179884,13.544997086184683,5.2661877366151995,35.376997107608325,34.987098959628774,0.8308019736921585,0.4667037837050056,8.282178559202158,6.3137145104605565,7.384342018952213,0.014254081990064886,5.41950230143479,0.62540587970714,2.138861503668086,0.4667037837050056,0.24751553981197094,5.41950230143479,3.5937100403165516
5.13,39.715643244045125,6.441453407230626,2.1337228987505372,47.615931568141114,0.004015011982453478,206.11582839737684,0.9446013138035673,3.655272365011337,6.28429792380816,0.01745939707925898,0.2935296794590434,0.0,27.640654303380803,0.15765270466438086,0.6050676393178708,32.48794101300509,4.607472549487242,35.37308821849004,0.12655709160504944,0.47035468990494445,0.0,0.24971467557542795,8.262507902651734,0.22781101181697022,5.4391363948335565,3.6119748424223213,0.9230808185581655,0.2262450054405276,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.558264654947105,0.9378427596143585,0.8275575207887929,0.9446013138035673,3.655272365011337,3.598658092310206,0.1745939707925898,0.02935296794590434,0.11097755823092821,0.15765270466438086,0.6050676393178708,0.48258915901325394,1.4573466611637982,0.4607472549487242,13.546690835040305,5.290433103868808,35.37308821849004,34.98120818696468,0.8364382612852346,0.47035468990494445,8.262507902651734,6.296845424136273,7.401110714022734,0.014316322685820221,5.4391363948335565,0.6284297923808161,2.1337228987505372,0.47035468990494445,0.24971467557542795,5.4391363948335565,3.6119748424223213
5.14,39.709654121323744,6.427255085287739,2.1285954802207914,47.60831140301623,0.004008088985093258,206.07783055989657,0.9434288381150256,3.6641450211953974,6.314595580792911,0.017504353352457532,0.2949836111234033,0.0,27.57977043008083,0.1571861083219364,0.6054161870138405,32.576442813671584,4.617429936771873,35.36915949975136,0.12681503488724957,0.4740254653614253,0.0,0.2519283557112442,8.242865461409046,0.2277047397266718,5.458741633445209,3.630253125758358,0.9234644545760885,0.22663178623455094,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.5522407638629527,0.9358281335128774,0.8259782827390362,0.9434288381150256,3.6641450211953974,3.6072591642283007,0.17504353352457533,0.029498361112340332,0.11054217407220772,0.1571861083219364,0.6054161870138405,0.4827660469877945,1.4566203005638614,0.4617429936771873,13.548323790857062,5.314714899658794,35.36915949975136,34.97529549273035,0.8420974861963075,0.4740254653614253,8.242865461409046,6.280044447502915,7.4178104321078955,0.014378633432036419,5.458741633445209,0.6314595580792912,2.1285954802207914,0.4740254653614253,0.2519283557112442,5.458741633445209,3.630253125758358
5.15,39.70366946483564,6.413082965819606,2.1234792383629686,47.6007158657174,0.004001166036158946,206.0397929149625,0.942252316850499,3.673003202995135,6.344951565191771,0.01754924625869993,0.29644057979757554,0.0,27.519127202023196,0.1567198315530117,0.605758370589084,32.66472110155511,4.627370080275446,35.36521093078432,0.12707292889015784,0.4777161403255562,0.0,0.254156633381104,8.223251632710916,0.22759848597640941,5.478317617717391,3.648544467165959,0.9238461772013897,0.22701837368651678,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.546229263254695,0.93381569574843,0.8243994215085706,0.942252316850499,3.673003202995135,3.615843064956214,0.1754924625869993,0.029644057979757554,0.11010859710547298,0.1567198315530117,0.605758370589084,0.48293994009279306,1.4558876652170707,0.4627370080275446,13.549897187322728,5.339032842954159,35.36521093078432,34.96936094061902,0.8477795968726571,0.4777161403255562,8.223251632710916,6.263311686572703,7.434441067555615,0.014441013698312962,5.478317617717391,0.6344951565191771,2.1234792383629686,0.4777161403255562,0.254156633381104,5.478317617717391,3.648544467165959
5.16,39.697689268735104,6.398937081868132,2.118374163406466,47.59314492791526,0.0039942432378586145,206.00171568907447,0.9410717940618121,3.6818468431636813,6.375365673699946,0.017594075425810277,0.29790057609296644,0.0,27.45872522446194,0.15625388915168006,0.6060942270438829,32.752774864848455,4.637292934753831,35.36124249184344,0.12733076393518813,0.481426744221398,0.0,0.25639956152175386,8.203666810807103,0.22749225217648997,5.497863951097675,3.6668484437555926,0.9242259959771545,0.22740476789307196,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.540230159261877,0.9318054677362629,0.8228209598783586,0.9410717940618121,3.6818468431636813,3.6244097236799004,0.17594075425810277,0.029790057609296646,0.10967682754802487,0.15625388915168006,0.6060942270438829,0.4831108826957826,1.4551488018645937,0.46372929347538316,13.551412254388985,5.3633866524026175,35.36124249184344,34.96340459517159,0.8534845400437733,0.481426744221398,8.203666810807103,6.246647243208241,7.451002519033906,0.014503462955586861,5.497863951097675,0.6375365673699946,2.118374163406466,0.481426744221398,0.25639956152175386,5.497863951097675,3.6668484437555926
5.17,39.69171352705939,6.384817465808438,2.1132802455263064,47.58559856103435,0.003987320692662567,205.96359910902714,0.9398873135733525,3.6906758748531474,6.405837702546273,0.017638840484454316,0.29936359059308276,0.0,27.398565088098167,0.15578829576349526,0.6064237935985185,32.84060310749039,4.647198455475299,35.357254164054424,0.1275885303090384,0.48515730563657256,0.0,0.2586571928398342,8.184111386940534,0.22738603992982148,5.517380240053185,3.685164632936302,0.9246039203988723,0.2277909689508152,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.5342434577543385,0.9297974706461778,0.8212429206626813,0.9398873135733525,3.6906758748531474,3.632959070288227,0.17638840484454316,0.029936359059308276,0.10924686552503601,0.15578829576349526,0.6064237935985185,0.48327891909190257,1.4544037571105923,0.4647198455475299,13.55287021815206,5.387776046352242,35.357254164054424,34.957426521669746,0.8592122607155774,0.48515730563657256,8.184111386940534,6.230051215142103,7.467494689519229,0.014565980676151426,5.517380240053185,0.6405837702546273,2.1132802455263064,0.48515730563657256,0.2586571928398342,5.517380240053185,3.685164632936302
5.18,39.68574223373105,6.370724149353234,2.1081974748434953,47.57807673625624,0.003980398503346927,205.92544340190454,0.9386989189829213,3.6994902316146874,6.436367447497741,0.017683541068153827,0.3008296138538185,0.0,27.33864736908872,0.15532306588568012,0.6067471076889503,32.92820484916353,4.6570865982186795,35.353245929422755,0.12784621826441653,0.4889078523128681,0.0,0.2609295798067082,8.164585749327571,0.22727985083204463,5.536866094090192,3.7034926124450926,0.9249799599146731,0.22817697695629657,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.5282691643343793,0.927791725404465,0.8196653267179932,0.9386989189829213,3.6994902316146874,3.6414910353753656,0.17683541068153827,0.030082961385381853,0.10881871107145014,0.15532306588568012,0.6067471076889503,0.4834440934990559,1.453652577421895,0.465708659821868,13.554272300733812,5.412200742873287,35.353245929422755,34.951426786024335,0.8649627021647974,0.4889078523128681,8.164585749327571,6.213523695996353,7.483917486284895,0.014628566333675144,5.536866094090192,0.6436367447497742,2.1081974748434953,0.4889078523128681,0.2609295798067082,5.536866094090192,3.7034926124450926
5.19,39.679775382560145,6.356657163557186,2.1031258414253644,47.570579424522684,0.0039734767730371994,205.88724879507473,0.9375066536625838,3.708289847398569,6.466954703864031,0.01772817681330104,0.30229863640374227,0.0,27.27897262905488,0.15485821386731502,0.607064206962496,33.015579125292156,4.666957319271563,35.34921777084242,0.1281038180207662,0.4926784111368461,0.0,0.2632167746532928,8.145090283138252,0.22717368647166403,5.556321125773733,3.721831960376326,0.9253541239255645,0.22856279200601815,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.5223072843389103,0.9257882526958222,0.8180882009517606,0.9375066536625838,3.708289847398569,3.6500055502431863,0.1772817681330104,0.03022986364037423,0.10839236413386708,0.15485821386731502,0.607064206962496,0.48360645005308445,1.4528953091276864,0.4666957319271563,13.55561972016346,5.4366604597802475,35.34921777084242,34.94540545465909,0.8707358059335022,0.4926784111368461,8.145090283138252,6.197064775302018,7.500270820889536,0.014691219403220603,5.556321125773733,0.6466954703864032,2.1031258414253644,0.4926784111368461,0.2632167746532928,5.556321125773733,3.721831960376326
5.2,39.67381296702198,6.342616538648182,2.0980653352533394,47.56310659629926,0.003966555505140626,205.84901551582297,0.936310560943417,3.7170746567534088,6.497599266480103,0.017772747337257932,0.30377064874985316,0.0,27.219541427951118,0.15439375393607463,0.6073751292254357,33.102724970807664,4.676810575385777,35.34516967176861,0.1283613197882043,0.49646900844321806,0.0,0.2655188289148721,8.125625374542425,0.22706754811669133,5.5757449469923905,3.7401822537764415,0.9257264217856661,0.22894841419643375,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.516357822758683,0.9237870729462601,0.8165115457220656,0.936310560943417,3.7170746567534088,3.6585025423860094,0.17772747337257933,0.030377064874985316,0.10796782189844283,0.15439375393607463,0.6073751292254357,0.4837660324350002,1.4521319983795749,0.4676810575385777,13.556913696563528,5.461154911968891,35.34516967176861,34.93936261721509,0.8765315119586424,0.49646900844321806,8.125625374542425,6.180674532905564,7.516554595102469,0.014753939340844492,5.5757449469923905,0.6497599266480103,2.0980653352533394,0.49646900844321806,0.2655188289148721,5.5757449469923905,3.7401822537764415
5.21,39.66785498051116,6.3286023042257575,2.093015946259823,47.55565822184702,0.003959634715619718,205.8107437917514,0.9351106839102022,3.7258445946029672,6.528300929735327,0.017817252262938617,0.30524564137173743,0.0,27.160354309656956,0.15392970016865445,0.607679912492586,33.18964143834383,4.686646323823432,35.341101616602984,0.1286187137422254,0.5002796696548202,0.0,0.2678357939304198,8.106191406131938,0.2269614370662135,5.595137173187262,3.7585430702816933,0.9260968628024441,0.22933384362394882,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.510420784333561,0.9217882063463225,0.8149353659653342,0.9351106839102022,3.7258445946029672,3.666981940560663,0.17817252262938618,0.030524564137173745,0.10754508181304931,0.15392970016865445,0.607679912492586,0.48392288428595004,1.451362691195472,0.4686646323823432,13.558155445023056,5.4856838144296045,35.341101616602984,34.93329836091186,0.8823497584183864,0.5002796696548202,8.106191406131938,6.1643530453472675,7.532768716558864,0.014816725606134276,5.595137173187262,0.6528300929735327,2.093015946259823,0.5002796696548202,0.2678357939304198,5.595137173187262,3.7585430702816933
5.22,39.66190141669583,6.314614489536566,2.0879776643795895,47.5482342716008,0.003952714589816586,205.77243385133897,0.933907065114279,3.734599595934301,6.5590594876123465,0.017861691253144116,0.30672360471328963,0.0,27.101411781846007,0.15346606644938335,0.6079785950582668,33.276327623655725,4.696464522421963,35.337013591228555,0.12887598998807626,0.5041104187833968,0.0,0.2701677215421812,8.086788750533426,0.22685535514146757,5.614497429251866,3.7769139903943207,0.9264654562369429,0.22971908038492084,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.504496173684383,0.919791672882706,0.8133597014662558,0.933907065114279,3.734599595934301,3.6754436818606373,0.17861691253144116,0.030672360471328965,0.10712414575472982,0.15346606644938335,0.6079785950582668,0.4840770497716557,1.4505874335216362,0.46964645224219637,13.559346165553542,5.510246886493932,35.337013591228555,34.92721273459918,0.8881904815133873,0.5041104187833968,8.086788750533426,6.148100394605829,7.548913120868247,0.014879577694563112,5.614497429251866,0.6559059487612346,2.0879776643795895,0.5041104187833968,0.2701677215421812,5.614497429251866,3.7769139903943207
5.23,39.6559522689141,6.300653123011973,2.0829504794622546,47.54083471552646,0.0039457952125538116,205.7340859229623,0.9326997470702625,3.74333959633488,6.58987473363249,0.017906063951484412,0.3082045291977478,0.0,27.042714350670842,0.15300286654199716,0.6082712153623521,33.36278262184803,4.706265129477193,35.33290558211238,0.12913313862407075,0.5079612792635747,0.0,0.2725146628770707,8.067417781351939,0.2267493038406733,5.633825339427144,3.7952945936434683,0.9268322113040178,0.23010412457565899,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.4985839950914737,0.9177974922888898,0.8117845712939591,0.9326997470702625,3.74333959633488,3.6838876995367515,0.17906063951484413,0.030820452919774782,0.10670501281933727,0.15300286654199716,0.6082712153623521,0.48422857258483737,1.4498062711255617,0.4706265129477193,13.560487059965235,5.534843844618697,35.33290558211238,34.921105810163255,0.894053615825344,0.5079612792635747,8.067417781351939,6.131916652976798,7.564987733691753,0.014942495082484094,5.633825339427144,0.658987473363249,2.0829504794622546,0.5079612792635747,0.2725146628770707,5.633825339427144,3.7952945936434683
5.24,39.65000753039862,6.2867182324436515,2.0779343813048636,47.533459523361,0.00393887666719925,205.6957002352473,0.9314887720749989,3.752064531795651,6.620746460881973,0.017950370004069263,0.30968840522257035,0.0,26.984262508051646,0.1525401140635682,0.6085578120334988,33.4490055434285,4.716048103783739,35.32877757664657,0.12939014971935625,0.5118322736341011,0.0,0.2748766687866163,8.048078869129576,0.22664328464923986,5.6531205310350074,3.813684460033619,0.9271971371725645,0.23048897629242415,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.492684252578851,0.9158056840657958,0.8102099941998269,0.9314887720749989,3.752064531795651,3.6923139274688057,0.17950370004069263,0.030968840522257037,0.10628768197454413,0.1525401140635682,0.6085578120334988,0.4843774963064611,1.4490192496348555,0.4716048103783739,13.561579325532533,5.559474405059607,35.32877757664657,34.91497765983215,0.8999390941796944,0.5118322736341011,8.048078869129576,6.11580188866216,7.580992484613267,0.015005477247241206,5.6531205310350074,0.6620746460881973,2.0779343813048636,0.5118322736341011,0.2748766687866163,5.6531205310350074,3.813684460033619
5.25,39.64406719427861,6.2728098449877985,2.072929359652214,47.5261086646155,0.003931959035622511,205.6572770170636,0.9302741822085758,3.7607743387112875,6.651674462016434,0.01799460905950359,0.3111752231597287,0.0,26.926056731696093,0.15207782248471677,0.6088384238847859,33.53499551429177,4.72581340463316,35.32462956315664,0.1296470133146601,0.5157234235287246,0.0,0.2772537898413995,8.028772381329267,0.22653729903962408,5.672382634494686,3.832083170072747,0.9275602429657486,0.23087363563142949,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.486796949916287,0.9138162674836178,0.8086359886087648,0.9302741822085758,3.7607743387112875,3.700722300164092,0.1799460905950359,0.031117522315972868,0.10587215205987678,0.15207782248471677,0.6088384238847859,0.4845238644008862,1.4482264145369566,0.47258134046331607,13.562624154885938,5.584138283891679,35.32462956315664,34.90882835605497,0.9058468476413137,0.5157234235287246,8.028772381329267,6.099756165786121,7.5969273071135675,0.015068523667160477,5.672382634494686,0.6651674462016435,2.072929359652214,0.5157234235287246,0.2772537898413995,5.672382634494686,3.832083170072747
5.26,39.63813125358203,6.25892798716935,2.067935404197181,47.51878210857802,0.003925042398151445,205.61881649751874,0.9290560193353328,3.7694689538804247,6.68265852926543,0.018038780768882753,0.3126649733559987,0.0,26.86809748511923,0.1516160051298229,0.6091130899093516,33.62075167570312,4.7355609918120996,35.32046153090992,0.12990371942303533,0.519634749667072,0.0,0.27964607632549254,8.009498682318556,0.22643134847118968,5.691611283339071,3.8504903048004584,0.9279215377612339,0.23125810268883973,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.480922090621367,0.9118292615836423,0.8070625726104829,0.9290560193353328,3.7694689538804247,3.709112752755873,0.18038780768882753,0.03126649733559987,0.10545842178675918,0.1516160051298229,0.6091130899093516,0.4846677202110358,1.4474278111788623,0.47355609918121,13.563622735904657,5.608835197029837,35.32046153090992,34.90265797137689,0.9117768055103711,0.519634749667072,8.009498682318556,6.083779544410927,7.612792138544467,0.015131633821540685,5.691611283339071,0.6682658529265431,2.067935404197181,0.519634749667072,0.27964607632549254,5.691611283339071,3.8504903048004584
5.27,39.63219970123765,6.245072684886205,2.062952504581036,47.51147982431663,0.003918126833528627,205.58031890595217,0.927834325104872,3.7781483145059047,6.713698454436954,0.01808288478578792,0.3141576461332527,0.0,26.810385217663345,0.15115467517723796,0.6093818492760306,33.706273184282125,4.745290825600429,35.316273470123896,0.13016025803060685,0.5235662718455272,0.0,0.2820535782308979,7.990258133353399,0.22632543439006542,5.710806114231054,3.8689054458161354,0.9282810305914092,0.23164237756077155,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.4750596779615446,0.9098446851800513,0.8054897639507838,0.927834325104872,3.7781483145059047,3.7174852210018714,0.18082884785787923,0.03141576461332527,0.10504648973856599,0.15115467517723796,0.6093818492760306,0.4848091069535979,1.4466234847668715,0.4745290825600429,13.564576251609811,5.633564860249659,35.316273470123896,34.89646657831028,0.9177288953183631,0.5235662718455272,7.990258133353399,6.067872080552645,7.628586920102865,0.015194807190643544,5.710806114231054,0.6713698454436954,2.062952504581036,0.5235662718455272,0.2820535782308979,5.710806114231054,3.8689054458161354
5.28,39.62627253007715,6.231243963413439,2.0579806503937745,47.50420178068226,0.00391121241886784,205.54178447192987,0.926609140953068,3.7868123581950197,6.744794028921949,0.018126920766281394,0.3156532317887515,0.0,26.752920364517827,0.15069384565949612,0.6096447413249915,33.79155921198647,4.755002866769393,35.3120653719746,0.13041661909731742,0.5275180089281094,0.0,0.28447634525198645,7.971051092561939,0.2262195582290041,5.7299667669798735,3.8873281753070827,0.9286387304436139,0.23202646034329388,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.4692097149561905,0.9078625568617185,0.803917580022869,0.926609140953068,3.7868123581950197,3.72583964128276,0.18126920766281393,0.03156532317887515,0.10463635437068446,0.15069384565949612,0.6096447413249915,0.4849480677142506,1.4458134803663376,0.47550028667693933,13.565485880058272,5.658326989208335,35.3120653719746,34.890254249201874,0.9237030428243156,0.5275180089281094,7.971051092561939,6.052033826196951,7.644311596804813,0.01525804325568348,5.7299667669798735,0.674479402892195,2.0579806503937745,0.5275180089281094,0.28447634525198645,5.7299667669798735,3.8873281753070827
5.29,39.62034973283722,6.2174418474075255,2.0530198311744376,47.49694794631174,0.003904299229610559,205.50321342523824,0.9253805081030796,3.795461022959749,6.775945043698814,0.018170888368901926,0.317151720595436,0.0,26.69570334673909,0.1502335294635264,0.609901805563375,33.87660894609562,4.764697076579752,35.307837228605,0.13067279255767358,0.5314899788373513,0.0,0.28691442677993545,7.951877914928301,0.22611372140724117,5.749092884557451,3.905758076076668,0.928994646260363,0.23241035113242714,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.463372204378637,0.9058828949939925,0.8023460378586519,0.9253805081030796,3.795461022959749,3.7341759506006316,0.18170888368901927,0.0317151720595436,0.10422801401058544,0.1502335294635264,0.609901805563375,0.4850846454429176,1.4449978429014294,0.47646970765797525,13.56635279423717,5.683121299465757,35.307837228605,34.884021056096294,0.9296991720111574,0.5314899788373513,7.951877914928301,6.036264829314919,7.659966117459519,0.015321341498816903,5.749092884557451,0.6775945043698814,2.0530198311744376,0.5314899788373513,0.28691442677993545,5.749092884557451,3.905758076076668
5.3,39.61443130213074,6.203666360884938,2.048070036407389,47.48971828959676,0.00389738736102909,205.46460599590256,0.9241484675296692,3.80409424723251,6.807151289335171,0.018214787259262514,0.31865310280224474,0.0,26.638734573119976,0.1497737393595861,0.6101530816611793,33.961421586896876,4.77437341677513,35.30358903301325,0.13092876838039985,0.5354821986063827,0.0,0.2893678718427217,7.932738952935824,0.22600792540087408,5.76818411238498,3.924194731346565,0.9293487869395705,0.23279405002414433,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,2.457547148746158,0.9039057177180351,0.8007751585472523,0.9241484675296692,3.80409424723251,3.7424940875235584,0.18214787259262513,0.031865310280224476,0.10382146743908643,0.1497737393595861,0.6101530816611793,0.48521888310534156,1.4441766171489496,0.477437341677513,13.567178162888272,5.707947506118692,35.30358903301325,34.877767088709746,0.9357172054999041,0.5354821986063827,7.932738952935824,6.020565136175385,7.675550436519024,0.015384701407925274,5.76818411238498,0.6807151289335172,2.048070036407389,0.5354821986063827,0.2893678718427217,5.76818411238498,3.924194731346565
