Time,Ste5,Ste11,Ste5Ste11,Gbg,Ste5Ste11Gbg,Fus3,Ste5Ste11GbgFus3,Ste5Ste11GbgFus3P,Fus3PP,Ste5Ste11GbgP,Ste11Ubi,p,Kss1,Ste5Ste11GbgKss1,Ste5Ste11GbgKss1P,Kss1PP,Ste11P,Ste12Kss1,Ste12,Ste12P,s,PREP,Ste12TeSte5Kss1,Ste12TeSte5,Ste12TeSte5P,FREP,alpha,beta,alphaA,betaA,alphat,betat,alphas,betas,alphae,betae,k3,k4,k5,k6,k9,k10,k11,k12,k13,k17,k19,k20,k21,k22,k23,k25,k27,k31,k32,k33,k34,k8,k14,k15,k16,k26,k30,k7,k18,k1,k2,k24,k28,k29,alphastim,betastim,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31
0.1,42.29741123047074,13.29410380448879,5.595293782073108,52.99270533326016,0.0005137117773730156,216.99457450465349,0.0052508955488649,0.00017045561375390034,4.144183861593486e-06,6.807605055680891e-07,1.600564352724137e-07,0.0,54.39189444099739,0.0013161963933953557,4.2726645970830256e-05,0.0006000501496947189,0.003307586340104977,35.903990266583754,0.06600971845986285,1.4956399846985305e-08,0.0,2.7587333468564724e-10,13.698166052646064,0.2518302408397159,3.7063110541501193e-06,7.317898042023395e-08,0.048770575499285984,0.00498752080731768,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.62306175559028,0.14460951375258138,0.1114726685490868,0.0052508955488649,0.00017045561375390034,0.0001477213362453203,6.807605055680891e-06,1.600564352724137e-08,0.027941756767970217,0.0013161963933953557,4.2726645970830256e-05,3.702785355845952e-05,0.06630461933952897,0.00033075863401049775,0.017991459283820677,6.0005039836653364e-05,35.903990266583754,35.903936385488166,6.696478243811629e-07,1.4956399846985305e-08,13.698166052646064,13.697523876804777,0.00015111077371352864,1.0436308199491514e-08,3.7063110541501193e-06,4.1441838615934865e-07,5.595293782073108,1.4956399846985305e-08,2.7587333468564724e-10,3.7063110541501193e-06,7.317898042023395e-08
0.11,42.29712962781879,13.293129845259982,5.594059003716213,52.99118911157871,0.0005655139416895382,216.9934017997622,0.006363887349702745,0.00022818979028567762,6.123097761122682e-06,9.204502690637644e-07,2.3952233692297567e-07,0.0,54.39140968954328,0.0015951785298668423,5.719835950136549e-05,0.0007983023026852333,0.004000022580654669,35.90398968679263,0.06601029048561884,2.2721766704948145e-08,0.0,4.58543296367707e-10,13.69816025767942,0.2518343280182116,5.41397112816594e-06,1.1743936122928812e-07,0.05351485204651618,0.005484902691080928,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.622612362243882,0.1586372004221163,0.12271279397240527,0.006363887349702745,0.00022818979028567762,0.00019973163507165266,9.204502690637643e-06,2.3952233692297567e-08,0.03075910048758416,0.0015951785298668423,5.719835950136549e-05,5.006458768349755e-05,0.07291152366115468,0.00040000225806546694,0.021757989490936967,7.983027914935377e-05,35.90398968679263,35.90392753529055,9.311491308394572e-07,2.2721766704948145e-08,13.69816025767942,13.697624109129375,0.0002010399239521267,1.5420062100621464e-08,5.41397112816594e-06,6.123097761122682e-07,5.594059003716213,2.2721766704948145e-08,4.58543296367707e-10,5.41397112816594e-06,1.1743936122928812e-07
0.12,42.29683964672592,13.29208221355577,5.592692708231149,52.98953304717734,0.0006170171270664456,216.99211644742883,0.007577321982112995,0.00029749648894564885,8.734100090420777e-06,1.2099952380808793e-06,3.4532060684824463e-07,0.0,54.39085702077181,0.0018993364007437136,7.457082857506208e-05,0.001035938269270008,0.004757779280280986,35.903989022494954,0.06601094416394378,3.334111677238024e-08,0.0,7.303468047648696e-10,13.698155088739714,0.2518372606111661,7.650132252193949e-06,1.8080662741786254e-07,0.05823546641575128,0.005982035946064723,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.622130699578661,0.17258323610360604,0.13388785228646014,0.007577321982112995,0.00029749648894564885,0.00026255942760248054,1.2099952380808793e-05,3.4532060684824464e-08,0.03356009033763843,0.0018993364007437136,7.457082857506208e-05,6.581267799027185e-05,0.07951371359953817,0.00047577792802809863,0.025879847485390715,0.00010359391740688612,35.903989022494954,35.90391825827217,1.2603788258918126e-06,3.334111677238024e-08,13.698155088739714,13.697644434404785,0.0002608878558952314,2.199571840675307e-08,7.650132252193949e-06,8.734100090420778e-07,5.592692708231149,3.334111677238024e-08,7.303468047648696e-10,7.650132252193949e-06,1.8080662741786254e-07
0.13,42.29654030102084,13.290960041384087,5.591196696243411,52.987737964924676,0.0006682190861253499,216.99071898856306,0.008889550071789721,0.00037936418429701166,1.2097180821429656e-05,1.5538168717810594e-06,4.826295591168631e-07,0.0,54.39023372182883,0.002228256108680094,9.509180757929165e-05,0.0013164973579648605,0.005580743466962677,35.90398826990308,0.06601168258636125,4.75105742788053e-08,0.0,1.1221848769641965e-09,13.698149893090815,0.2518395934580931,1.0512673626960512e-05,2.688306811558582e-07,0.06293253662259657,0.006478920696552315,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.621616270296597,0.1864469949497731,0.1449973399402202,0.008889550071789721,0.00037936418429701166,0.00033716384018433196,1.5538168717810596e-05,4.826295591168632e-08,0.03634459227174464,0.002228256108680094,9.509180757929165e-05,8.451246281709276e-05,0.08611107608917318,0.0005580743466962677,0.030356419184419076,0.00013164989505555196,35.90398826990308,35.90390844243367,1.667597317771627e-06,4.75105742788053e-08,13.698149893090815,13.697614348596037,0.0003315461594185241,3.046549100057885e-08,1.0512673626960512e-05,1.2097180821429656e-06,5.591196696243411,4.75105742788053e-08,1.1221848769641965e-09,1.0512673626960512e-05,2.688306811558582e-07
0.14,42.29623062692445,13.289762484607905,5.58957275167076,52.98580469625066,0.0007191176827930084,216.9892099596081,0.010298933761527504,0.00047476462371277313,1.6342006608051427e-05,1.9562624056934897e-06,6.570605652928458e-07,0.0,54.38953684206094,0.002581526566570497,0.00011900485235661542,0.001643511622772237,0.006468801144262852,35.90398742459454,0.0660125093809002,6.602458497229456e-08,0.0,1.6720621338832532e-09,13.698144265708322,0.25184162579482705,1.4107363269844768e-05,3.8801927454236273e-07,0.06760618009405173,0.0069755570667648925,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.621068590260244,0.20022787832670436,0.15604077785723894,0.010298933761527504,0.00047476462371277313,0.0004244878338851127,1.95626240569349e-05,6.570605652928458e-08,0.03911247770204782,0.002581526566570497,0.00011900485235661542,0.00010640020618720483,0.09270349661513363,0.0006468801144262852,0.03518708353796739,0.00016435143086000173,35.90398742459454,35.90389811009365,2.163700128675436e-06,6.602458497229456e-08,13.698144265708322,13.697549384532271,0.0004139046390916547,4.115597512921479e-08,1.4107363269844768e-05,1.6342006608051427e-06,5.58957275167076,6.602458497229456e-08,1.6720621338832532e-09,1.4107363269844768e-05,3.8801927454236273e-07
0.15,42.29590968275882,13.288488722659968,5.587822641751924,52.98373407886949,0.0007697108778236782,216.9875898924792,0.011803846827280928,0.0005846529492319764,2.1607744259183388e-05,2.4216054181034102e-06,8.74650219459456e-07,0.0,54.3887633120724,0.002958739521018373,0.00014654934975903016,0.0020205057567670094,0.0074218372782226694,35.90398648198841,0.06601342823042464,8.978118793204454e-08,0.0,2.4260302373244036e-09,13.698137929323275,0.2518435213057725,1.8547761801004047e-05,5.459064251442595e-07,0.07225651367144714,0.007471945180861583,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.620487188339851,0.21392531431953848,0.16701770829298446,0.011803846827280928,0.0005846529492319764,0.0005254583233448284,2.4216054181034103e-05,8.746502194594561e-08,0.041863622752679505,0.002958739521018373,0.00014654934975903016,0.0001317081239204585,0.09929085927221265,0.000742183727822267,0.04037121222097354,0.0002020510122624176,35.90398648198841,35.903887234430435,2.7602063925099606e-06,8.978118793204454e-08,13.698137929323275,13.69745767197852,0.0005088512846027883,5.441770401707335e-08,1.8547761801004047e-05,2.1607744259183387e-06,5.587822641751924,8.978118793204454e-08,2.4260302373244036e-09,1.8547761801004047e-05,5.459064251442595e-07
0.16,42.2955765486578,13.287137958258768,5.5859481170767,52.981526956505576,0.0008199967268855335,216.9858593145136,0.013402674781436459,0.0007099678196774458,2.8042885238393745e-05,2.9540463988172775e-06,1.1418525500245947e-06,0.0,54.38791003055423,0.003359489572821465,0.0001779605472305871,0.0024509969846464594,0.008439735784563808,35.90398543743287,0.06601444277994395,1.1978719806199565e-07,0.0,3.4391493010318816e-09,13.698130647475345,0.2518453951662565,2.395512665521489e-05,7.511199156973773e-07,0.07688365361336424,0.007968085162939342,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.619871606261104,0.2275387572429084,0.177927694418346,0.013402674781436459,0.0007099678196774458,0.0006409862963023113,2.9540463988172775e-05,1.1418525500245948e-07,0.04459790820719935,0.003359489572821465,0.0001779605472305871,0.0001606644097649568,0.10587304682312984,0.0008439735784563809,0.045908169350626436,0.00024510038579491755,35.90398543743287,35.90387574632762,3.4692474449220673e-06,1.1978719806199565e-07,13.698130647475345,13.697344693911734,0.0006172723041495906,7.062471514465253e-08,2.395512665521489e-05,2.8042885238393745e-06,5.5859481170767,1.1978719806199565e-07,3.4391493010318816e-09,2.395512665521489e-05,7.511199156973773e-07
0.17,42.29523032628027,13.285709417126531,5.583950911620265,52.97918417862653,0.0008699733827378859,216.984018748428,0.015093814965607088,0.0008516315340166989,3.580507230643881e-05,3.5577133234375205e-06,1.4655313303105082e-06,0.0,54.386973872811716,0.00378337419521386,0.00021346958258993778,0.002938494951633308,0.009522379516730194,35.9039842860267,0.06601555681016949,1.571631536032695e-07,0.0,4.776506050397662e-09,13.69812221640548,0.2518473222445768,3.0458317163737157e-05,1.0134464621221425e-06,0.08148771559854262,0.008463977137033285,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.619221398453974,0.24106768715629456,0.18877032079063077,0.015093814965607088,0.0008516315340166989,0.0007719669344742991,3.557713323437521e-05,1.4655313303105083e-07,0.04731521963700703,0.00378337419521386,0.00021346958258993778,0.00019349326156875056,0.11244994075582677,0.0009522379516730195,0.051797311179757395,0.00029385054729357294,35.9039842860267,35.90386363433805,4.303555589097386e-06,1.571631536032695e-07,13.69812221640548,13.69721373485339,0.0007400520849980558,9.017411583150067e-08,3.0458317163737157e-05,3.5805072306438814e-06,5.583950911620265,1.571631536032695e-07,4.776506050397662e-09,3.0458317163737157e-05,1.0134464621221425e-06
0.18,42.2948701385258,13.284202347708915,5.5818327427810095,52.97670660018232,0.0009196390963157509,216.98206871227805,0.016875676638185327,0.0010105501557460426,4.506092795533666e-05,4.236662232020377e-06,1.8529524717930184e-06,0.0,54.38595168766341,0.0042299937512519205,0.00025330351397542306,0.0034865016095307973,0.010669650254631142,35.90398302266553,0.06601677418642235,2.0314806796903493e-07,0.0,6.5142777941098095e-09,13.698112468130807,0.2518493341205213,3.819370091206738e-05,1.3438949357694027e-06,0.08606881472877181,0.008959621227116354,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.618536131902482,0.25451160938431056,0.19954519358728157,0.016875676638185327,0.0010105501557460426,0.0009192797355389587,4.236662232020377e-05,1.8529524717930186e-07,0.050015447462314865,0.0042299937512519205,0.00025330351397542306,0.00023041490746760843,0.1190214213398417,0.0010669650254631143,0.05803798578562453,0.00034865173200305816,35.90398302266553,35.90385091478151,5.276453000028034e-06,2.0314806796903493e-07,13.698112468130807,13.69706571804887,0.000878073108770457,1.1348564700404322e-07,3.819370091206738e-05,4.5060927955336665e-06,5.5818327427810095,2.0314806796903493e-07,6.5142777941098095e-09,3.819370091206738e-05,1.3438949357694027e-06
0.19,42.29449512925141,13.282616020895405,5.579595311420673,52.97409508134773,0.0009689922093468852,216.98000971941303,0.018746681065095423,0.001187613638061835,5.598588375372363e-05,4.994877810357474e-06,2.311776459922231e-06,0.0,54.384840321822075,0.004698951512056932,0.00029768534992567167,0.004098511100633867,0.011881428693819217,35.90398164219451,0.06601809870143947,2.5910406433237876e-07,0.0,8.740824868859327e-09,13.698101245826306,0.2518514437966151,4.730506058007269e-05,1.754758441516989e-06,0.09062706553176858,0.009455017557099543,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.617815385994774,0.2678700540418969,0.21025193900212266,0.018746681065095423,0.001187613638061835,0.0010837886358386452,4.994877810357474e-05,2.3117764599222312e-07,0.05269848657841994,0.004698951512056932,0.00029768534992567167,0.0002716456321433035,0.12558736768177772,0.0011881428693819218,0.06462953279021058,0.00040985340465104716,35.90398164219451,35.90383756228075,6.401840703246563e-06,2.5910406433237876e-07,13.698101245826306,13.69690055569926,0.0010322159381110935,1.4100125655604755e-07,4.730506058007269e-05,5.598588375372363e-06,5.579595311420673,2.5910406433237876e-07,8.740824868859327e-09,4.730506058007269e-05,1.754758441516989e-06
0.2,42.294104462989935,13.280949729740954,5.577240301906728,52.971350487268964,0.0010180311543402055,216.9778422784385,0.0207052616008891,0.0013836959496443858,6.87640109279878e-05,5.836273975403643e-06,2.850050846903772e-06,0.0,54.383636626131945,0.005189853672660554,0.0003468340795494189,0.004778009639301942,0.013157594435124561,35.90398013932209,0.06601953415705616,3.265208829352711e-07,0.0,1.155781030943425e-08,13.698088397832414,0.25185365178500285,5.794349924493981e-05,2.25967511261336e-06,0.09516258196404048,0.009950166250831893,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.6170587523738185,0.281142575564449,0.22089020324096578,0.0207052616008891,0.0013836959496443858,0.0012663421341288868,5.836273975403643e-05,2.850050846903772e-07,0.05536423637171938,0.005189853672660554,0.0003468340795494189,0.0003173978031289023,0.1321476577798634,0.0013157594435124563,0.07157128307634542,0.0004778042494812647,35.90398013932209,35.903823558238486,7.694187674082856e-06,3.265208829352711e-07,13.698088397832414,13.696717481639963,0.0012033591759221384,1.7318467263597568e-07,5.794349924493981e-05,6.87640109279878e-06,5.577240301906728,3.265208829352711e-07,1.155781030943425e-08,5.794349924493981e-05,2.25967511261336e-06
0.21,42.293697324670696,13.27920278918924,5.574769382158466,52.9684736878163,0.0010667544509266396,216.97556689317923,0.022749863766416845,0.0015996552015622263,8.3587852726177e-05,6.764694463654256e-06,3.4762028269999844e-06,0.0,54.38233746605446,0.0057023093674735915,0.00040096470287796337,0.005528475390704997,0.014498025975019114,35.9039785086646,0.06602108431524338,4.0702018759404177e-07,0.0,1.5081365215087727e-08,13.698073767155334,0.2518559566988193,7.026734848578067e-05,2.8736869142135475e-06,0.09967547741373439,0.010445067432100719,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.616265834788926,0.2943287522429823,0.23145965172562977,0.022749863766416845,0.0015996552015622263,0.001467773416110533,6.764694463654255e-05,3.4762028269999846e-07,0.058012600543708145,0.0057023093674735915,0.00040096470287796337,0.00036787989717719597,0.13870216857762155,0.0014498025975019115,0.07886255852003511,0.0005528521602043673,35.9039785086646,35.903808871064,9.168520071609904e-06,4.0702018759404177e-07,13.698073767155334,13.696515630031191,0.001392379458611886,2.1052098616751322e-07,7.026734848578067e-05,8.358785272617699e-06,5.574769382158466,4.0702018759404177e-07,1.5081365215087727e-08,7.026734848578067e-05,2.8736869142135475e-06
0.22,42.29327291934201,13.277374535797316,5.57218420369551,52.965465557341105,0.0011151607067515824,216.9731840626485,0.024878945318484273,0.0018363337748015527,0.00010065825815216869,7.783913420617695e-06,4.199031875013552e-06,0.0,54.38093973164609,0.006235930684145388,0.0004602882613081508,0.006353378347916234,0.015902600696479065,35.90397674468677,0.06602275295352782,5.023597350965672e-07,0.0,1.9443279878795677e-08,13.698057181687059,0.25185836512119375,8.444207913479662e-05,3.613297059680686e-06,0.10416586470347178,0.010939721224631271,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.6154362489479785,0.3074281857643079,0.24195996928544428,0.024878945318484273,0.0018363337748015527,0.0016889004793394031,7.783913420617696e-05,4.199031875013552e-07,0.060643487184957656,0.006235930684145388,0.0004602882613081508,0.00042329652660296206,0.14525077601664066,0.0015902600696479066,0.08650267173509875,0.0006353442299916023,35.90397674468677,35.90379349283155,1.0840410601560723e-05,5.023597350965672e-07,13.698057181687059,13.696294574566553,0.0016001514837025736,2.535162433415228e-07,8.444207913479662e-05,1.006582581521687e-05,5.57218420369551,5.023597350965672e-07,1.9443279878795677e-08,8.444207913479662e-05,3.613297059680686e-06
0.23,42.292830471895286,13.275464327461526,5.569486401688269,52.96232697443657,0.0011632486160024417,216.97069428101662,0.027090976318165125,0.002094558448222338,0.00012018421690997631,8.897635997311051e-06,5.027702440344347e-06,0.0,54.37944032732274,0.0067903326769681825,0.0005250118680944652,0.007256180206642599,0.017371194860257295,35.90397484174348,0.06602454381912207,6.144374298187042e-07,0.0,2.4792216693502932e-08,13.698038464438646,0.2518608814639886,0.00010064020906777745,4.496526269926852e-06,0.10863385609316867,0.011434127752086964,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.614569622370237,0.32044050075620034,0.2523908598354815,0.027090976318165125,0.002094558448222338,0.0019305262597963445,8.89763599731105e-05,5.027702440344348e-07,0.06325680869974555,0.0067903326769681825,0.0005250118680944652,0.00048384846577001505,0.15179335508846833,0.0017371194860257297,0.09449092579624954,0.0007256267414476188,35.90397484174348,35.90377740750654,1.2725967975868806e-05,6.144374298187042e-07,13.698038464438646,13.696053774357875,0.001827547942906552,3.026970280900584e-07,0.00010064020906777745,1.2018421690997631e-05,5.569486401688269,6.144374298187042e-07,2.4792216693502932e-08,0.00010064020906777745,4.496526269926852e-06
0.24,42.29236922679156,13.273471543145202,5.566677595011715,52.95905882170425,0.001211016956310181,216.96809803758163,0.029384439194721567,0.00237514052740437,0.0001423826961563517,1.0109498946796705e-05,5.971736724678135e-06,0.0,54.377836171829586,0.0073651333794162764,0.0005953387389704586,0.008240334237057827,0.018903683596833924,35.90397279406792,0.06602646063692232,7.452951913727815e-07,0.0,3.129495995011757e-08,13.698017433679189,0.25186350791992723,0.00011904121189718082,5.542967147284214e-06,0.11307956328284252,0.011928287138069482,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.613665594240076,0.3333653443376743,0.2627520457018811,0.029384439194721567,0.00237514052740437,0.0021934387585994157,0.00010109498946796704,5.971736724678135e-07,0.06585248165154274,0.0073651333794162764,0.0005953387389704586,0.000549732677508195,0.1583297798856302,0.0018903683596833924,0.10282661397940132,0.0008240451565158418,35.90397279406792,35.90376059520317,1.4841826524528045e-05,7.452951913727815e-07,13.698017433679189,13.695792571332106,0.0020754394873780616,3.586100532103588e-07,0.00011904121189718082,1.4238269615635171e-05,5.566677595011715,7.452951913727815e-07,3.129495995011757e-08,0.00011904121189718082,5.542967147284214e-06
0.25,42.29188844778886,13.271395582607035,5.5637593863001635,52.95566198552254,0.0012584645875074842,216.96539581674213,0.03175782880619713,0.0026788759737133255,0.0001674784778688081,1.1423071221581979e-05,7.041007487941953e-06,0.0,54.37612419666345,0.007959953816037115,0.0006714682227983265,0.009309285155047338,0.020499940898575878,35.90397059576201,0.0660285071152555,8.971227650283199e-07,0.0,3.913767523443303e-08,13.697993904618704,0.25186624286917453,0.0001398314273004221,6.773837958649634e-06,0.11750309741540454,0.012422199506118559,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.612723815260945,0.34620238567423,0.2730432673499144,0.03175782880619713,0.0026788759737133255,0.00247841116903337,0.00011423071221581979,7.041007487941954e-07,0.0684304267074098,0.007959953816037115,0.0006714682227983265,0.0006211423394520737,0.16485992365176513,0.002049994089857588,0.11150901950228563,0.0009309441065538121,35.90397059576201,35.903743034194086,1.7205135878592614e-05,8.971227650283199e-07,13.697993904618704,13.695510103201233,0.002344694675799554,4.218217498226489e-07,0.0001398314273004221,1.674784778688081e-05,5.5637593863001635,8.971227650283199e-07,3.913767523443303e-08,0.0001398314273004221,6.773837958649634e-06
0.26,42.291387417673796,13.26923586613268,5.560733362007501,52.95213735582514,0.0013055904489877987,216.9625880979742,0.03420965249164262,0.0030065455346871993,0.00019570399941826219,1.2841854575340183e-05,8.245731002007815e-06,0.0,54.37430134723856,0.00857441801259165,0.0007535958323931855,0.010466468988591176,0.022159839613033153,35.903968240787094,0.06603068695172506,1.0722612185253449e-06,0.0,4.852722614045258e-08,13.69796768835375,0.2518690820221926,0.0001632039723619307,8.212033230999658e-06,0.1219045690794387,0.012915864979712421,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.611743947511095,0.35895131553840653,0.28326428280838895,0.03420965249164262,0.0030065455346871993,0.0027862020046436173,0.00012841854575340182,8.245731002007815e-07,0.07099056850933906,0.00857441801259165,0.0007535958323931855,0.0006982668705369613,0.1713836588309271,0.0022159839613033155,0.12053741527878703,0.0010466673821575262,35.903968240787094,35.90372470478271,1.9833550893543878e-05,1.0722612185253449e-06,13.69796768835375,13.695205365927047,0.0026361799361702062,4.929178668154941e-07,0.0001632039723619307,1.957039994182622e-05,5.560733362007501,1.0722612185253449e-06,4.852722614045258e-08,0.0001632039723619307,8.212033230999658e-06
0.27,42.29086543799281,13.266991834266104,5.557601092466617,52.948485825878194,0.001352393559459647,216.95967535580937,0.03673843012264398,0.0033589148741586063,0.00022729919378211495,1.4369284165027108e-05,9.596459987629032e-06,0.0,54.372364588413085,0.009208153006100011,0.0008419132753036477,0.011715312945176868,0.023883251436079504,35.9039657229653,0.06603300382825551,1.2732064831523963e-06,0.0,5.969247889158319e-08,13.697938586429812,0.2518720239441992,0.00018935865452372893,9.882174775685401e-06,0.12628408831196558,0.013409283682267348,1.0,1.0,0.0,0.0,2.0,20.0,10.0,360.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1,0.1,0.1,0.1,0.1,0.1,10.0,10.0,0.01,0.01,0.01,0.01,0.01,1.0,1.0,1.0,5.610725664298972,0.3716118458752152,0.2934148676136525,0.03673843012264398,0.0033589148741586063,0.0031175552275396535,0.00014369284165027108,9.596459987629032e-07,0.07353283568196163,0.009208153006100011,0.0008419132753036477,0.0007812919574953648,0.17790085711599862,0.0023883251436079504,0.12991106368604607,0.0011715579233295603,35.9039657229653,35.90370559017986,2.2745221578754544e-05,1.2732064831523963e-06,13.697938586429812,13.69487751551551,0.002950759582641375,5.725030797878604e-07,0.00018935865452372893,2.2729919378211496e-05,5.557601092466617,1.2732064831523963e-06,5.969247889158319e-08,0.00018935865452372893,9.882174775685401e-06
