CD4_T_cells_4_task1,CD8_T_cells_3_task1,Circulating_lymphocytes_5_task1,IL_2_6_task1,NK_cells_2_task1,Tumor_cells_1_task1,time_task1
19417.472220902422,1.1932043980182085,61094643887.00756,-4.483555918948962e-16,260176.23097357835,-3.7206169459696466e-21,48.0
19224.265159706523,1.1690989267043512,61096329302.891365,-1.7794699560805234e-15,260374.68194879038,-2.6402072761507072e-21,48.1
19032.98054106227,1.1454806486333977,61098012697.48913,-2.8120286808240243e-15,260572.35195150037,-1.3097216370046097e-21,48.2
18843.59923504435,1.1223397029070936,61099694073.22493,-3.3402532337347066e-15,260769.24415077915,2.8656507979631103e-23,48.3
18656.102301233663,1.0996664242896115,61101373432.51996,-3.1273759439009005e-15,260965.36170272747,1.05205688051054e-21,48.4
18470.470986617092,1.0774513381766846,61103050777.79249,-1.9045550391384835e-15,261160.70775053138,1.349640659941584e-21,48.5
18286.686743964783,1.0556852540402155,61104726111.45789,-1.1576040196164655e-15,261355.2854242909,2.3724709341252686e-21,48.6
18104.7311857305,1.0343590488070793,61106399435.92866,-2.8450204742498467e-16,261549.09784156358,3.2209769242940498e-21,48.7
17924.58611468416,1.013463819238137,61108070753.61437,5.479276403492808e-16,261742.14810705706,3.7661166952582075e-21,48.8
17746.233514238695,0.9929908404803061,61109740066.92173,1.0662511536022906e-15,261934.43931276872,3.918324440621868e-21,48.9
17569.655546096288,0.9729315598162487,61111407378.25455,9.136477906664652e-16,262125.97453804404,3.59599293062673e-21,49.0
17394.834564480658,0.9532776663961978,61113072690.01374,1.2167918736171933e-15,262316.7568494462,3.125709899638409e-21,49.1
17221.75308302381,0.9340209443154333,61114736004.597374,1.5578091957017802e-15,262506.7893011652,2.4827303955090315e-21,49.2
17050.393790426348,0.915153348880473,61116397324.40062,1.6797431513217248e-15,262696.07493487094,1.726191989927064e-21,49.3
16880.739548880923,0.896667003999377,61118056651.815765,1.5191775956869286e-15,262884.61677976296,1.0121025742668944e-21,49.4
16712.77339020046,0.8785541890684951,61119713989.232254,1.0160941722076919e-15,263072.4178526464,5.501018989838583e-22,49.5
16546.47852643269,0.860807389071492,61121369339.036644,4.495848875563594e-16,263259.4811578383,-9.447251228860217e-23,49.6
16381.83832786734,0.8434192034886634,61123022703.61265,-9.716761767501046e-17,263445.80968745705,-8.659186126917523e-22,49.7
16218.836326175233,0.826382364027111,61124674085.34111,-6.007997561671042e-16,263631.4064214162,-1.4959656932064104e-21,49.8
16057.456219472186,0.8096897606855871,61126323486.60001,-9.102758161974633e-16,263816.2743273967,-1.889751905809081e-21,49.9
15897.681867248286,0.7933344239359813,61127970909.7645,-8.300303022923161e-16,264000.4163609369,-1.9422085724838643e-21,50.0
15739.497297872707,0.7773095590082373,61129616357.20686,-7.264242612451161e-16,264183.83546537213,-1.8424240414502672e-21,50.1
15582.886695961099,0.7616084980636042,61131259831.29654,-8.127689755631761e-16,264366.53457201854,-1.7197247123148428e-21,50.2
15427.834395265632,0.74622467488679,61132901334.40014,-7.967489514824459e-16,264548.5166002892,-1.4702883318267605e-21,50.3
15274.324889047622,0.7311516708645012,61134540868.881424,-6.75065055540197e-16,264729.78445759893,-1.155254699826886e-21,50.4
15122.34282409554,0.7163831942766883,61136178437.10132,-4.548711446479467e-16,264910.3410394672,-8.642094861570325e-22,50.5
14971.873005618865,0.701913102419371,61137814041.41794,-1.6572718532085847e-16,265090.18922948674,-5.330491868504795e-22,50.6
14822.900392349196,0.6877353860442401,61139447684.18653,1.4361164342253396e-16,265269.3318994143,-3.6516780165655215e-23,50.7
14675.410081182972,0.6738441135537963,61141079367.75956,4.2460052358681504e-16,265447.7719093926,4.259232400652169e-22,50.8
14529.387321734732,0.6602334902940526,61142709094.48664,6.019944392218304e-16,265625.512107798,7.831488201040555e-22,50.9
14384.81750967871,0.6468978362232363,61144336866.71459,5.797837369405398e-16,265802.5553313534,9.50491986377657e-22,51.0
14241.686189467764,0.6338315987985202,61145962686.787384,4.0817474824740806e-16,265978.9044051225,9.575019460950324e-22,51.1
14099.979055778475,0.6210293612150453,61147586557.04622,4.010623136890091e-16,266154.5621425202,1.0380341729147256e-21,51.2
13959.68193158204,0.6084857653634306,61149208479.82946,3.450721692772493e-16,266329.5313456241,1.0290543928127589e-21,51.3
13820.780785950361,0.5961955797624614,61150828457.47268,2.5289849183475804e-16,266503.81480497454,9.445997875720821e-22,51.4
13683.261726910678,0.5841536764553266,61152446492.30864,1.4690883092800913e-16,266677.41529969516,8.118059547885522e-22,51.5
13547.111002353771,0.5723550368338925,61154062586.66732,4.121991312674799e-17,266850.3355975101,6.471278428409295e-22,51.6
13412.31500663993,0.5607947771917557,61155676742.87589,-1.208828419790517e-16,267022.57845468447,3.734037361510831e-22,51.7
13278.860253543167,0.549468057720785,61157288963.25874,-2.656989315914142e-16,267194.1466164117,8.641521831556045e-23,51.8
13146.733396500365,0.5383701553049439,61158899250.13747,-3.586232348215307e-16,267365.0428165737,-1.6970081966534643e-22,51.9
13015.921221145549,0.5274964403488065,61160507605.83088,-3.5643799247367275e-16,267535.26977786823,-3.3928712408212583e-22,52.0
12886.410644722264,0.5168423772598865,61162114032.655014,-2.2498009247287536e-16,267704.83021184494,-3.7419725488507994e-22,52.1
12758.188726811133,0.5064035620192125,61163718532.92313,-1.9304126010777763e-16,267873.72681878664,-5.090539200503914e-22,52.2
12631.242638429007,0.49617562330407644,61165321108.945694,-1.3716624575458628e-16,268041.9622881596,-5.938463530011047e-22,52.3
12505.559683996911,0.4861542969020538,61166921763.030426,-7.022670253712758e-17,268209.53929834126,-6.237246187111834e-22,52.4
12381.127293703554,0.47633540308849,61168520497.48227,-1.1922540904093454e-17,268376.4605167523,-5.984090462479266e-22,52.5
12257.933022111705,0.46671484446699724,61170117314.60339,1.0377883614681593e-17,268542.72859990405,-5.229700975297534e-22,52.6
12135.964560045519,0.4572886449494375,61171712216.69323,8.603884279297803e-17,268708.3461932578,-4.014483438589532e-22,52.7
12015.209705056483,0.44805286042705617,61173305206.04842,1.5494663274478632e-16,268873.31593166874,-2.5280524217787443e-22,52.8
11895.65638038423,0.4390036396618142,61174896284.96288,1.9861555535921553e-16,269037.64043914585,-1.0072967217170414e-22,52.9
11777.292629330017,0.4301372090145302,61176485455.72777,1.9942965983985086e-16,269201.32232895866,2.330012687769778e-23,53.0
11660.106613521513,0.4214498692271747,61178072720.63148,1.365810591226507e-16,269364.364203689,7.905251829194548e-23,53.1
11544.086622027775,0.4129380240715707,61179658081.95967,9.141429290558959e-17,269526.7686551253,1.764427768569767e-22,53.2
11429.221050428574,0.40459812094564185,61181241541.995285,4.903637793669856e-17,269688.5382645933,2.7494329763277486e-22,53.3
11315.498409943131,0.39642667956248095,61182823103.018486,3.800429011508621e-18,269849.6756028506,3.426945746492897e-22,53.4
11202.907327076453,0.3884202928499576,61184402767.306725,-3.106965520990499e-17,270010.1832301182,3.706005199645205e-22,53.5
11091.436540905832,0.3805756209347117,61185980537.13473,-3.770969418089268e-17,270170.06369614665,3.503355893021891e-22,53.6
10981.074909833767,0.3728894116420413,61187556414.774475,-5.605085990001598e-17,270329.3195401414,3.0644872887766907e-22,53.7
10871.81139789674,0.3653584642118935,61189130402.49523,-8.567404527012501e-17,270487.9532909938,2.4722171917630283e-22,53.8
10763.635075773193,0.35797963384219966,61190702502.563545,-1.0312138490306011e-16,270645.9674672924,1.7394271376670454e-22,53.9
10656.5351247231,0.35074984437453716,61192272717.24323,-1.022337446081601e-16,270803.3645772897,1.0182969691986331e-22,54.0
10550.500833104252,0.3436660803617473,61193841048.79541,-7.618170486270628e-17,270960.1471189811,5.1453941888966935e-23,54.1
10445.52160111865,0.3367254011362199,61195407499.47847,-4.20249062278339e-17,271116.3175800571,-4.638037718490757e-24,54.2
10341.586933178585,0.3299249222804813,61196972071.5481,-1.411274388884571e-17,271271.87843804643,-8.2993205241588e-23,54.3
10238.686432274382,0.3232618023683049,61198534767.25729,1.4243404846685818e-17,271426.8321604291,-1.4847933503334556e-22,54.4
10136.809807360713,0.31673326398392715,61200095588.85632,3.530208280345369e-17,271581.18120454776,-1.9161120394954435e-22,54.5
10035.946869281805,0.3103365845639724,61201654538.59278,3.878372917542854e-17,271734.9280176963,-2.0190652268547917e-22,54.6
9936.087533822147,0.30406910541784155,61203211618.71155,3.4866949821096985e-17,271888.0750370965,-1.8973928140443304e-22,54.7
9837.221819098006,0.29792822663562957,61204766831.45482,4.5749438694053473e-17,272040.62468996475,-1.786787747276768e-22,54.8
9739.339834572667,0.29191138110819165,61206320179.0621,5.068147528524654e-17,272192.5793937115,-1.5414451442185344e-22,54.9
9642.431791155206,0.2860160611232083,61207871663.770226,4.8111789482487135e-17,272343.9415558061,-1.2201672036126737e-22,55.0
9546.487996689099,0.28023980852796176,61209421287.81332,3.667874307061222e-17,272494.7135738734,-9.105152712109884e-23,55.1
9451.498857581502,0.27458021984470254,61210969053.422844,1.8388713203727035e-17,272644.8978356919,-6.080027663419711e-23,55.2
9357.454880317462,0.26903495111433406,61212514962.82758,1.6619319284216413e-18,272794.49671919347,-1.0055839290751701e-23,55.3
9264.346656239231,0.2636016832354337,61214059018.25365,-1.4894543820124325e-17,272943.5125927373,3.806723526853969e-23,55.4
9172.164873725289,0.2582781519835002,61215601221.92447,-2.7158763420509657e-17,273091.94781493477,7.652366361279606e-23,55.5
9080.90031337411,0.25306213791095744,61217141576.06084,-2.9738513656001387e-17,273239.80473475327,9.690234253391094e-23,55.6
8990.543848452846,0.24795146849163452,61218680082.880844,-2.104189068294246e-17,273387.0856915326,9.639075036997049e-23,55.7
8901.086449749868,0.24294403011118354,61220216744.59995,-2.3870073717164764e-17,273533.7930149269,1.0577268790234529e-22,55.8
8812.519167077458,0.23803772785290345,61221751563.430954,-2.3709130650208775e-17,273679.92902524146,1.0590419779273003e-22,55.9
8724.833142992884,0.23323051731603361,61223284541.583984,-2.058159753957138e-17,273825.4960332247,9.806851028171972e-23,56.0
8638.019607788052,0.2285203945552076,61224815681.26654,-1.487572938605059e-17,273970.49634017725,8.48675168560816e-23,56.1
8552.069878967472,0.2239053960018501,61226344984.68346,-7.34415831927707e-18,274114.9322379844,6.962494222439018e-23,56.2
8466.975368761558,0.21938361541139675,61227872454.03692,1.960956562142596e-18,274258.80600900867,4.2088630184067445e-23,56.3
8382.727563173123,0.21495316049323746,61229398091.526505,1.0985095140644194e-17,274402.1199264788,1.2670871033652727e-23,56.4
8299.318036783934,0.21061218531129694,61230921899.34912,1.7701511699449022e-17,274544.8762542547,-1.4284817617910885e-23,56.5
8216.738447643054,0.20635888048070392,61232443879.69905,1.9505127275007352e-17,274687.0772469408,-3.327491418523942e-23,56.6
8134.98053634216,0.20219147223605158,61233964034.76795,1.3160580799472625e-17,274828.7251499253,-3.754619203046503e-23,56.7
8054.036133675895,0.1981082387400549,61235482366.74484,1.2247115424015683e-17,274969.82219926576,-5.0504280745109875e-23,56.8
7973.897141792096,0.1941074731548638,61236998877.816124,1.0574255857000901e-17,275110.3706220507,-5.98574259970072e-23,56.9
7894.55554583774,0.19018750795449174,61238513570.165565,7.749514355118031e-18,275250.37263621355,-6.364796417555958e-23,57.0
7816.00341075305,0.1863467094120108,61240026445.974335,4.477238363149566e-18,275389.830450613,-6.17930030293072e-23,57.1
7738.232880007158,0.1825834759857358,61241537507.420975,1.81443980658725e-18,275528.7462650793,-5.474856463017228e-23,57.2
7661.2361814488395,0.1788962502843578,61243046756.6814,-2.454886554100954e-18,275667.1222703283,-4.291706386856154e-23,57.3
7585.005614065196,0.175283494704503,61244554195.92893,-7.038827301820383e-18,275804.96064822894,-2.7962497173743146e-23,57.4
7509.53355323216,0.17174370225372648,61246059827.3343,-1.0436047274210792e-17,275942.2635717289,-1.2277899543311478e-23,57.5
7434.812450933008,0.16827539779893208,61247563653.0656,-1.1491496678242958e-17,276079.033204873,1.0443983429414467e-24,57.6
7360.8348338612595,0.16487713528920894,61249065675.28834,-8.798924698373205e-18,276215.27170286083,8.031112998449504e-24,57.7
7287.593307726849,0.1615475062655768,61250565896.165436,-6.1896519739483414e-18,276350.98121198727,1.648415560965315e-23,57.8
7215.080548736771,0.15828512525537614,61252064317.85721,-4.481834787374623e-18,276486.16386982636,2.687290814838212e-23,57.9
7143.289303567134,0.155088630470601,61253560942.521385,-2.3262201488417204e-18,276620.82180525427,3.425634717967142e-23,58.0
7072.2123923643785,0.15195668996574638,61255055772.3131,-2.969773755501135e-19,276754.95713841426,3.7707342432971105e-23,58.1
7001.842706352038,0.14888799807324568,61256548809.38492,7.963633639073012e-19,276888.5719807843,3.637694196234411e-23,58.2
6932.173210826261,0.1458812811944146,61258040055.88681,2.025634529299326e-18,277021.66843514,3.192335798978438e-23,58.3
6863.196940581225,0.14293529065945437,61259529513.966156,4.178324746912823e-18,277154.2485956661,2.6142831363454317e-23,58.4
6794.906995575264,0.1400487959985538,61261017185.76779,5.728018116429655e-18,277286.3145480631,1.8753036497218508e-23,58.5
6727.296546159106,0.13722059454672708,61262503073.43396,6.214192008508615e-18,277417.86836946657,1.1237241303894752e-23,58.6
6660.358830303969,0.1344495073830611,61263987179.10435,5.0962851239876435e-18,277548.9121285228,5.617747715243378e-24,58.7
6594.087155491926,0.13173438299798568,61265469504.91605,3.0688162479281373e-18,277679.4478853723,6.1393851106071835e-25,58.8
6528.474897407412,0.12907409578185672,61266950053.00363,1.7803790188505493e-18,277809.4776916971,-7.486724943743867e-24,58.9
6463.515492140744,0.12646753400981073,61268428825.49908,3.1527920666521047e-19,277939.00359089975,-1.439860612428953e-23,59.0
6399.2024431642085,0.12391361174253801,61269905824.531815,-9.536961949972485e-19,278068.0276179835,-1.9172886894330966e-23,59.1
6335.5293182819505,0.12141126449525841,61271381052.22873,-1.5153164852130113e-18,278196.5517996354,-2.0760536967987307e-23,59.2
6272.489750595254,0.11895945126498969,61272854510.71415,-1.455431013392115e-18,278324.57815422653,-1.942615792016084e-23,59.3
6210.07743986921,0.11655715717368467,61274326202.10985,-2.371690434327159e-18,278452.1086918046,-1.8498873168012342e-23,59.4
6148.286142002506,0.11420337785857249,61275796128.535065,-2.9773149835251584e-18,278579.14541433414,-1.6134042154539045e-23,59.5
6087.1096773396275,0.11189713277145062,61277264292.1065,-3.116399955622953e-18,278705.69031554414,-1.289592496667146e-23,59.6
6026.541927428116,0.10963746074981036,61278730694.9383,-2.6209180618572338e-18,278831.74538101617,-9.638284651037856e-24,59.7
5966.576835216231,0.10742342079598416,61280195339.1421,-1.479023516183074e-18,278957.31258820073,-6.882663784856625e-24,59.8
5907.208408581641,0.10525409769958097,61281658226.826965,-6.379536395105071e-19,279082.3939063616,-1.712895762095966e-24,59.9
5848.430707695113,0.1031285841561608,61283119360.09947,2.7267718195443597e-19,279206.9912968677,3.277039330947077e-24,60.0
5790.237854316673,0.10104599477550882,61284578741.063644,1.039211684167947e-18,279331.10671301396,7.388981005864906e-24,60.1
5732.62402843265,0.09900546168366559,61286036371.82099,1.3739833891899418e-18,279454.74210011354,9.787350653719697e-24,60.2
5675.583467823097,0.09700613436951912,61287492254.470505,9.72900032161026e-19,279577.89939552755,9.656391207475603e-24,60.3
5619.110473308548,0.0950471873577344,61288946391.10866,1.3091592357763855e-18,279700.5805285687,1.073726633424314e-23,60.4
5563.199394545345,0.0931278010768624,61290398783.82941,1.480796911746717e-18,279822.7874208358,1.0864356875250003e-23,60.5
5507.844640006409,0.0912471760559106,61291849434.7242,1.4515552959097933e-18,279944.5219860128,1.0153190248149966e-23,60.6
5453.040673558867,0.08940452865089073,61293298345.88196,1.194508684881868e-18,280065.7861299642,8.851976551682467e-24,60.7
5398.7820138505085,0.08759909064201153,61294745519.38914,6.943221261103341e-19,280186.5817507689,7.359276731404836e-24,60.8
5345.063239243014,0.08583011607579046,61296190957.32965,1.8103193551092079e-19,280306.91073862655,4.6916823604030726e-24,60.9
5291.878975795336,0.0840968659681764,61297634661.784935,-3.436570683318935e-19,280426.77497615217,1.687942446894237e-24,61.0
5239.223904378039,0.08239861799549772,61299076634.83392,-7.815523880847219e-19,280546.1763382325,-1.1328408438506678e-24,61.1
5187.092758891283,0.08073466456547909,61300516878.55306,-9.844862992481755e-19,280665.1166920865,-3.2270318160580095e-24,61.2
5135.480325352111,0.07910431202368443,61301955395.0163,-7.645441369031833e-19,280783.59789730574,-3.925195478286804e-24,61.3
5084.381445645185,0.07750688565590046,61303392186.29509,-7.095192569154838e-19,280901.6218057851,-4.995623825607781e-24,61.4
5033.791009164232,0.0759417196989185,61304827254.45843,-7.09884718197033e-19,281019.1902619386,-6.0192715985546516e-24,61.5
4983.703955766098,0.0744081613566025,61306260601.5728,-6.236861654415425e-19,281136.305102649,-6.480336513916967e-24,61.6
4934.115276211774,0.07290557170476406,61307692229.70224,-4.66507906431207e-19,281252.96815727645,-6.3649979932828955e-24,61.7
4885.020010844784,0.0714333244138573,61309122140.90828,-2.6832698671838695e-19,281369.1812477086,-5.713783472225963e-24,61.8
4836.413252333517,0.06999080929008883,61310550337.24999,-1.3437073042809108e-20,281484.9461883132,-4.568594944023682e-24,61.9
4788.290140389214,0.06857742640034227,61311976820.784,2.6858290145217983e-19,281600.2647860842,-3.0686524677232574e-24,62.0
4740.645861291608,0.0671925858386846,61313401593.56441,5.023965487364166e-19,281715.1388406726,-1.4572160609699286e-24,62.1
4693.475650132915,0.06583571068267473,61314824657.642914,6.176053560592228e-19,281829.5701443504,-3.786088114746378e-26,62.2
4646.774789176688,0.06450623539068485,61316246015.068726,5.263134360322979e-19,281943.5604820691,7.971472183525652e-25,62.3
4600.538609745051,0.0632036081919352,61317665667.88859,3.7894772788481108e-19,282057.11163143086,1.527824590623998e-24,62.4
4554.762489503999,0.06192728835794575,61319083618.146805,3.2949700587405516e-19,282170.2253627747,2.6203142398083562e-24,62.5
4509.44184919743,0.060676742860883474,61320499867.88524,2.4198909463801324e-19,282282.9034392764,3.419481302632423e-24,62.6
4464.572156330428,0.05945145076124296,61321914419.14327,1.3777170762015602e-19,282395.14761687466,3.8307704785754836e-24,62.7
4420.148923285378,0.05825090140340963,61323327273.95786,4.9321240920079995e-20,282506.9596443367,3.767532013441714e-24,62.8
4376.167708488851,0.057074595907868356,61324738434.36353,-3.753923776131298e-20,282618.3412632459,3.322465738775073e-24,62.9
4332.624115819498,0.05592204680889433,61326147902.39234,-1.7900682169662182e-19,282729.29420803505,2.761153846749169e-24,63.0
4289.5137891026425,0.0547927725121831,61327555680.07393,-2.9432688514572954e-19,282839.82020614605,2.0186501080123745e-24,63.1
4246.8324169193,0.05368630262694536,61328961769.435486,-3.528092583372144e-19,282949.9209779241,1.2392992660079384e-24,63.2
4204.575730545233,0.05260217605501445,61330366172.50179,-3.1707636707550727e-19,283059.5982366884,6.217081511092991e-25,63.3
4162.739504515577,0.05153994179102585,61331768891.29519,-1.9917022774840082e-19,283168.85368873517,1.7548084752092601e-25,63.4
4121.319557768178,0.05049916030092631,61333169927.83559,-1.4815753540819307e-19,283277.68903332436,-6.604829443366147e-25,63.5
4080.311746375691,0.04947939649441721,61334569284.14047,-7.990703550991951e-20,283386.10596289043,-1.3874976987377644e-24,63.6
4039.711969211185,0.048480225622978705,61335966962.22493,-1.0845384958919675e-20,283494.10616290936,-1.910647335724367e-24,63.7
3999.516165765983,0.047501231334931684,61337362964.101616,3.54458862482328e-20,283601.69131197425,-2.124940710664142e-24,63.8
3959.720316215281,0.04654200595002849,61338757291.78076,4.4616277782400133e-20,283708.86308181053,-1.9854257515824048e-24,63.9
3920.3204439609776,0.04560215308079135,61340149947.27021,1.1042573379954343e-19,283815.62313722377,-1.912104757656743e-24,64.0
3881.312607011539,0.04468127967866583,61341540932.575386,1.618821680210447e-19,283921.97313635243,-1.6861296392427355e-24,64.1
3842.692904274274,0.04377900220742272,61342930249.699295,1.8698405612190267e-19,284027.9147305132,-1.3614763031582941e-24,64.2
3804.4574732991855,0.04289494471818515,61344317900.64257,1.7178661082199186e-19,284133.44956427964,-1.021255510730743e-24,64.3
3766.6024899355516,0.042028738732345125,61345703887.40343,1.0240143364202078e-19,284238.5792755089,-7.707008587972622e-25,64.4
3729.1241719837926,0.041180026712267864,61347088211.97768,6.411828555490866e-20,284343.3054952554,-2.4511812175192537e-25,64.5
3692.0187695743657,0.0403484536126112,61348470876.35875,1.7866632611953946e-20,284447.629848059,2.7076443852576224e-25,64.6
3655.2825718914346,0.03953367310961304,61349851882.53769,-2.5987132497211808e-20,284551.55395177216,7.077842188495366e-25,64.7
3618.9119048822913,0.03873534573535779,61351231232.50314,-5.2976407307113926e-20,284655.07941764157,9.829532161478253e-25,64.8
3582.903130850208,0.03795313870345774,61352608928.24137,-4.408410066628142e-20,284758.2078503362,9.987323065449159e-25,64.9
3547.2526516298303,0.03718672878441629,61353984971.73625,-6.527259830854418e-20,284860.94084787153,1.0884138148466825e-24,65.0
3511.95690093501,0.03643579596376056,61355359364.9693,-8.50610957178736e-20,284963.2800018486,1.113204523973646e-24,65.1
3477.0123486782863,0.03570002729137568,61356732109.91963,-9.279242522456394e-20,285065.2268973446,1.050081208821914e-24,65.2
3442.4155000141873,0.034979116239313796,61358103208.56401,-8.437824636903652e-20,285166.7831129575,9.226241632932903e-25,65.3
3408.16289468536,0.03427276231744469,61359472662.87681,-5.565184964871286e-20,285267.9502208413,7.695681109569488e-25,65.4
3374.251109425262,0.03358067316747174,61360840474.83005,-2.6160843141598722e-20,285368.7297866502,5.188788097476347e-25,65.5
3340.6767526917915,0.03290256046819851,61362206646.39337,2.2867097973494105e-21,285469.1233697126,2.1300425320088766e-25,65.6
3307.4364662808625,0.03223814139277024,61363571179.534065,2.8542961803291945e-20,285569.1325229988,-8.091561455542532e-26,65.7
3274.5269258125213,0.03158713915605667,61364934076.217064,4.463338889823824e-20,285668.75879312237,-3.0921009471512256e-25,65.8
3241.944839812967,0.030949282429001947,61366295338.40494,4.0215191436547276e-20,285768.0037203842,-4.0554612477880647e-25,65.9
3209.68695145883,0.030324306812659203,61367654968.05791,3.7598762499917037e-20,285866.8688387341,-4.9282329879660865e-25,66.0
3177.7500353151663,0.029711952482464138,61369012967.13383,4.3208470387974416e-20,285965.35567588743,-6.042410517165613e-25,66.1
3146.1308967227296,0.029111963859185463,61370369337.58823,4.326304554811311e-20,286063.4657533597,-6.588158458662135e-25,66.2
3114.8263734518246,0.028524091013796583,61371724081.374275,3.72880053461802e-20,286161.20058643137,-6.5459279933133725e-25,66.3
3083.8333345786746,0.027948088947608557,61373077200.44281,2.526889482976282e-20,286258.56168419827,-5.9509566824651335e-25,66.4
3053.1486816718875,0.02738371857848325,61374428696.742325,9.521910372530339e-21,286355.55054954946,-4.849621774592363e-25,66.5
3022.769347200969,0.026830745712486732,61375778572.21896,-6.67261375087628e-21,286452.1686792332,-3.349968847888036e-25,66.6
2992.6922921143437,0.02628893941324857,61377126828.81654,-2.1404528938491156e-20,286548.4175639493,-1.7003961484301157e-25,66.7
2962.9145084229704,0.02575807400140623,61378473468.47657,-3.063511565462637e-20,286644.2986882827,-1.9864197892176058e-26,66.8
2933.433017921248,0.02523792825281656,61379818493.1382,-2.919954694597719e-20,286739.81353075954,7.682776598891695e-26,66.9
2904.244872904053,0.024728286004781577,61381161904.73826,-2.1258191203307662e-20,286834.9635638385,1.3983731520888697e-25,67.0
2875.3471559543514,0.024228936123339997,61382503705.21127,-2.1395142263522018e-20,286929.75025393325,2.544438159840709e-25,67.1
2846.736976073406,0.02373966995611041,61383843896.489426,-1.890998942929808e-20,287024.1750615543,3.404680649110769e-25,67.2
2818.4114719890845,0.023260283720000528,61385182480.5026,-1.4346662255979754e-20,287118.23944121576,3.882634579803443e-25,67.3
2790.3678107642027,0.022790577657767316,61386519459.17835,-8.724393235462343e-21,287211.94484149583,3.8898175877222034e-25,67.4
2762.6031881215654,0.022330356351869224,61387854834.44193,-2.5633228714979654e-21,287305.29270504107,3.4519769028098095e-25,67.5
2735.114829357086,0.021879429421628706,61389188608.21628,6.045149147734554e-21,287398.28446854994,2.9102387536069864e-25,67.6
2707.899984334216,0.021437608362913536,61390520782.422035,1.3754741708619338e-20,287490.92156295705,2.167189244123125e-25,67.7
2680.9559313410227,0.021004709163977706,61391851358.97752,1.867549830584425e-20,287583.20541331754,1.3630665161769143e-25,67.8
2654.2799756224213,0.020580551450901364,61393180339.798775,1.8436371684983616e-20,287675.1374388715,6.92721330838564e-26,67.9
2627.8694493808894,0.02016495857989669,61394507726.79953,1.1805900599708508e-20,287766.7190530584,2.946007773452489e-26,68.0
2601.7217135951482,0.019757758852863867,61395833521.89122,1.0374912518327272e-20,287857.9516634683,-5.66429841335322e-26,68.1
2575.834152147058,0.0193587819806131,61397157726.98299,7.668049884933812e-21,287948.83667206106,-1.3285825496438749e-25,68.2
2550.204176077303,0.01896786180408481,61398480343.9817,4.314133418743818e-21,288039.3754750323,-1.8969006868463706e-25,68.3
2524.8292220722915,0.018584835451388244,61399801374.79191,1.2887686484661302e-21,288129.56946288084,-2.1662948674672327e-25,68.4
2499.7067521995004,0.01820954326552264,61401120821.31591,-8.619379307906626e-23,288219.4200204324,-2.0261257781789848e-25,68.5
2474.8342564416675,0.0178418303715228,61402438685.4537,-4.3663751782305765e-21,288308.9285267628,-1.973655024274006e-25,68.6
2450.209246185638,0.017481542945361507,61403754969.10301,-8.096713204943386e-21,288398.09635544586,-1.7597749909010145e-25,68.7
2425.8292587492274,0.01712853094826612,61405069674.15929,-1.04657011045451e-20,288486.9248744051,-1.4359365482227987e-25,68.8
2401.69185584857,0.01678264731175031,61406382802.5157,-1.048671751918189e-20,288575.415445983,-1.0829038097529585e-25,68.9
2377.794623328017,0.016443747862143393,61407694356.06317,-6.986450324637985e-21,288663.56942696485,-8.141515261275838e-26,69.0
2354.13517320274,0.016111692529375856,61409004336.690315,-4.9259980415150156e-21,288751.3881685172,-3.221198728146032e-26,69.1
2330.711138791887,0.015786342718979048,61410312746.28352,-2.802757260476717e-21,288838.87301638175,2.09792705012438e-26,69.2
2307.5201773221015,0.015467562832327595,61411619586.72689,-5.073178069477552e-22,288926.0253107929,6.718404087359827e-26,69.3
2284.559969440276,0.01515522007061604,61412924859.90228,1.2825563777948142e-21,289012.84638650966,9.816211133778159e-26,69.4
2261.828218748245,0.014849184250991562,61414228567.68928,1.6480075826294643e-21,289099.33757284697,1.0420942479698039e-25,69.5
2239.322653340542,0.014549328683197558,61415530711.965225,2.8719116751281863e-21,289185.50019363035,1.1016505825112816e-25,69.6
2217.041022493316,0.014255528493658454,61416831294.60521,4.5098341370734015e-21,289271.33556733624,1.139227295844722e-25,69.7
2194.9810975082883,0.01396766113687743,61418130317.48208,5.49183452218335e-21,289356.84500707284,1.0848713020433799e-25,69.8
2173.1406721616804,0.013685606698891503,61419427782.46641,5.460798222575287e-21,289442.0298205772,9.608785985584805e-26,69.9
2151.5175620683854,0.013409247629665961,61420723691.42656,4.0140835249241204e-21,289526.8913102526,8.048157396688576e-26,70.0
2130.1096057898894,0.013138469356475928,61422018046.228645,2.276336484141922e-21,289611.4307731386,5.699534692689768e-26,70.1
2108.914662828811,0.01287315934350171,61423310848.73653,8.483207636395463e-22,289695.64950100327,2.592891265069869e-26,70.2
2087.9306130275277,0.012613206852156446,61424602100.811844,-6.0989432103463975e-22,289779.5487803799,-4.577567919930021e-27,70.3
2067.155357773177,0.01235850360291297,61425891804.314,-1.6931274801973407e-21,289863.129892533,-2.922844493803788e-26,70.4
2046.586819229541,0.012108943452406422,61427179961.100174,-1.862008495289873e-21,289946.39411350206,-4.1453643322354494e-26,70.5
2026.2229410811394,0.011864422799942103,61428466573.0253,-1.7966462765030508e-21,290029.3427140843,-4.847699279360141e-26,70.6
2006.0616876145373,0.011624840207272077,61429751641.94211,-2.420258285212367e-21,290111.976959885,-6.054591309924955e-26,70.7
