Time,M,Ma,Bn,Ba,Cy,J,c,b,d,k,e1,e2,Amax,kc,alpha,delta,g,f1,f2,Wmax,W,parameter_1,compartment1
2.47,9825.571713155401,520131.84413631575,239018.8919342653,3133777.312296534,23.258952446427763,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,350288.44908818,4.7378777777777765,1.0
2.48,9786.849195773455,521101.18109269923,241964.0927007686,3146852.895838313,23.654945588785388,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,355404.6343032532,4.7233777777777775,1.0
2.49,9752.08447447586,522067.3690767415,244796.64967416888,3159080.866353498,24.040250015008446,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,360587.53150663147,4.7089,1.0
2.5,9720.95301667186,523030.7258686577,247517.82690909356,3170500.1521188905,24.41485535161301,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,365837.88153711514,4.694444444444444,1.0
2.5100000000000002,9693.171842716933,523991.5282799848,250129.0395168017,3181148.1755157304,24.778772551834418,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,371156.4314993284,4.680011111111112,1.0
2.52,9668.491726517963,524950.0198777261,252631.8378681965,3191060.882652425,25.13203246536168,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,376543.9347880652,4.6656,1.0
2.5300000000000002,9646.691819623195,525906.4163059996,255027.8935645528,3200272.7882472384,25.474684507538335,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,382001.1511122781,4.651211111111111,1.0
2.54,9627.573951506856,526860.9108992255,257318.9827142089,3208817.0090192324,25.80679540714781,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,387528.84651871497,4.636844444444445,1.0
2.5500000000000003,9610.959422888098,527813.6778896829,259506.97631678943,3216725.303585084,26.128447815518367,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,393127.79341518757,4.6225,1.0
2.56,9596.684320343153,528764.8770536483,261593.82741063338,3224028.1111993087,26.439738959557847,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,398798.77059346356,4.608177777777777,1.0
2.57,9584.595776410282,529714.6573074141,263581.5501980982,3230754.580898003,26.740779710726553,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,404542.5632517774,4.593877777777776,1.0
2.58,9574.561716752345,530663.1472291377,265472.235224911,3236932.651397643,27.031693002084793,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,410359.9630169474,4.5796,1.0
2.59,9566.44697939042,531610.4784859634,267267.99882509524,3242589.031314685,27.31261283181621,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,416251.76796609553,4.565344444444444,1.0
2.6,9560.143375426727,532556.7562502277,268971.0253461548,3247749.314634732,27.58368356867475,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,422218.782647952,4.551111111111111,1.0
2.61,9555.537901708502,533502.0905396873,270583.5085309715,3252437.9588297815,27.845057923418814,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,428261.8181037466,4.536900000000001,1.0
2.62,9552.533403482514,534446.5758117578,272107.6813755112,3256678.362232734,28.096897211013804,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,434381.69188767433,4.522711111111111,1.0
2.63,9551.039403557965,535390.3000234461,273545.7909834484,3260492.8963004695,28.339369481605182,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,440579.22808691673,4.508544444444445,1.0
2.64,9550.970491798302,536333.3462169458,274900.0934163345,3263902.938519203,28.572648906955113,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,446855.2573412337,4.494399999999999,1.0
2.65,9552.247710280508,537275.7911405342,276172.854553526,3266928.9085654016,28.796915491261984,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,453210.61686208163,4.480277777777778,1.0
2.66,9554.79723367595,538217.7065549415,277366.3345270192,3269590.3178482247,29.01235326372626,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,459646.1504512919,4.466177777777777,1.0
2.67,9558.550813852064,539159.1587923383,278482.8021966952,3271905.767800779,29.219151579906047,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,466162.70851925516,4.4521,1.0
2.68,9563.441996795435,540100.2124754708,279524.49466258904,3273893.0555304973,29.41750089455048,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,472761.1481026415,4.438044444444445,1.0
2.69,9569.406956610585,541040.9296972926,280493.6289137724,3275569.175626169,29.607593697544594,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,479442.3328816234,4.424011111111112,1.0
2.7,9576.392828615975,541981.3618050049,281392.4434403346,3276950.2740965514,29.789628031730302,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,486207.1331965974,4.41,1.0
2.71,9584.345313602344,542921.5616128887,282223.12659200554,3278051.802616421,29.963800653811333,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,493056.4260644021,4.396011111111111,1.0
2.72,9593.208550271034,543861.5835251204,282987.8132384711,3278888.5513765938,30.13030645969154,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,499991.09519401507,4.382044444444444,1.0
2.73,9602.932213810787,544801.4765368644,283688.623616138,3279474.603799569,30.289341847296654,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,507012.03100172407,4.368099999999999,1.0
2.74,9613.481831606416,545741.274063278,284327.7263653358,3279823.238132717,30.44111051725356,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,514120.13062575733,4.354177777777777,1.0
2.75,9624.807997483818,546681.0242804091,284907.14535807865,3279947.3285772093,30.585804819033907,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,521316.2979403738,4.340277777777779,1.0
2.7600000000000002,9636.868497069629,547620.7683143513,285428.8948494575,3279859.108442929,30.723618387916382,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,528601.4435693935,4.3264000000000005,1.0
2.77,9649.629051499764,548560.5395216169,285895.0046582886,3279570.1158940676,30.8547490945551,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,535976.484899159,4.312544444444445,1.0
2.7800000000000002,9663.055720020866,549500.3709570013,286307.44673991576,3279091.395462168,30.97939095985893,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,543442.3460909296,4.2987111111111105,1.0
2.79,9677.11355537684,550440.2966935588,286668.121503334,3278433.554785109,31.09773249557762,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,550999.9580926824,4.2848999999999995,1.0
2.8000000000000003,9691.771117893759,551380.3473873974,286978.9059078439,3277606.662876613,31.209961937525197,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,558650.2586503264,4.27111111111111,1.0
2.81,9706.998863495532,552320.551892732,287241.67292109213,3276620.172628148,31.31627067693599,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,566394.1923183043,4.257344444444443,1.0
2.82,9722.768544899087,553260.937778738,287458.20753685094,3275483.264873946,31.41684072938968,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,574232.7104695848,4.2436,1.0
2.83,9739.053349626982,554201.5312439672,287630.26513281,3274204.643122087,31.511853298339666,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,582166.7713050327,4.229877777777777,1.0
2.84,9755.827848212946,555142.3571574271,287759.56916360994,3272792.5315775513,31.60148819096814,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,590197.3398621364,4.216177777777777,1.0
2.85,9773.067646881293,556083.4393951824,287847.7971002703,3271254.7767750127,31.685921789227457,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,598325.3880230987,4.2025000000000015,1.0
2.86,9790.749124152288,557024.8010961964,287896.5723681097,3269598.9129379443,31.765325842922667,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,606551.8945222758,4.188844444444445,1.0
2.87,9808.849718719724,557966.4643809703,287907.47832375555,3267832.0946360263,31.83986925705215,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,614877.8449529397,4.175211111111111,1.0
2.88,9827.35028695397,558908.4480219265,287882.0735384101,3265961.0263709044,31.909719838534272,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,623304.23177338,4.1616,1.0
2.89,9846.229652225808,559850.772820742,287821.8488057559,3263992.228104638,31.975038805480892,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,631832.0543123152,4.148011111111111,1.0
2.9,9865.468311969551,560793.457948341,287728.2568285589,3261931.8804482194,32.03598438486288,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,640462.3187736099,4.134444444444444,1.0
2.91,9885.04885682444,561736.520536037,287602.7188029512,3259785.8100217227,32.09271277354638,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,649196.0382402888,4.120899999999999,1.0
2.92,9904.954860139684,562679.9767652937,287446.6138078219,3257559.5631793765,32.145376522813265,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,658034.2326778317,4.107377777777779,1.0
2.93,9925.169558862624,563623.843162439,287261.2661110124,3255258.4908455857,32.194122626324614,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,666977.9289367562,4.093877777777778,1.0
2.94,9945.67752891079,564568.1349526119,287047.9633681721,3252887.667265688,32.23909502877083,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,676028.1607544448,4.0804,1.0
2.95,9966.464402470387,565512.8663541852,286807.97027147893,3250451.813092458,32.28043683376318,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,685185.9687562453,4.066944444444444,1.0
2.96,9987.51625953829,566458.051140321,286542.49170961336,3247955.550518122,32.31828423183757,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,694452.4004558068,4.053511111111111,1.0
2.97,10008.819982582556,567403.7023145013,286252.69927496545,3245403.2491507814,32.352770689030834,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,703828.5102546511,4.040099999999999,1.0
2.98,10030.362840484999,568349.8325204058,285939.7299240975,3242799.0308465073,32.38402673260197,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,713315.3594409669,4.02671111111111,1.0
2.99,10052.132573504143,569296.4539539353,285604.68426588667,3240146.8075053208,32.41217951951717,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,722914.01618762,4.013344444444445,1.0
3.0,10074.11770012858,570243.578050835,285248.62115434895,3237450.359511736,32.437351720265745,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,732625.5555493671,4.0,1.0
3.0100000000000002,10096.307067864605,571191.2159392757,284872.56515290786,3234713.2714113896,32.45966279273027,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,742451.0594592537,3.9866777777777784,1.0
3.02,10118.69031457897,572139.3779838645,284477.5090026131,3231938.879272088,32.479229520318135,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,752391.6167242082,3.973377777777778,1.0
3.0300000000000002,10141.25707054137,573088.0745668752,284064.40699719964,3229130.4459915943,32.49616430372442,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,762448.3230197947,3.9601,1.0
3.04,10163.997431869999,574037.3156241872,283634.1806996286,3226291.058250924,32.51057636535286,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,772622.2808841371,3.946844444444444,1.0
3.0500000000000003,10186.902229880676,574987.1103781139,283187.7198340683,3223423.630669678,32.52257186717525,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,782914.5997109875,3.9336111111111105,1.0
3.06,10209.962902499885,575937.4674635755,282725.88269269484,3220530.922820267,32.532253852243706,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,793326.3957419408,3.920399999999999,1.0
3.0700000000000003,10233.170673545235,576888.3957369294,282249.4942900608,3217615.6095776805,32.53972157284516,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,803858.7920577734,3.9072111111111107,1.0
3.08,10256.517325677101,577839.9035129494,281759.34970380325,3214680.2286613965,32.545071230943876,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,814512.918568909,3.894044444444445,1.0
3.09,10279.995441288247,578791.9983321333,281256.21750232455,3211727.1309707393,32.548396784877994,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,825289.9120049884,3.8809,1.0
3.1,10303.597485472106,579744.6878544609,280740.8342884828,3208758.627633079,32.54978821710464,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,836190.9159035364,3.8677777777777784,1.0
3.11,10327.316400751384,580697.9792791539,280213.9097526019,3205776.9031173084,32.54933279458069,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,847217.0805977267,3.8546777777777788,1.0
3.12,10351.14538617762,581651.8795634131,279676.1269695831,3202784.021684975,32.54711504698384,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,858369.5632032162,3.8415999999999997,1.0
3.13,10375.077872262254,582606.3954469934,279128.14326604136,3199781.9319976005,32.54321684481153,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,869649.5276040449,3.8285444444444447,1.0
3.14,10399.107648512636,583561.5333187358,278570.5898762155,3196772.529823182,32.53771695328554,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,881058.1444376087,3.8155111111111104,1.0
3.15,10423.228708747183,584517.2993754855,278004.0738644763,3193757.6123396577,32.5306915653553,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,892596.5910786565,3.8024999999999998,1.0
3.16,10447.435278054942,585473.6996006583,277429.17605205765,3190738.806406568,32.52221443988327,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,904266.051622346,3.7895111111111106,1.0
3.17,10471.721776229262,586430.7397852024,276846.4570371671,3187717.7588007683,32.51235655671807,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,916067.7168663077,3.7765444444444447,1.0
3.18,10496.082809923042,587388.4255444456,276256.4546814332,3184696.0239373147,32.50118644240256,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,928002.7842917381,3.7636000000000007,1.0
3.19,10520.513151470981,588346.7623368511,275659.68555780075,3181675.0920220274,32.48877018456371,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,940072.45804349,3.750677777777778,1.0
3.2,10545.007719443367,589305.7554825271,275056.6458839695,3178656.3989667958,32.47517148673197,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,952277.9489091599,3.7377777777777776,1.0
3.21,10569.561891268204,590265.4098601246,274447.8082587521,3175641.2294910667,32.46045188503027,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,964620.4742971628,3.7249,1.0
3.22,10594.171512519413,591225.7298977318,273833.62215820636,3172630.715133699,32.4446708229574,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,977101.2582137814,3.712044444444444,1.0
3.23,10618.83173188217,592186.7207019426,273214.52898730774,3169626.199699526,32.42788517679998,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,989721.531239176,3.69921111111111,1.0
3.24,10643.53816898503,593148.3869258699,272590.94821611914,3166628.874773587,32.41014987240559,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1002482.5305023505,3.6864,1.0
3.25,10668.286543009393,594110.7331290005,271963.2825943738,3163639.896843816,32.39151778187708,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1015385.499655068,3.6736111111111116,1.0
3.2600000000000002,10693.072656233939,595073.7637930412,271331.91896669765,3160660.393367886,32.37203978631256,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1028431.6888446914,3.6608444444444443,1.0
3.27,10717.893403220129,596037.4823533294,270697.2098823788,3157691.0496798134,32.351765537760606,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1041622.354685949,3.6481000000000003,1.0
3.2800000000000002,10742.74477227544,597001.8931171274,270059.51152568473,3154732.9250961337,32.33074217070635,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1054958.7602316248,3.6353777777777774,1.0
3.29,10767.622901696315,597967.0002498665,269419.1644444666,3151787.020591013,32.309015096107466,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1068442.174942135,3.6226777777777777,1.0
3.3000000000000003,10792.52416449258,598932.8076938784,268776.49247075396,3148854.2435127287,32.28662813311196,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1082073.8746540174,3.609999999999999,1.0
3.31,10817.445001633767,599899.3193284996,268131.80635035655,3145935.475074526,32.26362346933471,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1095855.1415472839,3.597344444444444,1.0
3.3200000000000003,10842.382217704646,600866.5386824708,267485.3990993222,3143031.4951921925,32.24004150797256,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1109787.2641116688,3.584711111111111,1.0
3.33,10867.333552280421,601834.4683782158,266837.53654329584,3140142.836186477,32.21592051867518,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1123871.5371117236,3.5721,1.0
3.34,10892.295333246317,602803.112413729,266188.49883823754,3137270.389338507,32.191298365350924,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1138109.261550774,3.559511111111111,1.0
3.35,10917.264583633241,603772.4741137266,265538.5441837463,3134414.86244621,32.16621106416892,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1152501.744633721,3.546944444444445,1.0
3.36,10942.238411522667,604742.5567228241,264887.92000389105,3131576.9383439077,32.14069327534506,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1167050.2997286778,3.5344000000000007,1.0
3.37,10967.214003945997,605713.3634113723,264236.86357565183,3128757.2775924355,32.114778365033004,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1181756.246327427,3.521877777777778,1.0
3.38,10992.188685101417,606684.8972289358,263585.58605837,3125956.388467122,32.08849748624927,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1196620.9100046994,3.5093777777777775,1.0
3.39,11017.159806945061,607657.161194224,262934.29978385847,3123174.8427970503,32.0618812164136,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1211645.6223762543,3.4968999999999997,1.0
3.4,11042.124762726397,608630.1582849422,262283.2138171993,3120413.238141446,32.03495931975279,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1226831.7210557633,3.484444444444444,1.0
3.41,11067.081024913086,609603.8914077884,261632.52322313076,3117672.109644817,32.00776013771783,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1242180.5496104727,3.4720111111111107,1.0
3.42,11092.026119640848,610578.363420122,260982.4147139974,3114951.972855999,31.980310947517555,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1257693.4575156516,3.4596000000000005,1.0
3.43,11116.957626476067,611553.577130809,260333.06505827926,3112253.317375783,31.952637828067402,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1273371.8001078072,3.4472111111111112,1.0
3.44,11141.873214004188,612529.5352704918,259684.62562759663,3109576.546538372,31.924764283868186,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1289216.9385366524,3.4348444444444453,1.0
3.45,11166.770522848778,613506.2405920732,259037.2659750614,3106922.1469157524,31.896715158423252,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1305230.2397158418,3.4224999999999994,1.0
3.46,11191.647252372117,614483.6957973621,258391.13860620477,3104290.551006228,31.868513486070288,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1321413.0762724245,3.4101777777777778,1.0
3.47,11216.501129827151,615461.9035640463,257746.38923123945,3101682.176992492,31.84018141919473,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1337766.8264950602,3.3978777777777767,1.0
3.48,11241.329904848588,616440.8665510364,257103.15721320876,3099097.430329973,31.811740276939897,50000.0,0.1,0.09,0.5,0.4,1e-08,1e-08,20000000.0,1.0,5e-09,25.0,1e-05,1e-05,1e-05,40000000.0,1354292.874280926,3.3855999999999993,1.0
