T,GABA,H,HG,N,NG,NMDA,Q,U,V,VGABA
218.0,0.0061020949,0.99747837,0.86298573,0.00015137118,0.1698667,0.0,0.037243593,82.042152,-69.780357,-49.778618
219.0,0.0055214041,0.99743575,0.84474212,0.0001529658,0.17866768,0.0,0.037251849,81.936401,-69.709,-47.820728
220.0,0.0049959747,0.99739242,0.80806798,0.00015457747,0.19271334,0.0,0.037259284,81.830956,-69.637634,-42.033386
221.0,0.9997046,0.99734831,0.38485044,0.00015620624,0.52132827,0.0,0.037265908,81.725822,-69.566246,48.561123
222.0,0.99996227,0.99730349,0.14665249,0.00015785238,0.7176556,0.0,0.037271727,81.62101,-69.494843,8.5080957
223.0,0.9227916,0.99725783,0.18694553,0.0001595161,0.71105552,0.0,0.037276752,81.516495,-69.423416,-58.778244
224.0,0.83497638,0.9972114,0.71167612,0.00016119763,0.62249053,0.0,0.037280988,81.4123,-69.351974,-81.627342
225.0,0.75551784,0.99716419,0.94289666,0.00016289721,0.53496671,0.0,0.037284441,81.308403,-69.280502,-85.012253
226.0,0.68362081,0.99711615,0.98930842,0.00016461502,0.45862126,0.0,0.03728712,81.204811,-69.209015,-85.323418
227.0,0.61856568,0.99706727,0.9971661,0.00016635141,0.39361382,0.0,0.037289031,81.101532,-69.137497,-84.751358
228.0,0.55970138,0.99701756,0.9983958,0.00016810652,0.33868611,0.0,0.037290186,80.99855,-69.065948,-83.799927
229.0,0.50643873,0.99696696,0.99843711,0.00016988057,0.29242593,0.0,0.037290584,80.895866,-68.994377,-82.65448
230.0,0.45824471,0.99691552,0.99820787,0.00017167376,0.25352791,0.0,0.037290238,80.793488,-68.922775,-81.410347
231.0,0.41463694,0.99686319,0.99786544,0.00017348678,0.22085328,0.0,0.037289154,80.691406,-68.851135,-80.125359
232.0,0.37517902,0.9968099,0.99743706,0.00017531942,0.19343314,0.0,0.037287336,80.589622,-68.779472,-78.836304
233.0,0.33947602,0.99675572,0.99692321,0.00017717203,0.17045358,0.0,0.037284795,80.488136,-68.707764,-77.566452
234.0,0.3071706,0.99670064,0.99631935,0.00017904486,0.15123512,0.0,0.037281536,80.38694,-68.636017,-76.330032
235.0,0.27793944,0.99664456,0.99561834,0.00018093854,0.1352118,0.0,0.037277564,80.286034,-68.56424,-75.135315
236.0,0.25149,0.99658757,0.99481612,0.00018285296,0.12191179,0.0,0.037272885,80.185425,-68.492409,-73.986641
237.0,0.22755757,0.99652952,0.99390715,0.00018478854,0.11094104,0.0,0.03726751,80.085106,-68.42054,-72.88588
238.0,0.20590261,0.99647051,0.9928869,0.00018674559,0.10196931,0.0,0.037261441,79.985077,-68.348625,-71.833321
239.0,0.18630837,0.99641049,0.99175155,0.00018872441,0.094718747,0.0,0.037254687,79.88533,-68.276665,-70.8283
240.0,0.16857879,0.99634939,0.99049813,0.00019072529,0.088954464,0.0,0.037247255,79.785873,-68.204651,-69.869545
241.0,0.15253639,0.99628729,0.98912436,0.0001927486,0.084477007,0.0,0.037239149,79.686707,-68.132584,-68.955429
242.0,0.13802063,0.99622405,0.98762941,0.00019479456,0.081116103,0.0,0.03723038,79.587814,-68.060463,-68.084145
243.0,0.12488623,0.99615973,0.98601222,0.00019686374,0.07872577,0.0,0.037220944,79.489204,-67.988289,-67.253738
244.0,0.11300173,0.99609435,0.98427373,0.00019895626,0.077180192,0.0,0.037210859,79.390884,-67.916054,-66.462242
245.0,0.1022482,0.99602777,0.98241532,0.00020107249,0.0763705,0.0,0.037200123,79.292831,-67.84375,-65.707626
246.0,0.092517994,0.99596006,0.98043877,0.00020321288,0.076202109,0.0,0.037188742,79.195061,-67.771385,-64.987892
247.0,0.08371374,0.99589115,0.97834671,0.00020537774,0.076592579,0.0,0.037176728,79.097572,-67.698952,-64.301018
248.0,0.075747326,0.99582106,0.97614187,0.00020756749,0.077469833,0.0,0.037164085,79.000351,-67.62645,-63.645023
249.0,0.068539008,0.99574971,0.97382754,0.00020978243,0.078770772,0.0,0.037150815,78.903412,-67.553871,-63.017941
250.0,0.062016662,0.99567711,0.97140682,0.00021202309,0.080440097,0.0,0.037136924,78.80674,-67.481216,-62.417812
251.0,0.056114994,0.99560332,0.9688831,0.0002142896,0.082429312,0.0,0.037122421,78.710335,-67.408485,-61.842709
252.0,0.050774947,0.99552816,0.96625829,0.00021658302,0.08469601,0.0,0.037107311,78.614204,-67.33567,-61.29071
253.0,0.04594307,0.99545169,0.96353525,0.00021890308,0.087203152,0.0,0.037091598,78.518341,-67.262772,-60.759922
254.0,0.041571006,0.9953739,0.96071553,0.00022125032,0.089918591,0.0,0.037075289,78.422752,-67.189781,-60.248447
255.0,0.037615001,0.99529475,0.95779896,0.00022362579,0.09281455,0.0,0.037058387,78.327415,-67.116699,-59.754395
256.0,0.034035459,0.99521416,0.95478523,0.0002260293,0.095867351,0.0,0.0370409,78.232353,-67.043518,-59.275852
257.0,0.030796558,0.99513221,0.95167202,0.00022846158,0.099057063,0.0,0.037022833,78.13755,-66.970245,-58.81089
258.0,0.027865877,0.99504876,0.94845545,0.00023092302,0.10236728,0.0,0.037004188,78.043007,-66.896866,-58.357525
259.0,0.025214089,0.99496382,0.94512928,0.00023341428,0.10578497,0.0,0.036984973,77.948723,-66.82338,-57.913704
260.0,0.022814652,0.9948774,0.94168478,0.00023593576,0.10930041,0.0,0.036965195,77.854706,-66.749779,-57.477242
261.0,0.020643551,0.99478942,0.93811011,0.00023848802,0.11290713,0.0,0.036944859,77.760941,-66.676064,-57.045803
262.0,0.018679056,0.9946999,0.93438941,0.0002410716,0.11660206,0.0,0.036923964,77.667427,-66.602234,-56.616798
263.0,0.016901508,0.99460876,0.93050182,0.00024368703,0.12038567,0.0,0.036902521,77.574173,-66.528282,-56.187298
264.0,0.015293118,0.99451596,0.92641991,0.00024633511,0.12426246,0.0,0.03688053,77.481171,-66.454201,-55.753895
265.0,0.013837785,0.99442154,0.92210764,0.00024901622,0.12824155,0.0,0.036858004,77.38842,-66.379982,-55.312458
266.0,0.012520946,0.9943254,0.91751683,0.00025173099,0.13233778,0.0,0.036834937,77.295921,-66.305634,-54.857845
267.0,0.01132942,0.99422753,0.91258246,0.00025448008,0.1365733,0.0,0.036811344,77.203667,-66.23114,-54.383362
268.0,0.010251283,0.99412787,0.90721434,0.00025726415,0.14098026,0.0,0.036787223,77.111664,-66.156502,-53.879902
269.0,0.0092757447,0.99402642,0.90128344,0.00026008391,0.1456053,0.0,0.03676258,77.019905,-66.081711,-53.334476
270.0,0.0083930409,0.99392307,0.89459759,0.00026294007,0.15051734,0.0,0.03673742,76.928398,-66.006767,-52.727356
271.0,0.0075943372,0.99381787,0.88685381,0.00026583325,0.15582252,0.0,0.036711745,76.837128,-65.931656,-52.026226
272.0,0.0068716407,0.99371076,0.87753522,0.0002687643,0.16169523,0.0,0.036685567,76.746101,-65.856384,-51.172428
273.0,0.0062177172,0.99360168,0.86564952,0.00027173388,0.1684541,0.0,0.036658883,76.655312,-65.780937,-50.04187
274.0,0.0056260237,0.99349058,0.84886837,0.0002747429,0.17680089,0.0,0.0366317,76.564766,-65.705307,-48.292595
275.0,0.0050906376,0.99337745,0.81851327,0.00027779213,0.18912837,0.0,0.036604021,76.474457,-65.629494,-44.113682
276.0,0.99711865,0.99326217,0.46397436,0.00028088238,0.4473078,0.0,0.036575854,76.384377,-65.55349,51.826488
277.0,0.99999958,0.99314475,0.17374338,0.0002840145,0.70046502,0.0,0.036547195,76.29454,-65.47728,17.537006
278.0,0.94026715,0.99302518,0.13298172,0.00028718947,0.72373718,0.0,0.03651806,76.204933,-65.400871,-45.831917
279.0,0.85078889,0.99290329,0.62471431,0.00029040821,0.63977289,0.0,0.036488444,76.115555,-65.324249,-80.001114
280.0,0.76982564,0.9927792,0.92148834,0.00029367165,0.55059826,0.0,0.036458351,76.026413,-65.247414,-84.747704
281.0,0.696567,0.99265271,0.98552346,0.00029698081,0.47205099,0.0,0.036427788,75.937492,-65.170341,-85.359177
282.0,0.6302799,0.99252385,0.99654013,0.0003003368,0.40499827,0.0,0.03639676,75.848808,-65.09304,-84.896141
283.0,0.57030082,0.99239248,0.99831319,0.00030374058,0.34828812,0.0,0.036365267,75.760345,-65.015495,-83.997231
284.0,0.51602954,0.99225861,0.99845994,0.00030719332,0.30050585,0.0,0.036333315,75.672104,-64.937706,-82.879272
285.0,0.46692282,0.99212217,0.99826086,0.00031069614,0.26031867,0.0,0.036300909,75.584091,-64.85965,-81.648415
286.0,0.42248923,0.99198312,0.99793637,0.00031425041,0.2265553,0.0,0.036268052,75.496292,-64.781326,-80.367767
287.0,0.38228408,0.99184138,0.9975239,0.00031785728,0.19821581,0.0,0.036234744,75.408714,-64.702728,-79.077362
288.0,0.34590492,0.99169683,0.99702626,0.00032151796,0.17445871,0.0,0.036200989,75.321358,-64.62384,-77.802589
289.0,0.31298772,0.99154949,0.99643934,0.00032523382,0.15458098,0.0,0.036166795,75.234215,-64.544662,-76.559113
290.0,0.28320298,0.99139923,0.9957577,0.00032900623,0.13799678,0.0,0.036132164,75.147293,-64.465172,-75.35614
291.0,0.25625265,0.99124604,0.99497467,0.00033283702,0.12421804,0.0,0.036097098,75.060577,-64.385361,-74.198616
292.0,0.23186699,0.99108976,0.99408609,0.00033672727,0.11283723,0.0,0.0360616,74.974075,-64.305222,-73.088799
293.0,0.20980193,0.99093038,0.99308693,0.00034067879,0.1035131,0.0,0.036025669,74.887787,-64.224747,-72.027229
294.0,0.18983664,0.99076778,0.9919734,0.00034469314,0.095958725,0.0,0.035989318,74.801704,-64.143913,-71.013367
295.0,0.17177129,0.99060184,0.99074227,0.00034877207,0.089931794,0.0,0.035952542,74.71582,-64.062721,-70.046043
296.0,0.15542509,0.99043256,0.98939121,0.00035291738,0.0852267,0.0,0.035915349,74.63015,-63.981152,-69.12368
297.0,0.14063443,0.99025983,0.98791897,0.00035713092,0.081668139,0.0,0.035877738,74.544685,-63.899185,-68.244499
298.0,0.1272513,0.99008358,0.98632514,0.00036141463,0.079105869,0.0,0.035839714,74.459412,-63.816814,-67.406578
299.0,0.11514173,0.98990363,0.98460931,0.00036577089,0.077410579,0.0,0.03580128,74.374344,-63.734028,-66.607925
300.0,0.10418455,0.98971993,0.98277318,0.00037020145,0.076470442,0.0,0.035762437,74.289474,-63.650803,-65.846542
301.0,0.09427008,0.98953235,0.98081857,0.00037470873,0.076188371,0.0,0.035723187,74.204803,-63.567123,-65.120415
302.0,0.085299097,0.98934078,0.97874796,0.000379295,0.076479778,0.0,0.035683535,74.120323,-63.482979,-64.427521
303.0,0.077181809,0.98914522,0.97656399,0.00038396285,0.077270769,0.0,0.035643484,74.036034,-63.39835,-63.765888
304.0,0.069836989,0.98894536,0.97426993,0.00038871478,0.078496665,0.0,0.035603035,73.951935,-63.313217,-63.133526
305.0,0.063191123,0.98874122,0.97186893,0.00039355355,0.08010076,0.0,0.035562187,73.868027,-63.227558,-62.528484
306.0,0.057177693,0.98853266,0.96936411,0.00039848196,0.082033373,0.0,0.035520948,73.784302,-63.141357,-61.94883
307.0,0.051736511,0.98831952,0.96675849,0.0004035029,0.084250994,0.0,0.035479318,73.700768,-63.054592,-61.392643
308.0,0.046813134,0.9881016,0.96405369,0.00040862022,0.086715624,0.0,0.035437301,73.617409,-62.967239,-60.858017
309.0,0.042358272,0.98787886,0.96125191,0.0004138365,0.089394227,0.0,0.035394892,73.534241,-62.87928,-60.343063
310.0,0.038327351,0.98765105,0.95835358,0.00041915555,0.092258252,0.0,0.035352103,73.451241,-62.790684,-59.845882
311.0,0.03468002,0.98741812,0.95535827,0.00042458103,0.09528327,0.0,0.035308927,73.368423,-62.701431,-59.364574
312.0,0.031379782,0.98717982,0.95226407,0.00043011692,0.098448649,0.0,0.035265371,73.285774,-62.611492,-58.897213
313.0,0.028393598,0.98693597,0.94906729,0.00043576729,0.10173736,0.0,0.035221435,73.2033,-62.520836,-58.441826
314.0,0.025691589,0.98668647,0.94576228,0.00044153663,0.10513574,0.0,0.035177119,73.120995,-62.429436,-57.996372
315.0,0.023246711,0.98643106,0.94234085,0.0004474294,0.10863344,0.0,0.035132427,73.038857,-62.337261,-57.558701
316.0,0.021034494,0.98616952,0.93879163,0.00045345095,0.11222339,0.0,0.035087358,72.956886,-62.244278,-57.126507
317.0,0.019032797,0.98590171,0.93509972,0.00045960621,0.11590183,0.0,0.035041917,72.875069,-62.150448,-56.697258
318.0,0.017221587,0.98562735,0.93124533,0.00046590072,0.11966859,0.0,0.034996103,72.793419,-62.055737,-56.268097
319.0,0.015582737,0.9853462,0.92720234,0.00047234044,0.12352735,0.0,0.034949914,72.711929,-61.960102,-55.835712
320.0,0.014099843,0.98505807,0.92293662,0.00047893159,0.12748633,0.0,0.034903355,72.630585,-61.863503,-55.396137
321.0,0.012758065,0.98476267,0.91840243,0.00048568161,0.13155915,0.0,0.034856427,72.5494,-61.7659,-54.94445
322.0,0.011543974,0.9844597,0.91353852,0.00049259694,0.13576642,0.0,0.034809127,72.468361,-61.667236,-54.4743
323.0,0.01044542,0.98414886,0.90826017,0.00049968547,0.14013818,0.0,0.034761459,72.387466,-61.567467,-53.977119
324.0,0.009451407,0.98382992,0.9024471,0.00050695572,0.14471787,0.0,0.034713421,72.306717,-61.466534,-53.440819
325.0,0.0085519869,0.98350245,0.89592183,0.00051441649,0.14956936,0.0,0.034665015,72.226112,-61.364388,-52.847248
326.0,0.0077381572,0.98316616,0.88840741,0.00052207708,0.15479016,0.0,0.034616239,72.145638,-61.260956,-52.167141
327.0,0.0070017739,0.98282063,0.87943983,0.00052994763,0.16053803,0.0,0.034567095,72.0653,-61.156178,-51.348576
328.0,0.0063354671,0.98246557,0.86815143,0.00053804036,0.16709462,0.0,0.034517579,71.985092,-61.04998,-50.285347
329.0,0.005732568,0.98210043,0.8526023,0.00054636609,0.17505215,0.0,0.034467697,71.905006,-60.942291,-48.703148
330.0,0.0051870425,0.98172486,0.82646859,0.00055493833,0.18619035,0.0,0.034417439,71.82505,-60.833023,-45.408619
331.0,0.97225976,0.98133832,0.55961293,0.000563771,0.35798988,0.0,0.034366813,71.745209,-60.722092,52.959095
332.0,0.99999982,0.98094034,0.2077942,0.00057287933,0.6757524,0.0,0.034315813,71.665489,-60.609394,26.299116
333.0,0.95809603,0.98053032,0.11050399,0.00058228022,0.73205566,0.0,0.034264442,71.585876,-60.494831,-28.153053
334.0,0.86692113,0.98010767,0.52323997,0.00059199188,0.65709788,0.0,0.034212694,71.506371,-60.378288,-77.679398
335.0,0.7844227,0.97967178,0.89243031,0.00060203427,0.56664687,0.0,0.034160566,71.426971,-60.25964,-84.365959
336.0,0.70977497,0.97922194,0.9802255,0.0006124294,0.4859069,0.0,0.034108058,71.347664,-60.138752,-85.360466
337.0,0.64223099,0.97875738,0.9956581,0.00062320137,0.41676301,0.0,0.03405517,71.268456,-60.015476,-85.026001
338.0,0.58111459,0.97827739,0.99818683,0.00063437672,0.35821778,0.0,0.034001894,71.189331,-59.889656,-84.186821
339.0,0.52581424,0.97778094,0.99847347,0.00064598501,0.3088645,0.0,0.033948228,71.110298,-59.761108,-83.100067
340.0,0.4757764,0.97726715,0.99831015,0.00065805926,0.26734528,0.0,0.03389417,71.031334,-59.629639,-81.88472
341.0,0.43050027,0.97673494,0.99800456,0.00067063537,0.23245659,0.0,0.033839714,70.952446,-59.495029,-80.60984
342.0,0.38953274,0.97618318,0.99760783,0.00068375538,0.20316699,0.0,0.033784859,70.873619,-59.35704,-79.318985
343.0,0.35246381,0.97561055,0.9971264,0.00069746422,0.17860663,0.0,0.033729594,70.794861,-59.215401,-78.039848
344.0,0.31892243,0.97501576,0.99655652,0.00071181392,0.15804812,0.0,0.033673916,70.716148,-59.069809,-76.78965
345.0,0.28857297,0.97439712,0.99589282,0.00072686293,0.14088519,0.0,0.033617821,70.637489,-58.91993,-75.57859
346.0,0.26111162,0.97375292,0.99512947,0.00074267836,0.12661275,0.0,0.033561297,70.558868,-58.765373,-74.4123
347.0,0.23626354,0.97308129,0.99426115,0.00075933634,0.11480935,0.0,0.033504337,70.480278,-58.605713,-73.293449
348.0,0.21378009,0.97238004,0.99328321,0.00077692477,0.10512225,0.0,0.03344693,70.401718,-58.440449,-72.222839
349.0,0.19343622,0.97164673,0.99219149,0.00079554506,0.097255133,0.0,0.033389069,70.323174,-58.26902,-71.200096
350.0,0.17502834,0.97087854,0.99098265,0.00081531552,0.090957969,0.0,0.033330742,70.244637,-58.090767,-70.224144
351.0,0.15837218,0.97007233,0.98965424,0.00083637459,0.086018778,0.0,0.033271935,70.166107,-57.904934,-69.29348
352.0,0.14330108,0.96922439,0.98820478,0.00085888605,0.082256988,0.0,0.033212632,70.08757,-57.710629,-68.406334
353.0,0.12966418,0.96833062,0.98663348,0.00088304462,0.079518013,0.0,0.033152819,70.009026,-57.506813,-67.560814
354.0,0.117325,0.96738595,0.98494053,0.00090908463,0.077668883,0.0,0.033092473,69.930473,-57.29224,-66.754944
355.0,0.10616004,0.96638471,0.983127,0.00093728991,0.076594703,0.0,0.033031575,69.851898,-57.065418,-65.986717
356.0,0.096057579,0.96531993,0.9811945,0.00096800947,0.076195814,0.0,0.032970104,69.773323,-56.824543,-65.254128
357.0,0.086916491,0.96418339,0.97914553,0.0010016757,0.076385424,0.0,0.032908022,69.69474,-56.567394,-64.555153
358.0,0.078645296,0.96296489,0.97698259,0.0010388348,0.077087767,0.0,0.032845307,69.616173,-56.291218,-63.887798
359.0,0.071161203,0.96165204,0.97470915,0.0010801827,0.078236513,0.0,0.032781914,69.537674,-55.992531,-63.250092
360.0,0.064389318,0.96022904,0.97232783,0.0011266323,0.079773553,0.0,0.032717802,69.459297,-55.666866,-62.640068
361.0,0.058261864,0.95867586,0.9698422,0.0011793893,0.081647947,0.0,0.032652911,69.381157,-55.30835,-62.055798
362.0,0.052717514,0.95696586,0.96725506,0.0012401016,0.083815083,0.0,0.032587178,69.303467,-54.909073,-61.49535
363.0,0.047700778,0.95506328,0.96456903,0.0013110816,0.086235978,0.0,0.032520521,69.226562,-54.458046,-60.956821
364.0,0.043161448,0.95291793,0.96178526,0.0013957137,0.08887668,0.0,0.03245284,69.151085,-53.939415,-60.438316
365.0,0.039054092,0.95045573,0.9589051,0.0014991345,0.091707855,0.0,0.032384004,69.078232,-53.328976,-59.937946
366.0,0.035337605,0.94756109,0.95592803,0.0016297114,0.094704308,0.0,0.032313839,69.01046,-52.58709,-59.453804
367.0,0.031974785,0.94403535,0.95285267,0.0018022689,0.097844727,0.0,0.032242086,68.9533,-51.641445,-58.983971
368.0,0.028931983,0.93948561,0.9496755,0.0020468959,0.1011114,0.0,0.032168355,68.921387,-50.335735,-58.526493
369.0,0.02617874,0.93289763,0.94639128,0.0024407906,0.10449006,0.0,0.032091901,68.96611,-48.212524,-58.079334
370.0,0.023687504,0.91896582,0.94299239,0.0033254924,0.10796974,0.0,0.032010682,69.439857,-42.56826,-57.640373
371.0,0.021433339,0.48407051,0.93946826,0.074015491,0.11154273,0.0,0.031879906,72.135704,47.411915,-57.20734
372.0,0.019393688,0.1387216,0.93580449,0.20465229,0.11520467,0.0,0.031705189,74.02356,35.707298,-56.777744
373.0,0.017548135,0.039847996,0.9319824,0.28412804,0.11895467,0.0,0.031551179,79.919868,17.66436,-56.348804
374.0,0.015878208,0.01175642,0.92797714,0.3194803,0.12279566,0.0,0.031419314,89.751747,-0.7157234,-55.917309
375.0,0.014367197,0.0042486759,0.9237563,0.32488778,0.12673493,0.0,0.031303383,100.98851,-12.977768,-55.479431
376.0,0.012999978,0.0032945068,0.91927665,0.30691254,0.13078502,0.0,0.031198191,111.05466,-26.133287,-55.030453
377.0,0.011762866,0.01344545,0.91448033,0.17709848,0.13496506,0.0,0.031123148,113.5831,-64.960175,-54.564346
378.0,0.010643481,0.058118321,0.90928775,0.010327727,0.13930307,0.0,0.03122237,113.34763,-79.297569,-54.073036
379.0,0.0096306205,0.11775067,0.90358657,0.00017390885,0.14383955,0.0,0.031473521,113.12736,-81.612183,-53.545238
380.0,0.008714145,0.17677633,0.89721233,2.6304428e-05,0.14863384,0.0,0.031760037,112.91029,-81.942017,-52.964211
381.0,0.0078848852,0.23220769,0.88991159,2.4998917e-05,0.1537756,0.0,0.032050345,112.69443,-81.943993,-52.303383
382.0,0.0071345386,0.28381544,0.88126606,2.5157327e-05,0.15940817,0.0,0.032338805,112.47945,-81.891914,-51.516541
383.0,0.0064555975,0.33180422,0.8705126,2.5383948e-05,0.1657816,0.0,0.032624487,112.2653,-81.83065,-50.512127
384.0,0.0058412664,0.3764272,0.85601741,2.5622683e-05,0.17340055,0.0,0.032907248,112.05197,-81.767754,-49.06678
385.0,0.0052853967,0.41792858,0.83296567,2.5865917e-05,0.18364605,0.0,0.033187076,111.83944,-81.704445,-46.339355
386.0,0.73501545,0.45653537,0.67505854,2.6112228e-05,0.25609675,0.0,0.033463985,111.62771,-81.640961,44.311367
387.0,0.99999851,0.4924579,0.24964488,2.6361444e-05,0.64216679,0.0,0.03373798,111.41678,-81.577332,34.447048
388.0,0.97626007,0.52589059,0.11006579,2.6613568e-05,0.73420304,0.0,0.034009077,111.20664,-81.513565,-14.096052
389.0,0.88336676,0.55701321,0.41284582,2.6868629e-05,0.67423409,0.0,0.034277298,110.9973,-81.449661,-74.318298
390.0,0.79930329,0.58599222,0.85350013,2.7126653e-05,0.58307999,0.0,0.034542646,110.78874,-81.385628,-83.831268
391.0,0.72323954,0.6129815,0.97282571,2.7387679e-05,0.50018251,0.0,0.034805141,110.58097,-81.321457,-85.321815
392.0,0.65441418,0.63812345,0.99441046,2.7651735e-05,0.42890617,0.0,0.035064798,110.37397,-81.257156,-85.139992
393.0,0.59213847,0.66155005,0.99799263,2.7918855e-05,0.36847422,0.0,0.035321627,110.16776,-81.192734,-84.368675
394.0,0.53578901,0.68338335,0.99847227,2.8189068e-05,0.31750095,0.0,0.035575647,109.9623,-81.128174,-83.317047
395.0,0.48480195,0.70373636,0.99835485,2.8462422e-05,0.27460653,0.0,0.035826869,109.75763,-81.063492,-82.119545
396.0,0.43866694,0.72271395,0.99806923,2.8738941e-05,0.23855573,0.0,0.036075309,109.55371,-80.998688,-80.851906
397.0,0.39692226,0.74041301,0.99768883,2.9018665e-05,0.20828499,0.0,0.036320981,109.35056,-80.933754,-79.561531
398.0,0.35915011,0.75692356,0.99722373,2.930162e-05,0.18289547,0.0,0.036563899,109.14816,-80.868698,-78.278603
399.0,0.32497245,0.77232891,0.99667084,2.9587853e-05,0.16163459,0.0,0.036804076,108.94653,-80.803528,-77.022003
400.0,0.29404721,0.78670633,0.99602562,2.9877363e-05,0.14387493,0.0,0.037041534,108.74563,-80.738235,-75.80304
401.0,0.26606491,0.80012751,0.99528092,3.0170291e-05,0.12909383,0.0,0.037276275,108.54549,-80.672813,-74.628052
402.0,0.2407455,0.81265885,0.99443269,3.046655e-05,0.11685529,0.0,0.037508328,108.34608,-80.607285,-73.500175
403.0,0.21783553,0.8243621,0.99347591,3.0766219e-05,0.10679469,0.0,0.037737694,108.14742,-80.541641,-72.420486
404.0,0.19710574,0.83529437,0.99240571,3.1069354e-05,0.098605953,0.0,0.0379644,107.94949,-80.475876,-71.388809
405.0,0.17834865,0.84550881,0.99121892,3.137601e-05,0.092031009,0.0,0.03818845,107.7523,-80.410004,-70.40416
406.0,0.16137652,0.85505474,0.98991311,3.168617e-05,0.086851306,0.0,0.038409866,107.55584,-80.344017,-69.465111
407.0,0.14601952,0.86397791,0.98848653,3.1999873e-05,0.082880795,0.0,0.03862866,107.3601,-80.277924,-68.569923
408.0,0.13212392,0.87232077,0.98693866,3.2317159e-05,0.079960369,0.0,0.038844846,107.16508,-80.211716,-67.716721
409.0,0.11955067,0.8801229,0.98526829,3.2638185e-05,0.077953301,0.0,0.039058439,106.97079,-80.145401,-66.903549
410.0,0.10817391,0.88742089,0.98347729,3.2962842e-05,0.076741546,0.0,0.039269455,106.77721,-80.078987,-66.128403
411.0,0.097879805,0.89424884,0.98156691,3.3291224e-05,0.076222755,0.0,0.039477911,106.58434,-80.012459,-65.389259
412.0,0.088565305,0.90063858,0.97953975,3.3623353e-05,0.076307878,0.0,0.039683819,106.39217,-79.945839,-64.684113
413.0,0.080137201,0.90661937,0.97739792,3.3959324e-05,0.076919205,0.0,0.039887194,106.20072,-79.879105,-64.010963
414.0,0.072511137,0.91221875,0.9751448,3.429913e-05,0.077988736,0.0,0.04008805,106.00996,-79.812279,-63.367836
415.0,0.065610789,0.91746217,0.97278357,3.4642806e-05,0.07945691,0.0,0.040286403,105.81991,-79.745346,-62.752758
416.0,0.059367098,0.92237335,0.97031736,3.4990418e-05,0.081271499,0.0,0.040482268,105.63055,-79.678322,-62.163788
417.0,0.053717572,0.9269743,0.96774912,3.5341978e-05,0.083386771,0.0,0.040675659,105.44188,-79.611198,-61.599007
418.0,0.048605669,0.93128556,0.96508145,3.5697551e-05,0.085762717,0.0,0.040866595,105.25391,-79.543983,-61.056503
419.0,0.043980226,0.93532628,0.96231604,3.605719e-05,0.088364504,0.0,0.041055087,105.06661,-79.476669,-60.534378
420.0,0.039794955,0.93911427,0.95945394,3.6420955e-05,0.091161922,0.0,0.04124115,104.88,-79.409256,-60.030743
421.0,0.036007963,0.94266599,0.95649523,3.6788817e-05,0.094129063,0.0,0.0414248,104.69407,-79.341759,-59.543694
422.0,0.032581352,0.94599706,0.95343852,3.7160888e-05,0.097243883,0.0,0.04160605,104.50881,-79.274178,-59.07132
423.0,0.029480828,0.94912171,0.95028085,3.753716e-05,0.10048804,0.0,0.04178492,104.32423,-79.206497,-58.611668
424.0,0.026675355,0.95205343,0.94701737,3.79177e-05,0.10384659,0.0,0.04196142,104.14032,-79.138741,-58.162727
425.0,0.02413686,0.95480466,0.94364077,3.8302598e-05,0.10730799,0.0,0.042135566,103.95707,-79.070885,-57.722393
426.0,0.021839933,0.95738709,0.94014114,3.8691855e-05,0.11086388,0.0,0.042307373,103.77449,-79.002953,-57.288425
427.0,0.019761588,0.95981157,0.9365049,3.9085484e-05,0.11450929,0.0,0.042476859,103.59257,-78.934937,-56.858383
428.0,0.017881025,0.96208829,0.93271422,3.948361e-05,0.11824264,0.0,0.042644035,103.4113,-78.866837,-56.42955
429.0,0.01617942,0.96422654,0.92874563,3.988621e-05,0.12206613,0.0,0.042808916,103.23069,-78.798653,-55.998802
430.0,0.014639745,0.96623528,0.92456824,4.0293358e-05,0.12598616,0.0,0.042971522,103.05073,-78.730392,-55.56245
431.0,0.013246588,0.96812272,0.92014116,4.0705108e-05,0.1300142,0.0,0.043131862,102.87141,-78.662048,-55.115971
432.0,0.011986009,0.96989655,0.91540962,4.1121501e-05,0.13416801,0.0,0.043289952,102.69275,-78.593636,-54.653618
433.0,0.010845389,0.97156388,0.91029882,4.1542593e-05,0.1384737,0.0,0.043445807,102.51472,-78.525139,-54.167786
434.0,0.0098133134,0.97313142,0.90470386,4.1968404e-05,0.14296907,0.0,0.043599445,102.33733,-78.456573,-53.647911
435.0,0.0088794539,0.9746055,0.89847207,4.2399053e-05,0.14770919,0.0,0.043750878,102.16058,-78.387932,-53.078533
436.0,0.0080344621,0.9759919,0.89137089,4.2834537e-05,0.15277679,0.0,0.043900121,101.98447,-78.319221,-52.435444
437.0,0.0072698817,0.97729605,0.88302213,4.3274878e-05,0.15830237,0.0,0.044047192,101.80898,-78.250435,-51.677326
438.0,0.0065780613,0.97852319,0.87275094,4.3720189e-05,0.16450916,0.0,0.044192102,101.63412,-78.18158,-50.724697
439.0,0.0059520761,0.97967798,0.85916311,4.4170472e-05,0.17183349,0.0,0.044334862,101.45988,-78.112663,-49.392578
440.0,0.0053856615,0.98076487,0.83848399,4.4625809e-05,0.18137471,0.0,0.044475496,101.28627,-78.043671,-47.061539
