Time,NFkB,IKKIkBa,IKKIkBaNFkB,IKK,IkBa,IKKIkBb,IKKIkBbNFkB,IkBb,IKKIkBe,IKKIkBeNFkB,IkBe,IkBaNFkB,IkBbNFkB,IkBeNFkB,source,IkBat,sink,NFkBn,IkBan,IkBanNFkBn,IkBbn,IkBbnNFkBn,IkBbt,IkBen,IkBenNFkBn,IkBet,k1,k2,k3,k4,k5,k6,k7,k8,k9,k10,k11,k12,k13,k14,k15,k16,k17,k18,k19,k20,k21,k22,k23,k24,k25,k26,k27,k28,k29,k30,k31,k32,k33,k34,k35,k36,k37,k38,k39,k40,k41,k42,k43,k44,k45,k46,k47,k48,k49,k50,k51,k52,k53,k54,k55,k56,k57,k58,k59,k60,k61,k62,k63,k64,compartment,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64
7.98,0.0007800697591276377,0.003091258801215599,0.00959709345041886,0.086411707422083,0.18698107394126584,9.421958562388542e-05,0.0003053283182826505,0.02132366205746321,0.00010053181924190378,0.00031104260232396965,0.015198771137621817,0.07178042692383865,0.008795284360524798,0.0061822118893928935,1.0,0.005486837054426738,0.0,0.000321242698006955,0.19322535616560726,0.0013997410370237616,0.021875585182544045,0.0003075680134647808,0.0006369572196833265,0.01562682492777766,0.00021970094759549255,0.000454996811563448,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2056987542327211e-06,0.00019578070638854474,4.79854672520943e-06,0.00036354046173478943,1.2581423320947488e-05,3.864073501519499e-06,3.674892473136507e-08,2.2899623871198786e-06,1.5266415914132527e-07,1.1055684281261301e-05,1.4132937843582813e-07,1.6488427484179947e-07,3.9210916010347546e-08,3.421468625563666e-06,1.5552130116198482e-07,1.1820165882474383e-05,2.2117000233218834e-07,1.7593068367333161e-07,0.0011474938112453665,1.1996366813023574e-05,3.648074586507318e-05,5.343245569946384e-07,3.7395083950527916e-05,5.443245540669469e-07,7.292914065539513e-05,1.7027483718759967e-09,3.589021346191933e-05,3.1036117368997244e-05,6.998705185118808e-07,1.931642631092791e-05,1.6150596057863698e-06,1.5363143752394865e-06,3.864507123312145e-05,5.609432218237975e-05,2.238629518206109e-05,8.316971962442237e-06,4.397642180262399e-06,3.513686002260708e-06,1.5378400673239042e-07,1.5993536700168601e-06,1.9789389811180796e-07,1.783480215113314e-07,2.1875585182544048e-06,3.1985493086194815e-06,2.5987854563079725e-06,5.928050870180371e-06,3.091105944696447e-06,2.5100017005408178e-06,1.0985047379774627e-07,1.1424449274965613e-06,1.390997675113401e-07,1.2739910723776544e-07,1.5626824927777663e-06,2.2798156706432725e-06,1.856386991178868e-06,2.56994158405564e-08,7.020627832148738e-05,1.54e-06,1.78e-07,1.27e-07,2.112886135536304e-05,2.409573812493343e-06,1.7174611385512653e-06,1.036940489064996e-05
7.99,0.0007810027270243807,0.0030947652637061417,0.009606451882760533,0.08639784639438046,0.186976944776715,9.43282288513182e-05,0.00030566367219009966,0.021323505698575024,0.00010064720102612709,0.00031137567054352876,0.015198620519017252,0.07176962165897452,0.008794978193461877,0.006181881863950649,1.0,0.005486837108328461,0.0,0.0003215837645986973,0.1932252271253612,0.0013998513918362203,0.021875561674754393,0.00030758563706188564,0.0006369572162031162,0.015626808084225702,0.0002197135375980566,0.00045499680757238125,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2085100552274117e-06,0.0001959716184083149,4.803225941380267e-06,0.00036347412046745656,1.2595694623283996e-05,3.868456579632677e-06,3.683530198412969e-08,2.2924775414257474e-06,1.5283183609504984e-07,1.105382981961109e-05,1.414923432769773e-07,1.6507440048980684e-07,3.930286923438815e-08,3.4251323759788163e-06,1.5568783527176437e-07,1.1818152729076784e-05,2.2142384225747961e-07,1.761326017957224e-07,0.001147137038356853,1.2008064853450666e-05,3.647362440003096e-05,5.349114263326744e-07,3.738708957968702e-05,5.449074234511754e-07,7.301475188065073e-05,1.7063659412822611e-09,3.588481082948726e-05,3.1069047977205986e-05,6.999256959181101e-07,1.931794920733984e-05,1.6148164873269267e-06,1.536314390331969e-06,3.864504542507224e-05,5.60930834330145e-05,2.2386295401980125e-05,8.326858050153509e-06,4.397489096730939e-06,3.5174127380392505e-06,1.5379281853094284e-07,1.5994453127218052e-06,1.9788700935289225e-07,1.7834802053687253e-07,2.1875561674754395e-06,3.198525854786253e-06,2.5987854421087145e-06,5.9350820361805914e-06,3.0909409319753244e-06,2.512663886193329e-06,1.098567687990283e-07,1.1425103955098943e-06,1.390923419388896e-07,1.2739910612026674e-07,1.5626808084225703e-06,2.2797930778525877e-06,1.8563869748953156e-06,2.5726701167895787e-08,7.029024543219427e-05,1.54e-06,1.78e-07,1.27e-07,2.1128394759768794e-05,2.4095561439389775e-06,1.7174441186489494e-06,1.0367741567325656e-05
8.0,0.000781935760945023,0.0030982708950652985,0.00961580470432215,0.08638399209656328,0.1869728154259028,9.44368508200763e-05,0.0003059989230750829,0.021323349260121378,0.00010076255887131504,0.0003117086156385643,0.015198469850974177,0.07175882100551843,0.008794672204842294,0.006181551996950374,1.0,0.005486837162266252,0.0,0.00032192527788059937,0.1932250977440214,0.0013999620603621725,0.02187553812955067,0.00030760329694461147,0.0006369572127229158,0.015626791213888755,0.00021972615352113998,0.0004549968035813256,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.211324404973351e-06,0.00019616241596817188,4.8079023521610746e-06,0.0003634078097255259,1.2609962542915765e-05,3.872838618831623e-06,3.692177540362399e-08,2.2949919230631214e-06,1.5299946153754144e-07,1.10519762037515e-05,1.4165527623011445e-07,1.6526448893513352e-07,3.93949240729047e-08,3.4287947720242067e-06,1.5585430781928215e-07,1.1816140495377676e-05,2.216776295168931e-07,1.7633447802480132e-07,0.0011467804839208897,1.2019755880402688e-05,3.646650692327815e-05,5.35498115381395e-07,3.737909971943393e-05,5.454900773674875e-07,7.310036535304333e-05,1.7099920948852685e-09,3.587941050275922e-05,3.1102021642375034e-05,6.999810301810863e-07,1.9319476432997982e-05,1.614573472624165e-06,1.5363144054345504e-06,3.864501954880429e-05,5.6091844627770836e-05,2.238629562204631e-05,8.336744664804752e-06,4.3973361024211474e-06,3.521144345571623e-06,1.5380164847230574e-07,1.5995371441119796e-06,1.9788012460895162e-07,1.7834801956241642e-07,2.187553812955067e-06,3.198502389018206e-06,2.5987854279094967e-06,5.942113544060742e-06,3.0907759984751873e-06,2.515329551956623e-06,1.0986307676056999e-07,1.142575998309928e-06,1.3908491993138343e-07,1.2739910500277115e-07,1.5626791213888756e-06,2.2797704776461266e-06,1.8563869586118086e-06,2.5754022230447953e-08,7.037421848505207e-05,1.54e-06,1.78e-07,1.27e-07,2.1127928143127014e-05,2.4095384663937157e-06,1.717427093160082e-06,1.0366079051587594e-05
8.01,0.0007828688595996954,0.0031017756955839058,0.009625151918560317,0.08637014452474644,0.18696868588851506,9.454545153782919e-05,0.0003063340709884753,0.021323192742089325,0.00010087789278597562,0.00031204143767149414,0.015198319133480524,0.07174802496125748,0.008794366394630512,0.006181222288348701,1.0,0.0054868372162401955,0.0,0.00032226723739891194,0.1932249680211592,0.0014000730429872005,0.021875514546884266,0.0003076209931595948,0.0006369572092427251,0.015626774316732105,0.00021973879539805718,0.00045499679959028113,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2141418007679122e-06,0.00019635309913863046,4.812575959280159e-06,0.00036334152949034175,1.2624227081026497e-05,3.877219619479882e-06,3.7008344912879303e-08,2.297505532413565e-06,1.5316703549423767e-07,1.1050123433179677e-05,1.4181817730674378e-07,1.6545454019120109e-07,3.948708044208854e-08,3.4324558143864353e-06,1.5602071883574708e-07,1.1814129180827386e-05,2.2193136412914637e-07,1.7653631237545734e-07,0.001146424147774751,1.2031439898200396e-05,3.645939343237491e-05,5.360846242298318e-07,3.737111436689829e-05,5.460725159251148e-07,7.318598095119772e-05,1.71362684296199e-09,3.587401248062874e-05,3.113503832033604e-05,7.000365214936003e-07,1.9321007993223366e-05,1.6143305616282934e-06,1.5363144205472547e-06,3.864499360423184e-05,5.609060576655451e-05,2.238629584226e-05,8.346631792511986e-06,4.397183197315256e-06,3.5248808198520515e-06,1.538104965797974e-07,1.599629164429893e-06,1.9787324387918653e-07,1.78348018587963e-07,2.1875514546884268e-06,3.1984789113133986e-06,2.598785413710319e-06,5.949145383930064e-06,3.0906111441743506e-06,2.5179986942547625e-06,1.0986939769902859e-07,1.1426417360698972e-06,1.3907750148784578e-07,1.273991038852787e-07,1.5626774316732106e-06,2.2797478700220785e-06,1.8563869423283472e-06,2.5781378991912956e-08,7.045819736397259e-05,1.54e-06,1.78e-07,1.27e-07,2.1127461505402202e-05,2.4095207798560937e-06,1.717410062083299e-06,1.0364417342969573e-05
8.02,0.000783802021701914,0.0031052796655526367,0.009634493528929216,0.08635630367504762,0.18696455616423918,9.4654031012242e-05,0.0003066691159811221,0.021323036144466075,0.00010099320277861207,0.0003123741367046988,0.015198168366524314,0.07173723352397927,0.008794060762790882,0.006180892738102191,1.0,0.005486837270250378,0.0,0.00032260964269923364,0.1932248379563462,0.0014001843400964012,0.021875490926706626,0.00030763872575342036,0.000636957205762544,0.01562675739272109,0.0002197514632620858,0.0004549967955992479,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2169622399050002e-06,0.000196543667990156,4.817246764464608e-06,0.00036327527974326456,1.2638488238799232e-05,3.8815995819407956e-06,3.7095010434815475e-08,2.3000183698584154e-06,1.5333455799056104e-07,1.1048271507393176e-05,1.41981046518363e-07,1.656445542714235e-07,3.957933825801375e-08,3.4361155037516867e-06,1.561870683523494e-07,1.1812118784876686e-05,2.2218504611294656e-07,1.7673810486257112e-07,0.0011460680297558437,1.2043116911161519e-05,3.645228392488274e-05,5.366709529669637e-07,3.7363133519211456e-05,5.466547392332229e-07,7.327159855406586e-05,1.7172701957816987e-09,3.586861676198964e-05,3.116809796685708e-05,7.000921700482006e-07,1.9322543893330336e-05,1.6140877542895338e-06,1.5363144356701057e-06,3.8644967591269245e-05,5.608936684927175e-05,2.2386296062621544e-05,8.356519419427748e-06,4.397030381395441e-06,3.528622155867576e-06,1.5381936287671017e-07,1.5997213739177859e-06,1.9786636716279485e-07,1.783480176135123e-07,2.1875490926706625e-06,3.198455421669911e-06,2.59878539951118e-06,5.956177545923917e-06,3.0904463690510956e-06,2.5206713095066793e-06,1.0987573163104291e-07,1.142707608962846e-06,1.390700866072993e-07,1.273991027677894e-07,1.562675739272109e-06,2.279725254978647e-06,1.8563869260449314e-06,2.5808771415938695e-08,7.054218195317226e-05,1.54e-06,1.78e-07,1.27e-07,2.1126994846559025e-05,2.409503084324666e-06,1.7173930254172474e-06,1.0362756441005715e-05
8.03,0.0007847352459685739,0.0031087828052620103,0.009643829538880625,0.08634246954358717,0.1869604262527638,9.476258925097566e-05,0.0003070040581038381,0.02132287946723896,0.00010110848885772297,0.00031270671280052065,0.015198017550093692,0.07172644669147192,0.008793755309287646,0.00618056334616734,1.0,0.005486837324296886,0.0,0.00032295249332651386,0.19322470754915452,0.0014002959520743833,0.021875467268969245,0.0003076564947726213,0.0006369572022823728,0.015626740441821056,0.00021976415714646653,0.0004549967916082258,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2197857196750784e-06,0.00019673412259316476,4.821914769440313e-06,0.00036320906046567,1.2652746017416382e-05,3.885978506577513e-06,3.718177189224166e-08,2.3025304357787853e-06,1.5350202905191904e-07,1.104642042588996e-05,1.421438838764635e-07,1.658345311892074e-07,3.9671697436638025e-08,3.439773840805727e-06,1.5635335640026033e-07,1.181010930697681e-05,2.2243867548699056e-07,1.769398555010152e-07,0.0011457121297017063,1.2054786923600782e-05,3.6445178398364475e-05,5.372571016817166e-07,3.7355157173506534e-05,5.472367474009111e-07,7.335721804092601e-05,1.7209221636058978e-09,3.586322334573596e-05,3.120120053764296e-05,7.001479760371917e-07,1.932408413862649e-05,1.6138450505581183e-06,1.536314450803128e-06,3.8644941509830905e-05,5.6088127875829136e-05,2.2386296283131295e-05,8.366407531741009e-06,4.396877654643823e-06,3.5323683485980813e-06,1.5382824738631067e-07,1.5998137728176308e-06,1.9785949445897205e-07,1.7834801663906437e-07,2.1875467268969246e-06,3.1984319200858437e-06,2.598785385312081e-06,5.963210020203738e-06,3.0902816730836697e-06,2.5233473941261895e-06,1.0988207857323326e-07,1.142773617161626e-06,1.3906267528876514e-07,1.273991016503032e-07,1.5626740441821057e-06,2.2797026325140535e-06,1.8563869097615614e-06,2.583619946612111e-08,7.062617213717165e-05,1.54e-06,1.78e-07,1.27e-07,2.112652816656231e-05,2.4094853797980024e-06,1.7173759831605872e-06,1.036109634523046e-05
8.04,0.0007856685311199422,0.003112285115002384,0.009653159951863898,0.08632864212648805,0.18695629615377904,9.487112626168678e-05,0.00030733889740740836,0.021322722710395477,0.0001012237510318022,0.00031303916602126464,0.015197866684176893,0.07171566446152403,0.00879345003408493,0.0061802341125005746,1.0,0.0054868373783798045,0.0,0.0003232957888250564,0.19322457679915664,0.0014004078793052681,0.021875443573623664,0.00030767430026367907,0.0006369571988022113,0.015626723463997405,0.00021977687708440302,0.0004549967876172149,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2226122373651917e-06,0.00019692446301802354,4.826579975931949e-06,0.00036314287163894933,1.2667000418059704e-05,3.89035639375298e-06,3.7268629207857013e-08,2.3050417305555625e-06,1.5366944870370418e-07,1.1044570188168424e-05,1.4230668939253017e-07,1.6602447095795187e-07,3.976415789380338e-08,3.443430826233911e-06,1.5651958301063233e-07,1.1808100746579444e-05,2.2269225226996484e-07,1.7714156430565384e-07,0.001145356447450008,1.2066449939829873e-05,3.6438076850384264e-05,5.378430704629646e-07,3.7347185326918295e-05,5.478185405372132e-07,7.344283929138224e-05,1.7245827566882554e-09,3.585783223076201e-05,3.123434598833552e-05,7.002039396526341e-07,1.93256287344127e-05,1.6136024503842907e-06,1.536314465946345e-06,3.864491535983133e-05,5.6086888846133704e-05,2.2386296503789605e-05,8.376296115677123e-06,4.396725017042465e-06,3.5361193930163366e-06,1.5383715013183953e-07,1.599906361371131e-06,1.9785262576691094e-07,1.7834801566461914e-07,2.1875443573623663e-06,3.1984084065593212e-06,2.598785371113022e-06,5.970242796956983e-06,3.0901170562502875e-06,2.5260269445220293e-06,1.0988843854220151e-07,1.1428397608388956e-06,1.3905526753126294e-07,1.2739910053282015e-07,1.5626723463997406e-06,2.279680002626534e-06,1.8563868934782368e-06,2.5863663106004513e-08,7.071016780079479e-05,1.54e-06,1.78e-07,1.27e-07,2.112606146537703e-05,2.4094676662746888e-06,1.7173589353119888e-06,1.0359437055178566e-05
8.05,0.0007866018758796515,0.0031157865950639596,0.009662484771325983,0.08631482141987591,0.18695216586697644,9.497964205202777e-05,0.0003076736339425878,0.021322565873923255,0.00010133898930933889,0.00031337149642919805,0.015197715768762268,0.07170488683192473,0.00879314493714675,0.006179905037058256,1.0,0.00548683743249922,0.0,0.0003236395287385224,0.1932244457059256,0.0014005201221726897,0.021875419840621472,0.0003076921422730232,0.0006369571953220595,0.015626706459215566,0.0002197896231090621,0.0004549967836262151,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2254417902589915e-06,0.00019711468933505006,4.831242385662992e-06,0.00036307671324450956,1.2681251441910315e-05,3.89473324382995e-06,3.735558230425144e-08,2.307552254569408e-06,1.538368169712939e-07,1.1042720793727358e-05,1.4246946307804166e-07,1.662143735910486e-07,3.985671954523696e-08,3.4470864607211783e-06,1.5668574821459902e-07,1.1806093103136725e-05,2.2294577648054556e-07,1.7734323129134306e-07,0.001145000982838549,1.207810596415748e-05,3.643097927850757e-05,5.384288593995286e-07,3.733921797658325e-05,5.484001187510966e-07,7.352846218536372e-05,1.7282519852745323e-09,3.585244341596237e-05,3.1267534274513984e-05,7.002600610863448e-07,1.9327177685983118e-05,1.6133599537183066e-06,1.5363144810997815e-06,3.864488914118512e-05,5.608564976009293e-05,2.238629672459682e-05,8.386185157497737e-06,4.396572468573375e-06,3.539875284088028e-06,1.538460711365116e-07,1.5999991398197207e-06,1.9784576108580189e-07,1.7834801469017663e-07,2.1875419840621473e-06,3.198384881088488e-06,2.598785356914003e-06,5.97727586639708e-06,3.089952518529128e-06,2.5287099570978747e-06,1.0989481155453105e-07,1.1429060401671228e-06,1.3904786333381078e-07,1.2739909941534023e-07,1.5626706459215566e-06,2.27965736531434e-06,1.8563868771949578e-06,2.5891162299081794e-08,7.079416882916864e-05,1.54e-06,1.78e-07,1.27e-07,2.1125594742968336e-05,2.4094499437533276e-06,1.7173418818701362e-06,1.035777857038511e-05
8.06,0.0007875352789746929,0.0031192872457367782,0.009671804000711407,0.08630100741987905,0.18694803539204885,9.508813662964664e-05,0.00030800826776010133,0.021322408957810072,0.0001014542036988175,0.0003137037040865504,0.015197564803838264,0.07169411380046367,0.008792840018437012,0.006179576119796676,1.0,0.005486837486655219,0.0,0.00032398371260993327,0.19322431426903475,0.001400632681059793,0.02187539606991431,0.0003077100208470316,0.0006369571918419174,0.015626689427441002,0.00021980239525357348,0.0004549967796352266,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2282743756367575e-06,0.00019730480161451273,4.835902000355704e-06,0.0003630105852637729,1.2695499090148686e-05,3.8991090571709725e-06,3.744263110390624e-08,2.31006200820076e-06,1.5400413388005068e-07,1.1040872242065977e-05,1.4263220494446995e-07,1.6640423910188163e-07,3.9949382306551784e-08,3.450740744952054e-06,1.568518520432752e-07,1.1804086376101247e-05,2.2319924813739852e-07,1.7754485647293063e-07,0.0011446457357052616,1.208975500088926e-05,3.642388568030122e-05,5.390144685801774e-07,3.7331255119639626e-05,5.489814821514632e-07,7.361408660312397e-05,1.7319298596025114e-09,3.584705690023184e-05,3.130076535169519e-05,7.003163405298965e-07,1.9328730998625142e-05,1.6131175605104327e-06,1.5363144962634612e-06,3.864486285380695e-05,5.608441061761465e-05,2.2386296945553296e-05,8.396074643500723e-06,4.396420009218506e-06,3.5436360167717906e-06,1.5385501042351582e-07,1.6000921084045642e-06,1.9783890041483278e-07,1.7834801371573686e-07,2.187539606991431e-06,3.1983613436715106e-06,2.5987853427150233e-06,5.9843092187633705e-06,3.089788059898338e-06,2.531396428252364e-06,1.0990119762678674e-07,1.142972455318582e-06,1.390404626954252e-07,1.2739909829786342e-07,1.5626689427441003e-06,2.279634720575739e-06,1.8563868609117246e-06,2.5918697008794662e-08,7.087817510772236e-05,1.54e-06,1.78e-07,1.27e-07,2.112512799930152e-05,2.409432212232538e-06,1.7173248228337236e-06,1.0356120890385486e-05
8.07,0.0007884687391354096,0.0031227870673107257,0.009681117643462304,0.08628720012262835,0.18694390472869055,9.519661000218726e-05,0.00030834279891064404,0.021322251962043848,0.00010156939420871781,0.00031403578905551347,0.015197413789393434,0.07168334536493104,0.008792535277919513,0.00617924736067206,1.0,0.005486837540847889,0.0,0.00032432833998167435,0.19322418248805792,0.0014007455563492355,0.02187537226145387,0.00030772793603203036,0.0006369571883617851,0.01562667236863922,0.00021981519355102988,0.0004549967756442492,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.5,0.0005,0.0204,0.5,0.0005,0.0075,0.5,0.0005,0.011,2.25e-05,2.25e-05,2.25e-05,0.09,8e-05,0.5,0.0005,0.5,0.0005,0.5,0.0005,1.54e-06,0.0165,0.00028,1.78e-07,0.00028,1.27e-07,0.00028,0.0225,0.00125,0.00408,0.000113,0.0003,0.0002,0.006,0.00175,0.00408,0.000113,0.00015,0.0001,0.009,0.00175,0.00408,0.000113,0.00015,0.0001,0.185,0.00125,0.0138,0.048,0.00175,0.0052,0.07,0.00175,0.0052,0.00012,0.00407,0.0015,0.0022,1.0,1.2311099907754258e-06,0.000197494799926631,4.840558821731152e-06,0.000362944487678177,1.2709743363954654e-05,3.903483834138407e-06,3.7529775529194955e-08,2.31257099182983e-06,1.5417139945532203e-07,1.1039024532683895e-05,1.427949150032809e-07,1.665940675038277e-07,4.0042146093247557e-08,3.454393679610648e-06,1.5701789452775674e-07,1.1802080564926044e-05,2.2345266725917918e-07,1.7774643986525616e-07,0.0011442907058882082,1.210139705432788e-05,3.641679605333331e-05,5.39599898093627e-07,3.732329675322732e-05,5.495626308471486e-07,7.369971242524038e-05,1.7356163899019312e-09,3.584167268246552e-05,3.133403917533397e-05,7.003727781746178e-07,1.933028867761945e-05,1.6128752707109485e-06,1.5363145114374087e-06,3.864483649761159e-05,5.608317141860716e-05,2.238629716665939e-05,8.405964560020113e-06,4.396267638959756e-06,3.5474015860192494e-06,1.538639680160152e-07,1.6001852673665577e-06,1.9783204375318905e-07,1.783480127412998e-07,2.1875372261453872e-06,3.198337794306577e-06,2.5987853285160833e-06,5.991342844321064e-06,3.0896236803360298e-06,2.534086354379129e-06,1.0990759677551495e-07,1.1430390064653554e-06,1.3903306561512136e-07,1.2739909718038977e-07,1.5626672368639222e-06,2.2796120684090147e-06,1.8563868446285368e-06,2.594626719853395e-08,7.096218652218686e-05,1.54e-06,1.78e-07,1.27e-07,2.112466123434203e-05,2.409414471710955e-06,1.717307758201458e-06,1.0354464014715402e-05
