Time,X1,APAP,NAPQI,GSH,NAPQIGSH,APAPconj_Glu,APAPconj_Sul,Vmax_2E1_APAP,Km_2E1_APAP,kNapqiGsh,kGsh,GSHmax,Vmax_PhaseIIEnzGlu_APAP,Km_PhaseIIEnzGlu_APAP,Vmax_PhaseIIEnzSul_APAP,Km_PhaseIIEnzSul_APAP,compartment,J0,J1,J2,J3,J4
2.42,0.0,0.09963589313014211,1.3078710788565806e-06,9.999997831947738,2.168256289523821e-06,0.00021963563215169935,0.00014099511033777802,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4339856018789666e-06,1.3078707953032957e-06,2.1680522621636558e-10,9.060807650296494e-05,5.819156415350312e-05
2.43,0.0,0.09963439080312028,1.3091258421339492e-06,9.99999781886492,2.181341281906931e-06,0.00022054170670463593,0.00014157702305100207,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4339655302505566e-06,1.3091255565959193e-06,2.181135080547847e-10,9.060683408632946e-05,5.8190978491526604e-05
2.44,0.0,0.0996328884945799,1.3103679206128365e-06,9.999997805769631,2.1944387583732555e-06,0.00022144776883346556,0.000142158929907613,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4339454588256675e-06,1.310367633087928e-06,2.1942303689570508e-10,9.060559168158328e-05,5.819039283088204e-05
2.45,0.0,0.0996313862045208,1.3115974405111423e-06,9.999997792661997,2.2075485927069304e-06,0.0002223538185383072,0.00014274083090762415,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4339253876042983e-06,1.311597150997255e-06,2.2073380030462887e-10,9.06043492887264e-05,5.818980717156952e-05
2.46,0.0,0.09962988393294289,1.3128145267908773e-06,9.999997779542143,2.2206706599479795e-06,0.0002232598558192797,0.00014332272605104883,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4339053165864498e-06,1.3128142352859444e-06,2.2204578566942247e-10,9.060310690775886e-05,5.81892215135891e-05
2.47,0.0,0.099628381679846,1.3140193031706588e-06,9.999997766410194,2.2338048363798217e-06,0.000224165880676502,0.00014390461533790038,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4338852457721206e-06,1.314019009672647e-06,2.23358980555588e-10,9.060186453868063e-05,5.8188635856940864e-05
2.48,0.0,0.09962687944523001,1.3152118921380827e-06,9.999997753266271,2.246950999516895e-06,0.00022507189311009293,0.0001444864987681921,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4338651751613106e-06,1.3152115966449909e-06,2.24673372883899e-10,9.06006221814917e-05,5.818805020162488e-05
2.49,0.0,0.09962537722909479,1.3163924149619734e-06,9.999997740110496,2.260109028092412e-06,0.00022597789312017147,0.00014506837634193734,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.43384510475402e-06,1.3163921174718335e-06,2.2598895039749323e-10,9.059937983619211e-05,5.818746454764125e-05
2.5,0.0,0.0996238750314402,1.317560991704509e-06,9.999997726942988,2.273278802046228e-06,0.00022688388070685642,0.00014565024805914938,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433825034550248e-06,1.317560692215384e-06,2.273057011947799e-10,9.059813750278183e-05,5.818687889499001e-05
2.5100000000000002,0.0,0.0996223728522661,1.3187177412332295e-06,9.999997713763868,2.2864602025128394e-06,0.00022778985587026675,0.0001462321139198416,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4338049645499943e-06,1.3187174397432147e-06,2.2862361319653247e-10,9.059689518126088e-05,5.8186293243671284e-05
2.52,0.0,0.09962087069157237,1.3198627812329227e-06,9.999997700573251,2.2996531118094925e-06,0.00022869581861052128,0.00014681397392402726,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4337848947532585e-06,1.3198624777401444e-06,2.2994267485643152e-10,9.059565287162922e-05,5.81857075936851e-05
2.5300000000000002,0.0,0.09961936854935886,1.320996228217392e-06,9.999997687371255,2.31285741342442e-06,0.00022960176892773899,0.00014739582807171974,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4337648251600404e-06,1.3209959227200074e-06,2.3126287445052186e-10,9.059441057388688e-05,5.818512194503156e-05
2.54,0.0,0.09961786642562545,1.3221181975411101e-06,9.999997674157996,2.326072992005184e-06,0.00023050770682203866,0.00014797767636293233,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4337447557703398e-06,1.3221178900373064e-06,2.3258420043248408e-10,9.059316828803388e-05,5.818453629771074e-05
2.5500000000000003,0.0,0.09961636432037199,1.3232288034107524e-06,9.999997660933587,2.3392997333471454e-06,0.0002314136322935393,0.0001485595187976784,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433724686584156e-06,1.3232284938987475e-06,2.339066412559987e-10,9.05919260140702e-05,5.8183950651722715e-05
2.56,0.0,0.09961486223359836,1.3243281588966185e-06,9.999997647698143,2.3525375243820378e-06,0.0002323195453423597,0.00014914135537597123,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4337046176014894e-06,1.3243278473746597e-06,2.3523018573001767e-10,9.059068375199582e-05,5.8183365007067555e-05
2.57,0.0,0.09961336016530442,1.3254163759439397e-06,9.999997634451773,2.3657862531666655e-06,0.00023322544596861882,0.00014972318609782418,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4336845488223388e-06,1.3254160624103041e-06,2.365548226634928e-10,9.058944150181077e-05,5.8182779363745333e-05
2.58,0.0,0.09961185811549003,1.3264935653840737e-06,9.99999762119459,2.3790458088717076e-06,0.00023413133417243557,0.0001503050109632506,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4336644802467039e-06,1.3264932498370669e-06,2.378805410430118e-10,9.058819926351502e-05,5.818219372175613e-05
2.59,0.0,0.09961035608415507,1.3275598369455867e-06,9.999997607926701,2.392316081770631e-06,0.00023503720995392876,0.00015088682997226375,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4336444118745854e-06,1.327559519383543e-06,2.3920732985516227e-10,9.058695703710862e-05,5.818160808110004e-05
2.6,0.0,0.0996088540712994,1.3286152992652276e-06,9.99999759464822,2.4055969632287234e-06,0.00023594307331321738,0.00015146864312487704,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4336243437059819e-06,1.3286149796865101e-06,2.405351780865317e-10,9.058571482259154e-05,5.818102244177712e-05
2.61,0.0,0.09960735207692287,1.3296600598987913e-06,9.99999758135925,2.4188883456922243e-06,0.00023684892425042024,0.00015205045042110374,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433604275740893e-06,1.3296597383017909e-06,2.4186407507897914e-10,9.058447261996375e-05,5.818043680378742e-05
2.62,0.0,0.09960585010102536,1.3306942253318744e-06,9.999997568059898,2.432190122677573e-06,0.0002377547627656563,0.00015263225186095723,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4335842079793195e-06,1.3306939017150096e-06,2.431940101743635e-10,9.058323042922531e-05,5.8179851167131074e-05
2.63,0.0,0.09960434814360675,1.3317179009905237e-06,9.999997554750271,2.445502188760757e-06,0.00023866058885904437,0.0001532140474444508,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4335641404212603e-06,1.3317175753522401e-06,2.445249728921795e-10,9.058198825037619e-05,5.8179265531808116e-05
2.64,0.0,0.09960284620466688,1.332731191251779e-06,9.999997541430472,2.4588244395667725e-06,0.00023956640253070343,0.00015379583717159783,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4335440730667144e-06,1.3327308635905495e-06,2.4585695275192167e-10,9.058074608341638e-05,5.817867989781864e-05
2.65,0.0,0.09960134428420561,1.333734199454111e-06,9.999997528100605,2.4721567717591827e-06,0.00024047220378075232,0.00015437762104241162,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4335240059156827e-06,1.333733869768435e-06,2.4718993945072043e-10,9.057950392834588e-05,5.817809426516272e-05
2.66,0.0,0.09959984238222283,1.3347270279077553e-06,9.999997514760773,2.4854990830297884e-06,0.00024137799260931,0.00015495939905690553,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4335039389681644e-06,1.3347266961961588e-06,2.485239226857061e-10,9.057826178516471e-05,5.817750863384041e-05
2.67,0.0,0.09959834049871841,1.3357097779049429e-06,9.999997501411077,2.4988512720883923e-06,0.00024228376901649524,0.00015554117121509286,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4334838722241589e-06,1.3357094441659775e-06,2.4985889233164474e-10,9.057701965387286e-05,5.817692300385181e-05
2.68,0.0,0.09959683863369219,1.3366825497300308e-06,9.999997488051616,2.5122132386526743e-06,0.00024318953300242707,0.000156122937516987,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4334638056836661e-06,1.3366822139622737e-06,2.5119483844093793e-10,9.057577753447034e-05,5.817633737519701e-05
2.69,0.0,0.09959533678714405,1.337645442669529e-06,9.99999747468249,2.5255848834381578e-06,0.00024409528456722428,0.00015670469796260123,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433443739346686e-06,1.3376451048715832e-06,2.525317510659875e-10,9.057453542695714e-05,5.8175751747876044e-05
2.7,0.0,0.09959383495907385,1.3385985550220304e-06,9.999997461303797,2.5389661081482867e-06,0.0002450010237110058,0.00015728645255194896,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4334236732132176e-06,1.3385982151925236e-06,2.53869620259195e-10,9.057329333133325e-05,5.817516612188902e-05
2.71,0.0,0.09959233314948147,1.33954198410804e-06,9.999997447915636,2.5523568154645896e-06,0.00024590675043389054,0.00015786820128504346,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4334036072832607e-06,1.3395416422456249e-06,2.5520843642823367e-10,9.057205124759872e-05,5.817458049723601e-05
2.72,0.0,0.09959083135836677,1.3404758262797077e-06,9.9999974345181,2.565756909036953e-06,0.0002468124647359974,0.00015844994416189812,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4333835415568158e-06,1.3404754823830608e-06,2.5654818998077644e-10,9.057080917575351e-05,5.817399487391708e-05
2.73,0.0,0.09958932958572961,1.3414001769304631e-06,9.999997421111289,2.5791662934739812e-06,0.0002477181666174452,0.00015903168118252625,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4333634760338815e-06,1.341399830998286e-06,2.578888711468608e-10,9.05695671157976e-05,5.817340925193232e-05
2.74,0.0,0.09958782783156986,1.3423151305045547e-06,9.999997407695293,2.592584874333462e-06,0.00024862385607835296,0.00015961341234694122,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4333434107144581e-06,1.3423147825355716e-06,2.5923047068943107e-10,9.056832506773101e-05,5.817282363128178e-05
2.75,0.0,0.09958632609588737,1.3432207805064955e-06,9.999997394270208,2.6060125581129164e-06,0.00024952953311883945,0.00016019513765515634,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4333233455985446e-06,1.3432204304994552e-06,2.6057297919379607e-10,9.056708303155375e-05,5.817223801196556e-05
2.7600000000000002,0.0,0.09958482437868203,1.3441172195104122e-06,9.999997380836126,2.619449252240254e-06,0.00025043519773902364,0.00016077685710718498,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4333032806861415e-06,1.3441168674640858e-06,2.6191638742290025e-10,9.056584100726582e-05,5.8171652393983734e-05
2.77,0.0,0.09958332267995369,1.3450045391693036e-06,9.999997367393139,2.6328948650645097e-06,0.0002513408499390244,0.00016135857070304047,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433283215977248e-06,1.3450041850824858e-06,2.6326068613968803e-10,9.056459899486723e-05,5.8171066777336376e-05
2.7800000000000002,0.0,0.09958182099970223,1.3458828302242055e-06,9.999997353941337,2.646349305846684e-06,0.0002522464897189606,0.00016194027844273616,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4332631514718638e-06,1.3458824740957133e-06,2.646058662847395e-10,9.056335699435795e-05,5.8170481162023555e-05
2.79,0.0,0.09958031933792749,1.346752182513265e-06,9.99999734048081,2.6598124847506634e-06,0.00025315211707895117,0.00016252198032628537,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4332430871699887e-06,1.3467518243419378e-06,2.659519189762705e-10,9.0562115005738e-05,5.816989554804534e-05
2.8000000000000003,0.0,0.09957881769462937,1.3476126849807253e-06,9.999997327011648,2.6732843128342416e-06,0.000254057732019115,0.0001631036763537015,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4332230230716224e-06,1.3476123247654245e-06,2.672988351548611e-10,9.056087302900738e-05,5.8169309935401845e-05
2.81,0.0,0.0995773160698077,1.3484644256858185e-06,9.999997313533939,2.6867647020402204e-06,0.00025496333453957094,0.00016368536652499785,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433202959176764e-06,1.3484640634254272e-06,2.686466061163628e-10,9.055963106416606e-05,5.81687243240931e-05
2.82,0.0,0.09957581446346236,1.3493074918115727e-06,9.999997300047768,2.7002535651876074e-06,0.0002558689246404379,0.00016426705084018778,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.433182895485414e-06,1.3493071275049954e-06,2.6999522315662715e-10,9.055838911121407e-05,5.816813871411919e-05
2.83,0.0,0.09957431287559323,1.3501419696735302e-06,9.999997286553224,2.7137508159628958e-06,0.0002567745023218349,0.00016484872929928466,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4331628319975715e-06,1.350141603319693e-06,2.713446775715056e-10,9.055714717015144e-05,5.816755310548023e-05
2.84,0.0,0.09957281130620017,1.350967944728379e-06,9.999997273050392,2.727256368911431e-06,0.0002576800675838806,0.00016543040190230182,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4331427687132365e-06,1.3509675763262284e-06,2.7269496083448533e-10,9.055590524097811e-05,5.8166967498176245e-05
2.85,0.0,0.09957130975528304,1.3517855015824988e-06,9.999997259539354,2.74077013942887e-06,0.00025858562042669405,0.00016601206864925265,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4331227056324085e-06,1.351785131131002e-06,2.740460645966891e-10,9.055466332369412e-05,5.8166381892207336e-05
2.86,0.0,0.0995698082228417,1.3525947240004215e-06,9.999997246020197,2.7542920437527146e-06,0.0002594911608503941,0.0001665937295401504,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4331026427550872e-06,1.3525943514985665e-06,2.7539798033160425e-10,9.055342141829945e-05,5.816579628757358e-05
2.87,0.0,0.09956830670887602,1.353395694913208e-06,9.999997232493003,2.7678219989539407e-06,0.0002603966888550997,0.00016717538457500857,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4330825800812722e-06,1.3533953203600023e-06,2.767506996903535e-10,9.055217952479413e-05,5.8165210684275056e-05
2.88,0.0,0.09956680521338587,1.3541884964267406e-06,9.999997218957853,2.7813599229286995e-06,0.0002613022044409296,0.00016775703375384037,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4330625176109631e-06,1.3541881198212123e-06,2.7810421467933114e-10,9.055093764317813e-05,5.816462508231184e-05
2.89,0.0,0.09956530373637111,1.3549732098299348e-06,9.999997205414829,2.7949057343901116e-06,0.0002622077076080029,0.00016833867707665925,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4330424553441597e-06,1.354972831171131e-06,2.7945851712729563e-10,9.054969577345143e-05,5.816403948168398e-05
2.9,0.0,0.09956380227783161,1.3557499156028671e-06,9.999997191864011,2.8084593528601342e-06,0.0002631131983564383,0.0001689203145434785,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4330223932808618e-06,1.3557495348898544e-06,2.808135988630056e-10,9.054845391561408e-05,5.816345388239158e-05
2.91,0.0,0.09956230083776724,1.3565186934248243e-06,9.999997178305481,2.8220206986615172e-06,0.0002640186766863548,0.00016950194615431154,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4330023314210685e-06,1.3565183106566881e-06,2.821694518928553e-10,9.054721206966603e-05,5.8162868284434725e-05
2.92,0.0,0.09956079941617786,1.3572796221822704e-06,9.999997164739316,2.8355896929098306e-06,0.00026492414259787127,0.00017008357190917165,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4329822697647804e-06,1.3572792373581154e-06,2.8352606840087445e-10,9.054597023560736e-05,5.816228268781347e-05
2.93,0.0,0.09955929801306333,1.358032779976736e-06,9.999997151165594,2.8491662575055796e-06,0.00026582959609110663,0.00017066519180807227,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4329622083119965e-06,1.3580323930956855e-06,2.8488344057109317e-10,9.054472841343798e-05,5.8161697092527895e-05
2.94,0.0,0.09955779662842353,1.358778244132628e-06,9.999997137584392,2.862750315126391e-06,0.0002667350371661797,0.00017124680585102668,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4329421470627164e-06,1.3587778551938228e-06,2.862415607651769e-10,9.054348660315793e-05,5.816111149857808e-05
2.95,0.0,0.09955629526225832,1.359516091204963e-06,9.999997123995788,2.876341789219285e-06,0.0002676404658232094,0.0001718284140380483,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4329220860169402e-06,1.3595157002075627e-06,2.876004211671557e-10,9.054224480476724e-05,5.816052590596409e-05
2.96,0.0,0.09955479391456755,1.3602463969870215e-06,9.999997110399857,2.889940603993015e-06,0.00026854588206231465,0.00017241001636915043,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4329020251746672e-06,1.3602460039302034e-06,2.889600143163307e-10,9.054100301826585e-05,5.8159940314686016e-05
2.97,0.0,0.0995532925853511,1.3609692365179286e-06,9.999997096796672,2.9035466844104914e-06,0.00026945128588361434,0.00017299161284434648,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4328819645358973e-06,1.3609688414008873e-06,2.9032033275200323e-10,9.05397612436538e-05,5.815935472474393e-05
2.98,0.0,0.09955179127460884,1.3616846840901575e-06,9.99999708318631,2.917159956181275e-06,0.00027035667728722736,0.00017357320346364976,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4328619041006296e-06,1.3616842869121048e-06,2.9168136901347454e-10,9.053851948093107e-05,5.8158769136137905e-05
2.99,0.0,0.09955028998234063,1.3623928132569584e-06,9.999997069568844,2.930780345754152e-06,0.0002712620562732726,0.00017415478822707369,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4328418438688647e-06,1.3623924140171237e-06,2.9304311564004596e-10,9.053727773009769e-05,5.815818354886803e-05
3.0,0.0,0.09954878870854633,1.3630936968397147e-06,9.999997055944347,2.9444077803097735e-06,0.0002721674228418689,0.00017473636713463158,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4328217838406016e-06,1.3630932955373444e-06,2.9440556534865437e-10,9.053603599115364e-05,5.8157597962934355e-05
3.0100000000000002,0.0,0.09954728745322582,1.3637874069352243e-06,9.99999704231289,2.9580421877533766e-06,0.00027307277699313527,0.00017531794018633683,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4328017240158405e-06,1.3637870035695809e-06,2.9576871103387247e-10,9.05347942640989e-05,5.8157012378336975e-05
3.02,0.0,0.09954578621637895,1.3644740149229104e-06,9.999997028674546,2.971683496707573e-06,0.0002739781187271905,0.00017589950738220277,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4327816643945804e-06,1.3644736094932733e-06,2.9713254541263724e-10,9.053355254893352e-05,5.815642679507596e-05
3.0300000000000002,0.0,0.0995442849980056,1.365153591471958e-06,9.999997015029384,2.985331636505213e-06,0.00027488344804415355,0.0001764810687222428,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4327616049768216e-06,1.3651531839776225e-06,2.9849706155715694e-10,9.053231084565745e-05,5.81558412131514e-05
3.04,0.0,0.09954278379810563,1.3658262065483828e-06,9.999997001377476,2.9989865371823156e-06,0.00027578876494414325,0.00017706262420647025,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.432741545762563e-06,1.3658257969886601e-06,2.998622523620043e-10,9.053106915427072e-05,5.8155255632563337e-05
3.0500000000000003,0.0,0.09954128261667891,1.366491929422026e-06,9.99999698771889,3.012648129471075e-06,0.00027669406942727856,0.00017764417383489854,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4327214867518051e-06,1.3664915177962432e-06,3.012281110770232e-10,9.052982747477333e-05,5.8154670053311886e-05
3.06,0.0,0.0995397814537253,1.3671508286734826e-06,9.999996974053692,3.02631634479293e-06,0.0002775993614936783,0.00017822571760754094,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.432701427944547e-06,1.3671504149809824e-06,3.025946307744221e-10,9.052858580716525e-05,5.81540844753971e-05
3.0700000000000003,0.0,0.09953828030924466,1.3678029722009597e-06,9.999996960381955,3.039991115251711e-06,0.0002785046411434615,0.0001788072555244109,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4326813693407888e-06,1.3678025564411e-06,3.039618045264092e-10,9.052734415144653e-05,5.815349889881907e-05
3.08,0.0,0.09953677918323686,1.3684484272270645e-06,9.999996946703742,3.0536723736268426e-06,0.0002794099083767469,0.00017938878758552178,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4326613109405296e-06,1.3684480093992184e-06,3.053296257604643e-10,9.052610250761712e-05,5.815291332357785e-05
3.09,0.0,0.09953527807570177,1.369087260305529e-06,9.999996933019123,3.06736005336663e-06,0.00028031516319365347,0.0001799703137908869,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4326412527437695e-06,1.3690868404090844e-06,3.066980877264314e-10,9.052486087567705e-05,5.8152327749673526e-05
3.1,0.0,0.09953377698663925,1.3697195373278638e-06,9.999996919328161,3.0810540885815973e-06,0.0002812204055943001,0.00018055183414051972,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4326211947505081e-06,1.3697191153622232e-06,3.080671838517901e-10,9.05236192556263e-05,5.815174217710619e-05
3.11,0.0,0.09953227591604917,1.370345323529948e-06,9.999996905630924,3.0947544140378992e-06,0.00028212563557880566,0.0001811333486344335,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4326011369607452e-06,1.370344899494529e-06,3.094369075640202e-10,9.05223776474649e-05,5.815115660587589e-05
3.12,0.0,0.0995307748639314,1.3709646834985532e-06,9.999996891927475,3.1084609651508012e-06,0.00028303085314728907,0.0001817148572726417,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.43258107937448e-06,1.3709642573927867e-06,3.1080725246823704e-10,9.052113605119284e-05,5.815057103598273e-05
3.13,0.0,0.0995292738302858,1.3715776811778009e-06,9.999996878217878,3.1221736779782143e-06,0.00028393605829986915,0.00018229636005515762,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4325610219917123e-06,1.3715772530011326e-06,3.1217821216955603e-10,9.051989446681009e-05,5.8149985467426766e-05
3.14,0.0,0.09952777281511223,1.3721843798755584e-06,9.999996864502195,3.1358924892143083e-06,0.0002848412510366649,0.0001828778569819947,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4325409648124422e-06,1.3721839496274476e-06,3.1354978045072815e-10,9.051865289431668e-05,5.81493999002081e-05
3.15,0.0,0.09952627181841056,1.3727848422697689e-06,9.99999685078049,3.1496173361831735e-06,0.0002857464313577951,0.00018345934805316625,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4325209078366688e-06,1.3727844099496881e-06,3.1492195091686884e-10,9.051741133371262e-05,5.814881433432677e-05
3.16,0.0,0.09952477084018066,1.3733791304147193e-06,9.999996837052826,3.1633481568325593e-06,0.0002866515992633788,0.0001840408332686857,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4325008510643921e-06,1.3733786960221555e-06,3.1629471735072913e-10,9.051616978499785e-05,5.814822876978287e-05
3.17,0.0,0.0995232698804224,1.3739673057472463e-06,9.999996823319263,3.1770848897276625e-06,0.0002875567547535347,0.00018462231262856635,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.432480794495612e-06,1.3739668692816991e-06,3.176680737126958e-10,9.051492824817245e-05,5.814764320657648e-05
3.18,0.0,0.09952176893913563,1.3745494290928793e-06,9.999996809579862,3.19082747404499e-06,0.00028846189782838185,0.00018520378613282168,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4324607381303276e-06,1.3745489905538615e-06,3.190420137855199e-10,9.051368672323639e-05,5.814705764470768e-05
3.19,0.0,0.09952026801632023,1.3751255606719236e-06,9.999996795834685,3.20457584956627e-06,0.00028936702848803903,0.00018578525378146497,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.432440681968539e-06,1.3751251200589612e-06,3.204165315295882e-10,9.051244521018965e-05,5.8146472084176535e-05
3.2,0.0,0.09951876711197606,1.3756957601054828e-06,9.99999678208379,3.2183299566724357e-06,0.00029027214673262524,0.00018636671557450968,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4324206260102456e-06,1.3756953174181142e-06,3.2179162108292305e-10,9.051120370903226e-05,5.814588652498313e-05
3.21,0.0,0.09951726622610299,1.3762600864214195e-06,9.999996768327234,3.2320897363376574e-06,0.0002911772525622593,0.0001869481715119691,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.432400570255447e-06,1.3762596416591956e-06,3.2316727658354696e-10,9.050996221976419e-05,5.814530096712754e-05
3.22,0.0,0.09951576535870088,1.37681859806026e-06,9.999996754565078,3.2458551301234455e-06,0.00029208234597706014,0.00018752962159385668,2e-05,1.29,0.1,0.0001,10.0,0.001,1.0,0.000175,0.2,1.0,1.4323805147041434e-06,1.3768181512227442e-06,3.245434921694823e-10,9.050872074238546e-05,5.814471541060983e-05
