A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.3192396203328256e-12,3.7473647252028205e-10,2.5813662141704314e-08,2.630151607614585e-08,7.956507939266925e-09,6.021198105005051e-10,3.262795938781615e-12,1.9741040351465503e-09,2.9860025044614585e-07,6.929775961463582e-12,4.192742887897411e-09,6.341728483791467e-07,8.067124147110148e-06,7.98
1.3186528343660967e-12,3.7456855101077545e-10,2.5802008359957587e-08,2.628981753613546e-08,7.952942444568002e-09,6.018479781984839e-10,3.266242495685657e-12,1.976182726136635e-09,2.989136728741112e-07,6.926694127449687e-12,4.1908642835227705e-09,6.338865836568965e-07,8.067097216256406e-06,7.99
1.3180663157997048e-12,3.7440070712777443e-10,2.5790360042455293e-08,2.6278124327056936e-08,7.949378598233862e-09,6.01576273353405e-10,3.2696874844121676e-12,1.978260457446678e-09,2.99226948503477e-07,6.92361369799173e-12,4.188986547760249e-09,6.336004531755856e-07,8.067070297699662e-06,8.0
1.317480064514882e-12,3.7423294083583036e-10,2.577871718663478e-08,2.6266436446542636e-08,7.945816399511675e-09,6.013046959054938e-10,3.2731309056557157e-12,1.9803372295139384e-09,2.995400774029662e-07,6.920534672465577e-12,4.187109680212945e-09,6.333144568722289e-07,8.067043391434428e-06,8.01
1.3168940803929266e-12,3.7406525209951557e-10,2.5767079789935052e-08,2.6254753892226215e-08,7.94225584764906e-09,6.010332457950141e-10,3.2765727601104958e-12,1.9824130427754175e-09,2.998530596412581e-07,6.917457050247435e-12,4.185233680484189e-09,6.330285946838817e-07,8.067016497455224e-06,8.02
1.3163083633152004e-12,3.7389764088342357e-10,2.5755447849796735e-08,2.6243076661742614e-08,7.938696941894083e-09,6.007619229622674e-10,3.2800130484703286e-12,1.984487897667859e-09,3.0016589528698827e-07,6.914380830713847e-12,4.183358548177549e-09,6.327428665476397e-07,8.066989615756577e-06,8.03
1.315722913163131e-12,3.7373010715216903e-10,2.574382136366213e-08,2.623140475272807e-08,7.935139681495256e-09,6.004907273475947e-10,3.283451771428661e-12,1.98656179462775e-09,3.004785844087484e-07,6.911306013241699e-12,4.181484282896831e-09,6.32457272400639e-07,8.066962746333007e-06,8.04
1.3151377298182098e-12,3.7356265087038743e-10,2.573220032897515e-08,2.6219738162820103e-08,7.931584065701539e-09,6.002196588913741e-10,3.2868889296785668e-12,1.9886347340913194e-09,3.0079112707508666e-07,6.908232597208214e-12,4.179610884246069e-09,6.321718121800557e-07,8.066935889179047e-06,8.05
1.3145528131619944e-12,3.733952720027356e-10,2.5720584743181376e-08,2.620807688965754e-08,7.928030093762346e-09,5.999487175340231e-10,3.290324523912743e-12,1.990706716494538e-09,3.011035233545071e-07,6.905160581990956e-12,4.177738351829541e-09,6.318864858231067e-07,8.066909044289225e-06,8.06
1.313968163076106e-12,3.7322797051389145e-10,2.570897460372802e-08,2.619642093088048e-08,7.924477764927531e-09,5.996779032159966e-10,3.2937585548235138e-12,1.99277774227312e-09,3.014157733154703e-07,6.9020899669678296e-12,4.175866685251757e-09,6.316012932670491e-07,8.06688221165808e-06,8.07
1.3133837794422303e-12,3.730607463685537e-10,2.5697369908063948e-08,2.6184770284130322e-08,7.9209270784474e-09,5.994072158777888e-10,3.297191023102831e-12,1.994847811862522e-09,3.0172787702639293e-07,6.8990207515170745e-12,4.1739958841174624e-09,6.3131623444918e-07,8.066855391280147e-06,8.08
1.3127996621421188e-12,3.728935995314423e-10,2.5685770653639654e-08,2.617312494704976e-08,7.917378033572707e-09,5.991366554599313e-10,3.3006219294422705e-12,1.9969169256979428e-09,3.02039834555648e-07,6.895952935017276e-12,4.17212594803164e-09,6.310313093068373e-07,8.06682858314997e-06,8.09
1.3122158110575873e-12,3.727265299672983e-10,2.5674176837907294e-08,2.6161484917282767e-08,7.91383062955465e-09,5.988662219029949e-10,3.3040512745330345e-12,1.998985084214324e-09,3.023516459715647e-07,6.892886516847355e-12,4.170256876599505e-09,6.30746517777399e-07,8.06680178726209e-06,8.1
1.3116322260705163e-12,3.7255953764088397e-10,2.5662588458320648e-08,2.614985019247462e-08,7.91028486564488e-09,5.985959151475881e-10,3.307479059065952e-12,2.0010522878463487e-09,3.026633113424285e-07,6.889821496386572e-12,4.168388669426511e-09,6.304618597982835e-07,8.066775003611054e-06,8.11
1.3110489070628509e-12,3.723926225169822e-10,2.5651005512335165e-08,2.6138220770271883e-08,7.906740741095492e-09,5.983257351343583e-10,3.3109052837314756e-12,2.0031185370284443e-09,3.0297483073648103e-07,6.886757873014529e-12,4.166521326118346e-09,6.301773353069495e-07,8.066748232191414e-06,8.12
1.3104658539166016e-12,3.722257845603975e-10,2.5639427997407917e-08,2.6126596648322403e-08,7.90319825515903e-09,5.980556818039904e-10,3.314329949219688e-12,2.0051838321947804e-09,3.032862042219203e-07,6.883695646111166e-12,4.164654846280935e-09,6.29892944240896e-07,8.066721472997722e-06,8.13
1.3098830665138433e-12,3.7205902373595517e-10,2.5627855910997626e-08,2.6114977824275328e-08,7.899657407088487e-09,5.977857550972089e-10,3.3177530562202926e-12,2.007248173779266e-09,3.0359743186690036e-07,6.880634815056764e-12,4.1627892295204395e-09,6.296086865376626e-07,8.066694726024533e-06,8.14
1.3093005447367154e-12,3.718923400085015e-10,2.5616289250564663e-08,2.6103364295781095e-08,7.896118196137303e-09,5.975159549547755e-10,3.321174605422623e-12,2.0093115622155572e-09,3.039085137395316e-07,6.877575379231943e-12,4.160924475443251e-09,6.293245621348288e-07,8.066667991266409e-06,8.15
1.3087182884674224e-12,3.7172573334290416e-10,2.560472801357104e-08,2.6091756060491425e-08,7.892580621559366e-09,5.972462813174908e-10,3.3245945975156364e-12,2.01137399793705e-09,3.042194499078807e-07,6.874517338017661e-12,4.1590605836560035e-09,6.290405709700151e-07,8.06664126871791e-06,8.16
1.3081362975882334e-12,3.715592037040516e-10,2.55931721974804e-08,2.6080153116059344e-08,7.88904468260901e-09,5.969767341261937e-10,3.3280130331879174e-12,2.013435481376883e-09,3.0453024043997063e-07,6.8714606907952184e-12,4.1571975537655624e-09,6.287567129808814e-07,8.0666145583736e-06,8.17
1.3075545719814823e-12,3.713927510568536e-10,2.5581621799758055e-08,2.606855546013915e-08,7.88551037854102e-09,5.967073133217614e-10,3.331429913127675e-12,2.015496012967937e-09,3.048408854037803e-07,6.868405436946253e-12,4.155335385379031e-09,6.284729881051288e-07,8.06658786022805e-06,8.18
1.3069731115295681e-12,3.712263753662407e-10,2.557007681787094e-08,2.6056963090386457e-08,7.881977708610626e-09,5.964380188451094e-10,3.334845238022746e-12,2.017555593142837e-09,3.0515138486724526e-07,6.865351575852743e-12,4.153474078103747e-09,6.281893962804984e-07,8.066561174275831e-06,8.19
1.3063919161149541e-12,3.7106007659716487e-10,2.5558537249287645e-08,2.6045376004458136e-08,7.878446672073509e-09,5.961688506371916e-10,3.3382590085605913e-12,2.0196142223339492e-09,3.05461738898257e-07,6.8622991068970055e-12,4.151613631547283e-09,6.279059374447716e-07,8.066534500511514e-06,8.2
1.3058109856201683e-12,3.708938547145989e-10,2.5547003091478398e-08,2.6033794200012385e-08,7.874917268185793e-09,5.958998086390002e-10,3.3416712254283e-12,2.021671900973382e-09,3.057719475646634e-07,6.859248029461698e-12,4.149754045317449e-09,6.276226115357701e-07,8.06650783892968e-06,8.21
1.3052303199278043e-12,3.7072770968353683e-10,2.553547434191508e-08,2.6022217674708666e-08,7.871389496204055e-09,5.956308927915659e-10,3.3450818893125838e-12,2.023728629492988e-09,3.060820109342685e-07,6.856198342929818e-12,4.14789531902229e-09,6.273394184913561e-07,8.066481189524907e-06,8.22
1.3046499189205194e-12,3.7056164146899364e-10,2.5523950998071195e-08,2.6010646426207746e-08,7.867863355385316e-09,5.953621030359574e-10,3.3484910008997833e-12,2.025784408324359e-09,3.063919290748326e-07,6.853150046684701e-12,4.146037452270087e-09,6.270563582494322e-07,8.066454552291781e-06,8.23
1.3040697824810366e-12,3.7039565003600546e-10,2.5512433057421918e-08,2.5999080452171683e-08,7.86433884498705e-09,5.950934393132823e-10,3.351898560875863e-12,2.0278392378988337e-09,3.067017020540723e-07,6.850103140110023e-12,4.144180444669356e-09,6.267734307479412e-07,8.066427927224884e-06,8.24
1.3034899104921427e-12,3.702297353496294e-10,2.550092051744405e-08,2.5987519750263817e-08,7.860815964267173e-09,5.948249015646859e-10,3.3553045699264157e-12,2.0298931186474895e-09,3.0701132993966034e-07,6.8470576225898004e-12,4.142324295828849e-09,6.264906359248659e-07,8.06640131431881e-06,8.25
1.3029103028366904e-12,3.700638973749439e-10,2.548941337561604e-08,2.5975964318148787e-08,7.85729471248405e-09,5.945564897313525e-10,3.3587090287366573e-12,2.0319460510011485e-09,3.0732081279922573e-07,6.844013493508387e-12,4.140469005357553e-09,6.262079737182303e-07,8.066374713568148e-06,8.26
1.3023309593975962e-12,3.6989813607704825e-10,2.5477911629417984e-08,2.596441415349252e-08,7.853775088896496e-09,5.942882037545041e-10,3.362111937991432e-12,2.033998035390374e-09,3.0763015070035386e-07,6.840970752250478e-12,4.138614572864692e-09,6.25925444066098e-07,8.066348124967496e-06,8.27
1.3017518800578418e-12,3.6973245142106277e-10,2.5466415276331613e-08,2.5952869253962235e-08,7.850257092763774e-09,5.940200435754017e-10,3.3655132983752094e-12,2.036049072245473e-09,3.079393437105861e-07,6.837929398201107e-12,4.136760997959723e-09,6.256430469065731e-07,8.06632154851145e-06,8.28
1.3011730647004736e-12,3.695668433721291e-10,2.5454924313840316e-08,2.5941329617226443e-08,7.846740723345592e-09,5.93752009135344e-10,3.3689131105720837e-12,2.038099161996495e-09,3.082483918974202e-07,6.834889430745649e-12,4.134908280252342e-09,6.253607821778001e-07,8.066294984194615e-06,8.29
1.3005945132086028e-12,3.6940131189540965e-10,2.5443438739429116e-08,2.5929795240954935e-08,7.843225979902107e-09,5.934841003756685e-10,3.372311375265777e-12,2.0401483050732303e-09,3.085572953283104e-07,6.831850849269817e-12,4.133056419352478e-09,6.250786498179639e-07,8.066268432011593e-06,8.3
1.3000162254654052e-12,3.6923585695608823e-10,2.5431958550584686e-08,2.5918266122818814e-08,7.839712861693928e-09,5.932163172377511e-10,3.375708093139636e-12,2.042196501905213e-09,3.088660540706665e-07,6.828813653159663e-12,4.131205414870298e-09,6.247966497652899e-07,8.06624189195699e-06,8.31
1.2994382013541217e-12,3.6907047851936957e-10,2.542048374479533e-08,2.5906742260490456e-08,7.836201367982104e-09,5.929486596630055e-10,3.3791032648766323e-12,2.0442437529217193e-09,3.0917466819185524e-07,6.825777841801581e-12,4.129355266416203e-09,6.245147819580436e-07,8.06621536402542e-06,8.32
1.2988604407580579e-12,3.689051765504794e-10,2.540901431955101e-08,2.5895223651643542e-08,7.832691498028138e-09,5.926811275928844e-10,3.3824968911593667e-12,2.046290058551769e-09,3.094831377591993e-07,6.822743414582301e-12,4.12750597360083e-09,6.242330463345306e-07,8.066188848211495e-06,8.33
1.2982829435605838e-12,3.687399510146646e-10,2.5397550272343326e-08,2.5883710293953026e-08,7.82918325109398e-09,5.924137209688785e-10,3.3858889726700633e-12,2.048335419224123e-09,3.0979146283997757e-07,6.8197103708888975e-12,4.1256575360350506e-09,6.239514428330973e-07,8.066162344509831e-06,8.34
1.2977057096451346e-12,3.685748018771932e-10,2.538609160066553e-08,2.5872202185095168e-08,7.825676626442024e-09,5.921464397325167e-10,3.3892795100905723e-12,2.050379835367285e-09,3.1009964350142527e-07,6.81667871010878e-12,4.123809953329974e-09,6.236699713921302e-07,8.06613585291505e-06,8.35
1.29712873889521e-12,3.6840972910335427e-10,2.53746383020125e-08,2.586069932274752e-08,7.822171623335116e-09,5.918792838253667e-10,3.392668504102372e-12,2.0524233074095014e-09,3.1040767981073376e-07,6.813648431629699e-12,4.121963225096945e-09,6.233886319500563e-07,8.066109373421773e-06,8.36
1.2965520311943745e-12,3.6824473265845787e-10,2.536319037388077e-08,2.5849201704588905e-08,7.818668241036548e-09,5.91612253189034e-10,3.3960559553865635e-12,2.0544658357787616e-09,3.1071557183505076e-07,6.810619534839744e-12,4.120117350947542e-09,6.231074244453428e-07,8.066082906024624e-06,8.37
1.2959755864262573e-12,3.6807981250783513e-10,2.535174781376852e-08,2.5837709328299465e-08,7.815166478810062e-09,5.913453477651631e-10,3.3994418646238765e-12,2.056507420902797e-09,3.1102331964148024e-07,6.807592019127347e-12,4.11827233049358e-09,6.228263488164972e-07,8.066056450718237e-06,8.38
1.2953994044745531e-12,3.6791496861683846e-10,2.5340310619175572e-08,2.5826222191560617e-08,7.811666335919844e-09,5.910785674954364e-10,3.402826232494665e-12,2.058548063209081e-09,3.113309232970821e-07,6.8045658838812775e-12,4.11642816334711e-09,6.225454050020675e-07,8.066030007497238e-06,8.39
1.2948234852230199e-12,3.677502009508412e-10,2.5328878787603387e-08,2.5814740292055067e-08,7.80816781163053e-09,5.908119123215745e-10,3.406209059678909e-12,2.0605877631248296e-09,3.11638382868873e-07,6.801541128490643e-12,4.11458484912042e-09,6.22264592940642e-07,8.066003576356266e-06,8.4
1.294247828555482e-12,3.675855094752377e-10,2.5317452316555078e-08,2.580326362746682e-08,7.804670905207205e-09,5.905453821853368e-10,3.4095903468562157e-12,2.0626265210770025e-09,3.1194569842382537e-07,6.798517752344894e-12,4.112742387426031e-09,6.219839125708492e-07,8.065977157289958e-06,8.41
1.2936724343558278e-12,3.674208941554435e-10,2.5306031203535388e-08,2.5791792195481172e-08,7.801175615915401e-09,5.90278977028521e-10,3.4129700947058177e-12,2.064664337492301e-09,3.122528700288681e-07,6.795495754833817e-12,4.110900777876701e-09,6.217033638313581e-07,8.065950750292954e-06,8.42
1.2930973025080099e-12,3.6725635495689513e-10,2.5294615446050722e-08,2.57803259937847e-08,7.797681943021095e-09,5.900126967929626e-10,3.4163483039065724e-12,2.0667012127971693e-09,3.125598977508863e-07,6.7924751353475405e-12,4.1090600200854225e-09,6.214229466608781e-07,8.065924355359897e-06,8.43
1.2925224328960468e-12,3.6709189184505036e-10,2.5283205041609112e-08,2.5768865020065275e-08,7.794189885790716e-09,5.89746541420536e-10,3.419724975136964e-12,2.068737147417793e-09,3.128667816567213e-07,6.7894558932765315e-12,4.1072201136654256e-09,6.211426609981585e-07,8.065897972485435e-06,8.44
1.2919478254040211e-12,3.6692750478538783e-10,2.5271799987720244e-08,2.5757409272012073e-08,7.79069944349114e-09,5.894805108531539e-10,3.423100109075104e-12,2.0707721417801013e-09,3.131735218131707e-07,6.786438028011598e-12,4.105381058230175e-09,6.208625067819895e-07,8.065871601664219e-06,8.45
1.29137347991608e-12,3.6676319374340744e-10,2.5260400281895448e-08,2.574595874731554e-08,7.787210615389687e-09,5.892146050327669e-10,3.4264737063987277e-12,2.072806196309766e-09,3.134801182869884e-07,6.783421538943885e-12,4.103542853393371e-09,6.205824839512014e-07,8.0658452428909e-06,8.46
1.290799396316436e-12,3.6659895868463003e-10,2.5249005921647697e-08,2.573451344366743e-08,7.78372340075413e-09,5.889488239013646e-10,3.4298457677851966e-12,2.0748393114322006e-09,3.137865711448842e-07,6.78040642546488e-12,4.101705498768949e-09,6.203025924446649e-07,8.065818896160137e-06,8.47
1.2902255744893661e-12,3.664347995745976e-10,2.5237616904491603e-08,2.572307335876078e-08,7.78023779885269e-09,5.886831674009746e-10,3.4332162939114996e-12,2.0768714875725615e-09,3.140928804535246e-07,6.777392686966409e-12,4.099868993971082e-09,6.200228322012907e-07,8.065792561466587e-06,8.48
1.289652014319212e-12,3.6627071637887317e-10,2.5226233227943424e-08,2.5711638490289923e-08,7.776753808954028e-09,5.884176354736626e-10,3.4365852854542496e-12,2.0789027251557473e-09,3.143990462795321e-07,6.774380322840634e-12,4.098033338614176e-09,6.197432031600305e-07,8.06576623880491e-06,8.49
1.2890787156903803e-12,3.6610670906304085e-10,2.5214854889521067e-08,2.5700208835950476e-08,7.773271430327262e-09,5.881522280615332e-10,3.439952743089687e-12,2.0809330246063997e-09,3.147050686894854e-07,6.771369332480064e-12,4.096198532312875e-09,6.194637052598758e-07,8.065739928169776e-06,8.5
1.2885056784873426e-12,3.659427775927059e-10,2.5203481886744077e-08,2.568878439343935e-08,7.769790662241953e-09,5.87886945106729e-10,3.4433186674936784e-12,2.0829623863489026e-09,3.150109477499195e-07,6.768359715277541e-12,4.094364574682057e-09,6.191843384398586e-07,8.06571362955585e-06,8.51
1.2879329025946344e-12,3.657789219334945e-10,2.5192114217133645e-08,2.567736516045474e-08,7.766311503968113e-09,5.876217865514309e-10,3.4466830593417143e-12,2.084990810807383e-09,3.1531668352732574e-07,6.765351470626249e-12,4.092531465336835e-09,6.189051026390511e-07,8.065687342957803e-06,8.52
1.287360387896857e-12,3.6561514205105413e-10,2.518075187821261e-08,2.5665951134696156e-08,7.762833954776198e-09,5.873567523378583e-10,3.4500459193089125e-12,2.087018298405708e-09,3.1562227608815153e-07,6.7623445979197125e-12,4.0906992038925615e-09,6.186259977965663e-07,8.06566106837031e-06,8.53
1.2867881342786757e-12,3.654514379110532e-10,2.516939486750544e-08,2.565454231386437e-08,7.759358013937112e-09,5.87091842408269e-10,3.453407248070018e-12,2.089044849567491e-09,3.1592772549880066e-07,6.7593390965517935e-12,4.0888677899648205e-09,6.183470238515569e-07,8.06563480578805e-06,8.54
1.286216141624821e-12,3.652878094791811e-10,2.5158043182538267e-08,2.5643138695661464e-08,7.755883680722211e-09,5.868270567049588e-10,3.456767046299399e-12,2.0910704647160854e-09,3.162330318256331e-07,6.756334965916695e-12,4.087037223169433e-09,6.180681807432166e-07,8.0656085552057e-06,8.55
1.2856444098200886e-12,3.651242567211485e-10,2.5146696820838853e-08,2.56317402777908e-08,7.752410954403296e-09,5.865623951702623e-10,3.4601253146710513e-12,2.0930951442745865e-09,3.165381951349649e-07,6.75333220540896e-12,4.085207503122457e-09,6.177894684107787e-07,8.065582316617946e-06,8.56
1.2850729387493377e-12,3.649607796026871e-10,2.5135355779936616e-08,2.5620347057957037e-08,7.748939834252617e-09,5.862978577465523e-10,3.4634820538585965e-12,2.095118888665834e-09,3.168432154930687e-07,6.7503308144234704e-12,4.083378629440184e-09,6.175108867935177e-07,8.065556090019473e-06,8.57
1.2845017282974935e-12,3.647973780895497e-10,2.51240200573626e-08,2.5608959033866126e-08,7.745470319542868e-09,5.860334443762399e-10,3.4668372645352814e-12,2.0971416983124095e-09,3.171480929661731e-07,6.747330792355446e-12,4.081550601739142e-09,6.172324358307477e-07,8.06552987540497e-06,8.58
1.2839307783495451e-12,3.6463405214750993e-10,2.5112689650649508e-08,2.5597576203225302e-08,7.742002409547198e-09,5.857691550017743e-10,3.4701909473739798e-12,2.099163573636636e-09,3.174528276204631e-07,6.744332138600449e-12,4.079723419636095e-09,6.169541154618237e-07,8.06550367276913e-06,8.59
1.2833600887905471e-12,3.6447080174236283e-10,2.5101364557331686e-08,2.5586198563743094e-08,7.738536103539197e-09,5.855049895656435e-10,3.4735431030471915e-12,2.101184515060581e-09,3.177574195220797e-07,6.74133485255438e-12,4.077897082748043e-09,6.166759256261404e-07,8.065477482106649e-06,8.6
1.2827896595056183e-12,3.6430762683992433e-10,2.5090044774945116e-08,2.5574826113129333e-08,7.735071400792906e-09,5.852409480103736e-10,3.47689373222704e-12,2.1032045230060523e-09,3.1806186873712034e-07,6.738338933613478e-12,4.07607159069222e-09,6.163978662631335e-07,8.065451303412223e-06,8.61
1.2822194903799425e-12,3.6414452740603146e-10,2.507873030102742e-08,2.5563458849095124e-08,7.731608300582815e-09,5.849770302785292e-10,3.4802428355852786e-12,2.105223597894602e-09,3.1836617533163876e-07,6.735344381174323e-12,4.074246943086096e-09,6.161199373122786e-07,8.065425136680558e-06,8.62
1.2816495812987682e-12,3.639815034065424e-10,2.5067421133117882e-08,2.555209676935287e-08,7.728146802183858e-09,5.847132363127129e-10,3.483590413793283e-12,2.1072417401475237e-09,3.1867033937164486e-07,6.7323511946338346e-12,4.07242313954738e-09,6.158421387130917e-07,8.065398981906354e-06,8.63
1.2810799321474088e-12,3.6381855480733636e-10,2.505611726875742e-08,2.554073987161627e-08,7.72468690487142e-09,5.844495660555659e-10,3.4869364675220567e-12,2.1092589501858537e-09,3.1897436092310465e-07,6.729359373389273e-12,4.070600179694012e-09,6.155644704051296e-07,8.06537283908432e-06,8.64
1.2805105428112424e-12,3.6365568157431356e-10,2.5044818705488592e-08,2.5529388153600304e-08,7.721228607921335e-09,5.841860194497679e-10,3.4902809974422276e-12,2.1112752284303704e-09,3.1927824005194044e-07,6.726368916838235e-12,4.068778063144169e-09,6.152869323279886e-07,8.065346708209168e-06,8.65
1.279941413175712e-12,3.6349288367339543e-10,2.5033525440855604e-08,2.5518041613021256e-08,7.717771910609879e-09,5.839225964380368e-10,3.493624004224052e-12,2.1132905753015967e-09,3.19581976824031e-07,6.723379824378657e-12,4.066956789516267e-09,6.150095244213063e-07,8.06532058927561e-06,8.66
1.2793725431263249e-12,3.633301610705244e-10,2.5022237472404304e-08,2.5506700247596686e-08,7.71431681221378e-09,5.836592969631285e-10,3.4969654885374093e-12,2.115304991219795e-09,3.19885571305211e-07,6.720392095408821e-12,4.065136358428952e-09,6.147322466247598e-07,8.065294482278364e-06,8.67
1.2788039325486536e-12,3.631675137316639e-10,2.501095479768219e-08,2.5495364055045456e-08,7.710863312010219e-09,5.83396120967838e-10,3.5003054510518077e-12,2.117318476604972e-09,3.201890235612716e-07,6.71740572932734e-12,4.06331676950111e-09,6.144550988780671e-07,8.065268387212148e-06,8.68
1.2782355813283353e-12,3.630049416227986e-10,2.499967741423839e-08,2.5484033033087717e-08,7.707411409276812e-09,5.831330683949978e-10,3.5036438924363793e-12,2.119331031876877e-09,3.2049233365796013e-07,6.714420725533172e-12,4.061498022351861e-09,6.141780811209863e-07,8.065242304071686e-06,8.69
1.277667489351072e-12,3.628424447099342e-10,2.49884053196237e-08,2.5472707179444908e-08,7.703961103291636e-09,5.828701391874795e-10,3.506980813359882e-12,2.121342657455001e-09,3.207955016609801e-07,6.711437083425613e-12,4.0596801166005606e-09,6.139011932933157e-07,8.065216232851703e-06,8.7
1.27709965650263e-12,3.6268002295909737e-10,2.4977138511390527e-08,2.546138649183976e-08,7.700512393333205e-09,5.826073332881925e-10,3.5103162144907016e-12,2.1233533537585784e-09,3.2109852763599134e-07,6.708454802404299e-12,4.0578630518668e-09,6.136244353348942e-07,8.065190173546927e-06,8.71
1.2765320826688415e-12,3.62517676336336e-10,2.496587698709295e-08,2.545007096799629e-08,7.697065278680489e-09,5.82344650640085e-10,3.513650096496848e-12,2.1253631212065844e-09,3.2140141164860986e-07,6.705473881869207e-12,4.056046827770407e-09,6.13347807185601e-07,8.065164126152092e-06,8.72
1.2759647677356024e-12,3.623554048077189e-10,2.495462074428668e-08,2.543876060563982e-08,7.693619758612902e-09,5.820820911861429e-10,3.516982460045957e-12,2.1273719602177387e-09,3.217041537644079e-07,6.7024943212206495e-12,4.0542314439314445e-09,6.130713087853557e-07,8.06513809066193e-06,8.73
1.2753977115888736e-12,3.621932083393362e-10,2.4943369780529077e-08,2.5427455402496953e-08,7.690175832410307e-09,5.818196548693913e-10,3.520313305805292e-12,2.1293798712105027e-09,3.22006754048914e-07,6.699516119859282e-12,4.052416899970209e-09,6.12794940074118e-07,8.065112067071182e-06,8.74
1.2748309141146808e-12,3.6203108689729886e-10,2.4932124093379137e-08,2.5416155356295582e-08,7.686733499353013e-09,5.815573416328928e-10,3.5236426344417404e-12,2.13138685460308e-09,3.2230921256761296e-07,6.6965392771860995e-12,4.050603195507237e-09,6.125187009918881e-07,8.065086055374586e-06,8.75
1.2742643751991148e-12,3.61869040447739e-10,2.4920883680397503e-08,2.5404860464764897e-08,7.68329275872178e-09,5.812951514197493e-10,3.526970446621818e-12,2.1333929108134173e-09,3.226115293859457e-07,6.693563792602434e-12,4.048790330163298e-09,6.122425914787067e-07,8.065060055566888e-06,8.76
1.2736980947283305e-12,3.617070689568098e-10,2.490964853914647e-08,2.539357072563537e-08,7.679853609797813e-09,5.810330841730999e-10,3.5302967430116633e-12,2.1353980402592027e-09,3.2291370456930944e-07,6.69058966550996e-12,4.046978303559396e-09,6.119666114746543e-07,8.065034067642833e-06,8.77
1.2731320725885486e-12,3.615451723906857e-10,2.4898418667189962e-08,2.5382286136638776e-08,7.676416051862764e-09,5.80771139836123e-10,3.533621524277043e-12,2.1374022433578683e-09,3.232157381830577e-07,6.68761689531069e-12,4.045167115316771e-09,6.116907609198523e-07,8.065008091597172e-06,8.78
1.2725663086660534e-12,3.6138335071556187e-10,2.488719406209356e-08,2.5371006695508168e-08,7.672980084198738e-09,5.805093183520348e-10,3.5369447910833493e-12,2.1394055205265874e-09,3.235176302925002e-07,6.684645481406976e-12,4.043356765056903e-09,6.114150397544623e-07,8.064982127424659e-06,8.79
1.2720008028471947e-12,3.612216038976549e-10,2.487597472142448e-08,2.53597323999779e-08,7.669545706088284e-09,5.802476196640901e-10,3.5402665440956004e-12,2.1414078721822776e-09,3.238193809629028e-07,6.68167542320151e-12,4.041547252401501e-09,6.11139447918686e-07,8.064956175120048e-06,8.8
1.271435555018387e-12,3.610599319032023e-10,2.4864760642751594e-08,2.5348463247783612e-08,7.666112916814397e-09,5.799860437155821e-10,3.54358678397844e-12,2.143409298741596e-09,3.241209902594877e-07,6.678706720097324e-12,4.039738576972515e-09,6.108639853527658e-07,8.0649302346781e-06,8.81
1.2708705650661095e-12,3.608983346984626e-10,2.4853551823645403e-08,2.533719923666224e-08,7.662681715660524e-09,5.797245904498422e-10,3.546905511396138e-12,2.145409800620945e-09,3.2442245824743337e-07,6.67573937149779e-12,4.037930738392127e-09,6.105886519969842e-07,8.064904306093576e-06,8.82
1.270305832876906e-12,3.607368122497155e-10,2.4842348261678058e-08,2.5325940364352005e-08,7.659252101910558e-09,5.794632598102401e-10,3.55022272701259e-12,2.1474093782364677e-09,3.247237849918745e-07,6.672773376806617e-12,4.0361237362827575e-09,6.103134477916642e-07,8.06487838936124e-06,8.83
1.269741358337385e-12,3.6057536452326184e-10,2.4831149954423358e-08,2.5314686628592422e-08,7.655824074848842e-09,5.79202051740184e-10,3.553538431491318e-12,2.149408032004051e-09,3.2502497055790186e-07,6.6698087354278555e-12,4.034317570267061e-09,6.100383726771688e-07,8.064852484475861e-06,8.84
1.2691771413342205e-12,3.604139914854233e-10,2.481995689945674e-08,2.5303438027124294e-08,7.65239763376016e-09,5.789409661831204e-10,3.55685262549547e-12,2.151405762339324e-09,3.253260150105628e-07,6.666845446765896e-12,4.0325122399679275e-09,6.097634265939019e-07,8.064826591432211e-06,8.85
1.26861318175415e-12,3.602526931025428e-10,2.4808769094355288e-08,2.529219455768972e-08,7.648972777929752e-09,5.78680003082534e-10,3.5601653096878184e-12,2.1534025696576578e-09,3.256269184148604e-07,6.663883510225468e-12,4.030707745008484e-09,6.094886094823071e-07,8.064800710225064e-06,8.86
1.2680494794839772e-12,3.6009146934098446e-10,2.479758653669773e-08,2.5280956218032093e-08,7.6455495066433e-09,5.784191623819481e-10,3.5634764847307646e-12,2.1553984543741656e-09,3.259276808357546e-07,6.66092292521164e-12,4.028904085012091e-09,6.092139212828688e-07,8.064774840849197e-06,8.87
1.2674860344105693e-12,3.5993032016713323e-10,2.4786409224064437e-08,2.526972300589608e-08,7.642127819186938e-09,5.78158444024924e-10,3.566786151286333e-12,2.1573934169037055e-09,3.262283023381612e-07,6.657963691129821e-12,4.027101259602346e-09,6.089393619361117e-07,8.064748983299388e-06,8.88
1.2669228464208592e-12,3.5976924554739524e-10,2.4775237154037423e-08,2.5258494919027656e-08,7.638707714847248e-09,5.778978479550619e-10,3.570094310016175e-12,2.159387457660874e-09,3.2652878298695207e-07,6.655005807385758e-12,4.025299268403084e-09,6.086649313826005e-07,8.064723137570425e-06,8.89
