A,AL,ALL,B,BL,BLL,D,DL,DLL,I,IL,ILL,L,Time
1.6784985157301317e-12,4.777538887222434e-10,3.2977595008099434e-08,3.3463906134328676e-08,1.0143908626511468e-08,7.692233179127883e-10,1.1531006212191517e-12,6.990920163390781e-10,1.0595988686715212e-07,8.816654850742066e-12,5.3452730179058135e-09,8.101517128690367e-07,8.083617136326094e-06,2.58
1.6777484904325834e-12,4.775383862098114e-10,3.296257851419192e-08,3.344895325423523e-08,1.0139332750487507e-08,7.688730482769413e-10,1.1575040833546841e-12,7.017587263128458e-10,1.0636362222080292e-07,8.81271555550755e-12,5.342861970551013e-09,8.097828331607985e-07,8.083582694278272e-06,2.59
1.6769988074369569e-12,4.773229839080595e-10,3.294756913287116e-08,3.343400719823699e-08,1.0134759002494284e-08,7.685229445475608e-10,1.1619055407484749e-12,7.044241988673934e-10,1.0676716668981168e-07,8.808778057488917e-12,5.340452044117625e-09,8.094141281227355e-07,8.083548267990655e-06,2.6
1.6762494666009902e-12,4.771076817736269e-10,3.2932566860941945e-08,3.34190679634975e-08,1.0130187381610252e-08,7.681730066500742e-10,1.1663049941971017e-12,7.070884345166054e-10,1.0717052035679787e-07,8.804842355971777e-12,5.338043238139981e-09,8.090455976792513e-07,8.083513857456652e-06,2.61
1.67550046778242e-12,4.76892479763153e-10,3.2917571695209024e-08,3.340413554718027e-08,1.0125617886913877e-08,7.678232345099089e-10,1.1707024444971433e-12,7.097514337743672e-10,1.0757368330438102e-07,8.800908450241734e-12,5.335635552152414e-09,8.086772417547494e-07,8.083479462669671e-06,2.62
1.6747518108389845e-12,4.766773778332774e-10,3.2902583632477175e-08,3.338920994644888e-08,1.0121050517483613e-08,7.674736280524924e-10,1.1750978924451774e-12,7.124131971545636e-10,1.0797665561518061e-07,8.7969763395844e-12,5.333228985689255e-09,8.08309060273633e-07,8.083445083623125e-06,2.63
1.6740034956284213e-12,4.764623759406391e-10,3.288760266955117e-08,3.3374291158466836e-08,1.0116485272397923e-08,7.67124187203252e-10,1.1794913388377827e-12,7.150737251710796e-10,1.083794373718162e-07,8.793046023285382e-12,5.330823538284837e-09,8.079410531603061e-07,8.083410720310425e-06,2.64
1.673255522008468e-12,4.762474740418778e-10,3.2872628803235785e-08,3.335937918039769e-08,1.0111922150735268e-08,7.667749118876152e-10,1.1838827844715373e-12,7.177330183378001e-10,1.0878202865690723e-07,8.789117500630288e-12,5.3284192094734905e-09,8.07573220339172e-07,8.08337637272498e-06,2.65
1.6725078898368617e-12,4.760326720936328e-10,3.2857662030335784e-08,3.334447400940497e-08,1.0107361151574104e-08,7.664258020310095e-10,1.1882722301430191e-12,7.203910771686102e-10,1.0918442955307325e-07,8.785190770904727e-12,5.326015998789549e-09,8.072055617346339e-07,8.0833420408602e-06,2.66
1.6717605989713402e-12,4.758179700525433e-10,3.284270234765594e-08,3.3329575642652203e-08,1.0102802273992892e-08,7.660768575588622e-10,1.1926596766488065e-12,7.230479021773947e-10,1.0958664014293376e-07,8.781265833394305e-12,5.3236139057673435e-09,8.068380772710958e-07,8.083307724709494e-06,2.67
1.6710136492696412e-12,4.756033678752488e-10,3.2827749752001036e-08,3.3314684077302956e-08,1.0098245517070092e-08,7.657280783966008e-10,1.197045124785478e-12,7.257034938780387e-10,1.0998866050910828e-07,8.777342687384636e-12,5.321212929941207e-09,8.064707668729608e-07,8.083273424266276e-06,2.68
1.6702670405895022e-12,4.753888655183887e-10,3.281280424017583e-08,3.329979931052074e-08,1.0093690879884162e-08,7.653794644696526e-10,1.2014285753496113e-12,7.283578527844271e-10,1.1039049073421627e-07,8.773421332161325e-12,5.3188130708454696e-09,8.061036304646327e-07,8.083239139523952e-06,2.69
1.6695207727886609e-12,4.751744629386023e-10,3.2797865808985094e-08,3.328492133946911e-08,1.0089138361513565e-08,7.650310157034451e-10,1.205810029137785e-12,7.310109794104452e-10,1.107921309008773e-07,8.769501767009978e-12,5.316414328014466e-09,8.057366679705147e-07,8.083204870475936e-06,2.7
1.6687748457248549e-12,4.74960160092529e-10,3.278293445523361e-08,3.327005016131158e-08,1.0084587961036756e-08,7.646827320234058e-10,1.2101894869465768e-12,7.336628742699773e-10,1.1119358109171082e-07,8.765583991216207e-12,5.314016700982527e-09,8.053698793150105e-07,8.083170617115636e-06,2.71
1.6680292592558212e-12,4.747459569368082e-10,3.276801017572614e-08,3.325518577321171e-08,1.0080039677532199e-08,7.643346133549621e-10,1.2145669495725655e-12,7.363135378769092e-10,1.1159484138933637e-07,8.76166800406562e-12,5.311620189283983e-09,8.050032644225235e-07,8.083136379436461e-06,2.72
1.667284013239298e-12,4.745318534280791e-10,3.275309296726746e-08,3.324032817233302e-08,1.0075493510078351e-08,7.639866596235414e-10,1.2189424178123288e-12,7.38962970745125e-10,1.1199591187637345e-07,8.757753804843826e-12,5.30922479245317e-09,8.046368232174574e-07,8.083102157431825e-06,2.73
1.6665391075330223e-12,4.743178495229813e-10,3.273818282666233e-08,3.3225477355839055e-08,1.0070949457753673e-08,7.63638870754571e-10,1.2233158924624454e-12,7.416111733885106e-10,1.1239679263544157e-07,8.753841392836428e-12,5.3068305100244154e-09,8.042705556242155e-07,8.083067951095135e-06,2.74
1.6657945419947323e-12,4.741039451781542e-10,3.272327975071554e-08,3.321063332089336e-08,1.0066407519636624e-08,7.632912466734784e-10,1.2276873743194932e-12,7.442581463209501e-10,1.1279748374916022e-07,8.749930767329042e-12,5.304437341532054e-09,8.039044615672013e-07,8.083033760419804e-06,2.75
1.665050304947604e-12,4.738901368026372e-10,3.2708383472614636e-08,3.31957958347202e-08,1.0061867619443524e-08,7.629437811559255e-10,1.2320569310274272e-12,7.46903933475371e-10,1.1319799232269196e-07,8.74602186736112e-12,5.3020452470007924e-09,8.035385345229871e-07,8.082999584864352e-06,2.76
1.664306398075115e-12,4.73676424914599e-10,3.269349403089085e-08,3.318096493087887e-08,1.0057329768181473e-08,7.625964751007506e-10,1.2364245528019377e-12,7.495485284931067e-10,1.1359831732709822e-07,8.742114701754288e-12,5.299654232218713e-09,8.031727754365662e-07,8.082965424506853e-06,2.77
1.6635628292281566e-12,4.734628119290746e-10,3.2678611605028894e-08,3.316614076587492e-08,1.005279401715296e-08,7.622493326950108e-10,1.24079019411609e-12,7.521919017997631e-10,1.139984539785568e-07,8.738209311543191e-12,5.297264324099303e-09,8.028071887005239e-07,8.082931279711382e-06,2.78
1.6628195982182063e-12,4.732492977884749e-10,3.266373619077628e-08,3.315132333594969e-08,1.0048260365134189e-08,7.619023538394692e-10,1.2451538560345609e-12,7.548340540833617e-10,1.1439840238785187e-07,8.734305695771812e-12,5.294875522018438e-09,8.024417742134036e-07,8.082897150469206e-06,2.79
1.6620767048567405e-12,4.730358824352116e-10,3.2648867783880524e-08,3.3136512637344506e-08,1.0043728810901377e-08,7.615555384348888e-10,1.2495155396220264e-12,7.574749860319239e-10,1.1479816266576752e-07,8.730403853484135e-12,5.292487825351992e-09,8.020765318737495e-07,8.082863036771588e-06,2.8
1.6613341489552365e-12,4.728225658116959e-10,3.263400638008913e-08,3.312170866630072e-08,1.0039199353230735e-08,7.61208886382033e-10,1.2538752459431636e-12,7.601146983334714e-10,1.1519773492308791e-07,8.726503783724147e-12,5.290101233475837e-09,8.017114615801052e-07,8.082828938609792e-06,2.81
1.6605919303251715e-12,4.726093478603392e-10,3.26191519751496e-08,3.3106911419059685e-08,1.0034671990898474e-08,7.608623975816648e-10,1.258232976062648e-12,7.627531916760251e-10,1.1559711927059715e-07,8.722605485535834e-12,5.287715745765853e-09,8.013465632310147e-07,8.082794855975086e-06,2.82
1.6598500487780225e-12,4.723962285235529e-10,3.260430456480945e-08,3.309212089186272e-08,1.0030146722680808e-08,7.605160719345473e-10,1.2625887310451567e-12,7.65390466747607e-10,1.1599631581907934e-07,8.71870895796318e-12,5.285331361597909e-09,8.009818367250217e-07,8.082760788858733e-06,2.83
1.6591085041252664e-12,4.721832077437483e-10,3.2589464144816175e-08,3.3077337080951194e-08,1.0025623547353948e-08,7.60169909341444e-10,1.2669425119553653e-12,7.68026524236238e-10,1.1639532467931864e-07,8.714814200050167e-12,5.282948080347884e-09,8.006172819606698e-07,8.082726737252e-06,2.84
1.6583672961783801e-12,4.719702854633368e-10,3.25746307109173e-08,3.306255998256643e-08,1.0021102463694104e-08,7.598239097031178e-10,1.2712943198579505e-12,7.706613648299399e-10,1.1679414596209916e-07,8.710921210840787e-12,5.28056590139165e-09,8.002528988365034e-07,8.082692701146148e-06,2.85
1.6576264247488409e-12,4.717574616247298e-10,3.255980425886033e-08,3.304778959294977e-08,1.0016583470477493e-08,7.594780729203318e-10,1.275644155817589e-12,7.732949892167339e-10,1.1719277977820501e-07,8.707029989379021e-12,5.278184824105084e-09,7.998886872510659e-07,8.082658680532446e-06,2.86
1.656885889648126e-12,4.715447361703387e-10,3.254498478439277e-08,3.303302590834257e-08,1.0012066566480326e-08,7.591323988938494e-10,1.2799920208989567e-12,7.759273980846416e-10,1.1759122623842034e-07,8.703140534708852e-12,5.2758048478640586e-09,7.995246471029011e-07,8.082624675402158e-06,2.87
1.6561456906877122e-12,4.713321090425747e-10,3.253017228326212e-08,3.301826892498616e-08,1.0007551750478811e-08,7.587868875244337e-10,1.2843379161667299e-12,7.785585921216842e-10,1.1798948545352924e-07,8.69925284587427e-12,5.27342597204445e-09,7.991607782905531e-07,8.082590685746548e-06,2.88
1.6554058276790764e-12,4.711195801838493e-10,3.251536675121589e-08,3.3003518639121895e-08,1.0003039021249164e-08,7.584415387128479e-10,1.2886818426855855e-12,7.811885720158835e-10,1.1838755753431588e-07,8.695366921919256e-12,5.271048196022132e-09,7.987970807125655e-07,8.082556711556882e-06,2.89
1.654666300433696e-12,4.709071495365737e-10,3.2500568184001605e-08,3.29887750469911e-08,9.998528377567596e-09,7.580963523598549e-10,1.2930238015201993e-12,7.838173384552604e-10,1.1878544259156435e-07,8.6914827618878e-12,5.268671519172978e-09,7.984335542674821e-07,8.082522752824424e-06,2.9
1.6539271087630478e-12,4.706948170431596e-10,3.2485776577366746e-08,3.297403814483513e-08,9.994019818210318e-09,7.577513283662181e-10,1.2973637937352479e-12,7.864448921278367e-10,1.1918314073605879e-07,8.687600364823882e-12,5.266295940872865e-09,7.980701988538469e-07,8.082488809540441e-06,2.91
1.6531882524786089e-12,4.704825826460179e-10,3.247099192705885e-08,3.295930792889533e-08,9.989513341953544e-09,7.574064666327007e-10,1.3017018203954077e-12,7.890712337216337e-10,1.195806520785833e-07,8.68371972977149e-12,5.263921460497667e-09,7.977070143702035e-07,8.082454881696197e-06,2.92
1.6524497313918564e-12,4.702704462875604e-10,3.2456214228825406e-08,3.2944584395413033e-08,9.985008947573486e-09,7.57061767060066e-10,1.3060378825653548e-12,7.91696363924673e-10,1.1997797672992202e-07,8.679840855774606e-12,5.2615480774232576e-09,7.97344000715096e-07,8.082420969282956e-06,2.93
1.6517115453142673e-12,4.700584079101983e-10,3.244144347841393e-08,3.292986754062959e-08,9.980506633846356e-09,7.567172295490767e-10,1.310371981309766e-12,7.943202834249757e-10,1.2037511480085907e-07,8.67596374187722e-12,5.259175791025514e-09,7.969811577870681e-07,8.082387072291985e-06,2.94
1.6509736940573187e-12,4.698464674563429e-10,3.2426679671571915e-08,3.2915157360786326e-08,9.976006399548366e-09,7.563728540004963e-10,1.3147041176933172e-12,7.969429929105634e-10,1.2077206640217862e-07,8.672088387123313e-12,5.256804600680307e-09,7.966184854846634e-07,8.082353190714547e-06,2.95
1.6502361774324876e-12,4.696346248684056e-10,3.241192280404689e-08,3.290045385212461e-08,9.971508243455727e-09,7.560286403150879e-10,1.3190342927806846e-12,7.995644930694575e-10,1.2116883164466472e-07,8.668214790556873e-12,5.2544345057635155e-09,7.96255983706426e-07,8.082319324541911e-06,2.96
1.6494989952512512e-12,4.694228800887978e-10,3.239717287158635e-08,3.288575701088576e-08,9.96701216434465e-09,7.556845883936148e-10,1.3233625076365455e-12,8.021847845896797e-10,1.2156541063910155e-07,8.664342951221883e-12,5.252065505651012e-09,7.958936523508997e-07,8.082285473765337e-06,2.97
1.6487621473250863e-12,4.692112330599308e-10,3.2382429869937816e-08,3.287106683331113e-08,9.962518160991352e-09,7.553406981368399e-10,1.3276887633255754e-12,8.048038681592508e-10,1.2196180349627318e-07,8.660472868162331e-12,5.24969759971867e-09,7.955314913166283e-07,8.082251638376091e-06,2.98
1.6480256334654699e-12,4.689996837242161e-10,3.236769379484878e-08,3.285638331564206e-08,9.958026232172042e-09,7.549969694455265e-10,1.332013060912451e-12,8.074217444661928e-10,1.223580103269638e-07,8.656604540422199e-12,5.247330787342367e-09,7.951695005021555e-07,8.082217818365441e-06,2.99
1.6472894534838794e-12,4.687882320240648e-10,3.235296464206676e-08,3.28417064541199e-08,9.953536376662932e-09,7.546534022204379e-10,1.3363354014618486e-12,8.100384141985267e-10,1.2275403124195747e-07,8.652737967045474e-12,5.2449650678979745e-09,7.948076798060251e-07,8.08218401372465e-06,3.0
1.6465536071917915e-12,4.685768779018885e-10,3.2338242407339255e-08,3.282703624498598e-08,9.949048593240235e-09,7.54309996362337e-10,1.3406557860384442e-12,8.126538780442742e-10,1.2314986635203836e-07,8.64887314707614e-12,5.24260044076137e-09,7.944460291267813e-07,8.082150224444983e-06,3.01
1.6458180944006834e-12,4.683656213000986e-10,3.232352708641378e-08,3.281237268448165e-08,9.944562880680163e-09,7.539667517719873e-10,1.3449742157069147e-12,8.152681366914567e-10,1.2354551576799059e-07,8.645010079558183e-12,5.240236905308427e-09,7.940845483629675e-07,8.082116450517706e-06,3.02
1.6450829149220322e-12,4.681544621611063e-10,3.230881867503785e-08,3.279771576884825e-08,9.940079237758926e-09,7.536236683501517e-10,1.3492906915319362e-12,8.178811908280957e-10,1.2394097960059825e-07,8.641148763535587e-12,5.2378744609150196e-09,7.937232374131276e-07,8.082082691934082e-06,3.03
1.644348068567315e-12,4.67943400427323e-10,3.229411716895896e-08,3.2783065494327125e-08,9.93559766325274e-09,7.532807459975934e-10,1.3536052145781853e-12,8.204930411422124e-10,1.2433625796064552e-07,8.63728919805234e-12,5.235513106957024e-09,7.933620961758055e-07,8.082048948685378e-06,3.04
1.6436135551480086e-12,4.677324360411602e-10,3.227942256392462e-08,3.276842185715961e-08,9.931118155937815e-09,7.529379846150755e-10,1.3579177859103379e-12,8.231036883218283e-10,1.2473135095891645e-07,8.633431382152422e-12,5.233152842810313e-09,7.930011245495452e-07,8.082015220762859e-06,3.05
1.6428793744755901e-12,4.675215689450292e-10,3.226473485568235e-08,3.275378485358706e-08,9.926640714590362e-09,7.525953841033615e-10,1.3622284065930706e-12,8.257131330549648e-10,1.2512625870619523e-07,8.629575314879823e-12,5.230793667850762e-09,7.926403224328901e-07,8.081981508157789e-06,3.06
1.6421455263615367e-12,4.673107990813411e-10,3.225005403997964e-08,3.2739154479850804e-08,9.922165337986595e-09,7.522529443632144e-10,1.3665370776910597e-12,8.283213760296433e-10,1.2552098131326594e-07,8.625720995278524e-12,5.228435581454247e-09,7.922796897243844e-07,8.081947810861435e-06,3.07
1.6414120106173251e-12,4.671001263925076e-10,3.2235380112564014e-08,3.2724530732192186e-08,9.917692024902725e-09,7.519106652953971e-10,1.3708438002689817e-12,8.309284179338855e-10,1.2591551889091275e-07,8.621868422392517e-12,5.226078582996641e-09,7.919192263225718e-07,8.081914128865058e-06,3.08
1.640678827054433e-12,4.6688955082094e-10,3.222071306918297e-08,3.270991360685256e-08,9.913220774114968e-09,7.515685468006731e-10,1.375148575391513e-12,8.335342594557123e-10,1.2630987154991974e-07,8.61801759526578e-12,5.22372267185382e-09,7.915589321259961e-07,8.081880462159928e-06,3.09
1.6399459754843369e-12,4.666790723090496e-10,3.220605290558402e-08,3.269530310007326e-08,9.908751584399529e-09,7.512265887798054e-10,1.3794514041233297e-12,8.361389012831458e-10,1.2670403940107106e-07,8.614168512942301e-12,5.221367847401658e-09,7.911988070332011e-07,8.081846810737306e-06,3.1
1.6392134561626743e-12,4.66468690944789e-10,3.219139962888341e-08,3.268069921696173e-08,9.904284457639758e-09,7.508847913998404e-10,1.383752285702684e-12,8.387423427662349e-10,1.2709802231703296e-07,8.610321176062457e-12,5.21901411020533e-09,7.908388511572433e-07,8.081813174609298e-06,3.11
1.6384812745536196e-12,4.662584085228318e-10,3.217675337951524e-08,3.2666102066595764e-08,9.899819432155433e-09,7.505431579504495e-10,1.3880511979498735e-12,8.413445675650175e-10,1.2749181737813204e-07,8.60647560398706e-12,5.216661474776597e-09,7.904790671267054e-07,8.081779554032347e-06,3.12
1.637749424914645e-12,4.660482231656664e-10,3.2162114011066555e-08,3.265151153435031e-08,9.895356467869605e-09,7.502016850026557e-10,1.3923481647681207e-12,8.439455930982007e-10,1.278854276727e-07,8.602631775797986e-12,5.214309925619713e-09,7.90119452157757e-07,8.081745948737166e-06,3.13
1.637017907072068e-12,4.658381348205672e-10,3.214748151966472e-08,3.263692761676296e-08,9.8908955636623e-09,7.498603724661194e-10,1.3966431871610765e-12,8.465454200091011e-10,1.2827885330356494e-07,8.598789690592563e-12,5.211959462150287e-09,7.897600061561095e-07,8.081712358715721e-06,3.14
1.6362867208522064e-12,4.6562814343480867e-10,3.213285590143712e-08,3.262235031037129e-08,9.886436718413554e-09,7.495192202505013e-10,1.4009362661323913e-12,8.491440489410345e-10,1.2867209437355474e-07,8.594949347468112e-12,5.209610083783933e-09,7.894007290274738e-07,8.081678783959968e-06,3.15
1.6355558660813772e-12,4.6541824895566477e-10,3.2118237152511104e-08,3.260777961171289e-08,9.88197993100339e-09,7.491782282654613e-10,1.4052274026857163e-12,8.517414805373177e-10,1.2906515098549744e-07,8.59111074552196e-12,5.207261789936262e-09,7.890416206775615e-07,8.08164522446187e-06,3.16
1.6348253425858987e-12,4.6520845133040996e-10,3.210362526901405e-08,3.2593215517325325e-08,9.87752520031184e-09,7.4883739642066e-10,1.409516597824702e-12,8.543377154412666e-10,1.29458023242221e-07,8.587273883851434e-12,5.204914580022889e-09,7.886826810120836e-07,8.081611680213387e-06,3.17
1.6340951501920878e-12,4.6499875050631845e-10,3.2089020247073314e-08,3.25786580237462e-08,9.873072525218935e-09,7.484967246257578e-10,1.4138038525529996e-12,8.569327542961978e-10,1.2985071124655345e-07,8.583438761553854e-12,5.202568453459422e-09,7.883239099367515e-07,8.081578151206484e-06,3.18
1.6333652887262626e-12,4.6478914643066457e-10,3.207442208281627e-08,3.256410712751308e-08,9.8686219046047e-09,7.48156212790415e-10,1.4180891678742593e-12,8.595265977454275e-10,1.3024321510132274e-07,8.579605377726547e-12,5.200223409661477e-09,7.879653073572762e-07,8.081544637433119e-06,3.19
1.6326357580147405e-12,4.6457963905072253e-10,3.2059830772370284e-08,3.254956282516355e-08,9.864173337349169e-09,7.478158608242921e-10,1.4223725447921324e-12,8.621192464322721e-10,1.3063553490935687e-07,8.575773731466838e-12,5.197879448044665e-09,7.876068731793692e-07,8.081511138885255e-06,3.2
1.6319065578838391e-12,4.643702283137667e-10,3.204524631186272e-08,3.25350251132352e-08,9.859726822332372e-09,7.474756686370494e-10,1.4266539843102692e-12,8.647107010000476e-10,1.3102767077348385e-07,8.571943821872051e-12,5.1955365680245974e-09,7.872486073087416e-07,8.081477655554852e-06,3.21
1.6311776881598759e-12,4.6416091416707123e-10,3.2030668697420946e-08,3.2520493988265604e-08,9.855282358434332e-09,7.471356361383473e-10,1.430933487432321e-12,8.673009620920709e-10,1.3141962279653165e-07,8.568115648039514e-12,5.193194769016888e-09,7.868905096511047e-07,8.081444187433872e-06,3.22
1.6304491486691685e-12,4.6395169655791045e-10,3.201609792517234e-08,3.250596944679235e-08,9.850839944535085e-09,7.46795763237846e-10,1.4352110551619381e-12,8.698900303516578e-10,1.3181139108132827e-07,8.564289209066547e-12,5.190854050437148e-09,7.865325801121699e-07,8.081410734514274e-06,3.23
1.6297209392380347e-12,4.6374257543355874e-10,3.200153399124425e-08,3.249145148535301e-08,9.846399579514658e-09,7.464560498452061e-10,1.4394866885027718e-12,8.724779064221247e-10,1.3220297573070168e-07,8.56046450405048e-12,5.18851441170099e-09,7.861748185976481e-07,8.081377296788023e-06,3.24
1.6289930596927918e-12,4.6353355074129026e-10,3.198697689176405e-08,3.247694010048518e-08,9.84196126225308e-09,7.46116495870088e-10,1.443760388458472e-12,8.75064590946788e-10,1.3259437684747988e-07,8.556641532088629e-12,5.186175852224027e-09,7.858172250132507e-07,8.081343874247078e-06,3.25
1.6282655098597577e-12,4.633246224283793e-10,3.1972426622859113e-08,3.246243528872643e-08,9.83752499163038e-09,7.457771012221519e-10,1.4480321560326905e-12,8.776500845689641e-10,1.3298559453449085e-07,8.552820292278329e-12,5.18383837142187e-09,7.85459799264689e-07,8.0813104668834e-06,3.26
1.6275382895652498e-12,4.6311579044210013e-10,3.19578831806568e-08,3.244793704661435e-08,9.833090766526592e-09,7.454378658110582e-10,1.4523019922290777e-12,8.802343879319691e-10,1.333766288945626e-07,8.549000783716898e-12,5.181501968710133e-09,7.851025412576743e-07,8.081277074688953e-06,3.27
1.6268113986355858e-12,4.629070547297271e-10,3.1943346561284485e-08,3.243344537068652e-08,9.82865858582174e-09,7.450987895464674e-10,1.4565698980512841e-12,8.828175016791195e-10,1.337674800305231e-07,8.545183005501663e-12,5.179166643504427e-09,7.847454508979176e-07,8.081243697655694e-06,3.28
1.6260848368970827e-12,4.6269841523853437e-10,3.192881676086952e-08,3.241896025748052e-08,9.824228448395855e-09,7.447598723380398e-10,1.4608358745029607e-12,8.853994264537316e-10,1.3415814804520036e-07,8.54136695672995e-12,5.176832395220364e-09,7.843885280911303e-07,8.081210335775589e-06,3.29
1.6253586041760591e-12,4.624898719157963e-10,3.191429377553929e-08,3.2404481703533934e-08,9.819800353128967e-09,7.444211140954357e-10,1.465099922587758e-12,8.879801628991213e-10,1.3454863304142233e-07,8.537552636499082e-12,5.174499223273557e-09,7.840317727430237e-07,8.081176989040595e-06,3.3
1.6246327002988318e-12,4.6228142470878716e-10,3.189977760142115e-08,3.239000970538434e-08,9.815374298901105e-09,7.440825147283157e-10,1.4693620433093275e-12,8.905597116586056e-10,1.3493893512201705e-07,8.533740043906381e-12,5.172167127079618e-09,7.836751847593089e-07,8.081143657442675e-06,3.31
1.6239071250917188e-12,4.620730735647812e-10,3.188526823464247e-08,3.2375544259569334e-08,9.8109502845923e-09,7.437440741463399e-10,1.4736222376713193e-12,8.931380733755003e-10,1.3532905438981244e-07,8.529929178049179e-12,5.1698361060541605e-09,7.833187640456973e-07,8.081110340973789e-06,3.32
1.6231818783810374e-12,4.618648184310527e-10,3.1870765671330616e-08,3.2361085362626476e-08,9.80652830908258e-09,7.43405792259169e-10,1.4778805066773846e-12,8.95715248693122e-10,1.3571899094763658e-07,8.526120038024793e-12,5.167506159612795e-09,7.829625105078999e-07,8.0810770396259e-06,3.33
1.6224569599931054e-12,4.6165665925487596e-10,3.1856269907612956e-08,3.234663301109336e-08,9.802108371251975e-09,7.43067668976463e-10,1.4821368513311737e-12,8.982912382547868e-10,1.3610874489831737e-07,8.522312622930554e-12,5.165177287171135e-09,7.826064240516282e-07,8.08104375339097e-06,3.34
1.6217323697542404e-12,4.6144859598352524e-10,3.1841780939616855e-08,3.2332187201507574e-08,9.797690469980514e-09,7.427297042078827e-10,1.4863912726363379e-12,9.008660427038111e-10,1.364983163446829e-07,8.518506931863783e-12,5.162849488144792e-09,7.822505045825933e-07,8.081010482260958e-06,3.35
1.6210081074907597e-12,4.6124062856427483e-10,3.1827298763469686e-08,3.23177479304067e-08,9.793274604148228e-09,7.423918978630879e-10,1.4906437715965276e-12,9.034396626835112e-10,1.3688770538956103e-07,8.514702963921804e-12,5.160522761949378e-09,7.818947520065065e-07,8.080977226227828e-06,3.36
1.620284173028981e-12,4.61032756944399e-10,3.181282337529881e-08,3.23033151943283e-08,9.788860772635143e-09,7.420542498517396e-10,1.4948943492153937e-12,9.060120988372035e-10,1.3727691213577985e-07,8.510900718201947e-12,5.158197108000507e-09,7.815391662290791e-07,8.080943985283537e-06,3.37
1.6195605661952221e-12,4.60824981071172e-10,3.179835477123159e-08,3.2288888989809975e-08,9.78444897432129e-09,7.417167600834978e-10,1.499143006496587e-12,9.085833518082041e-10,1.376659366861673e-07,8.507100193801531e-12,5.15587252571379e-09,7.811837471560221e-07,8.08091075942005e-06,3.38
1.6188372868158005e-12,4.606173008918681e-10,3.178389294739541e-08,3.227446931338931e-08,9.780039208086703e-09,7.41379428468023e-10,1.5033897444437583e-12,9.111534222398296e-10,1.3805477914355138e-07,8.503301389817884e-12,5.153549014504839e-09,7.80828494693047e-07,8.080877548629326e-06,3.39
1.6181143347170338e-12,4.6040971635376166e-10,3.176943789991761e-08,3.226005616160387e-08,9.775631472811405e-09,7.410422549149755e-10,1.5076345640605581e-12,9.13722310775396e-10,1.384434396107601e-07,8.49950430534833e-12,5.151226573789267e-09,7.80473408745865e-07,8.080844352903327e-06,3.4
1.6173917097252396e-12,4.6020222740412684e-10,3.1754989624925584e-08,3.2245649530991244e-08,9.771225767375429e-09,7.407052393340157e-10,1.5118774663506378e-12,9.162900180582199e-10,1.388319181906214e-07,8.495708939490191e-12,5.1489052029826874e-09,7.801184892201872e-07,8.080811172234017e-06,3.41
1.6166694116667352e-12,4.5999483399023805e-10,3.174054811854668e-08,3.223124941808902e-08,9.7668220906588e-09,7.40368381634804e-10,1.5161184523176477e-12,9.188565447316173e-10,1.3922021498596335e-07,8.491915291340799e-12,5.14658490150071e-09,7.79763736021725e-07,8.080778006613352e-06,3.42
1.6159474403678383e-12,4.5978753605936944e-10,3.1726113376908276e-08,3.221685581943478e-08,9.762420441541553e-09,7.400316817270008e-10,1.5203575229652387e-12,9.214218914389049e-10,1.3960833009961387e-07,8.48812335999747e-12,5.144265668758949e-09,7.794091490561896e-07,8.080744856033297e-06,3.43
1.6152257956548669e-12,4.5958033355879533e-10,3.171168539613773e-08,3.22024687315661e-08,9.758020818903718e-09,7.396951395202666e-10,1.5245946792970615e-12,9.239860588233986e-10,1.3999626363440095e-07,8.484333144557534e-12,5.141947504173015e-09,7.79054728229292e-07,8.080711720485812e-06,3.44
1.614504477354138e-12,4.5937322643579005e-10,3.169726417236242e-08,3.2188088151020566e-08,9.75362322162532e-09,7.393587549242614e-10,1.5288299223167669e-12,9.265490475284151e-10,1.4038401569315263e-07,8.480544644118315e-12,5.1396304071585224e-09,7.787004734467439e-07,8.08067859996286e-06,3.45
1.6137834852919698e-12,4.5916621463762776e-10,3.168284970170971e-08,3.217371407433576e-08,9.74922764858639e-09,7.39022527848646e-10,1.5330632530280057e-12,9.291108581972703e-10,1.4077158637869683e-07,8.476757857777138e-12,5.1373143771310824e-09,7.783463846142563e-07,8.0806454944564e-06,3.46
1.6130628238472643e-12,4.5895929954967416e-10,3.1668442089630933e-08,3.2159346588834496e-08,9.744834129252467e-09,7.386864607555505e-10,1.5372946488168184e-12,9.316714755158635e-10,1.411589731241409e-07,8.472972805741198e-12,5.1349994279272395e-09,7.779924640741101e-07,8.080612404170454e-06,3.47
1.6123424923598957e-12,4.5875248096554345e-10,3.16540413205722e-08,3.214498568135395e-08,9.740442659235519e-09,7.383505532819038e-10,1.5415241132103977e-12,9.342309018325616e-10,1.4154617631757255e-07,8.469189484852232e-12,5.132685557421729e-09,7.776387114716691e-07,8.080579329074327e-06,3.48
1.6116224872866999e-12,4.585457577681427e-10,3.163964730974747e-08,3.21306312812393e-08,9.736053214778477e-09,7.380148034482199e-10,1.545751664692376e-12,9.367891496011628e-10,1.419331980377465e-07,8.465407878583623e-12,5.130372754356872e-09,7.77285124909279e-07,8.080546269003028e-06,3.49
