Time,BLL,IL,AL,A,BL,B,DLL,D,ILL,DL,I,ALL,L,kf_0,kr_0,kf_1,kr_1,kf_2,kr_2,kf_3,kr_3,kf_4,kr_4,kf_5,kr_5,kf_6,kr_6,kf_7,kr_7,kf_8,kr_8,kf_9,kr_9,kf_10,kr_10,kf_11,kr_11,kf_12,kr_12,kf_13,kr_13,kf_14,kr_14,kf_15,kr_15,kf_16,kr_16,comp1,React0,React1,React2,React3,React4,React5,React6,React7,React8,React9,React10,React11,React12,React13,React14,React15,React16
1.89,7.937922622861526e-10,5.5143393482513365e-09,4.928653891618446e-10,1.7310763508228535e-12,1.0464779435984323e-08,3.45121237242812e-08,7.764167139200829e-08,8.444251463237901e-13,8.360257603526279e-07,5.121038177810149e-10,9.092801953754737e-12,3.403089597416338e-08,8.086031672046623e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.6021633642584977e-25,-7.89550252572831e-25,-7.859313329787687e-25,-5.909550251299181e-27,9.744889589195674e-25,-5.907777777496956e-27,9.970160374507862e-25,4.798270711969005e-30,1.6231023496215973e-26,9.512480416749268e-30,1.8842750890528954e-26,3.4370535976390114e-25,-7.277700283384314e-32,-2.176430745534687e-29,4.536267875121483e-29,2.751024428312296e-26,4.170811801196099e-24
1.9,7.934304659676854e-10,5.511850541826627e-09,4.926429254039372e-10,1.7303025508365008e-12,1.0460055730529146e-08,3.4496696871586775e-08,7.805865262565322e-08,8.489676660666879e-13,8.356447611234728e-07,5.148563778684352e-10,9.088738011318716e-12,3.4015385329459603e-08,8.08599613533524e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.6014314114165192e-25,-7.891923615482079e-25,-7.855751591162569e-25,-5.906895378262121e-27,9.740460144410442e-25,-5.905123837734942e-27,9.965629362001185e-25,4.796307278347613e-30,1.622379755512822e-26,9.508008914706572e-30,1.883421264898218e-26,3.435450079179047e-25,-7.314217954099687e-32,-2.18750695598759e-29,4.5341813936665577e-29,2.749746994378892e-26,4.168856767302286e-24
1.91,7.930688403650861e-10,5.5093628818103486e-09,4.92420564694932e-10,1.729529102620836e-12,1.0455334213573998e-08,3.448127703192339e-08,7.847543839101531e-08,8.535081362848214e-13,8.352639406886901e-07,5.17607671847597e-10,9.084675905344474e-12,3.399988200293131e-08,8.085960614822044e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.6007000781554248e-25,-7.888345977264189e-25,-7.852191099336068e-25,-5.904241717003548e-27,9.736032797094464e-25,-5.902471106639645e-27,9.961100500505876e-25,4.794347006872267e-30,1.621657526221137e-26,9.503543564213514e-30,1.8825679484439557e-26,3.433848100787293e-25,-7.350616188206413e-32,-2.1985471209534228e-29,4.5320958550368193e-29,2.7484701488430033e-26,4.166902650836529e-24
1.92,7.927073849784674e-10,5.5068763679861e-09,4.921983067266826e-10,1.7287560050983345e-12,1.0450614878477889e-08,3.4465864183718715e-08,7.889202878007393e-08,8.580465578787424e-13,8.348832990060881e-07,5.203577002947577e-10,9.080615635573971e-12,3.3984385973453166e-08,8.085925110457301e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.599969199513854e-25,-7.884769815023231e-25,-7.848632063193285e-25,-5.901589267499639e-27,9.731607531606322e-25,-5.8998195853902914e-27,9.956573771015367e-25,4.792388522437917e-30,1.6209356370131803e-26,9.4990823390537e-30,1.8817150822883723e-26,3.43224727413186e-25,-7.386910776582388e-32,-2.2095561204007524e-29,4.53001125909244e-29,2.7471938915895134e-26,4.164949451576831e-24
1.93,7.923460993079423e-10,5.504391000137482e-09,4.919761511910422e-10,1.727983257191472e-12,1.0445897718599825e-08,3.445045830540043e-08,7.930842388480847e-08,8.625829317490029e-13,8.345028360334745e-07,5.231064637861741e-10,9.076557201749171e-12,3.396889721989982e-08,8.085889622191278e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5992386126039825e-25,-7.881195332396092e-25,-7.845074691605768e-25,-5.898938029716314e-27,9.727184332319425e-25,-5.897169275166442e-27,9.952049154521813e-25,4.790430481041502e-30,1.6202140641550887e-26,9.494623213009448e-30,1.8808626090296835e-26,3.4306472108820237e-25,-7.423121195195131e-32,-2.2205399735574606e-29,4.527927605693597e-29,2.745918222503307e-26,4.162997169301195e-24
1.94,7.919849828536234e-10,5.501906778048094e-09,4.917540977798641e-10,1.7272108578227246e-12,1.044118272729881e-08,3.4435059375396214e-08,7.972462379719827e-08,8.671172587961547e-13,8.341225517286572e-07,5.258539628981037e-10,9.072500603612036e-12,3.3953415721145934e-08,8.08585414997424e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5985081565573132e-25,-7.877622732709643e-25,-7.841519193448455e-25,-5.896288003609318e-27,9.722763183621047e-25,-5.894520177146995e-27,9.947526632017794e-25,4.7884715677967214e-30,1.6194927847939134e-26,9.490164159865658e-30,1.8800104712662032e-26,3.4290475227063167e-25,-7.459270625781312e-32,-2.231505813499754e-29,4.525844894700464e-29,2.74464314146927e-26,4.161045803787622e-24
1.95,7.916240351156236e-10,5.4994237015015375e-09,4.915321461850018e-10,1.7264388059145673e-12,1.043646989793386e-08,3.441966737213374e-08,8.014062860922273e-08,8.716495399207499e-13,8.337424460494443e-07,5.286001982068036e-10,9.068445840904524e-12,3.393794145606616e-08,8.08581869375645e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5977776724975705e-25,-7.874052218968881e-25,-7.837965777603059e-25,-5.8936391891244715e-27,9.718344069914032e-25,-5.891872292510847e-27,9.943006184496951e-25,4.786510496603159e-30,1.618771777093145e-26,9.48570315340529e-30,1.8791586115960967e-26,3.427447821273168e-25,-7.495385922759515e-32,-2.2424619136219452e-29,4.523763125973213e-29,2.743368648372287e-26,4.159095354814115e-24
1.96,7.91263261385813e-10,5.496941766106218e-09,4.91310299706983e-10,1.7256671131464271e-12,1.0431759301834827e-08,3.440428252961799e-08,8.055643840634284e-08,8.761797758496207e-13,8.333625183773663e-07,5.313451702144536e-10,9.064392905899124e-12,3.392247464762601e-08,8.08578325407667e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.597049273683866e-25,-7.870481172822171e-25,-7.834411763816775e-25,-5.890991579126928e-27,9.713927177939497e-25,-5.8892255987699354e-27,9.93848804139425e-25,4.7845642279720944e-30,1.6180513351426224e-26,9.481266092188681e-30,1.8783077615879235e-26,3.4258530668534683e-25,-7.531201606648045e-32,-2.2533256066847557e-29,4.521682295639367e-29,2.742094741010536e-26,4.1571458192780706e-24
1.97,7.909026600699191e-10,5.4944609724346635e-09,4.910885573557814e-10,1.7248957760302814e-12,1.0427050917627688e-08,3.438890477798387e-08,8.097205328176965e-08,8.807079675161444e-13,8.329827687791224e-07,5.340888795113082e-10,9.060341799749195e-12,3.39070152285778e-08,8.085747830773965e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5963223611487097e-25,-7.866910332041988e-25,-7.830857906887442e-25,-5.888345174954487e-27,9.709512453789301e-25,-5.8865801015748975e-27,9.933972136758226e-25,4.782627916610372e-30,1.6173313738917682e-26,9.476845673455024e-30,1.8774577147594692e-26,3.424261860466849e-25,-7.566785291190173e-32,-2.2641179859261547e-29,4.5196024042644043e-29,2.740821419663196e-26,4.1551971975018e-24
1.98,7.905422287393986e-10,5.491981321660814e-09,4.908669176215615e-10,1.7241247892405395e-12,1.0422344712707142e-08,3.437353401055177e-08,8.138747332965313e-08,8.852341158787216e-13,8.326031974044205e-07,5.368313266982925e-10,9.056292524684038e-12,3.3891563096513885e-08,8.085712423602633e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5955960166948343e-25,-7.863340839577321e-25,-7.827305377763568e-25,-5.8856999789241636e-27,9.705099814468509e-25,-5.883935809986668e-27,9.929458368850055e-25,4.7806941959783276e-30,1.61661176604e-26,9.472430572032217e-30,1.8766081509817947e-26,3.422672032697184e-25,-7.602259279175367e-32,-2.274877050302947e-29,4.517523452951475e-29,2.739548684910027e-26,4.1532494902225445e-24
1.99,7.901819671404005e-10,5.489502813390904e-09,4.906453803494746e-10,1.7233541522415978e-12,1.0417640683744436e-08,3.43581702166064e-08,8.180269864169579e-08,8.897582218305245e-13,8.322238041865881e-07,5.395725123485167e-10,9.052245080128305e-12,3.3876118240677996e-08,8.085677032537935e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5948701774927237e-25,-7.859772778630523e-25,-7.823754262585017e-25,-5.883055990682917e-27,9.700689252972053e-25,-5.881292724179949e-27,9.924946729216349e-25,4.778762577046783e-30,1.6158925037692038e-26,9.468019947961642e-30,1.875759046368968e-26,3.421083422423455e-25,-7.637640072856847e-32,-2.2856078735424862e-29,4.5154454414021865e-29,2.73827653654727e-26,4.1513026970959374e-24
2.0,7.89821875019074e-10,5.4870254472311705e-09,4.904239453846717e-10,1.7225838644978527e-12,1.0412938827410809e-08,3.434281338543247e-08,8.221772930960004e-08,8.942802862647254e-13,8.318445890589527e-07,5.423124370350911e-10,9.04819946550665e-12,3.3860680650313885e-08,8.085641657555141e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5941447820545622e-25,-7.856206232251478e-25,-7.820204647501815e-25,-5.8804132098716694e-27,9.69628076230323e-25,-5.8786508443274544e-27,9.920437209404778e-25,4.776832593616746e-30,1.6151735800066548e-26,9.463612961282749e-30,1.8749103770349744e-26,3.4194958685259133e-25,-7.672946445098616e-32,-2.296316230291891e-29,4.5133683693181485e-29,2.7370049743711644e-26,4.149356817777612e-24
2.01,7.894619521215681e-10,5.48454922278785e-09,4.902026125723046e-10,1.7218139254737006e-12,1.0408239140377503e-08,3.43274635063147e-08,8.26325654250684e-08,8.988003100744964e-13,8.314655519548418e-07,5.450511013311262e-10,9.04415568024373e-12,3.384525031466528e-08,8.085606298629511e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.593419769814106e-25,-7.85264128330881e-25,-7.816656618650437e-25,-5.877771636126542e-27,9.691874335474225e-25,-5.8760101706028935e-27,9.915929800960682e-25,4.7749037970254525e-30,1.6144549882047882e-26,9.459208772034982e-30,1.874062119093882e-26,3.4179092098836456e-25,-7.708199526229422e-32,-2.3070086130587018e-29,4.5112922364009713e-29,2.735733998177951e-26,4.1474118519232015e-24
2.02,7.891021981940319e-10,5.482074139667177e-09,4.899813817575245e-10,1.7210443346335378e-12,1.0403541619315764e-08,3.431212056853778e-08,8.304720707980331e-08,9.033182941530101e-13,8.310866928075825e-07,5.477885058097323e-10,9.040113723764199e-12,3.382982722297593e-08,8.085570955736313e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.592695081370629e-25,-7.849078014491567e-25,-7.813110262191075e-25,-5.875131269077456e-27,9.68746996550401e-25,-5.873370703180635e-27,9.911424495431944e-25,4.772975760778577e-30,1.613736722502136e-26,9.454806540259083e-30,1.8732142486597583e-26,3.4163232853767977e-25,-7.743422742004211e-32,-2.317692219505388e-29,4.5092170423522636e-29,2.734463607763872e-26,4.145467799188336e-24
2.03,7.887426129826147e-10,5.4796001974753886e-09,4.897602527854828e-10,1.7202750914417612e-12,1.0398846260896832e-08,3.4296784561386435e-08,8.346165436550722e-08,9.078342393934383e-13,8.307080115505024e-07,5.505246510440197e-10,9.036073595492714e-12,3.381441136448957e-08,8.085535628850809e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5919706584753687e-25,-7.8455165083346415e-25,-7.809565664256815e-25,-5.8724921083488704e-27,9.683067645420127e-25,-5.870732442234387e-27,9.906921284365176e-25,4.771048075587154e-30,1.6130187775878012e-26,9.450405425993851e-30,1.872366741846572e-26,3.4147379338844566e-25,-7.77864182601184e-32,-2.3283749577433027e-29,4.507142786873636e-29,2.733193802925166e-26,4.143524659228651e-24
2.04,7.883831962334653e-10,5.477127395818721e-09,4.895392255013308e-10,1.7195061953627666e-12,1.0394153061791951e-08,3.428145547414537e-08,8.387590737388263e-08,9.123481466889537e-13,8.303295081169289e-07,5.532595376070989e-10,9.032035294853926e-12,3.379900272844993e-08,8.085500317948266e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5912464439231084e-25,-7.841956847179799e-25,-7.806022910990907e-25,-5.869854153559951e-27,9.678667368258903e-25,-5.868095387937858e-27,9.902420159307197e-25,4.769120353007168e-30,1.6123011488369847e-26,9.44600458928132e-30,1.8715195747684246e-26,3.4131529942861323e-25,-7.81388481140327e-32,-2.3390654473914763e-29,4.5050694696666956e-29,2.7319245834580757e-26,4.141582431699779e-24
2.05,7.880239290718345e-10,5.474655667571846e-09,4.893182886125759e-10,1.7187376081401033e-12,1.0389461780391584e-08,3.426613254249902e-08,8.428997892341423e-08,9.168601405188692e-13,8.299511715151942e-07,5.559932454982062e-10,9.027998719850304e-12,3.378360051127432e-08,8.085465021259992e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5905827376912076e-25,-7.838392888294979e-25,-7.802485736988721e-25,-5.867217021039599e-27,9.674269191147311e-25,-5.865459496364447e-27,9.897920652447855e-25,4.768811149916345e-30,1.6116341768576974e-26,9.441566811989964e-30,1.8706716738461937e-26,3.4115612981789437e-25,-8.033269732046742e-32,-2.4060742905526086e-29,4.5029970382389256e-29,2.7306559148399445e-26,4.139641060105162e-24
2.06,7.876648582417763e-10,5.472185161739069e-09,4.89097470186185e-10,1.7179694252312082e-12,1.0384773017735908e-08,3.425081767406095e-08,8.470384000080581e-08,9.213699390473608e-13,8.295730262188165e-07,5.587255936203071e-10,9.023964096117076e-12,3.376820670132946e-08,8.085429743198307e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5898433271374807e-25,-7.834836773648452e-25,-7.798943677330989e-25,-5.864581580772539e-27,9.669873115990967e-25,-5.862824850413536e-27,9.893423995521073e-25,4.766433331233544e-30,1.6109030149344276e-26,9.437195757693083e-30,1.8698260176979398e-26,3.409982789347717e-25,-8.015825258070065e-32,-2.4006488221792963e-29,4.5009256087899696e-29,2.729387873746091e-26,4.137700670293986e-24
2.07,7.873059552045255e-10,5.469715790365297e-09,4.888767530687398e-10,1.7172015882312518e-12,1.0380086406400377e-08,3.4235509701587936e-08,8.511750784134395e-08,9.25877709715626e-13,8.291950577669212e-07,5.614566895589084e-10,9.019931290616994e-12,3.375282008495689e-08,8.085394481063729e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5891080838367766e-25,-7.831281781271452e-25,-7.795403334056775e-25,-5.861947320626276e-27,9.665479109296597e-25,-5.8601914040032225e-27,9.888929423701839e-25,4.764155741363822e-30,1.6101752563641288e-26,9.432826124809796e-30,1.868980731788697e-26,3.408404907931476e-25,-8.009532394706104e-32,-2.3986336513884395e-29,4.4988551127919097e-29,2.7281204149079415e-26,4.1357611878936446e-24
2.08,7.869472199600819e-10,5.467247553450531e-09,4.886561372602404e-10,1.7164340971402342e-12,1.0375401946384993e-08,3.4220208625079966e-08,8.553098244502873e-08,9.303834525236653e-13,8.288172661595082e-07,5.6418653331401e-10,9.015900303350054e-12,3.3737440662156625e-08,8.085359234856258e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5883765694868144e-25,-7.827727978885959e-25,-7.791864707179632e-25,-5.85931424279904e-27,9.661087167874169e-25,-5.8575591571348295e-27,9.884436936990365e-25,4.76196682889536e-30,1.6094505441393543e-26,9.428457913340748e-30,1.8681358161184985e-26,3.4068276539308556e-25,-8.013101401943765e-32,-2.399634344582655e-29,4.4967855502447435e-29,2.726853538325497e-26,4.133822612904138e-24
2.09,7.865886525084457e-10,5.464780450994771e-09,4.884356227606867e-10,1.7156669519581552e-12,1.0370719637689759e-08,3.4204914444537045e-08,8.59442638118601e-08,9.348871674714783e-13,8.284396513965775e-07,5.669151248856119e-10,9.011871134316259e-12,3.372206843292866e-08,8.085324004575895e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5876483459750485e-25,-7.824175434186843e-25,-7.788327796689397e-25,-5.856682349488403e-27,9.656697288536193e-25,-5.854928109806703e-27,9.879946535387075e-25,4.759855047379424e-30,1.6087285214644162e-26,9.424091123284647e-30,1.8672912706873112e-26,3.4052510273454333e-25,-8.025243151885609e-32,-2.403256638629941e-29,4.494716921148472e-29,2.725587243998758e-26,4.1318849453254646e-24
2.1,7.862302528496168e-10,5.462314482998015e-09,4.882152095700788e-10,1.714900152685015e-12,1.036603948031467e-08,3.418962715995917e-08,8.635735194183808e-08,9.393888545590654e-13,8.280622134781292e-07,5.696424642737144e-10,9.007843783515606e-12,3.370670339727299e-08,8.085288790222638e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5869229754328795e-25,-7.820624214841874e-25,-7.784792602589455e-25,-5.85405164289086e-27,9.652309468095919e-25,-5.852298262020828e-27,9.875458218891122e-25,4.75780885632298e-30,1.6080088315859774e-26,9.419725754642787e-30,1.866447095495201e-26,3.4036750281751025e-25,-8.04466908738882e-32,-2.4091064525103775e-29,4.492649225503095e-29,2.7243215319277235e-26,4.129948185157626e-24
2.11,7.858720209835952e-10,5.459849649460265e-09,4.879948976884166e-10,1.7141336993208136e-12,1.0361361474259733e-08,3.417434677134634e-08,8.677024683496266e-08,9.438885137864259e-13,8.276849524041633e-07,5.723685514783168e-10,9.003818250948098e-12,3.3691345555189626e-08,8.085253591796489e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5862000201543376e-25,-7.81707438848155e-25,-7.781259124883197e-25,-5.851422125201666e-27,9.647923703367762e-25,-5.849669613776213e-27,9.870971987503776e-25,4.755816720526949e-30,1.6072911180471627e-26,9.415361807413874e-30,1.8656032905420856e-26,3.402099656420181e-25,-8.070091226201106e-32,-2.4167898904925036e-29,4.4905824633086116e-29,2.723056402112393e-26,4.1280123324006214e-24
2.12,7.855139569103808e-10,5.457385950381522e-09,4.877746871157002e-10,1.7133675918655505e-12,1.035668561952494e-08,3.4159073278698564e-08,8.718294849123384e-08,9.483861451535607e-13,8.273078681746797e-07,5.7509338649942e-10,8.999794536613732e-12,3.367599490667855e-08,8.085218409297448e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5854790427180563e-25,-7.813526022714347e-25,-7.777727363560458e-25,-5.848793798615414e-27,9.64353999116889e-25,-5.8470421650718644e-27,9.866487841223766e-25,4.753867109424465e-30,1.6065750245096818e-26,9.410999281598554e-30,1.8647598558280143e-26,3.4005249120802457e-25,-8.100222165096605e-32,-2.4259132230750735e-29,4.4885166345650233e-29,2.7217918545527683e-26,4.126077387054451e-24
2.13,7.851560606299738e-10,5.454923385761783e-09,4.875545778519295e-10,1.7126018303192266e-12,1.0352011916110296e-08,3.414380668201584e-08,8.759545691065162e-08,9.528817486604691e-13,8.269309607896786e-07,5.778169693370232e-10,8.99577264051251e-12,3.366065145173978e-08,8.085183242725514e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.5847596057839844e-25,-7.809979185108084e-25,-7.774197318634789e-25,-5.846166665325455e-27,9.63915832831647e-25,-5.844415915909437e-27,9.86200578005173e-25,4.7519484984043625e-30,1.6058601947622986e-26,9.406638177197475e-30,1.8639167913529708e-26,3.3989507951559316e-25,-8.1337751005554e-32,-2.436082914515628e-29,4.48645173927233e-29,2.720527889248847e-26,4.124143349119115e-24
2.14,7.84798332142374e-10,5.45246195560105e-09,4.873345698971045e-10,1.7118364146818408e-12,1.03473403640158e-08,3.412854698129815e-08,8.800777209321603e-08,9.573753243071517e-13,8.265542302491598e-07,5.80539299991127e-10,8.991752562644431e-12,3.364531519037331e-08,8.085148092080687e-06,300000000.0,8000.0,150000000.0,16000.0,30000.0,700.0,300000000.0,8.64,150000000.0,17.28,0.54,10800.0,130.0,2740.0,300000000.0,4.0,150000000.0,8.0,19.7,3.74,19.85,1.74,20.0,0.81,300000000.0,4.0,150000000.0,8.0,0.05,0.0012,0.05,0.0012,0.05,0.0012,1e-16,1.584041272256016e-25,-7.806433943210249e-25,-7.77066899009264e-25,-5.843540727524481e-27,9.634778711629788e-25,-5.841790866287607e-27,9.857525803987664e-25,4.7500493674876846e-30,1.605146272754714e-26,9.402278494208696e-30,1.863074097116988e-26,3.397377305646709e-25,-8.169463787404485e-32,-2.4469056058898354e-29,4.48438777743053e-29,2.7192645062006316e-26,4.1222102185946136e-24
