Time,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta,HOAc_E,S0,kTCA,k1,KM1,k2,KM2,kAck_f,kAck_r,C,H,Keq,k3,alpha0,alpha1,alpha2,alpha3,Kg1,Kg2,Kg3,n,kd,compartment,V_gly,V_TCA,V_out,V_Pta,V_Ack,V_Acs,V_Ace,R_LacI,R_Acs,R_Pta,R_dLacI,R_dAcs,R_dPta
7.8100000000000005,0.00010260140731558568,2.1373165136980137,1.7529231678735773,5.6683161159394775e-05,0.0106041095922487,0.21208219184497423,4.828852240844498,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010260140731558568,5.668316115939478e-07,0.6594683411748098,0.3843933458244364,0.16050910000984087,1.4695073620766034e-05,0.004368560702448557,0.08737121404897115,0.017629355801221762,0.000636246575534922,0.012724931510698454,0.28973113445066984
7.82,0.00010274903806994008,2.1400675759625307,1.7551615434317613,5.682451310496555e-05,0.01064147531884923,0.2128295063769848,4.826131425962002,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010274903806994009,5.682451310496555e-07,0.6600435015744204,0.3849060325307694,0.16108577335402874,1.4710389779069337e-05,0.004379321171040302,0.08758642342080603,0.01750685002049579,0.0006384885191309537,0.012769770382619087,0.2895678855577201
7.83,0.00010289703549235404,2.142819263308648,1.7573992786071786,5.6966004003218536e-05,0.010678926274455722,0.21357852548911468,4.823411023363634,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010289703549235404,5.696600400321854e-07,0.6606199963667941,0.38541998470146943,0.161663784817238,1.4725692585910859e-05,0.004390095504023263,0.08780191008046526,0.01738533794546616,0.0006407355764673433,0.01281471152934688,0.28940466140181803
7.84,0.00010304540017959598,2.1455715764254975,1.759636372673537,5.710763370675176e-05,0.010716462546558161,0.21432925093116348,4.820691042690273,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010304540017959597,5.710763370675176e-07,0.6611978269370405,0.38593520375196055,0.16224313579074387,1.474098204139778e-05,0.004400883703340656,0.08801767406681313,0.01726481040975662,0.0006429877527934897,0.012859755055869808,0.28924146256141636
7.8500000000000005,0.00010319413273040843,2.148324516001909,1.7618728249047855,5.724940206817907e-05,0.01075408422261345,0.21508168445226925,4.817971493485849,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010319413273040842,5.724940206817907e-07,0.6617769946697057,0.3864516910971234,0.1628238276652771,1.47562581456389e-05,0.00441168577092999,0.0882337154185998,0.01714525834112814,0.0006452450533568071,0.012904901067136154,0.2890782896091509
7.86,0.00010334323374549926,2.151078082726407,1.7641086345751147,5.739130894013011e-05,0.010791791390045364,0.21583582780090754,4.81525238519834,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010334323374549927,5.739130894013011e-07,0.6623575009487728,0.3869694481512924,0.1634058618310234,1.477152089874464e-05,0.004422501708723034,0.08845003417446068,0.017026672760423113,0.0006475074834027218,0.012950149668054451,0.28891514311190036
7.87,0.00010349270382753317,2.153832277287215,1.766343800958957,5.753335417525041e-05,0.010829584136244534,0.21659168272489093,4.812533727180754,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010349270382753316,5.753335417525041e-07,0.6629393471576595,0.387488476328258,0.16398923967762297,1.4786770300827048e-05,0.004433331518645799,0.08866663037291597,0.01690904478052204,0.000649775048174672,0.012995500963493455,0.28875202363084523
7.88,0.00010364254358112322,2.1565871003722505,1.768578323330986,5.767553762620137e-05,0.010867462548568393,0.21734925097136812,4.809815528692097,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010364254358112323,5.767553762620137e-07,0.6635225346792194,0.3880087770412646,0.16457396259416984,1.4802006351999791e-05,0.004444175202618507,0.08888350405237012,0.016792365605312904,0.0006520477529141036,0.013040955058282087,0.2885889317215258
7.890000000000001,0.00010379275361282248,2.1593425526691283,1.7708122009661171,5.7817859145660246e-05,0.01090542671434115,0.21810853428682322,4.807097798898338,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010379275361282248,5.781785914566025e-07,0.6641070648957411,0.3885303517030112,0.1651600319692114,1.481722905237816e-05,0.004455032762555561,0.0891006552511112,0.016676626528672814,0.000654325602860469,0.013086512057209393,0.2884258679339003
7.9,0.00010394333453111555,2.162098634865158,1.773045433139507,5.7960318586320174e-05,0.010943476720853726,0.21886953441707477,4.804380546873363,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010394333453111555,5.796031858632018e-07,0.6646929391889461,0.38905320172565117,0.1657474491907473,1.483243840207906e-05,0.004465904200365521,0.08931808400731041,0.016561818933461998,0.0006566086032512235,0.013132172065024485,0.2882628328124017
7.91,0.00010409428694641087,2.1648553476473453,1.7752780191265536,5.810291580089023e-05,0.010981612655363753,0.2196322531072753,4.8016637815999035,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010409428694641088,5.810291580089023e-07,0.6652801589399907,0.38957732852079174,0.16633621564622944,1.4847634401221023e-05,0.004476789517951082,0.08953579035902165,0.01644793429052964,0.0006588967593218251,0.013177935186436517,0.28809982689599417
7.92,0.00010424561147103218,2.1676126917023915,1.777509958202897,5.824565064209539e-05,0.011019834605095508,0.22039669210191037,4.798947511970478,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010424561147103217,5.824565064209539e-07,0.6658687255294636,0.3901027334994944,0.16692633272256122,1.4862817049924202e-05,0.004487688717209046,0.08975377434418091,0.016334964157731856,0.0006611900763057305,0.013223801526114623,0.28793685071822867
7.930000000000001,0.0001043973087192109,2.1703706677166927,1.779741249644419,5.83885229626766e-05,0.011058142657239884,0.2211628531447979,4.796231746788303,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010439730871921091,5.83885229626766e-07,0.6664586403373867,0.3906294180722738,0.16751780180609663,1.4877986348310357e-05,0.004498601800030286,0.08997203600060572,0.016222900178961254,0.000663488559434393,0.013269771188687872,0.28777390480729814
7.94,0.00010454937930707802,2.17312927637634,1.7819718927272419,5.853153261539069e-05,0.011096536898954342,0.22193073797908702,4.793516494768208,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010454937930707803,5.853153261539069e-07,0.6670499047432127,0.391157383649098,0.1681106242826398,1.4893142296502883e-05,0.004509528768299729,0.09019057536599456,0.01611173408318825,0.0006657922139372605,0.013315844278745222,0.2876109896860925
7.95,0.00010470182385265653,2.175888518367119,1.7842018867277307,5.867467945301051e-05,0.011135017417362884,0.22270034834725788,4.7908017645375285,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010470182385265653,5.867467945301051e-07,0.6676425201258266,0.3916866316393883,0.1687048015374445,1.4908284894626782e-05,0.004520469623896326,0.09040939247792651,0.016001457683513708,0.000668101045041773,0.013362020900835473,0.2874481058722517
7.96,0.00010485464297585374,2.1786483943745107,1.786431230922492,5.881796332832488e-05,0.011173584299556009,0.22347168599112036,4.788087564636997,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010485464297585374,5.881796332832488e-07,0.6682364878635435,0.39221716345201885,0.1693003349552134,1.4923414142808676e-05,0.004531424368693029,0.09062848737386058,0.01589206287623298,0.0006704150579733605,0.013408301159467222,0.2872852538782198
7.97,0.00010500783729845365,2.18140890508369,1.7886599245883736,5.8961384094138616e-05,0.011212237632590666,0.22424475265181348,4.785373903521623,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010500783729845366,5.896138409413861e-07,0.6688318093341097,0.39274898049531637,0.16989722592009737,1.4938530041176806e-05,0.004542393004556756,0.0908478600911351,0.015783541639911157,0.0006727342579554399,0.013454685159108809,0.28712243421129735
7.98,0.00010516140744410952,2.1841700511795255,1.790887967002466,5.910494160327254e-05,0.011250977503490224,0.22501955006980465,4.782660789561562,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010516140744410952,5.910494160327255e-07,0.6694284859147005,0.39328208417705945,0.17049547581569502,1.495363258986103e-05,0.004553375533348373,0.09106751066696746,0.015675886034469278,0.0006750586502094134,0.013501173004188278,0.28695964737369367
7.99,0.00010531535403833641,2.1869318333465793,1.7931153574421002,5.9248635708563473e-05,0.01128980399924442,0.22579607998488854,4.779948231042975,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010531535403833642,5.924863570856347e-07,0.6700265189819201,0.3938164759044791,0.17109508602505177,1.4968721788992825e-05,0.00456437195692266,0.0912874391384532,0.015569088200281507,0.0006773882399546651,0.013547764799093313,0.2867968938625785
8.0,0.00010546967770850409,2.1896942522691085,1.7953420951848502,5.939246626286431e-05,0.011328717206809327,0.22657434413618668,4.7772362361688785,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001054696777085041,5.939246626286431e-07,0.6706259099118022,0.3943521570842583,0.17169605793065962,1.4983797638705286e-05,0.004575382277128291,0.09150764554256582,0.015463140357283025,0.0006797230324085596,0.0135944606481712,0.2866341741701327
8.01,0.00010562437908382958,2.192457308631062,1.7975681795085314,5.953643311904399e-05,0.011367717213107312,0.2273543442621464,4.774524813059985,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010562437908382958,5.953643311904398e-07,0.6712266600798072,0.3948891291225307,0.172298392914456,1.4998860139133112e-05,0.004586406495807801,0.09172812991615602,0.015358034804088564,0.0006820630327864387,0.013641260655728784,0.28647148878359907
8.02,0.00010577945879537031,2.1952210031160835,1.7997936096912015,5.96805361299875e-05,0.011406804105026995,0.22813608210054007,4.771813969755536,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001057794587953703,5.968053612998751e-07,0.6718287708608239,0.395427393424882,0.17290209235782372,1.5013909290412639e-05,0.004597444614797563,0.09194889229595124,0.01525376391712147,0.0006844082463016197,0.013688164926032403,0.28630883818533215
8.03,0.00010593491747601695,2.197985336407508,1.8020183850111602,5.982477514859595e-05,0.011445977969423203,0.22891955938846423,4.769103714214122,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010593491747601695,5.982477514859595e-07,0.6724322436291674,0.39596695139634797,0.17350715764158975,1.5028945092681802e-05,0.004608496635927759,0.09216993271855517,0.01515032014975308,0.0006867586781653921,0.013735173563307853,0.2861462228528473
8.040000000000001,0.00010609075576048656,2.200750309188365,1.8042425047469495,5.996915002778652e-05,0.011485238893116936,0.22970477786233892,4.766394054314497,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010609075576048657,5.996915002778653e-07,0.6730370797585792,0.3965078044414154,0.174113590146025,1.5043967546080168e-05,0.0046195625610223594,0.09239125122044718,0.01504769603145236,0.0006891143335870162,0.013782286671740335,0.2859836432588698
8.05,0.0001062469742853156,2.203515922141374,1.8064659681773525,6.0113660620492465e-05,0.011524586962895305,0.2304917392579063,4.7636849978563856,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001062469742853156,6.011366062049247e-07,0.6736432806222257,0.3970499539640213,0.17472139125084304,1.5058976650748902e-05,0.004630642391899084,0.09261284783798167,0.0149458841669457,0.0006914752177737183,0.013829504355474379,0.2858210998713831
8.06,0.00010640357368885341,2.2062821759489486,1.8086887745813958,6.025830677966322e-05,0.011564022265511521,0.23128044531023062,4.7609765525612735,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010640357368885342,6.025830677966322e-07,0.674250847592699,0.39759340136755283,0.17533056233520028,1.5073972406830795e-05,0.004641736130369385,0.09283472260738769,0.01484487723538652,0.0006938413359306912,0.013876826718613837,0.2856585931536764
8.07,0.00010656055461125538,2.209049071293194,1.8109109232383478,6.0403088358264354e-05,0.011603544887684829,0.2320708977536968,4.758268726073199,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001065605546112554,6.040308835826435e-07,0.674859782042015,0.39813814805484604,0.17594110477769467,1.5088954814470261e-05,0.004652843778238416,0.0930568755647683,0.014744667989534943,0.0006962126932610897,0.013924253865221807,0.2854961235643919
8.08,0.00010671791769447641,2.211816608855906,1.8131324134277198,6.0548005209277566e-05,0.011643154916100476,0.23286309832200974,4.755561525959528,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001067179176944764,6.054800520927756e-07,0.6754700853416139,0.3986841954281861,0.17655301995636533,1.510392387381332e-05,0.004663965337305007,0.09327930674610012,0.014645249254947047,0.0006985892949660285,0.013971785899320584,0.28533369155757166
8.09,0.00010687566358226449,2.2145847893185735,1.815353244429265,6.0693057185700744e-05,0.011682852437409663,0.23365704874819346,4.7528549597117244,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010687566358226449,6.069305718570075e-07,0.6760817588623588,0.39923154488930845,0.1771663092486916,1.511887958500761e-05,0.004675100809361639,0.09350201618723278,0.014546613929173802,0.0007009711462445797,0.014019422924891606,0.28517129758270343
8.1,0.00010703379292015409,2.2173536133623752,1.8175734155229795,6.083824414054796e-05,0.011722637538229502,0.23445275076459024,4.750149034746115,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010703379292015408,6.083824414054796e-07,0.6766948039745347,0.3997801978393958,0.17778097403159268,1.5133821948202395e-05,0.004686250196194411,0.09372500392388822,0.014448754980969465,0.0007033582522937701,0.014067165045875414,0.2850089420847669
8.11,0.00010719230635545999,2.220123081668181,1.819792925989102,6.0983565926849466e-05,0.011762510305142975,0.2352502061028597,4.747443758404636,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010719230635546,6.098356592684947e-07,0.6773092220478493,0.40033015567907926,0.1783970156814267,1.5148750963548544e-05,0.004697413499583016,0.09394826999166031,0.014351665449509351,0.0007057506183085785,0.014115012366171582,0.28484662550427814
8.120000000000001,0.00010735120453727096,2.2228931949165527,1.8220117751081144,6.112902239765177e-05,0.011802470824698898,0.23604941649397818,4.744739137955582,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010735120453727095,6.112902239765177e-07,0.6779250144514307,0.4008814198084383,0.1790144355739903,1.5163666631198556e-05,0.004708590721300719,0.09417181442601437,0.014255338443616821,0.0007081482494819338,0.01416296498963869,0.2846843482773349
8.13,0.00010751048811644356,2.22566395378774,1.8242299621607405,6.127461340601753e-05,0.011842519183411846,0.23685038366823713,4.742035180594344,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010751048811644356,6.127461340601754e-07,0.6785421825538283,0.40143399162699933,0.17963323508451728,1.5178568951306526e-05,0.004719781863114322,0.09439563726228643,0.014159767140999561,0.0007105511510047107,0.014211023020094228,0.28452211083566065
8.14,0.00010767015774559616,2.2284353589616845,1.8264474864279479,6.142033880502572e-05,0.011882655467762149,0.23765310935524322,4.739331893444134,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010767015774559615,6.142033880502572e-07,0.6791607277230105,0.4019878725337367,0.18025341558767885,1.5193457924028192e-05,0.004730986926784141,0.09461973853568283,0.014064944787494616,0.0007129593280657289,0.014259186561314592,0.28435991360664803
8.15,0.00010783021407910278,2.2312074111180173,1.828664347190947,6.156619844777153e-05,0.011922879764195829,0.23845759528391683,4.736629283556706,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010783021407910279,6.156619844777154e-07,0.6797806513263664,0.4025430639270704,0.18087497845758224,1.5208333549520892e-05,0.004742205914063979,0.09484411828127957,0.01397086469632258,0.0007153727858517497,0.01430745571703501,0.28419775701340233
8.16,0.00010799065777308714,2.233980110936059,1.8308805437311915,6.171219218736645e-05,0.011963192159124551,0.23926384318249128,4.733927357913073,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010799065777308714,6.171219218736645e-07,0.6804019547307026,0.4030995672048674,0.18149792506777027,1.5223195827943593e-05,0.004753438826701099,0.09506877653402196,0.013877520247350467,0.0007177915295474731,0.014355830590949477,0.2840356414747844
8.17,0.00010815148948541685,2.236753459094819,1.8330960753303784,6.185831987693823e-05,0.012003592738925586,0.24007185477851198,4.731226123424209,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010815148948541686,6.185831987693823e-07,0.6810246393022437,0.4036573837644404,0.1821222567912206,1.5238044759456872e-05,0.004764685666436195,0.09529371332872388,0.013784904886363308,0.0007202155643355352,0.014404311286710719,0.28387356740545255
8.18,0.00010831270987569766,2.239527456272996,1.835310941270448,6.200458136963093e-05,0.01204408158994176,0.24088163179883548,4.728525586931745,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010831270987569765,6.200458136963093e-07,0.6816487064066321,0.40421651500254807,0.1827479750003449,1.5252880344222934e-05,0.004775946435003366,0.09551892870006733,0.013693012124344296,0.0007226448953965056,0.014452897907930128,0.2837115352159047
8.19,0.00010847431960526759,2.242302103148978,1.8375251408335842,6.215097651860493e-05,0.012084658798481416,0.24169317596962858,4.725825755208662,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010847431960526758,6.215097651860494e-07,0.6822741574089263,0.4047769623153936,0.1833750810669883,1.5267702582405596e-05,0.00478722113413009,0.0957444226826018,0.013601835536763454,0.0007250795279088849,0.014501590558177714,0.28354954531251975
8.2,0.00010863631933719148,2.24507740040084,1.8397386733022143,6.229750517703694e-05,0.01212532445081836,0.24250648901636745,4.723126634959971,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010863631933719147,6.229750517703694e-07,0.6829009936736012,0.4053387270986255,0.1840035763624286,1.5282511474170296e-05,0.004798509765537196,0.09597019531074392,0.013511368762874617,0.0007275194670491016,0.014550389340982047,0.2833875980975983
8.21,0.00010879870973625521,2.247853348706347,1.8419515379590101,6.244416719812003e-05,0.012166078633191826,0.24332157266383678,4.720428232823389,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010879870973625522,6.244416719812003e-07,0.6835292165645471,0.4059018107473369,0.18463346225737556,1.5297307019684096e-05,0.0048098123309388415,0.0961962466187768,0.01342160550502072,0.0007299647179915095,0.014599294359830206,0.28322569396940334
8.22,0.00010896149146896024,2.2506299487429495,1.844163734086886,6.259096243506355e-05,0.012206921431806404,0.24413842863612834,4.717730555370006,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010896149146896025,6.259096243506355e-07,0.6841588274450683,0.4064662146560636,0.18526474012197003,1.531208921911568e-05,0.004821128832042465,0.0964225766408493,0.013332539527947272,0.0007324152859083842,0.0146483057181677,0.28306383332220036
8.23,0.00010912466520351832,2.253407201187788,1.8463752609690014,6.273789074109332e-05,0.012247852932832034,0.2449570586566409,4.715033609104948,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010912466520351832,6.273789074109332e-07,0.6847898276778835,0.4070319402187865,0.18589741132578344,1.5326858072635348e-05,0.0048324592705487925,0.09664918541097585,0.01324416465812377,0.000734871175969922,0.014697423519398454,0.2829020165462969
8.24,0.0001092882316098459,2.2561851067176883,1.8485861178887597,6.288495196945149e-05,0.012288873222403927,0.2457774644480788,4.712337400468024,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001092882316098459,6.288495196945149e-07,0.6854222186251241,0.40759898882892864,0.186531477237817,1.534161358041502e-05,0.004843803648151782,0.09687607296303563,0.013156474783073226,0.0007373323933442356,0.014746647866884727,0.2827402440280814
8.25,0.00010945219135955903,2.2589636660091643,1.8507963041298086,6.303214597339663e-05,0.012329982386622534,0.24659964773245094,4.709641935834379,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010945219135955902,6.303214597339664e-07,0.6860560016483349,0.40816736187935576,0.18716693922650085,1.535635574262825e-05,0.004855161966538612,0.09710323933077222,0.01306946385070945,0.000739798943197352,0.014795978863947056,0.28257851615006274
8.26,0.00010961654512596802,2.261742879738416,1.8530058189760399,6.317947260620376e-05,0.01237118051155349,0.24742361023107007,4.706947221515132,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010961654512596803,6.317947260620376e-07,0.6866911781084721,0.4087370607623759,0.1878037986596935,1.537108455945021e-05,0.004866534227389641,0.09733068454779281,0.012983125868682147,0.0007422708306932094,0.014845416613864203,0.2824168332909079
8.27,0.00010978129358407221,2.2645227485813293,1.8552146617115906,6.332693172116427e-05,0.012412467683227572,0.24824935366455173,4.7042532637580035,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.001097812935840722,6.332693172116427e-07,0.6873277493659028,0.40930808686973874,0.18844205690468083,1.538580003105769e-05,0.004877920432378395,0.0975584086475679,0.012897454903729651,0.0007447480609936543,0.014894961219873102,0.2822551958254802
8.28,0.00010994643741055506,2.2673032732134772,1.8574228316208417,6.347452317158605e-05,0.01245384398764065,0.24907687975281328,4.701560068747946,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0010994643741055507,6.347452317158605e-07,0.6879657167804046,0.4098804415926356,0.18908171532817564,1.5400502157629113e-05,0.004889320583171531,0.0977864116634306,0.012812445081039257,0.000747230639258439,0.014944612785168796,0.2820936041248767
