Time,AcCoA,AcP,OAc,HOAc,LacI,Acs,Pta,HOAc_E,S0,kTCA,k1,KM1,k2,KM2,kAck_f,kAck_r,C,H,Keq,k3,alpha0,alpha1,alpha2,alpha3,Kg1,Kg2,Kg3,n,kd,compartment,V_gly,V_TCA,V_out,V_Pta,V_Ack,V_Acs,V_Ace,R_LacI,R_Acs,R_Pta,R_dLacI,R_dAcs,R_dPta
2.94,7.694871532353026e-05,0.8574420096134838,0.6017933869655934,7.2430680421086185e-06,0.0007658875777159078,0.015317751554318176,4.974797535797304,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007694871532353026,7.243068042108619e-08,0.5097519598582764,0.25564862264789046,0.010508074609739864,5.655780467550503e-06,0.0007298409594877651,0.0145968191897553,1.2605700518743548,4.5953254662954467e-05,0.0009190650932590905,0.29848785214783824
2.95,7.681597781201437e-05,0.8599831005052749,0.6042446839269424,7.2990073344523525e-06,0.0007727458911402473,0.015454917822804967,4.984373847693468,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007681597781201437,7.299007334452352e-08,0.5098533198332134,0.2557384165783325,0.010608303787694822,5.6774964725468065e-06,0.0007341414364821995,0.014682828729643988,1.2522413458725816,4.6364753468414836e-05,0.000927295069368298,0.29906243086160805
2.96,7.66852066375311e-05,0.8625243088466101,0.6066958744305972,7.355158124169771e-06,0.0007796431454219989,0.015592862908439996,4.993861100269334,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000766852066375311,7.355158124169771e-08,0.5099552601160781,0.2558284344160129,0.01070913352053704,5.699200838097484e-06,0.0007384544647757467,0.014769089295514933,1.2439022092911416,4.677858872531993e-05,0.0009355717745063997,0.29963166601616004
2.97,7.655638516524691e-05,0.8650656381928916,0.6091469547422104,7.411520273552378e-06,0.0007865794427004618,0.015731588854009257,5.003259249693492,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007655638516524691,7.411520273552379e-08,0.5100577865953735,0.25591868345068125,0.010810565431713435,5.720893533744484e-06,0.0007427800488723935,0.01485560097744787,1.2355538887363777,4.719476656202771e-05,0.0009438953312405554,0.3001955549816095
2.98,7.642949590197192e-05,0.867607092053652,0.6115979211756379,7.468093644644357e-06,0.0007935548851010041,0.015871097702020102,5.012568262850983,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007642949590197192,7.468093644644358e-08,0.5101608983337558,0.2560091708780141,0.010912601144527634,5.742574529524161e-06,0.000747118193257051,0.014942363865141021,1.2271976282716215,4.761329310606024e-05,0.0009522658621212061,0.30075409577105894
2.99,7.630452232967114e-05,0.8701486738808426,0.6140487701031372,7.5248780991903495e-06,0.000800569574731405,0.01601139149462812,5.021788119785537,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007630452232967114,7.524878099190349e-08,0.5102646000186343,0.2560999037777054,0.011015242282115971,5.764243796071854e-06,0.0007514689023743276,0.01502937804748655,1.2188346687224334,4.80341744838843e-05,0.0009606834896776871,0.30130728718713223
3.0,7.618144685122903e-05,0.8726903870731728,0.6164994979530509,7.581873498647463e-06,0.0008076236136818251,0.01615247227363652,5.030918813392957,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007618144685122903,7.581873498647463e-08,0.5103688882548733,0.2561908891201219,0.011118490467442024,5.785901304598136e-06,0.000755832180634556,0.015116643612691119,1.2104662469861995,4.845741682090951e-05,0.0009691483364181912,0.3018551288035774
3.0100000000000002,7.606025389632318e-05,0.8752322349761026,0.6189501012066027,7.63907970420182e-06,0.000814717104025121,0.01629434208050244,5.039960348902116,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007606025389632319,7.639079704201821e-08,0.5104737722744186,0.25628213376949993,0.011222347323293616,5.807547026855935e-06,0.0007602080324124529,0.015204160648249058,1.2020935953508456,4.8883026241507264e-05,0.0009776605248301463,0.3023976209341269
3.02,7.594092531101219e-05,0.8777742208880125,0.6214005763963478,7.696496576776634e-06,0.0008218501478166991,0.016437002956334004,5.048912743702448,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007594092531101219,7.696496576776634e-08,0.5105792430923498,0.25637364449166467,0.011326814472277577,5.829180935124646e-06,0.0007645964620564595,0.015291929241129189,1.1937179408243357,4.9311008869001944e-05,0.0009862201773800402,0.30293476462214686
3.0300000000000002,7.582344650026395e-05,0.8803163480514662,0.623850920108828,7.754123977018725e-06,0.0008290228470928138,0.016580456941856298,5.05777602817074,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007582344650026395,7.754123977018726e-08,0.5106853147657187,0.25646542794263816,0.01143189353680365,5.850803002237343e-06,0.0007689974738724166,0.015379949477448331,1.185340504476911,4.974137082556882e-05,0.000994827416511378,0.3034665616902444
3.04,7.57077998282345e-05,0.8828586196683875,0.6263011289757635,7.811961765343745e-06,0.0008362353038732776,0.016724706077465575,5.066550243702338,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000757077998282345,7.811961765343745e-08,0.5107919799436884,0.256557490692624,0.011537586139100208,5.872413201490448e-06,0.0007734110721485645,0.015468221442971287,1.176962500789743,5.0174118232396656e-05,0.0010034823646479344,0.30399301462214023
3.0500000000000003,7.559397031319502e-05,0.8854010388907716,0.6287511996777279,7.870009801917445e-06,0.0008434876201594009,0.01686975240318804,5.075235443739482,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007559397031319502,7.870009801917445e-08,0.5108992482452753,0.25664983921304374,0.011643893901195735,5.8940115066814065e-06,0.0007778372611383286,0.015556745222766571,1.168585137021427,5.0609257209564055e-05,0.0010121851441912825,0.3045141266243689
3.06,7.548194038359789e-05,0.8879436088260767,0.6312011289441123,7.928267946656022e-06,0.0008507798979334049,0.017015597958668117,5.0838316939080315,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007548194038359789,7.928267946656022e-08,0.5110071109816368,0.2567424798819644,0.011750818444911187,5.915597892108322e-06,0.0007822760450685055,0.01564552090137011,1.1602096125855443,5.1046793876004294e-05,0.001020935877520087,0.3050299016344819
3.0700000000000003,7.537169594356498e-05,0.8904863325322454,0.6336509135519061,7.986736059232436e-06,0.0008581122391582424,0.017162244783164866,5.09233907186744,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007537169594356498,7.986736059232436e-08,0.5111155820843567,0.25683541898033935,0.011858361391855012,5.937172332557438e-06,0.0007867274281294202,0.015734548562588404,1.15183711844117,5.1486734349494545e-05,0.0010297346869898919,0.3055403443120464
3.08,7.526321920189252e-05,0.8930292130262167,0.6361005503244515,8.045413999082954e-06,0.0008654847457774165,0.017309694915548346,5.100757667137176,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007526321920189252,8.045413999082954e-08,0.5112246496488401,0.2569286627017653,0.011966524363417979,5.9587348032903675e-06,0.00079119141448866,0.0158238282897732,1.1434688364973453,5.192908474664499e-05,0.0010385816949329007,0.3060454600282306
3.09,7.515649691340571e-05,0.8955722532766028,0.6385500361303643,8.104301625412729e-06,0.0008728975197147663,0.017457950394295343,5.109087580957178,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007515649691340571,8.104301625412729e-08,0.5113343317259688,0.2570222171462385,0.012075308980768001,5.9802852800330065e-06,0.0007956680082771409,0.015913360165542817,1.1351059390320817,5.2373851182885976e-05,0.0010474770236577205,0.30654525485743067
3.1,7.50515112476697e-05,0.8981154562138587,0.6409993678826241,8.16339879720064e-06,0.0008803506628741401,0.01760701325748282,5.1173289261711705,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000750515112476697,8.16339879720064e-08,0.5114446144268778,0.25711608833123456,0.012184716864843763,6.001823738966209e-06,0.0008001572136058813,0.016003144272117624,1.1267495881264653,5.2821039772448404e-05,0.0010564207954489693,0.3070397355702702
3.11,7.494824838543147e-05,0.9006588247224483,0.6434485425377047,8.222705373203815e-06,0.0008878442771393156,0.01775688554278633,5.125481827115479,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007494824838543148,8.222705373203815e-08,0.5115555102741055,0.2572102821847436,0.012294749636351857,6.023350156716855e-06,0.000804659034551163,0.016093180691023258,1.118400935113923,5.3270656628358935e-05,0.0010654131325671798,0.30752890962692875
3.12,7.484669155349446e-05,0.9032023616487063,0.645897557094747,8.282221211962012e-06,0.0008953784643735267,0.017907569287470552,5.1335464195041105,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007484669155349447,8.282221211962012e-08,0.5116670108658872,0.2573048045539592,0.012405408915758582,6.0448645103493695e-06,0.0008091734751673605,0.01618346950334721,1.110061120045792,5.3722707862411595e-05,0.0010744541572482332,0.3080127851702466
3.13,7.474682774020191e-05,0.9057460697948173,0.6483464085947231,8.341946171801954e-06,0.0009029533264192699,0.01805906652838542,5.141522850307867,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000747468277402019,8.341946171801954e-08,0.5117791326412227,0.25739966120009417,0.012516696323285515,6.066366777357135e-06,0.0008137005394752588,0.01627401078950518,1.1017312711728289,5.4177199585156195e-05,0.0010835439917031252,0.308491371018472
3.14,7.464863928063375e-05,0.9082899519281755,0.6507950941196421,8.401880110841587e-06,0.0009105689650980523,0.018211379301961067,5.149411277627543,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007464863928063376,8.401880110841586e-08,0.5118918594488829,0.25749485780853343,0.012628613478904394,6.087856935654341e-06,0.0008182402314776812,0.016364804629553625,1.093412504443412,5.463413790588314e-05,0.001092682758117664,0.30896467665765254
3.15,7.455211438884932e-05,0.9108340107714689,0.6532436107917354,8.462022886994259e-06,0.0009182254822101579,0.01836450964420318,5.15721187056187,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007455211438884932,8.462022886994259e-08,0.512005214546837,0.25759039997973343,0.01274116200233218,6.109334963567642e-06,0.0008227925551408512,0.016455851102817023,1.0851059230186695,5.509352893260947e-05,0.0011018705786521909,0.30943271223371216
3.16,7.445723429036289e-05,0.9133782490165302,0.6556919557727003,8.522374357972836e-06,0.0009259229795343777,0.018518459590687576,5.164924809070675,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007445723429036289,8.522374357972836e-08,0.5121191725145691,0.25768629324382986,0.012854343513025713,6.130800839828361e-06,0.0008273575144181689,0.01654715028836338,1.076812616804901,5.555537877206266e-05,0.0011111075754412546,0.30989548854424054
3.17,7.436398925371907e-05,0.9159226693087887,0.6581401262629037,8.582934381293724e-06,0.0009336615588277925,0.018673231176555873,5.172550283833557,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007436398925371907,8.582934381293724e-08,0.5122337691866404,0.257782543045885,0.012968159630177022,6.152254543564351e-06,0.0008319351132214256,0.016638702264428512,1.0685336620034596,5.601969352966755e-05,0.0011203938705933523,0.3103530170300134
3.18,7.427235843762823e-05,0.918467274268501,0.6605881195006709,8.64370281428082e-06,0.0009414413218254994,0.01882882643651001,5.180088496104249,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007427235843762823,8.64370281428082e-08,0.5123489632643073,0.2578791547678302,0.013082611972707991,6.173696054292667e-06,0.0008365253554580042,0.016730507109160082,1.0602701206784422,5.648647930952996e-05,0.0011297295861906005,0.3108053097662549
3.19,7.418233370249096e-05,0.9210120664673104,0.6630359327615103,8.704679514069379e-06,0.0009492623702403623,0.018985247404807268,5.187539657560831,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007418233370249097,8.704679514069378e-08,0.5124648000493104,0.2579761337058001,0.013197702159265232,6.195125351911633e-06,0.0008411282449877898,0.016822564899755796,1.0520230403423112,5.695574221442174e-05,0.001139114844288436,0.31125237945364986
3.2,7.409389611088922e-05,0.9235570484527051,0.6654835633574212,8.765864337609813e-06,0.0009571248057629317,0.01914249611525866,5.194903990152108,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007409389611088922,8.765864337609813e-08,0.5125812497054312,0.25807348509528394,0.013313431808217464,6.216542416693721e-06,0.0008457437856663824,0.016914875713327643,1.043793453559461,5.74274883457759e-05,0.0011485497669155194,0.31169423940912644
3.21,7.400703614680754e-05,0.9261022227282618,0.6679310086361604,8.82725714167141e-06,0.0009650287300610493,0.01930057460122101,5.202181725940004,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007400703614680753,8.82725714167141e-08,0.5126983466273503,0.2581712140921014,0.013429802537648406,6.237947229278034e-06,0.0008503719813085125,0.017007439626170247,1.0355823775683828,5.7901723803662954e-05,0.0011580344760732607,0.3121309035564002
3.22,7.392173247714576e-05,0.9286475917759546,0.6703782659805937,8.888857782845995e-06,0.0009729742447796411,0.019459484895592846,5.209373106938497,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007392173247714577,8.888857782845995e-08,0.5128160427409689,0.2582693257953609,0.013546815965352486,6.259339770663637e-06,0.0008550128357276852,0.017100256714553702,1.0273908139220027,5.8378454686778465e-05,0.0011675690937355708,0.31256238641630985
3.23,7.383797878863118e-05,0.9311931580352977,0.6728253328019752,8.950666117581767e-06,0.000980961451544642,0.019619229030892863,5.216478383227655,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007383797878863118,8.950666117581767e-08,0.5129343929690221,0.25836782523332247,0.013664473708872115,6.280720022140663e-06,0.0008596663526974509,0.01719332705394902,1.0192197481422605,5.885768709267852e-05,0.0011771537418535716,0.31298870299365933
3.24,7.375575639537379e-05,0.9337389239162353,0.6752722065553493,9.012682002105734e-06,0.0009889904519521692,0.01977980903904341,5.223497817355604,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007375575639537379,9.012682002105734e-08,0.5130533660800883,0.258466717360886,0.01378277738538762,6.302087965448206e-06,0.0008643325359740128,0.017286650719480254,1.011070149408304,5.933942711713015e-05,0.0011867885423426045,0.3134098690413362
3.25,7.367505278741509e-05,0.9362848917920756,0.677718884727625,9.074905292484202e-06,0.000997061347575368,0.019941226951507386,5.230431680997538,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000736750527874151,9.074905292484202e-08,0.5131729728335727,0.25856600706445065,0.013901728611781516,6.3234435826520386e-06,0.0008690113892824828,0.017380227785649655,1.00294297024497,5.982368085452208e-05,0.0011964736170904432,0.31382590085985224
3.2600000000000002,7.359585434923646e-05,0.9388310640084384,0.6801653648357465,9.137335844632109e-06,0.001005174239965165,0.020103484799303326,5.2372802544296055,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007359585434923646,9.13733584463211e-08,0.5132932155093931,0.2586656991726919,0.014021329004644392,6.3447868561258585e-06,0.0008737029163324818,0.017474058326649635,0.9948391462361731,6.03104543979099e-05,0.0012062090879581995,0.31423681526577635
3.27,7.351814742213354e-05,0.9413774428827405,0.6826116444261671,9.199973514315754e-06,0.0010133292306503167,0.020266584613006348,5.244043826360126,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007351814742213354,9.199973514315754e-08,0.5134140952668901,0.25876579845657344,0.014141580180274418,6.366117768545883e-06,0.0008784071208164948,0.017568142416329896,0.9867595957575206,6.0799753839019e-05,0.0012159950767803808,0.31464262958160755
3.2800000000000002,7.344191855050885e-05,0.9439240306999025,0.6850577210790955,9.262818157131572e-06,0.0010215264211336226,0.020430528422672463,5.250722695143485,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007344191855050885,9.262818157131572e-08,0.5135356139984472,0.25886630962080703,0.014262483754635987,6.387436302934376e-06,0.0008831240064012023,0.017662480128024044,0.9787052197310981,6.129158526801735e-05,0.0012258317053603477,0.3150433617086091
3.29,7.33671543601313e-05,0.946470829715225,0.6875035924056361,9.325869628520712e-06,0.0010297659128932178,0.02059531825786437,5.2573171679641595,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000733671543601313,9.325869628520712e-08,0.5136577734237421,0.2589672373095889,0.014384041343370313,6.4087424426303235e-06,0.0008878535767320205,0.017757071534640408,0.970676901393479,6.178595477359306e-05,0.0012357190954718621,0.31543903007784957
3.3000000000000003,7.329384159796979e-05,0.9490178421577383,0.6899492560442568,9.38912778378692e-06,0.001038047807384891,0.020760956147697827,5.263827559803226,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007329384159796979,9.38912778378692e-08,0.5137805752879728,0.2590685861134815,0.014506254561818645,6.430036171253222e-06,0.0008925958354386085,0.017851916708772172,0.9626755060810258,6.228286844309346e-05,0.0012456573688618695,0.31582965358819354
3.31,7.322196710260028e-05,0.951565070225162,0.6923947096661095,9.452592478069966e-06,0.001046372206037066,0.020927444120741323,5.270254194941088,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007322196710260029,9.452592478069966e-08,0.5139040213233694,0.2591703605590525,0.014629125024966487,6.451317472757596e-06,0.0008973507861247882,0.01794701572249576,0.9547018810403822,6.278233236222395e-05,0.0012556466472444794,0.31621525169646525
3.3200000000000003,7.315151783028045e-05,0.95411251609029,0.6948399509683363,9.516263566379413e-06,0.0010547392102556966,0.021094784205113938,5.276597405024778,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007315151783028045,9.516263566379414e-08,0.5140281132642968,0.25927256512195374,0.014752654347494327,6.472586331364391e-06,0.0009021184323797317,0.018042368647594634,0.9467568552472597,6.328435261534179e-05,0.0012656870523068363,0.3165958443014867
3.33,7.308248083358866e-05,0.9566601818964607,0.6972849776788489,9.580140903570783e-06,0.0010631489214195425,0.021262978428390852,5.282857530395947,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007308248083358867,9.580140903570784e-08,0.5141528528487576,0.25937520421761184,0.014876844143724487,6.49384273160995e-06,0.0009068987777688274,0.018137975555376544,0.9388412392522082,6.378893528517254e-05,0.0012757787057034512,0.3169714518237568
3.34,7.301484327666669e-05,0.9592080697625464,0.6997297875511019,9.644224344371904e-06,0.001071601440884096,0.02143202881768192,5.289034918575099,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007301484327666669,9.644224344371905e-08,0.514278241799012,0.2594782822114444,0.015001696027662239,6.515086658292424e-06,0.000911691825842343,0.01823383651684686,0.9309558250356417,6.429608645304577e-05,0.0012859217290609151,0.3173420951145059
3.35,7.294859242351677e-05,0.9617561817793858,0.7021743783678588,9.708513743364242e-06,0.0010800968699775334,0.021601937399550665,5.295129925283615,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007294859242351678,9.708513743364241e-08,0.5144042818604692,0.25958180341152703,0.015127211612949366,6.536318096510375e-06,0.0009164975801280781,0.01832995160256156,0.923101385887695,6.4805812198652e-05,0.0012961162439730398,0.3177077955170169
3.36,7.288371564506666e-05,0.9643045200141914,0.7046187479365756,9.77300895500608e-06,0.0010886353100043307,0.021772706200086613,5.301142913103739,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007288371564506666,9.77300895500608e-08,0.5145309747424558,0.2596857720776158,0.015253392512902513,6.557537031615451e-06,0.0009213160441390085,0.01842632088278017,0.9152786762979301,6.531811860025984e-05,0.0013063623720051968,0.3180685747862243
3.37,7.282020041472398e-05,0.9668530865072638,0.7070628940928708,9.837709833615419e-06,0.001097216862241313,0.02194433724482626,5.30707425239658,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007282020041472399,9.837709833615419e-08,0.5146583221976616,0.25979019241439294,0.015380240340467307,6.578743449247936e-06,0.0009261472213664598,0.018522944427329196,0.907488431868848,6.583301173447879e-05,0.0013166602346895756,0.3184244551437948
3.38,7.275803430890502e-05,0.9694018832762137,0.709506814696102,9.902616233392132e-06,0.0011058416279413111,0.022116832558826217,5.312924320022873,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007275803430890502,9.902616233392132e-08,0.5147863259230657,0.2598950685801117,0.01550775670825778,6.599937335291413e-06,0.0009309911152874705,0.01861982230574941,0.899731369238884,6.635049767647867e-05,0.001327009953529573,0.31877545920137235
3.39,7.269720500873843e-05,0.9719509123127607,0.7119505076327457,9.96772800840135e-06,0.0011145097083291244,0.02229019416658248,5.318693500214096,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007269720500873843,9.96772800840135e-08,0.5149149876779234,0.26000040468001495,0.01563594322850902,6.621118675907389e-06,0.0009358477293581154,0.018716954587162306,0.8920081860286089,6.687058249974745e-05,0.0013374116499949486,0.3191216100128457
3.4,7.263770029478649e-05,0.9745001755868561,0.7143939708120794,1.003304501259504e-05,0.0011232212046053012,0.022464424092106014,5.324382183332157,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.0007263770029478649,1.003304501259504e-07,0.515044309147603,0.26010620477477664,0.01576480151311859,6.642287457491042e-06,0.0009407170670207474,0.018814341340414948,0.8843195607957405,6.739327227631807e-05,0.0013478654455263608,0.31946293099992945
3.41,7.25795080543621e-05,0.9770496750435336,0.7168372021695033,1.0098567099795728e-05,0.0011319762179419844,0.02263952435883967,5.329990766701036,0.0,0.5,10.0,80.0,0.06,0.8,0.1,1.0,1.0,100.0,1e-07,0.0005,0.01,0.0,0.1,2.0,2.0,10.0,10.0,0.001,2.0,0.06,1.0,0.5,0.000725795080543621,1.0098567099795727e-07,0.5151742920972269,0.26021247287403027,0.01589433317359732,6.663443666705246e-06,0.0009455991316974121,0.018911982633948242,0.8766661530128,6.791857307651906e-05,0.0013583714615303802,0.31979944600206217
