Time,species_1,species_2,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,compartment_1
2.18,0.010981386227066613,0.020507625306435073,0.025,2.013558944324412,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.19,0.010989105602598675,0.020509720475402764,0.025,2.0226844580913257,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.2,0.010996772127504485,0.020511829513145025,0.025,2.0318482422554824,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.21,0.011004386551373991,0.02051395243688882,0.025,2.0410502509742954,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.22,0.01101194943070576,0.020516089257717005,0.025,2.0502904382407743,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.23,0.011019461440816492,0.02051823999066572,0.025,2.0595687578840813,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.24,0.011026923251050317,0.02052040465068481,0.025,2.0688851635700924,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.25,0.011034335524873524,0.02052258325264112,0.025,2.078239608801956,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.2600000000000002,0.011041698919969332,0.020524775811321724,0.025,2.0876320469206586,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.27,0.01104901408833263,0.020526982341437208,0.025,2.0970624311055825,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.2800000000000002,0.01105628167636474,0.020529202857624933,0.025,2.1065307143750784,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.29,0.011063502324968163,0.020531437374452274,0.025,2.1160368495870254,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.3000000000000003,0.011070676669641332,0.02053368590641991,0.025,2.125580789439403,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.31,0.011077805340573375,0.02053594846796506,0.025,2.1351624864708576,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.32,0.011084888962738852,0.02053822507346477,0.025,2.1447818930612756,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.33,0.011091928155992524,0.020540515737239144,0.025,2.1544389614323554,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.34,0.011098923535164092,0.02054282047355463,0.025,2.164133643648178,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.35,0.011105875710152962,0.020545139296627275,0.025,2.173865891615786,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.36,0.01111278515397328,0.02054747221526892,0.025,2.1836356570857562,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.37,0.011119652394436035,0.02054981924066289,0.025,2.19344289165278,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.38,0.011126478148682803,0.02055218039182121,0.025,2.20328754675624,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.39,0.011133262997461564,0.02055455568236993,0.025,2.213169573680791,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.4,0.011140007516366407,0.020556945125872687,0.025,2.2230889235569427,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.41,0.011146712275912025,0.02055934873583319,0.025,2.2330455473616393,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.42,0.011153377841608261,0.020561766525697633,0.025,2.2430393959188484,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.43,0.011160004774034598,0.020564198508857143,0.025,2.2530704199001406,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.44,0.011166593628914688,0.02056664469865023,0.025,2.263138569825281,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.45,0.01117314495719087,0.020569105108365206,0.025,2.2732437960628133,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.46,0.011179659305098682,0.02057157975124265,0.025,2.2833860488306508,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.47,0.011186137214241379,0.020574068640477835,0.025,2.2935652781966667,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.48,0.011192579221664448,0.020576571789223157,0.025,2.3037814340792835,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.49,0.01119898585993013,0.02057908921059061,0.025,2.3140344662480685,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.5,0.011205357657191928,0.020581620917654184,0.025,2.3243243243243246,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.5100000000000002,0.01121169513726913,0.02058416692345234,0.025,2.334650957781687,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.52,0.011217998676003801,0.020586727235590033,0.025,2.34501431594672,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.5300000000000002,0.011224268712932993,0.02058930186419225,0.025,2.3554143479995107,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.54,0.011230505889238256,0.02059189082708732,0.025,2.3658510029742716,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.5500000000000003,0.011236710700955244,0.02059449413677538,0.025,2.376324229759938,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.56,0.011242883639406022,0.02059711180570497,0.025,2.3868339771007663,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.57,0.011249025191251753,0.020599743846274648,0.025,2.3973801935969403,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.58,0.011255135838545415,0.020602390270834624,0.025,2.4079628277051706,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.59,0.01126121605878448,0.02060505109168837,0.025,2.4185818277392976,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.6,0.01126726632496363,0.02060772632109425,0.025,2.4292371418709013,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.61,0.011273287105627442,0.020610415971267122,0.025,2.439928718129899,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.62,0.011279278864923097,0.020613120054379982,0.025,2.450656504405161,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.63,0.01128524206265307,0.020615838582565566,0.025,2.4614204484451108,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.64,0.011291177154327831,0.02061857156791798,0.025,2.4722204978583404,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.65,0.011297084591218549,0.020621319022494315,0.025,2.483056600114213,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.66,0.011302964820409784,0.020624080958316283,0.025,2.4939287025434815,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.67,0.011308818284852185,0.02062685738737181,0.025,2.5048367523388944,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.68,0.011314645383242027,0.020629648320360933,0.025,2.5157806965558116,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.69,0.011320446530067897,0.020632453768572718,0.025,2.5267604821128153,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.7,0.011326222191884701,0.020635273745019122,0.025,2.537776055792329,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.71,0.011331972792534206,0.02063810826147229,0.025,2.5488273642412267,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.72,0.011337698751779493,0.02064095732967219,0.025,2.559914353971456,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.73,0.01134340048535162,0.020643820961328052,0.025,2.57103697136065,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.74,0.01134907840499628,0.020646699168119783,0.025,2.5821951626527477,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.75,0.011354732918520447,0.02064959196169941,0.025,2.593388873958613,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.7600000000000002,0.011360364429839048,0.020652499353692507,0.025,2.6046180512566552,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.77,0.011365973339021607,0.02065542135569963,0.025,2.615882640393445,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.7800000000000002,0.011371560042338906,0.020658357979297753,0.025,2.627182587084344,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.79,0.011377124932309642,0.020661309236041682,0.025,2.6385178369141196,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.8000000000000003,0.011382668397747082,0.020664275137465514,0.025,2.6498883353375713,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.81,0.011388190823805721,0.020667255695084038,0.025,2.6612940276801544,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.82,0.011393692592027934,0.020670250920394193,0.025,2.672734859138605,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.83,0.01139917408039064,0.020673260824876485,0.025,2.684210774781564,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.84,0.011404635666502303,0.020676285420317585,0.025,2.695721719550204,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.85,0.01141007772287969,0.02067932471832548,0.025,2.7072676382588554,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.86,0.01141550061433274,0.020682378730059594,0.025,2.7188484755956353,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.87,0.011420904705284035,0.020685447466973584,0.025,2.730464176123075,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.88,0.011426290356840165,0.020688530940513507,0.025,2.7421146842787483,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.89,0.011431657926838854,0.020691629162119262,0.025,2.7537999443759023,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.9,0.011437007769896071,0.020694742143226103,0.025,2.7655199006040876,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.91,0.011442340237453183,0.020697869895266088,0.025,2.7772744970297873,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.92,0.011447655677824053,0.020701012429669575,0.025,2.789063677597051,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.93,0.011452954436242186,0.020704169757866705,0.025,2.8008873861281276,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.94,0.011458236854907844,0.02070734189128887,0.025,2.8127455663240934,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.95,0.01146350327303518,0.020710528841370198,0.025,2.8246381617654928,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.96,0.01146875402689935,0.020713730619549037,0.025,2.8365651159129643,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.97,0.011473989449883657,0.020716947237269422,0.025,2.848526372107883,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.98,0.011479209872526661,0.020720178705982577,0.025,2.8605218735729885,0.5,7.0,1.25,15.0,1.0,50.0,1.0
2.99,0.011484415622569319,0.020723425037148357,0.025,2.872551563413028,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.0,0.011489606911288705,0.020726686238208895,0.025,2.8846153846153846,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.0100000000000002,0.011494784016799603,0.02072996231908116,0.025,2.8967132800507223,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.02,0.01149994736258848,0.02073325329493856,0.025,2.908845192473616,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.0300000000000002,0.011505097261421255,0.020736559177139634,0.025,2.9210110645231957,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.04,0.011510234023450907,0.020739879977057157,0.025,2.933210838723779,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.0500000000000003,0.011515357956272284,0.02074321570607991,0.025,2.945444457485516,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.06,0.011520469364976886,0.02074656637561442,0.025,2.9577118631050214,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.0700000000000003,0.011525568552207668,0.02074993199708671,0.025,2.9700129977660223,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.08,0.011530655818213836,0.02075331258194407,0.025,2.9823478035399917,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.09,0.011535731460905632,0.020756708141656772,0.025,2.994716222386794,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.1,0.011540795775909144,0.02076011868771986,0.025,3.0071181961553215,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.11,0.011545849056621087,0.02076354423165488,0.025,3.0195536665841396,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.12,0.011550891594263611,0.020766984785011627,0.025,3.032022575302129,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.13,0.011555923677939086,0.020770440359369906,0.025,3.044524863829122,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.14,0.011560945594684905,0.02077391096634129,0.025,3.057060473576554,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.15,0.011565957629528273,0.020777396617570856,0.025,3.0696293458480985,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.16,0.011570960065541005,0.020780897324738937,0.025,3.082231421840317,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.17,0.011575953183894323,0.02078441309956289,0.025,3.094866642643297,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.18,0.011580937263913649,0.02078794395379883,0.025,3.107534949241299,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.19,0.011585912583133401,0.020791489899243388,0.025,3.120236282513402,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.2,0.011590879417351785,0.020795050947735462,0.025,3.1329705832341443,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.21,0.0115958380406856,0.020798627111157965,0.025,3.145737792074171,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.22,0.01160078872562502,0.02080221840143958,0.025,3.158537849600881,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.23,0.011605731743088396,0.020805824830556516,0.025,3.1713706962790673,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.24,0.011610667362477057,0.02080944641053424,0.025,3.184236272471567,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.25,0.011615595851730096,0.02081308315344926,0.025,3.1971345184399045,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.2600000000000002,0.011620517477379166,0.02081673507143084,0.025,3.2100653743449414,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.27,0.01162543250460328,0.02082040217666278,0.025,3.2230287802475166,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.2800000000000002,0.011630341197283607,0.02082408448138515,0.025,3.236024676109102,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.29,0.01163524381805826,0.02082778199789605,0.025,3.2490530017924377,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.3000000000000003,0.011640140628377097,0.02083149473855336,0.025,3.2621136970621905,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.31,0.011645031888556517,0.020835222715776487,0.025,3.275206701585592,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.3200000000000003,0.011649917857834249,0.020838965942048118,0.025,3.288331954933091,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.33,0.01165479804238992,0.020842724403798685,0.025,3.301489396579001,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.34,0.011659672886401273,0.02084649812013466,0.025,3.3146789659021425,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.35,0.011664542992828337,0.020850287115777133,0.025,3.327900602186498,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.36,0.011669408597165042,0.020854091402785643,0.025,3.3411542446218534,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.37,0.01167426993305247,0.02085791099325537,0.025,3.3544398323044518,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.38,0.011679127232308704,0.020861745899318013,0.025,3.3677573042376334,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.39,0.011683980724958689,0.02086559613314268,0.025,3.381106599332494,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.4,0.011688830639264075,0.020869461706936765,0.025,3.394487656408522,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.41,0.011693677201753076,0.02087334263294684,0.025,3.4079004141942573,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.42,0.011698520637250319,0.020877238923459534,0.025,3.4213448113279283,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.43,0.011703361168906702,0.020881150590802422,0.025,3.434820786358113,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.44,0.011708199018229238,0.02088507764734492,0.025,3.448328277744374,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.45,0.01171303440511092,0.020889020105499145,0.025,3.4618672238579165,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.46,0.011717867547860555,0.02089297797772082,0.025,3.475437562982231,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.47,0.011722698663232637,0.02089695127651016,0.025,3.4890392333137448,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.48,0.011727527966457187,0.020900940014412735,0.025,3.5026721729624684,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.49,0.011732355671269606,0.020904944204020386,0.025,3.516336319952644,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.5,0.011737181989940535,0.02090896385797209,0.025,3.530031612223393,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.5100000000000002,0.011742007133305702,0.02091299898895484,0.025,3.543757987629367,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.52,0.011746831310795772,0.020917049609704554,0.025,3.5575153839413893,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.5300000000000002,0.011751654730466205,0.020921115733006937,0.025,3.571303738847112,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.54,0.01175647759902711,0.02092519737169837,0.025,3.585122989951653,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.5500000000000003,0.011761299955183947,0.020929294533546982,0.025,3.5989730747782542,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.56,0.011766121690731057,0.02093340722190048,0.025,3.61285393076892,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.5700000000000003,0.01177094337115737,0.020937535460890902,0.025,3.6267654952850727,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.58,0.011775765187499067,0.0209416792632409,0.025,3.6407077056081922,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.59,0.011780587329065947,0.020945838641711945,0.025,3.654680498940468,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.6,0.0117854099834595,0.020950013609104853,0.025,3.6686838124054466,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.61,0.011790233336590985,0.0209542041782603,0.025,3.6827175830486727,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.62,0.011795057572699523,0.02095841036205935,0.025,3.696781747838343,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.63,0.011799882874370156,0.020962632173423985,0.025,3.7108762436659477,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.64,0.011804709422551947,0.020966869625317606,0.025,3.725001007346917,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.65,0.011809537396576043,0.02097112273074558,0.025,3.73915597562127,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.66,0.011814366974173766,0.020975391502755764,0.025,3.753341085154257,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.67,0.011819198331494687,0.020979675954439,0.025,3.7675562725370058,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.68,0.011824031643124707,0.02098397609892967,0.025,3.781801474287171,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.69,0.011828867082104134,0.02098829194940621,0.025,3.7960766268495716,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.7,0.011833704819945766,0.02099262351909162,0.025,3.8103816665968413,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.71,0.011838545026652972,0.020996970821254003,0.025,3.8247165298300705,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.72,0.011843387870737764,0.021001333869207085,0.025,3.839081152779453,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.73,0.011848233519238882,0.02100571267631073,0.025,3.853475471604924,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.74,0.01185308213773988,0.021010107255971477,0.025,3.867899422396811,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.75,0.011857933890387187,0.021014517621643053,0.025,3.8823529411764706,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.7600000000000002,0.011862788939908206,0.0210189437868269,0.025,3.8968359638969368,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.77,0.011867647447629382,0.021023385765072695,0.025,3.911348426443557,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.7800000000000002,0.011872509571575525,0.021027843572521084,0.025,3.925890264634642,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.79,0.011877375471717055,0.02103231722097597,0.025,3.9404614142220993,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.8000000000000003,0.011882245305391385,0.021036806723995306,0.025,3.9550618108920816,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.81,0.011887119228464435,0.021041312095376647,0.025,3.969691390265623,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.8200000000000003,0.011891997395489755,0.0210458333489708,0.025,3.984350087899283,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.83,0.011896879959726566,0.021050370498682403,0.025,3.9990378392857813,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.84,0.011901767073157796,0.02105492355847052,0.025,4.013754579854647,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.85,0.011906658886508124,0.021059492542349175,0.025,4.028500244972845,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.86,0.011911555549262019,0.021064077464387973,0.025,4.043274769945427,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.87,0.011916457209681782,0.021068678338712635,0.025,4.058078090016164,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.88,0.01192136401482559,0.021073295179505597,0.025,4.072910140368183,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.89,0.011926276110565535,0.021077928001006573,0.025,4.087770856124608,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.9,0.011931193641605659,0.021082576817513136,0.025,4.102660172349195,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.91,0.011936116751500006,0.021087241643381285,0.025,4.117578024046967,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.92,0.011941045582670656,0.021091922493026025,0.025,4.132524346164855,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.93,0.011945980276425764,0.02109661938092194,0.025,4.1474990735923285,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.94,0.01195092097297761,0.02110133232160377,0.025,4.162502141162031,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.95,0.011955867811460632,0.021106061329666973,0.025,4.17753348365042,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.96,0.011960820929949467,0.02111080641976832,0.025,4.192593035778389,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.97,0.011965780465477,0.02111556760662645,0.025,4.207680732211917,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.98,0.011970746554052393,0.02112034490502246,0.025,4.222796507562685,0.5,7.0,1.25,15.0,1.0,50.0,1.0
3.99,0.011975719330679141,0.021125138329800466,0.025,4.23794029638872,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.0,0.011980698896964886,0.02112994790235854,0.025,4.253112033195021,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.01,0.011985685386126536,0.021134773637634406,0.025,4.268311652434191,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.0200000000000005,0.011990678953203833,0.021139615546069523,0.025,4.2835390885070685,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.03,0.0119956797288302,0.021144473642871548,0.025,4.298794275763356,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.04,0.012000687842719428,0.021149347943314876,0.025,4.314077148502248,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.05,0.012005703423684257,0.021154238462741087,0.025,4.329387640973064,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.0600000000000005,0.012010726599654934,0.02115914521655944,0.025,4.344725687375872,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.07,0.012015757497697793,0.02116406822024732,0.025,4.360091221862117,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.08,0.012020796244033826,0.021169007489350723,0.025,4.375484178535248,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.09,0.012025842964057261,0.021173963039484704,0.025,4.390904491451345,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.1,0.012030897782354125,0.021178934886333857,0.025,4.406352094619742,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.11,0.012035960822720822,0.021183923045652794,0.025,4.421826922003654,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.12,0.012041032208182707,0.021188927533266587,0.025,4.437328907520795,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.13,0.012046112061012656,0.02119394836507126,0.025,4.452857985044012,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.14,0.012051200502749639,0.021198985557034235,0.025,4.468414088401897,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.15,0.01205629765421729,0.021204039125194824,0.025,4.483997151379414,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.16,0.012061403635542488,0.021209109085664677,0.025,4.499607107718518,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.17,0.01206651856617392,0.02121419545462826,0.025,4.515243891118777,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.18,0.012071642564900658,0.021219298248343323,0.025,4.53090743523799,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.19,0.012076775749870731,0.021224417483141356,0.025,4.546597673692808,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.2,0.012081918238609698,0.021229553175428077,0.025,4.562314540059347,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.21,0.012087070148039218,0.021234705341683882,0.025,4.5780579678738125,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.22,0.012092231594495628,0.021239873998464328,0.025,4.593827890633108,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.23,0.012097402693748512,0.021245059162400583,0.025,4.6096242417954585,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.24,0.01210258356101927,0.02125026085019991,0.025,4.625446954781017,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.25,0.012107774310999696,0.021255479078646132,0.025,4.641295962972487,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.26,0.012112975057870555,0.021260713864600086,0.025,4.6571711997157275,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.2700000000000005,0.012118185915320141,0.021265965225000114,0.025,4.673072598320376,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.28,0.012123406996562863,0.021271233176862508,0.025,4.689000092060445,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.29,0.012128638414357809,0.021276517737281998,0.025,4.704953614174945,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.3,0.012133880281027328,0.021281818923432207,0.025,4.720933097868495,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.3100000000000005,0.012139132708475591,0.02128713675256612,0.025,4.736938476311922,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.32,0.012144395808207174,0.021292471242016556,0.025,4.7529696826428705,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.33,0.01214966969134562,0.02129782240919664,0.025,4.7690266499664205,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.34,0.012154954468652024,0.021303190271600252,0.025,4.785109311355684,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.3500000000000005,0.012160250250543597,0.02130857484680252,0.025,4.8012175998524125,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.36,0.012165557147112238,0.02131397615246028,0.025,4.817351448467601,0.5,7.0,1.25,15.0,1.0,50.0,1.0
4.37,0.012170875268143111,0.021319394206312518,0.025,4.833510790182096,0.5,7.0,1.25,15.0,1.0,50.0,1.0
