Time,Glucose,Lysine,Schiff,Amadori,Glyoxal,CML,Fraction_Amadori,Fraction_CML,compartment,v1a,v1b,v2a,v2b,v3,v4,v5,v5b,v6,v7a,v7b,v7c
2.63,0.24998193539245223,0.0033841592104017896,1.254610783464833e-05,4.872694968425475e-07,2.0921825639321598e-06,1.271758443982126e-07,0.0001433145578948669,3.7404660117121355e-05,1.0,8.755879225106674e-06,4.516598820473399e-06,3.1051616890754617e-07,4.385425471582927e-10,7.919793971999837e-07,4.190517672845908e-11,1.3452529897788794e-10,3.5567103586846713e-09,6.057505099076688e-08,6.730561221196318e-08,6.730561221196319e-09,1.3461122442392638e-06
2.64,0.24998188512436573,0.0033841175340098653,1.2571281444368874e-05,4.903728615376622e-07,2.100132700003752e-06,1.2778353643873894e-07,0.00014422731221695948,3.7583393070217335e-05,1.0,8.755769634564031e-06,4.525661319972794e-06,3.1113921574812965e-07,4.41335575383896e-10,7.919793398675814e-07,4.2172066092238954e-11,1.3503482198277337e-10,3.5702255900063784e-09,6.061877843896713e-08,6.735419826551903e-08,6.735419826551903e-09,1.3470839653103808e-06
2.65,0.24998183494779733,0.003384075949614756,1.2596347224941014e-05,4.934824121764026e-07,2.108082743691118e-06,1.2839167216368025e-07,0.00014514188593423607,3.776225651872949e-05,1.0,8.755660285294656e-06,4.534685000978765e-06,3.117595938172901e-07,4.4413417095876236e-10,7.919792826395511e-07,4.2439487447170626e-11,1.35544330141737e-10,3.5837406642749003e-09,6.06622629387904e-08,6.740251437643377e-08,6.740251437643378e-09,1.3480502875286757e-06
2.66,0.24998178486236486,0.003384034456831829,1.262130563527042e-05,4.965981225843627e-07,2.1160326947553174e-06,1.2900024940257624e-07,0.00014605827134834198,3.7941249824287134e-05,1.0,8.755551176289737e-06,4.5436700286973516e-06,3.123773144729429e-07,4.4693831032592646e-10,7.919792255154569e-07,4.2707438542255195e-11,1.3605382346585933e-10,3.5972555810840394e-09,6.07055061813574e-08,6.745056242373044e-08,6.745056242373044e-09,1.3490112484746087e-06
2.67,0.2499817348676884,0.0033839930552788367,1.264615713088477e-05,4.997199667476681e-07,2.1239825529615913e-06,1.2960926602256783e-07,0.00014697646080813768,3.812037235957878e-05,1.0,8.755442306546715e-06,4.552616567118517e-06,3.1299238898939804e-07,4.4974797007290126e-10,7.919791684948658e-07,4.297591714029946e-11,1.3656330196635334e-10,3.610770340034705e-09,6.074850983929299e-08,6.749834426588109e-08,6.74983442658811e-09,1.349966885317622e-06
2.68,0.2499816849633905,0.0033839517445759283,1.2670902163912949e-05,5.028479188136979e-07,2.1319323180794115e-06,1.3021871992880834e-07,0.00014789644670991115,3.829962350847304e-05,1.0,8.755333675069317e-06,4.561524779008661e-06,3.136048285568455e-07,4.525631269323281e-10,7.91979111577347e-07,4.324492101797802e-11,1.370727656545699e-10,3.624284940734999e-09,6.079127556689853e-08,6.754586174099836e-08,6.7545861740998355e-09,1.3509172348199672e-06
2.69,0.24998163514909594,0.0033839105243456597,1.2695541183064265e-05,5.059819530918051e-07,2.1398819898825213e-06,1.308286090648742e-07,0.00014881822149758974,3.8479002666139474e-05,1.0,8.755225280867583e-06,4.570394825903135e-06,3.1421464428084057e-07,4.553837577826246e-10,7.919790547624728e-07,4.351444796589524e-11,1.3758221454200273e-10,3.637799382800286e-09,6.083380500032072e-08,6.759311666702301e-08,6.759311666702301e-09,1.3518623333404602e-06
2.7,0.249981585424432,0.003383869394213006,1.2720074633607652e-05,5.091220440540387e-07,2.1478315681489873e-06,1.3143893141317624e-07,0.0001497417776629526,3.8658509239169484e-05,1.0,8.755117122957896e-06,4.5792268680987545e-06,3.148218471817894e-07,4.5820983964863484e-10,7.919789980498182e-07,4.3784495788647334e-11,1.380916486402938e-10,3.651313665853278e-09,6.087609975771732e-08,6.764011084190812e-08,6.764011084190812e-09,1.3528022168381626e-06
2.71,0.2499815357890282,0.0033838283538053706,1.274450295735088e-05,5.122681663358642e-07,2.1557810526612397e-06,1.320496849953704e-07,0.0001506671077458424,3.883814264569718e-05,1.0,8.75500920036301e-06,4.588021064646317e-06,3.154264481944343e-07,4.610413497022778e-10,7.919789414389606e-07,4.4055062304884324e-11,1.3860106796123833e-10,3.664827789524107e-09,6.091816143941954e-08,6.768684604379948e-08,6.7686846043799475e-09,1.3537369208759896e-06
2.72,0.24998148624251665,0.0033837874027525987,1.2768826592619759e-05,5.154202947368851e-07,2.163730443206122e-06,1.3266086787276892e-07,0.000151594204334378,3.901790231552027e-05,1.0,8.754901512112079e-06,4.596777573343113e-06,3.1602845816733906e-07,4.638782652631966e-10,7.919788849294803e-07,4.432614534737212e-11,1.3911047251679025e-10,3.678341753450407e-09,6.095999162809128e-08,6.773332403121253e-08,6.773332403121253e-09,1.3546664806242507e-06
2.73,0.2499814367845317,0.0033837465406869847,1.2793045974237347e-05,5.185784042215637e-07,2.1716797395749327e-06,1.3327247814675115e-07,0.00015252306006516582,3.919778769022093e-05,1.0,8.75479405724068e-06,4.6054965507254445e-06,3.1662788786237436e-07,4.667205637994074e-10,7.919788285209606e-07,4.459774276305448e-11,1.3961986231906713e-10,3.6918555572773852e-09,6.100159188888529e-08,6.777954654320587e-08,6.777954654320587e-09,1.3555909308641175e-06
2.74,0.24998138741471015,0.003383705767243288,1.2817161533503166e-05,5.217424699199433e-07,2.1796289415634757e-06,1.338845139591747e-07,0.00015345366762351274,3.9377798223286676e-05,1.0,8.754686834790856e-06,4.61417815206114e-06,3.1722474795420336e-07,4.69568222927949e-10,7.919787722129869e-07,4.486985241311513e-11,1.4012923738035561e-10,3.7053692006579086e-09,6.104296376959624e-08,6.782551529955138e-08,6.782551529955138e-09,1.3565103059910276e-06
2.75,0.2499813381326913,0.0033836650820587384,1.2841173698172393e-05,5.249124671283679e-07,2.187578048972102e-06,1.3449697349278627e-07,0.00015438601974363761,3.955793338023126e-05,1.0,8.754579843811129e-06,4.622822531342061e-06,3.1781904902976676e-07,4.724212204155311e-10,7.919787160051483e-07,4.514247217303964e-11,1.4063859771311654e-10,3.7188826832525733e-09,6.108410880081089e-08,6.787123200090097e-08,6.7871232000900976e-09,1.3574246400180197e-06
2.7600000000000002,0.24998128893811683,0.003383624484773052,1.2865082892435084e-05,5.28088371310205e-07,2.1955270616057584e-06,1.351098549716328e-07,0.00015532010920888382,3.973819263871553e-05,1.0,8.75447308335654e-06,4.63142984127663e-06,3.1841080158776834e-07,4.752795341791845e-10,7.919786598970359e-07,4.5415599932677634e-11,1.4114794332999048e-10,3.732396004729789e-09,6.112502849605525e-08,6.791669832895026e-08,6.791669832895027e-09,1.3583339665790054e-06
2.77,0.2499812398306309,0.0033835839750284394,1.2888889536895369e-05,5.312701580965653e-07,2.20347597927403e-06,1.3572315666147224e-07,0.00015625592885193097,3.991857548866831e-05,1.0,8.75436655248867e-06,4.640000233282332e-06,3.190000160381604e-07,4.781431422869088e-10,7.91978603888244e-07,4.568923359630462e-11,1.416572742438024e-10,3.745909164765851e-09,6.116572435193892e-08,6.796191594659879e-08,6.796191594659879e-09,1.3592383189319759e-06
2.7800000000000002,0.24998119080988007,0.0033835435524696175,1.2912594048550667e-05,5.344578032870251e-07,2.21142480179119e-06,1.3633687687018478e-07,0.0001571934715550074,4.009908143240729e-05,1.0,8.754260250275675e-06,4.64853385747824e-06,3.19586702701629e-07,4.810120229583226e-10,7.919785479783694e-07,4.596337108268416e-11,1.4216659046756766e-10,3.7594221630450226e-09,6.120619784829667e-08,6.80068864981074e-08,6.80068864981074e-09,1.360137729962148e-06
2.79,0.24998114187551346,0.0033835032167438203,1.2936196840770891e-05,5.376512828503467e-07,2.2193735289762406e-06,1.369510139481836e-07,0.000158132730250102,4.0279709984759886e-05,1.0,8.754154175792312e-06,4.6570308626775205e-06,3.2017087180907954e-07,4.83886154565312e-10,7.91978492167012e-07,4.6238010325129817e-11,1.4267589201449668e-10,3.772934999259609e-09,6.124645044832715e-08,6.805161160925237e-08,6.805161160925237e-09,1.3610322321850475e-06
2.8000000000000003,0.24998109302718258,0.00338346296750081,1.2959698323277656e-05,5.408505729252002e-07,2.227322160652964e-06,1.3756556628882608e-07,0.00015907369791917653,4.0460460673184145e-05,1.0,8.75404832811997e-06,4.665491396379956e-06,3.20752533501122e-07,4.867655156326801e-10,7.919784364537744e-07,4.651314927156721e-11,1.4318517889800066e-10,3.786447673110039e-09,6.128648359872899e-08,6.809609288747663e-08,6.809609288747663e-09,1.361921857749533e-06
2.81,0.24998104426352258,0.0033834228033376053,1.298310075110868e-05,5.44055580006771e-07,2.2352706930094507e-06,1.381804996016548e-07,0.000160016347060815,4.064132341225141e-05,1.0,8.753942703580668e-06,4.673916270399125e-06,3.213317435899398e-07,4.896500220060939e-10,7.919783808371001e-07,4.678877988058231e-11,1.436944508528481e-10,3.799960178116066e-09,6.13263018739918e-08,6.814033541554643e-08,6.814033541554644e-09,1.3628067083109287e-06
2.82,0.24998099558445538,0.003383382724183931,1.300640404501345e-05,5.47266298760491e-07,2.2432191268274344e-06,1.3879582089173538e-07,0.00016096067610602677,4.0822300262275116e-05,1.0,8.75383730198962e-06,4.682305456204842e-06,3.219085001140829e-07,4.925396688844419e-10,7.919783253168997e-07,4.706490169340223e-11,1.4420370796507119e-10,3.813472515606638e-09,6.136590585936024e-08,6.818433984373358e-08,6.8184339843733584e-09,1.3636867968746718e-06
2.83,0.24998094699013845,0.00338334273021335,1.3029607699286482e-05,5.504827399858719e-07,2.251167463725913e-06,1.3941154469091452e-07,0.00016190668823113882,4.1003395497327806e-05,1.0,8.753732123801165e-06,4.690658771743133e-06,3.2248279055734045e-07,4.954344659872848e-10,7.919782698933533e-07,4.734151563878499e-11,1.4471295038490797e-10,3.826984688334052e-09,6.140529541063346e-08,6.822810601181494e-08,6.8228106011814945e-09,1.364562120236299e-06
2.84,0.2499808984802147,0.0033833028210665636,1.3052712142634847e-05,5.537048792327095e-07,2.2591157034817098e-06,1.400276689704108e-07,0.00016285437624491457,4.118460852070906e-05,1.0,8.753627168072949e-06,4.698976371348545e-06,3.2305462553021247e-07,4.983343913094386e-10,7.919782145660534e-07,4.761861961401302e-11,1.452221781214034e-10,3.840496695918906e-09,6.144447196453929e-08,6.827163551615476e-08,6.827163551615476e-09,1.3654327103230952e-06
2.85,0.24998085005432893,0.003383262996386107,1.3075717801326827e-05,5.56932692174719e-07,2.2670638458740693e-06,1.4064419172319337e-07,0.00016380373299256442,4.13659387421157e-05,1.0,8.753522433867435e-06,4.707258408477658e-06,3.2362401558283897e-07,5.012394229572471e-10,7.919781593345949e-07,4.789621152702584e-11,1.4573139118361978e-10,3.8540085379859175e-09,6.148343694394923e-08,6.831492993772134e-08,6.831492993772135e-09,1.366298598754427e-06
2.86,0.2499808017121277,0.0033832232558163476,1.309862509919232e-05,5.601661546094552e-07,2.275011890684658e-06,1.4126111096401742e-07,0.00016475475135572213,4.1547385577652184e-05,1.0,8.753417920251884e-06,4.715505035709235e-06,3.2419097120500995e-07,5.041495391485097e-10,7.919781041985748e-07,4.817428929641315e-11,1.46240589580638e-10,3.867520214163918e-09,6.152219175802681e-08,6.8357990842252e-08,6.8357990842252e-09,1.36715981684504e-06
2.87,0.2499807534532594,0.0033831835990034836,1.3121434457623284e-05,5.634052424582336e-07,2.2829598376975713e-06,1.4187842472945977e-07,0.00016570742425242168,4.172894844984111e-05,1.0,8.753313626298367e-06,4.723716404744382e-06,3.247555028261763e-07,5.070647182124102e-10,7.919780491575922e-07,4.8452850851408095e-11,1.4674977332155949e-10,3.881031724085871e-09,6.156073780237365e-08,6.840081978041515e-08,6.840081978041516e-09,1.3680163956083032e-06
2.88,0.2499807052773742,0.0033831440255955437,1.3144146295574133e-05,5.66649931766049e-07,2.290907686699335e-06,1.424961310779542e-07,0.00016666174463707327,4.191062678763359e-05,1.0,8.753209551083746e-06,4.7318926664066874e-06,3.253176208154598e-07,5.099849385894442e-10,7.919779942112479e-07,4.873189413188022e-11,1.472589424155075e-10,3.8945430673888695e-09,6.159907645917305e-08,6.844341828797003e-08,6.844341828797003e-09,1.3688683657594007e-06
2.89,0.24998065718412413,0.0033831045352423856,1.316676102956217e-05,5.699001987014975e-07,2.2988554374789117e-06,1.4311422808982726e-07,0.00016761770550044043,4.209242002641978e-05,1.0,8.753105693689692e-06,4.740033970642381e-06,3.258773354816637e-07,5.129101788313477e-10,7.919779393591453e-07,4.9011417088328786e-11,1.4776809687162897e-10,3.9080542437141495e-09,6.163720909733125e-08,6.84857878859236e-08,6.84857878859236e-09,1.369715757718472e-06
2.9,0.24998060917316298,0.003383065127595694,1.3189279073668009e-05,5.731560195566948e-07,2.306803089827702e-06,1.4373271386733341e-07,0.00016857529986961614,4.2274327608039244e-05,1.0,8.753002053202659e-06,4.7481404665204835e-06,3.264346570732832e-07,5.158404176010253e-10,7.919778846008893e-07,4.9291417681875755e-11,1.4827723669909584e-10,3.921565252707093e-09,6.167513707261657e-08,6.852793008068506e-08,6.852793008068507e-09,1.3705586016137015e-06
2.91,0.2499805612441463,0.003383025802308982,1.3211700839535985e-05,5.764173707471988e-07,2.3147506435395516e-06,1.4435158653469093e-07,0.00016953452080799967,4.245634898079145e-05,1.0,8.752898628713897e-06,4.756212302232955e-06,3.2698959577851566e-07,5.187756336724789e-10,7.919778299360874e-07,4.9571893884259096e-11,1.4878636190710686e-10,3.935076094017237e-09,6.171286172779618e-08,6.856984636421796e-08,6.856984636421795e-09,1.3713969272843592e-06
2.92,0.24998051339673158,0.003382986559037586,1.3234026736374586e-05,5.796842288119273e-07,2.322698098410752e-06,1.4497084423811703e-07,0.00017049536141527276,4.263848359944619e-05,1.0,8.75279541931944e-06,4.764249625094851e-06,3.2754216172527105e-07,5.217158059307346e-10,7.919777753643488e-07,4.9852843677825754e-11,1.4929547250488893e-10,3.948586767298278e-09,6.175038439277066e-08,6.861153821418962e-08,6.8611538214189614e-09,1.3722307642837922e-06
2.93,0.24998046563057794,0.003382947397438668,1.3256257170956868e-05,5.829565704130808e-07,2.3306454542400467e-06,1.4559048514586377e-07,0.0001714578148273767,4.282073092525405e-05,1.0,8.752692424120115e-06,4.772252581544472e-06,3.280923649811825e-07,5.246609133717727e-10,7.919777208852848e-07,5.013426505552495e-11,1.4980456850169894e-10,3.9620972722080795e-09,6.178770638470663e-08,6.865300709411846e-08,6.865300709411847e-09,1.3730601418823694e-06
2.94,0.24998041794534642,0.003382908317171214,1.3278392547620871e-05,5.862343723360602e-07,2.3385927108286345e-06,1.4621050744825325e-07,0.00017242187421648828,4.300309042595684e-05,1.0,8.752589642221524e-06,4.780221317143513e-06,3.2864021555361655e-07,5.276109351024541e-10,7.919776664985089e-07,5.0416156020901177e-11,1.503136499068251e-10,3.975607608408678e-09,6.1824829008167e-08,6.869425445351887e-08,6.869425445351888e-09,1.3738850890703775e-06
2.95,0.2499803703406998,0.0033828693178960313,1.3300433268270048e-05,5.895176114893891e-07,2.3465398679801736e-06,1.468309093577133e-07,0.0001733875327909968,4.318556157579803e-05,1.0,8.752487072734047e-06,4.788155976577217e-06,3.291857233896837e-07,5.305658503404503e-10,7.919776122036364e-07,5.069851458808747e-11,1.5082271672958873e-10,3.9891177755662946e-09,6.186175355523935e-08,6.87352817280437e-08,6.873528172804371e-09,1.3747056345608744e-06
2.96,0.24998032281630272,0.003382830399275748,1.332237973237368e-05,5.928062649046328e-07,2.3544869255007845e-06,1.474516891088129e-07,0.00017435478379548025,4.336814385553321e-05,1.0,8.752384714772851e-06,4.796056703654525e-06,3.297288983762486e-07,5.335256384141695e-10,7.919775580002848e-07,5.0981338781798426e-11,1.513317689793456e-10,4.0026277733513335e-09,6.189848130566219e-08,6.877609033962465e-08,6.877609033962465e-09,1.375521806792493e-06
2.97,0.24998027537182152,0.0033827915609748135,1.33442323369673e-05,5.961003097363192e-07,2.362433883199055e-06,1.480728449582978e-07,0.00017532362051068213,4.355083675244053e-05,1.0,8.752282567457863e-06,4.803923641308228e-06,3.302697503399407e-07,5.364902787626873e-10,7.919775038880737e-07,5.1264626637323457e-11,1.5184080666548772e-10,4.016137601438394e-09,6.193501352694933e-08,6.881668169661036e-08,6.881668169661036e-09,1.3763336339322072e-06
2.98,0.24998022800692438,0.003382752802659494,1.3365991476653104e-05,5.993997232618585e-07,2.370380740886045e-06,1.4869437518512583e-07,0.0001762940362534878,4.3733639760331127e-05,1.0,8.752180629913786e-06,4.811756931595118e-06,3.3080828904716435e-07,5.394597509356726e-10,7.919774498666246e-07,5.1548376200519837e-11,1.5234982979744478e-10,4.029647259506276e-09,6.197135147451214e-08,6.885705719390236e-08,6.885705719390237e-09,1.3771411438780475e-06
2.99,0.2499801807212813,0.003382714123997875,1.3387657543600385e-05,6.027044828814641e-07,2.3783274983752883e-06,1.4931627809050278e-07,0.00017726602437690122,4.3916552379559646e-05,1.0,8.752078901270093e-06,4.8195567156961385e-06,3.3134452420410953e-07,5.424340345933177e-10,7.919773959355614e-07,5.1832585527805915e-11,1.528588383846858e-10,4.04315674723799e-09,6.200749639178006e-08,6.889721821308896e-08,6.889721821308895e-09,1.377944364261779e-06
3.0,0.24998013351456405,0.003382675524659858,1.3409230927545944e-05,6.06014566118072e-07,2.3862741554827972e-06,1.4993855199791746e-07,0.00017823957827002118,4.409957411703455e-05,1.0,8.751977380661015e-06,4.82732313391654e-06,3.318784654567621e-07,5.454131095062648e-10,7.919773420945095e-07,5.211725268615419e-11,1.5336783243672058e-10,4.056666064320755e-09,6.204344951031916e-08,6.893716612257683e-08,6.893716612257684e-09,1.3787433224515368e-06
3.0100000000000002,0.24998008638644617,0.00338263700431716,1.3430712015794511e-05,6.093299506172619e-07,2.3942207120270687e-06,1.5056119525317758e-07,0.0001792146913580182,4.42827044862287e-05,1.0,8.751876067225548e-06,4.835056325686024e-06,3.3241012239091414e-07,5.483969555555357e-10,7.919772883430966e-07,5.240237575308452e-11,1.5387681196310147e-10,4.070175210446016e-09,6.207921204994882e-08,6.897690227772089e-08,6.897690227772089e-09,1.379538045554418e-06
3.02,0.249980039336603,0.0033825985626433123,1.3452101193219171e-05,6.126506141471766e-07,2.4021671678290844e-06,1.5118420622444506e-07,0.00018019135710211078,4.4465943007189726e-05,1.0,8.751774960107448e-06,4.842756429558902e-06,3.329395045321745e-07,5.513855527324589e-10,7.919772346809526e-07,5.268795281665719e-11,1.5438577697342474e-10,4.083684185309443e-09,6.211478521885664e-08,6.901642802095181e-08,6.901642802095181e-09,1.3803285604190363e-06
3.0300000000000002,0.24997999236471175,0.0033825601993136586,1.3473398842261778e-05,6.159765345984432e-07,2.4101135227123184e-06,1.5180758330227162e-07,0.00018116956899954213,4.464928920655048e-05,1.0,8.751674058455224e-06,4.85042358321424e-06,3.3346662134597903e-07,5.543788811385989e-10,7.919771811077092e-07,5.297398197546612e-11,1.5489472747733214e-10,4.097192988610941e-09,6.215017021371165e-08,6.905574468190181e-08,6.905574468190181e-09,1.3811148936380364e-06
3.04,0.24997994547045124,0.003382521914005357,1.3494605342933377e-05,6.193076899840924e-07,2.4180597765027386e-06,1.524313248996343e-07,0.0001821493205835566,4.4832742617539504e-05,1.0,8.751573361422137e-06,4.8580579234560155e-06,3.339914822376011e-07,5.573769209856831e-10,7.919771276230003e-07,5.326046133863195e-11,1.5540366348451277e-10,4.110701620054655e-09,6.218536821977554e-08,6.909485357752837e-08,6.909485357752837e-09,1.3818970715505675e-06
3.0500000000000003,0.24997989865350223,0.0033824837063973733,1.3515721072814627e-05,6.226440584394795e-07,2.4260059290288118e-06,1.5305542945197094e-07,0.00018313060542337633,4.501630277999146e-05,1.0,8.751472868166198e-06,4.8656595862132655e-06,3.3451409655216207e-07,5.603796525955315e-10,7.919770742264616e-07,5.3547389025795237e-11,1.5591258500470417e-10,4.12421007934898e-09,6.222038041101252e-08,6.913375601223612e-08,6.913375601223613e-09,1.3826751202447225e-06
3.06,0.24997985191354724,0.0033824455761704854,1.353674640705622e-05,6.259856182222037e-07,2.4339519801215067e-06,1.5367989541721569e-07,0.00018411341712417756,4.5199969240357555e-05,1.0,8.751372577850165e-06,4.873228706540239e-06,3.350344735746415e-07,5.633870563999833e-10,7.919770209177314e-07,5.383476316710952e-11,1.564214920476943e-10,4.137718366206561e-09,6.225520795019717e-08,6.917245327799684e-08,6.917245327799685e-09,1.383449065559937e-06
3.0700000000000003,0.2499798052502705,0.00338240752300728,1.3557681718379302e-05,6.293323477120295e-07,2.4418979296143008e-06,1.5430472127583456e-07,0.00018509774932706752,4.538374155171605e-05,1.0,8.75127248964154e-06,4.880765418616548e-06,3.3555262252988776e-07,5.663991129408265e-10,7.919769676964491e-07,5.412258190323454e-11,1.5693038462332292e-10,4.1512264803443114e-09,6.228985198902084e-08,6.921094665446759e-08,6.92109466544676e-09,1.384218933089352e-06
3.08,0.24997975866335811,0.0033823695465921492,1.3578527377075884e-05,6.326842254108062e-07,2.4498437773431785e-06,1.549299055308609e-07,0.00018608359570906064,4.556761927378262e-05,1.0,8.751172602712564e-06,4.888269855747318e-06,3.360685525826281e-07,5.694158028697255e-10,7.919769145622572e-07,5.441084338532933e-11,1.5743926274148305e-10,4.1647344214834035e-09,6.232431366819636e-08,6.924923740910705e-08,6.924923740910705e-09,1.3849847481821411e-06
3.09,0.24997971215173295,0.003382331645820241,1.3599285114388189e-05,6.36041177533359e-07,2.4577895205320986e-06,1.5555542320279493e-07,0.000187070934568635,4.575159505964557e-05,1.0,8.751072914166754e-06,4.8957426411797476e-06,3.365823065811077e-07,5.724370597800231e-10,7.919768615139268e-07,5.469954126786887e-11,1.579481262071604e-10,4.178242184904567e-09,6.235859636816643e-08,6.928732929796269e-08,6.928732929796269e-09,1.3857465859592538e-06
3.1,0.2499796657155019,0.0033822938208110417,1.3619954552095075e-05,6.394032114120168e-07,2.465735160448185e-06,1.561812856608074e-07,0.0001880597680623579,4.593567225317865e-05,1.0,8.750973424316802e-06,4.903183638754227e-06,3.370938751643531e-07,5.754628902708152e-10,7.919768085515802e-07,5.498867618143345e-11,1.5845697514186794e-10,4.1917497727619144e-09,6.239269997503347e-08,6.932522219448163e-08,6.9325222194481625e-09,1.3865044438896327e-06
3.11,0.24997961935454624,0.003382256071450755,1.3640535714716328e-05,6.427703189260441e-07,2.473680697584094e-06,1.568074973114891e-07,0.0001890500938017777,4.611985215043797e-05,1.0,8.75087413286393e-06,4.910592857297878e-06,3.376032589392291e-07,5.784932870334397e-10,7.919767556750817e-07,5.527824742763979e-11,1.5896580960645245e-10,4.2052571858929594e-09,6.242662503659222e-08,6.936291670732468e-08,6.9362916707324685e-09,1.3872583341464938e-06
3.12,0.24997957306854773,0.0033822183974191703,1.3661028983209625e-05,6.461424782814925e-07,2.4816261317468155e-06,1.5743405639717475e-07,0.00019004190537690957,4.630413423446317e-05,1.0,8.75077503896832e-06,4.917970433955465e-06,3.381104673344382e-07,5.815282304533433e-10,7.919767028840687e-07,5.556825313220836e-11,1.5947462960789472e-10,4.218764423969586e-09,6.246037268292765e-08,6.940041409214182e-08,6.940041409214183e-09,1.3880082818428367e-06
3.13,0.24997952685718947,0.003382180798397413,1.3681434736906528e-05,6.495196677753119e-07,2.4895714627443313e-06,1.5806096116913574e-07,0.00019103519640450352,4.648851799092228e-05,1.0,8.750676141793666e-06,4.92531650528635e-06,3.386155097384366e-07,5.845677009977807e-10,7.919766501781794e-07,5.585869142867682e-11,1.5998343515310873e-10,4.232271486665363e-09,6.249394403485257e-08,6.943771559428063e-08,6.943771559428063e-09,1.3887543118856127e-06
3.14,0.2499794807201558,0.0033821432740679383,1.3701753353526603e-05,6.529018657947452e-07,2.4975166903855986e-06,1.586882098873801e-07,0.00019202996052786626,4.6673002908052974e-05,1.0,8.750577440507142e-06,4.932631207269577e-06,3.3911839549978346e-07,5.876116792152706e-10,7.919765975570542e-07,5.614956045834809e-11,1.604922262489413e-10,4.245778373655518e-09,6.252734020402142e-08,6.947482244891267e-08,6.947482244891268e-09,1.3894964489782536e-06
3.15,0.24997943465713246,0.003382105824114519,1.3721985209191513e-05,6.562890508167214e-07,2.5054618144805215e-06,1.5931580082045156e-07,0.00019302619141668278,4.68575884766034e-05,1.0,8.750478934279386e-06,4.939914675308944e-06,3.3961913392748996e-07,5.906601457350493e-10,7.919765450203346e-07,5.644085837023804e-11,1.6100100290217093e-10,4.259285084616887e-09,6.25605622930424e-08,6.951173588115821e-08,6.951173588115821e-09,1.3902347176231643e-06
3.16,0.24997938866780645,0.003382068448222238,1.374213067843914e-05,6.596812014072509e-07,2.513406834839933e-06,1.599437322452295e-07,0.0001940238827668385,4.7042274189773386e-05,1.0,8.750380622284464e-06,4.94716704423809e-06,3.4011773429136874e-07,5.937130812665258e-10,7.919764925676633e-07,5.673258332102358e-11,1.6150976511950695e-10,4.272791619227886e-09,6.259361139558837e-08,6.954845710620929e-08,6.9548457106209284e-09,1.3909691421241858e-06
3.17,0.24997934275186603,0.0033820311460774806,1.3762190134237688e-05,6.630782962208184e-07,2.5213517512755704e-06,1.6057200244672822e-07,0.0001950230283002407,4.722705954315536e-05,1.0,8.750282503699864e-06,4.954388448325567e-06,3.406142058223828e-07,5.967704665987365e-10,7.919764401986852e-07,5.7024733474990384e-11,1.620185129075886e-10,4.2862979771684694e-09,6.262648859650622e-08,6.958498732945134e-08,6.958498732945134e-09,1.3916997465890268e-06
3.18,0.2499792969090008,0.0033819939173679223,1.378216394799979e-05,6.664803139997782e-07,2.5292965636000547e-06,1.6120060971789655e-07,0.00019602362176464067,4.741194403467546e-05,1.0,8.75018457770646e-06,4.961579021279924e-06,3.411085577129948e-07,5.998322825998003e-10,7.919763879130461e-07,5.731730700398093e-11,1.625272462729845e-10,4.299804158120093e-09,6.265919497192484e-08,6.962132774658314e-08,6.962132774658314e-09,1.392426554931663e-06
3.19,0.24997925113890163,0.0033819567617825222,1.380205248959661e-05,6.698872335737469e-07,2.5372412716268657e-06,1.6182955235941744e-07,0.00019702565693345496,4.759692716453454e-05,1.0,8.750086843488485e-06,4.96873889625478e-06,3.416007991175161e-07,6.028985102163722e-10,7.919763357103936e-07,5.7610302087342235e-11,1.630359652221911e-10,4.313310161765671e-09,6.269173158936183e-08,6.965747954373535e-08,6.965747954373535e-09,1.393149590874707e-06
3.2,0.2499792054412606,0.003381919679011513,1.382185612737197e-05,6.732990338589987e-07,2.545185875170324e-06,1.6245882867950743e-07,0.00019802912760558786,4.7782008435149244e-05,1.0,8.749989300233523e-06,4.975868205853909e-06,3.420909391524563e-07,6.059691304730988e-10,7.919762835903765e-07,5.790371691187389e-11,1.635446697616325e-10,4.32681598778955e-09,6.27240995078287e-08,6.969344389758744e-08,6.969344389758744e-09,1.3938688779517489e-06
3.21,0.2499791598157711,0.0033818826687463926,1.384157522815643e-05,6.767156938578585e-07,2.553130374045563e-06,1.6308843699371616e-07,0.00019903402760525254,4.796718735109299e-05,1.0,8.749891947132468e-06,4.982967082136315e-06,3.4257898689687164e-07,6.090441244720726e-10,7.91976231552645e-07,5.8197549671775836e-11,1.64053359897659e-10,4.340321635877457e-09,6.2756299777935e-08,6.972922197548332e-08,6.972922197548332e-09,1.3945844395096664e-06
3.22,0.24997911426212777,0.003381845730679914,1.3861210157281426e-05,6.801371926580973e-07,2.561074768068513e-06,1.6371837562472605e-07,0.00020004035078179333,4.8152463419037074e-05,1.0,8.749794783379515e-06,4.990035656621313e-06,3.430649513927153e-07,6.121234733922875e-10,7.919761795968508e-07,5.849179856859637e-11,1.6456203563654647e-10,4.3538271057164715e-09,6.278833344199085e-08,6.976481493554539e-08,6.976481493554539e-09,1.395296298710908e-06
