Time,u_1,u_2,AMPK_A,Drug_D,Glucose_G,miR_451_M,mTOR_R,deltaD,myu_G,l_1,l_2,alpha,l_3,l_4,beta,S_1,epsilon_1,l_5,l_6,gamma,S_2,epsilon_2,myu_D,compartment,Dose_for_Glucose,Dose_for_Drug,Consumption_of_Glucose,Decay_of_Drug,Production_of_miR_451,loss_of_miR_451,signal_source_of_AMPK,Production_of_AMPK,loss_of_AMPK,signal_source_of_mTOR,Production_of_mTOR,loss_of_mTOR
100.08,0.0,0.0,0.5510954454847744,0.17989777877451602,0.9076893422805856,3.231428667070153,4.3900260890364,0.8353555981199854,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4538446711402928,0.23674547686726308,3.5996063627844634,3.231428667070153,10.0,17.479261159781224,27.55477227423872,60.0,159.52745847908264,219.50130445182
100.2,0.0,0.0,0.5429933365565358,0.15361812695887733,0.8548296665343608,3.271534950798607,4.3924251220652915,0.8575994525998596,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.4274148332671804,0.20216145507788258,3.572688432117841,3.271534950798607,10.0,17.08972138908063,27.14966682782679,60.0,159.63524814193576,219.62125610326456
100.32,0.0,0.0,0.5366191282966583,0.1311774764338391,0.8050483071548145,3.3039192616436894,4.393411611547913,0.8770621027231792,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.40252415357740723,0.17262955898693225,3.5433936417668805,3.3039192616436894,10.0,16.78432127964272,26.83095641483291,60.0,159.6731323604148,219.67058057739564
100.44,0.0,0.0,0.5317278976873703,0.11201493564094604,0.758165977699379,3.3292191236156405,4.393076817279368,0.8940309044760556,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3790829888496895,0.147411655303485,3.5122750729499312,3.3292191236156405,10.0,16.551221930872746,26.586394884368513,60.0,159.64578662850593,219.6538408639684
100.56,0.0,0.0,0.5281185766656974,0.09565159552760889,0.7140138271907106,3.348056102270499,4.391508567873253,0.9087805841385743,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3570069135953553,0.12587749971433332,3.479778258184046,3.348056102270499,10.0,16.380714453418754,26.405928833284868,60.0,159.55741404287312,219.57542839366266
100.68,0.0,0.0,0.5256260276810154,0.08167874363457313,0.6724329369083334,3.3610260390291513,4.388778182919032,0.9215679707226971,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.3362164684541667,0.10748922662309825,3.4462573338672744,3.3610260390291513,10.0,16.264796038661085,26.28130138405077,60.0,159.41166809038157,219.4389091459516
100.8,0.0,0.0,0.5241136413177053,0.06974700428550804,0.6332735092413769,3.368693669080104,4.38495961725913,0.9326297413889069,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.31663675462068847,0.09178705763972858,3.4119926274726553,3.368693669080104,10.0,16.196827690557377,26.205682065885266,60.0,159.2117327151561,219.24798086295652
100.92,0.0,0.0,0.5234667792728519,0.05955825026768988,0.596394535537539,3.371587850818789,4.380103425960218,0.9421806497176871,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2981972677687695,0.07837865735227988,3.377208130599755,3.371587850818789,10.0,16.171280202574415,26.173338963642596,60.0,158.96053076816747,219.0051712980109
101.04,0.0,0.0,0.5235902954105647,0.05085790649578579,0.5616632390228491,3.3701998458081275,4.374261549380976,0.9504137085524884,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.28083161951142455,0.06692900494845411,3.3420768567939128,3.3701998458081275,10.0,16.183525057308874,26.179514770528233,60.0,158.66054019129555,218.71307746904878
101.16,0.0,0.0,0.5244041346834838,0.04342848008295839,0.5289545087048335,3.3649829125722936,4.367484512747965,0.9575010320365478,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.26447725435241676,0.05715187978917324,3.306733223294244,3.3649829125722936,10.0,16.229669293636633,26.220206734174187,60.0,158.3139572190284,218.37422563739824
101.28,0.0,0.0,0.5258406451841026,0.03708442169720261,0.49815063071442284,3.356352002074558,4.3598093736111005,0.963594783608128,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.24907531535721142,0.048803098953518635,3.271280691417282,3.356352002074558,10.0,16.30643208698965,26.29203225920513,60.0,157.92274279033376,217.990468680555
101.4,0.0,0.0,0.5278426200822551,0.03166707332668348,0.4691406009163603,3.344685776021338,4.351265309606463,0.9688290774343284,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.23457030045818014,0.04167386849791547,3.2357969379672644,3.344685776021338,10.0,16.411033447853846,26.392131004112755,60.0,157.48861638130057,217.56326548032314
101.52,0.0,0.0,0.530361808467224,0.027041106905583177,0.44181999194394633,3.3303272518937854,4.34189153241469,0.9733212304780539,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.22090999597197317,0.03558609668774746,3.2003382614132634,3.3303272518937854,10.0,16.54112010991563,26.5180904233612,60.0,157.0130655563621,217.09457662073447
101.64,0.0,0.0,0.5333570900145571,0.023090906476719932,0.4160904079290324,3.3135862147858823,4.331711254569056,0.9771736483219668,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.2080452039645162,0.030387632923363432,3.1649447843406104,3.3135862147858823,10.0,16.694694829404018,26.667854500727856,60.0,156.4974153096108,216.5855627284528
101.76,0.0,0.0,0.5367935235141844,0.01971766245108475,0.3918590957262404,3.2947413668858356,4.320748050897124,0.9804754592693232,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1959295478631202,0.025948443785627533,3.1296430610308326,3.2947413668858356,10.0,16.87006243764792,26.83967617570922,60.0,155.94282389280497,216.03740254485618
101.88,0.0,0.0,0.5406417197984885,0.016837355670792645,0.3690390971578209,3.274041115334808,4.30902232913809,0.9833036003843539,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.18451954857891045,0.022157960062763122,3.094448231724825,3.274041115334808,10.0,17.065799851600406,27.032085989924425,60.0,155.35027666072116,215.4511164569045
102.0,0.0,0.0,0.5448771319674527,0.014377733840636724,0.34754793892803515,3.2517085120070406,4.296552464045922,0.9857251321909742,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.17377396946401757,0.018921097734277928,3.0593650179623992,3.2517085120070406,10.0,17.28069550399909,27.243856598372634,60.0,154.72056211437018,214.82762320229608
102.12,0.0,0.0,0.5494785021323003,0.012277404428159474,0.327308321459705,3.2279405793450504,4.28334886746932,0.9877976554075767,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1636541607298525,0.016157064227457867,3.0243934352603508,3.2279405793450504,10.0,17.513747703818947,27.473925106615017,60.0,154.05443406706587,214.16744337346597
102.24,0.0,0.0,0.5544291728513503,0.01048391086225599,0.30824738521711353,3.202911660972546,4.269427345552146,0.9895708537815935,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.15412369260855677,0.013796826694728884,2.9895239123794903,3.202911660972546,10.0,17.764130018296353,27.721458642567516,60.0,153.3523739894868,213.4713672776073
102.36,0.0,0.0,0.5597153840283601,0.008952408152802157,0.29029645970450596,3.176775280581331,4.254796704461104,0.9910875453375202,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.14514822985225298,0.011781369129087638,2.9547425809014745,3.176775280581331,10.0,18.031173979524223,27.985769201418,60.0,152.61476335696017,212.73983522305522
102.48,0.0,0.0,0.5653255467019238,0.007644626432405494,0.27339091339059046,3.1496656780402534,4.2394541008280795,0.992384519407265,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.13669545669529523,0.010060328385045631,2.9200335091585385,3.1496656780402534,10.0,18.314357717771035,28.26627733509619,60.0,151.8419430227404,211.97270504140397
102.6,0.0,0.0,0.5712523068528392,0.006527895012895941,0.2574698805099778,3.1216996988340213,4.223413053095323,0.9934933654066697,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1287349402549889,0.008590709836971059,2.885371983202974,3.1216996988340213,10.0,18.6132929083115,28.562615342641962,60.0,151.0339147572526,211.17065265476612
102.72,0.0,0.0,0.5774892385317488,0.005574288212003727,0.2424760010966883,3.092978280381724,4.206665600086031,0.9944412193046956,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.12123800054834415,0.007335763286996906,2.850734861214257,3.092978280381724,10.0,18.927717110025405,28.87446192658744,60.0,150.19074206129756,210.33328000430154
102.84,0.0,0.0,0.584033462434551,0.004759988591070787,0.22835530290200598,3.0635878334395663,4.189211297464938,0.9952513222010925,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.11417765145100299,0.006264144985849156,2.8160923053839397,3.0635878334395663,10.0,19.257488230576307,29.20167312172755,60.0,149.31219324170124,209.4605648732469
102.96,0.0,0.0,0.5908842379998627,0.004064641831141214,0.2150569268902534,3.0336016275678817,4.171046603687162,0.9959436076446269,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1075284634451267,0.005349068649781838,2.78141213832111,3.0336016275678817,10.0,19.602579585608254,29.544211899993133,60.0,148.397905459006,208.5523301843581
103.08,0.0,0.0,0.5980426719321346,0.003470872651665059,0.2025329898728002,3.003080865196282,4.15215726698484,0.9965351438639509,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.1012664949364001,0.004567668409591218,2.746660791306692,3.003080865196282,10.0,19.9630789185533,29.902133596606728,60.0,147.44741096804893,207.60786334924202
103.2,0.0,0.0,0.6055125500230011,0.0029638431330593403,0.19073838964075118,2.9720758040030577,4.132534443742713,0.9970405447139654,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.09536919482037559,0.003900417563106092,2.7118007355112175,2.9720758040030577,10.0,20.33918730164003,30.275627501150055,60.0,146.4600198616371,206.62672218713567
103.32,0.0,0.0,0.6132996614492823,0.0025308818388175723,0.1796306584686501,2.940626669101445,4.112157580088705,0.9974723181424627,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08981532923432504,0.003330640499883925,2.6767926969057516,2.940626669101445,10.0,20.73122082617044,30.664983072464114,60.0,145.43490154751555,205.60787900443523
103.44,0.0,0.0,0.621412495088548,0.0021611665262313644,0.16916978401545074,2.908764506302698,4.091011442487534,0.9978411671127155,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.08458489200772537,0.002844095148520476,2.641593631697988,2.908764506302698,10.0,21.13961340413098,31.0706247544274,60.0,144.37099147882708,204.55057212437669
103.56,0.0,0.0,0.6298615323576281,0.0018454584218723453,0.1593180985915752,2.87651187132193,4.069066798389276,0.998156243389486,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0796590492957876,0.0024286232831840066,2.606159131525781,2.87651187132193,10.0,21.564922089021955,31.493076617881403,60.0,143.26708272473496,203.4533399194638
103.68,0.0,0.0,0.6386602707821268,0.0015758723154153647,0.1500401428508009,2.843883514427844,4.0462989131671225,0.9984253687193722,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.07502007142540044,0.00207384796708662,2.570440575475789,2.843883514427844,10.0,22.007833054354702,31.93301353910634,60.0,142.12169658368046,202.31494565835612
103.8,0.0,0.0,0.6478245137880677,0.0013456662400055184,0.1413024853676622,2.810886917687016,4.02267158114882,0.9986552387628198,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0706512426838311,0.0017708967718472624,2.5343875783133694,2.810886917687016,10.0,22.469170226730725,32.391225689403385,60.0,140.933179877498,201.13357905744098
103.92,0.0,0.0,0.657373402120246,0.001149088505529195,0.13307366716534433,2.777522785626925,3.9981551368543746,0.9988515714438633,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.06653683358267216,0.0015122004732764207,2.4979453937675133,2.777522785626925,10.0,22.949905523692387,32.868670106012296,60.0,139.69958223734213,199.90775684271873
104.04,0.0,0.0,0.6673288341819457,0.0009812288629300516,0.1253240676456851,2.743785404687149,3.972695320060593,0.9990192523846931,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.06266203382284255,0.001291297183615948,2.4610571610277425,2.743785404687149,10.0,23.451172179105022,33.36644170909728,60.0,138.418743974869,198.63476600302965
104.16,0.0,0.0,0.6777166769802883,0.0008378896938590325,0.11802576559190835,2.7096630345029946,3.9462553211525555,0.9991624612376897,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05901288279595417,0.0011026628371184869,2.4236609623126606,2.7096630345029946,10.0,23.974279164241523,33.88583384901441,60.0,137.08815854844443,197.31276605762778
104.28,0.0,0.0,0.6885660927441588,0.0007154892688993525,0.11115247955998918,2.6751381030869816,3.9187720911820265,0.9992847666325124,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05557623977999459,0.0009415838778715479,2.385692635071571,2.6751381030869816,10.0,24.520730459464698,34.42830463720794,60.0,135.70508224084853,195.93860455910132
104.4,0.0,0.0,0.69991094783328,0.0006109703982699337,0.10467947157907026,2.6401875031445776,3.890191035452299,0.9993892162061386,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.05233973578953513,0.0008040370441232328,2.3470826549190584,2.6401875031445776,10.0,25.09224520408217,34.995547391664,60.0,134.26638382377152,194.50955177261494
104.52,0.0,0.0,0.7117891541982899,0.0005217184852996383,0.09858341115994247,2.6047826368086815,3.860433878373204,0.9994784175861247,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.049291705579971236,0.000686581526654324,2.3077591252178355,2.6047826368086815,10.0,25.69078478807123,35.5894577099145,60.0,132.7686643501866,193.0216939186602
104.64,0.0,0.0,0.7242448487924924,0.00044550528045484523,0.09284236405692342,2.5688896898378584,3.8294348214448637,0.9995545939422873,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.04642118202846171,0.0005862849490785763,2.267643102566928,2.5688896898378584,10.0,26.31857980222174,36.21224243962462,60.0,131.20802815170526,191.4717410722432
104.76,0.0,0.0,0.7373276970120223,0.00038042520307713106,0.0874356465611956,2.532469557902561,3.7971089268353007,0.9996196471494152,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0437178232805978,0.0005006395672495045,2.2266522105619186,2.532469557902561,10.0,26.97816715394106,36.866384850601115,60.0,129.5802275038622,189.85544634176503
104.88,0.0,0.0,0.7510938143167611,0.0003248518941736887,0.08234379027482645,2.495477971824595,3.7633608016470323,0.9996752008644898,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.04117189513741323,0.00042750509273257434,2.1847000880030603,2.495477971824595,10.0,27.6724291939597,37.554690715838056,60.0,127.88061596877226,188.1680400823516
105.0,0.0,0.0,0.7656075080332609,0.00027739723495514494,0.07754846506669948,2.45786553908454,3.7280905176012413,0.9997226412361006,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.03877423253334974,0.00036505476120097076,2.141694091762108,2.45786553908454,10.0,28.404640546592297,38.28037540166304,60.0,126.10401852170233,186.40452588006207
105.12,0.0,0.0,0.7809419392032525,0.00023687436524297105,0.07303239064689085,2.4195777161909975,3.691188674482872,0.9997631536872744,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.036516195323445425,0.0003117266646597499,2.0975364821963565,2.4195777161909975,10.0,29.178523923484885,39.04709696016263,60.0,124.24475751803762,184.55943372414362
105.24,0.0,0.0,0.7971796103134271,0.00020227137995325393,0.06877931627849176,2.3805549291916352,3.652530691053427,0.9997977490755231,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.03438965813924588,0.0002661891360184822,2.0521266070767634,2.3805549291916352,10.0,29.99831212592564,39.858980515671355,60.0,122.29672254971672,182.62653455267136
105.36,0.0,0.0,0.8144150928531314,0.0001727234394399309,0.06477392461234455,2.3407325780664268,3.61198781236409,0.9998272914763946,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.03238696230617227,0.00022730404630294908,2.0053579858254174,2.3407325780664268,10.0,30.86882308098924,40.72075464265657,60.0,120.25320099737887,180.5993906182045
105.48,0.0,0.0,0.832755235989933,0.00014749180244996146,0.06100178690429078,2.300041144483793,3.569411324920244,0.9998525190739312,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.03050089345214539,0.00019409921202414928,1.9571227497908255,2.300041144483793,10.0,31.795545655665318,41.637761799496644,60.0,118.10705050550446,178.4705662460122
105.6,0.0,0.0,0.8523235094227214,0.00012594596714985668,0.05744932028509836,2.258406571239064,3.524658555251887,0.9998740619637105,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.02872466014254918,0.0001657448927692114,1.9073069369499531,2.258406571239064,10.0,32.78473413191947,42.61617547113607,60.0,115.85043149915485,176.23292776259436
105.72,0.0,0.0,0.8732587255353538,0.00010754757538637555,0.054103732882609834,2.215750436146326,3.477559337515717,0.9998924582076468,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.027051866441304917,0.00014153260920847022,1.855800612008165,2.215750436146326,10.0,33.843524491653724,43.66293627676769,60.0,113.4752550529042,173.87796687578586
105.84,0.0,0.0,0.8957205227158204,9.18368217475558e-05,0.050952976414072815,2.171990666199066,3.427946247851673,0.9999081673951242,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.025476488207036407,0.00012085725741978345,1.8024931435688452,2.171990666199066,10.0,34.98005771309455,44.78602613579102,60.0,110.97291431439669,171.39731239258364
105.96,0.0,0.0,0.9198906218532691,7.842116698121912e-05,0.047985707082115435,2.1270423267973118,3.375642959339871,0.9999215819078782,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.023992853541057717,0.00010320225574728437,1.747280237823965,2.1270423267973118,10.0,36.2036225396229,45.99453109266345,60.0,108.33459188580606,168.78214796699356
106.08,0.0,0.0,0.9459761570764124,6.696532638277493e-05,0.045191239291743,2.0808187794367976,3.3204717775340598,0.9999330369157446,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.0225956196458715,8.81263695197318e-05,1.6900677987734571,2.0808187794367976,10.0,37.52481239433399,47.29880785382062,60.0,105.55142625943505,166.02358887670297
106.2,0.0,0.0,0.9742138321585756,5.718293939820781e-05,0.042559507471441375,2.033233349891786,3.262259013310196,0.9999428186955149,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.021279753735720688,7.525274824804148e-05,1.6307761185276608,2.033233349891786,10.0,38.955692506406386,48.71069160792878,60.0,102.61470895925868,163.1129506655098
106.32,0.0,0.0,1.004871770470691,4.882954506273388e-05,0.04008103437883771,1.9842015144779501,3.200841227777543,0.9999511716470801,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.020040517189418856,6.42596813025578e-05,1.5693506974653133,1.9842015144779501,10.0,40.509974806078496,50.243588523534555,60.0,99.51645106617043,160.04206138887716
106.44,0.0,0.0,1.0382542341567822,4.169646653551888e-05,0.037746898028025284,1.9336438778978695,3.1360747750634013,0.99995830440275,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.018873449014012642,5.4872549960742846e-05,1.5057688110355656,1.9336438778978695,10.0,42.20318657615484,51.91271170783911,60.0,96.24977626682829,156.80373875317005
106.56,0.0,0.0,1.0747050991491287,3.5605387587699615e-05,0.035548690618767656,1.881489820268957,3.0678546290592923,0.9999643952462766,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.017774345309383828,4.6856690065412696e-05,1.440050134492538,1.881489820268957,10.0,44.052825168620714,53.73525495745643,60.0,92.80958109391167,153.39273145296463
106.68,0.0,0.0,1.1146074897246425,3.0404110068933184e-05,0.03347849714128334,1.8276821451427439,2.9961190347551523,0.9999695963521313,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.01673924857064167,4.0011808850716074e-05,1.3722742197350148,1.8276821451427439,10.0,46.07846861645194,55.73037448623212,60.0,89.19365034457138,149.80595173775762
106.8,0.0,0.0,1.1583903094231698,2.5962626077402456e-05,0.031528861562613295,1.7721828619066942,2.9208891856389645,0.9999740377109486,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.015764430781306647,3.416681591786163e-05,1.3025851101256645,1.7721828619066942,10.0,48.30180401477299,57.91951547115849,60.0,85.40317642459033,146.04445928194824
106.92,0.0,0.0,1.2065195438968705,2.216996065052321e-05,0.029692763784717337,1.714979613336118,2.8422670329345823,0.9999778302851012,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.014846381892358668,2.917566821608855e-05,1.231217598879717,1.714979613336118,10.0,50.74654415690638,60.325977194843524,60.0,81.44459458074596,142.11335164672911
107.04,0.0,0.0,1.2595000501091933,1.8931263568860007e-05,0.027963586286514183,1.65609332062722,2.760482156160381,0.9999810689156263,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.013981793143257091,2.491354285661977e-05,1.1584996298908485,1.65609332062722,10.0,53.43814210828508,62.97500250545966,60.0,77.33024011613482,138.02410780801907
107.16,0.0,0.0,1.3178603453917848,1.6165812346474812e-05,0.026335119397560412,1.595585566745862,2.675902284325143,0.9999838343183196,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.013167559698780206,2.1274209047960854e-05,1.0848695812493365,1.595585566745862,10.0,56.403276419637976,65.89301726958924,60.0,73.07997491332598,133.79511421625716
107.28,0.0,0.0,1.3821420408423617,1.380428158421039e-05,0.02480148152460481,1.5335671155176884,2.5890596579576544,0.9999861958136944,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.012400740762302406,1.8166434564820874e-05,1.0108716154201223,1.5335671155176884,10.0,59.66893115176048,69.10710204211809,60.0,68.72166786528491,129.45298289788272
107.4,0.0,0.0,1.452869939029719,1.1787726121273385e-05,0.02335715563249708,1.4702037581281011,2.5006577085242303,0.9999882123433537,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.01167857781624854,1.5512647575595774e-05,0.9371562702024742,1.4702037581281011,10.0,63.261128433160614,72.64349695148596,60.0,64.29201581745085,125.03288542621151
107.52,0.0,0.0,1.5305206413887584,1.006575613196568e-05,0.02199694112875988,1.4057212219231625,2.411569809781838,0.9999899342945275,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.01099847056437994,1.3246535069666837e-05,0.8644587884220567,1.4057212219231625,10.0,67.20312335486803,76.52603206943792,60.0,59.835992150748496,120.5784904890919
107.64,0.0,0.0,1.6154782603683855,8.595331672131291e-06,0.020715938993905916,1.3404064030713874,2.3228142787919244,0.9999914047052676,0.5,4.0,1.0,1.6,4.0,1.0,1.0,0.2,0.02,4.0,1.0,1.0,1.2,0.02,1.316,1.0,0.0,0.0,0.010357969496952958,1.1311456480524779e-05,0.7935684114991103,1.3404064030713874,10.0,71.51312739099772,80.77391301841928,60.0,55.40553617100684,116.14071393959621
