U,Vthresh,a,b,c,d,i,v,Time
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,3.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.14
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,4.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.14
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,5.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.14
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.15
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.16
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.17
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.18
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.19
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.2
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.21
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.22
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.23
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.24
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.25
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.26
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.27
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.28
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.29
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.3
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.31
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.32
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.33
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.34
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.35
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.36
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.37
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.38
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.39
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.4
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.41
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.42
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.43
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.44
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.45
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.46
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.47
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.48
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.49
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.5
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.51
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.52
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.53
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.54
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.55
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.56
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.57
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.58
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.59
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.6
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.61
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.62
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.63
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.64
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.65
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.66
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.67
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.68
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.69
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.7
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.71
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.72
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.73
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.74
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.75
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.76
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.77
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.78
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.79
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.8
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.81
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.82
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.83
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.84
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.85
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.86
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.87
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.88
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.89
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.9
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.91
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.92
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.93
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.94
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.95
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.96
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.97
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.98
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,6.99
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.0
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.01
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.02
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.03
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.04
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.05
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.06
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.07
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.08
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.09
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.1
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.11
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.12
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.13
-14.0,30.0,0.02,0.2,-65.0,8.0,0.0,-70.0,7.14
