Time,f,k1,k2,a,compartment_,R1,R2,R3,R4
1.76,4.9109670299159e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.578976981626835e-10,1.370159801346536e-11,3.2309139047345013e-15
1.77,4.938873491163304e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.616361872436919e-10,1.3779457040345616e-11,3.26773742597223e-15
1.78,4.966779989010671e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.653746812278145e-10,1.3857316169339771e-11,3.304769651916663e-15
1.79,4.994686523458001e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.691131801150511e-10,1.3935175400447822e-11,3.3420105833887717e-15
1.8,5.022593094505294e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.728516839054017e-10,1.4013034733669769e-11,3.379460221209529e-15
1.81,5.050499702152549e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.765901925988662e-10,1.4090894169005611e-11,3.4171185661999096e-15
1.82,5.078406346399767e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.803287061954447e-10,1.4168753706455349e-11,3.454985619180889e-15
1.83,5.106313027246949e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.840672246951375e-10,1.4246613346018987e-11,3.493061380973446e-15
1.84,5.134219744694092e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.87805748097944e-10,1.4324473087696516e-11,3.5313458523985553e-15
1.85,5.162126498741198e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.915442764038646e-10,1.4402332931487943e-11,3.5698390342771966e-15
1.86,5.1900332893882674e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.952828096128992e-10,1.4480192877393267e-11,3.608540927430352e-15
1.87,5.217940116635299e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,6.990213477250478e-10,1.4558052925412484e-11,3.647451532679e-15
1.8800000000000001,5.245846980482295e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.027598907403106e-10,1.4635913075545604e-11,3.686570850844126e-15
1.8900000000000001,5.2737538809292525e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.064984386586873e-10,1.4713773327792613e-11,3.72589888274671e-15
1.9000000000000001,5.3016608179761725e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.102369914801779e-10,1.479163368215352e-11,3.765435629207736e-15
1.9100000000000001,5.329567791623057e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.139755492047828e-10,1.4869494138628328e-11,3.805181091048193e-15
1.92,5.357474801869902e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.177141118325014e-10,1.4947354697217027e-11,3.845135269089064e-15
1.93,5.3853818487167105e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.214526793633341e-10,1.5025215357919622e-11,3.885298164151337e-15
1.94,5.413288932163482e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.251912517972808e-10,1.5103076120736116e-11,3.925669777056001e-15
1.95,5.441196052210217e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.289298291343417e-10,1.5180936985666505e-11,3.9662501086240476e-15
1.96,5.469103208856913e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.326684113745164e-10,1.5258797952710787e-11,4.007039159676464e-15
1.97,5.497010402103574e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.364069985178053e-10,1.533665902186897e-11,4.048036931034246e-15
1.98,5.524917631950196e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.40145590564208e-10,1.5414520193141048e-11,4.089243423518383e-15
1.99,5.552824898396782e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.438841875137249e-10,1.5492381466527023e-11,4.130658637949872e-15
2.0,5.580732201443332e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.476227893663559e-10,1.5570242842026897e-11,4.172282575149708e-15
2.0100000000000002,5.608639541089843e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.513613961221008e-10,1.5648104319640664e-11,4.214115235938883e-15
2.02,5.636546917336316e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.551000077809595e-10,1.5725965899368323e-11,4.256156621138396e-15
2.0300000000000002,5.664454330182754e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.588386243429326e-10,1.5803827581209884e-11,4.298406731569249e-15
2.04,5.692361779629153e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.625772458080194e-10,1.5881689365165334e-11,4.340865568052435e-15
2.05,5.720269265675515e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.663158721762203e-10,1.5959551251234687e-11,4.383533131408959e-15
2.06,5.748176788321841e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.700545034475354e-10,1.6037413239417935e-11,4.426409422459824e-15
2.07,5.7760843475681284e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.737931396219643e-10,1.611527532971508e-11,4.4694944420260275e-15
2.08,5.8039919434143795e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.775317806995073e-10,1.6193137522126118e-11,4.512788190928577e-15
2.09,5.831899575860593e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.812704266801643e-10,1.6270999816651053e-11,4.556290669988474e-15
2.1,5.85980724490677e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.850090775639354e-10,1.6348862213289887e-11,4.600001880026729e-15
2.11,5.887714950552908e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.887477333508203e-10,1.6426724712042614e-11,4.643921821864343e-15
2.12,5.915622692799011e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.924863940408194e-10,1.650458731290924e-11,4.6880504963223305e-15
2.13,5.943530471645075e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.962250596339324e-10,1.658245001588976e-11,4.732387904221694e-15
2.14,5.971438287091103e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,7.999637301301596e-10,1.6660312820984176e-11,4.77693404638345e-15
2.15,5.999346139137092e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.037024055295005e-10,1.673817572819249e-11,4.821688923628603e-15
2.16,6.0272540277830465e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.074410858319558e-10,1.68160387375147e-11,4.866652536778172e-15
2.17,6.055161953028962e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.111797710375249e-10,1.6893901848950803e-11,4.9118248866531654e-15
2.18,6.083069914874841e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.149184611462081e-10,1.6971765062500806e-11,4.9572059740746006e-15
2.19,6.110977913320682e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.186571561580051e-10,1.70496283781647e-11,5.002795799863489e-15
2.2,6.1388859483664875e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.223958560729164e-10,1.71274917959425e-11,5.048594364840855e-15
2.21,6.166794020012254e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.261345608909415e-10,1.7205355315834187e-11,5.094601669827707e-15
2.22,6.1947021282579845e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.298732706120808e-10,1.7283218937839775e-11,5.1408177156450715e-15
2.23,6.222610273103677e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.33611985236334e-10,1.7361082661959256e-11,5.187242503113963e-15
2.24,6.250518454549333e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.373507047637013e-10,1.743894648819264e-11,5.2338760330554055e-15
2.25,6.278426672594951e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.410894291941825e-10,1.7516810416539914e-11,5.280718306290418e-15
2.2600000000000002,6.306334927240532e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.448281585277779e-10,1.7594674447001085e-11,5.327769323640027e-15
2.27,6.334243218486076e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.485668927644871e-10,1.7672538579576152e-11,5.375029085925254e-15
2.2800000000000002,6.362151546331583e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.523056319043105e-10,1.7750402814265117e-11,5.422497593967126e-15
2.29,6.390059910777052e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.560443759472477e-10,1.7828267151067975e-11,5.470174848586666e-15
2.3000000000000003,6.417968311822485e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.597831248932992e-10,1.7906131589984732e-11,5.518060850604909e-15
2.31,6.44587674946788e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.635218787424644e-10,1.7983996131015385e-11,5.566155600842873e-15
2.32,6.4737852237132365e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.672606374947437e-10,1.806186077415993e-11,5.614459100121594e-15
2.33,6.501693734558558e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.709994011501373e-10,1.8139725519418376e-11,5.662971349262104e-15
2.34,6.529602282003841e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.747381697086445e-10,1.8217590366790716e-11,5.7116923490854285e-15
2.35,6.557510866049088e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.78476943170266e-10,1.8295455316276954e-11,5.760622100412606e-15
2.36,6.585419486694296e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.822157215350014e-10,1.8373320367877085e-11,5.809760604064667e-15
2.37,6.61332814393947e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.85954504802851e-10,1.845118552159112e-11,5.859107860862651e-15
2.38,6.641236837784603e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.896932929738143e-10,1.8529050777419043e-11,5.908663871627585e-15
2.39,6.669145568229701e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.934320860478919e-10,1.8606916135360867e-11,5.958428637180515e-15
2.4,6.697054335274761e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,8.971708840250834e-10,1.8684781595416584e-11,6.008402158342475e-15
2.41,6.7249631389197845e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.009096869053889e-10,1.87626471575862e-11,6.058584435934504e-15
2.42,6.752871979164769e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.046484946888083e-10,1.8840512821869707e-11,6.108975470777643e-15
2.43,6.780780856009719e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.08387307375342e-10,1.8918378588267117e-11,6.1595752636929354e-15
2.44,6.80868976945463e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.121261249649894e-10,1.8996244456778416e-11,6.210383815501419e-15
2.45,6.836598719499505e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.158649474577511e-10,1.9074110427403618e-11,6.261401127024142e-15
2.46,6.864507706144341e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.196037748536266e-10,1.915197650014271e-11,6.312627199082146e-15
2.47,6.892416729389142e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.233426071526163e-10,1.9229842674995704e-11,6.364062032496479e-15
2.48,6.920325789233904e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.270814443547199e-10,1.9307708951962592e-11,6.415705628088185e-15
2.49,6.94823488567863e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.308202864599376e-10,1.9385575331043376e-11,6.467557986678314e-15
2.5,6.976144018723317e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.345591334682692e-10,1.9463441812238056e-11,6.519619109087913e-15
2.5100000000000002,7.004053188367969e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.38297985379715e-10,1.9541308395546634e-11,6.571888996138035e-15
2.52,7.031962394612582e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.420368421942746e-10,1.9619175080969105e-11,6.624367648649726e-15
2.5300000000000002,7.059871637457159e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.457757039119483e-10,1.9697041868505475e-11,6.677055067444044e-15
2.54,7.087780916901699e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.49514570532736e-10,1.977490875815574e-11,6.729951253342039e-15
2.5500000000000003,7.1156902329462015e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.532534420566378e-10,1.9852775749919902e-11,6.783056207164765e-15
2.56,7.143599585590666e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.569923184836535e-10,1.993064284379796e-11,6.836369929733278e-15
2.57,7.171508974835093e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.607311998137833e-10,2.0008510039789908e-11,6.889892421868633e-15
2.58,7.199418400679485e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.644700860470272e-10,2.0086377337895762e-11,6.943623684391893e-15
2.59,7.227327863123837e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.682089771833848e-10,2.0164244738115506e-11,6.997563718124109e-15
2.6,7.255237362168153e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.719478732228565e-10,2.024211224044915e-11,7.0517125238863444e-15
2.61,7.2831468978124325e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.756867741654426e-10,2.0319979844896687e-11,7.106070102499662e-15
2.62,7.311056470056674e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.794256800111423e-10,2.039784755145812e-11,7.16063645478512e-15
2.63,7.338966078900878e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.831645907599562e-10,2.047571536013345e-11,7.215411581563782e-15
2.64,7.366875724345047e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.869035064118842e-10,2.055358327092268e-11,7.270395483656716e-15
2.65,7.394785406389176e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.906424269669258e-10,2.06314512838258e-11,7.325588161884978e-15
2.66,7.42269512503327e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.94381352425082e-10,2.0709319398842823e-11,7.380989617069646e-15
2.67,7.450604880277325e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,9.981202827863518e-10,2.0787187615973735e-11,7.436599850031776e-15
2.68,7.478514672121344e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0018592180507358e-09,2.086505593521855e-11,7.492418861592445e-15
2.69,7.506424500565325e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0055981582182337e-09,2.0942924356577256e-11,7.548446652572716e-15
2.7,7.534334365609269e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0093371032888458e-09,2.1020792880049862e-11,7.604683223793663e-15
2.71,7.5622442672531756e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0130760532625717e-09,2.109866150563636e-11,7.661128576076355e-15
2.72,7.590154205497046e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0168150081394118e-09,2.1176530233336757e-11,7.71778271024187e-15
2.73,7.618064180340878e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0205539679193658e-09,2.125439906315105e-11,7.774645627111274e-15
2.74,7.645974191784675e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0242929326024339e-09,2.133226799507924e-11,7.831717327505649e-15
2.75,7.673884239828432e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0280319021886159e-09,2.1410137029121325e-11,7.888997812246063e-15
2.7600000000000002,7.701794324472154e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.031770876677912e-09,2.1488006165277308e-11,7.946487082153601e-15
2.77,7.729704445715836e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0355098560703218e-09,2.1565875403547183e-11,8.004185138049331e-15
2.7800000000000002,7.757614603559483e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0392488403658462e-09,2.1643744743930957e-11,8.062091980754346e-15
2.79,7.785524798003091e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.042987829564484e-09,2.1721614186428624e-11,8.120207611089712e-15
2.8000000000000003,7.813435029046665e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0467268236662364e-09,2.1799483731040196e-11,8.178532029876523e-15
2.81,7.841345296690199e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0504658226711025e-09,2.1877353377765654e-11,8.237065237935849e-15
2.82,7.869255600933697e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0542048265790826e-09,2.1955223126605014e-11,8.295807236088783e-15
2.83,7.897165941777157e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.057943835390177e-09,2.203309297755827e-11,8.354758025156404e-15
2.84,7.92507631922058e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0616828491043852e-09,2.211096293062542e-11,8.4139176059598e-15
2.85,7.952986733263968e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0654218677217075e-09,2.218883298580647e-11,8.473285979320058e-15
2.86,7.980897183907314e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0691608912421433e-09,2.2266703143101407e-11,8.532863146058256e-15
2.87,8.008807671150628e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0728999196656939e-09,2.234457340251025e-11,8.592649106995501e-15
2.88,8.036718194993901e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.076638952992358e-09,2.2422443764032982e-11,8.652643862952866e-15
2.89,8.06462875543714e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0803779912221363e-09,2.2500314227669618e-11,8.712847414751453e-15
2.9,8.09253935248034e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0841170343550286e-09,2.2578184793420147e-11,8.773259763212349e-15
2.91,8.120449986123503e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.087856082391035e-09,2.265605546128457e-11,8.833880909156648e-15
2.92,8.148360656366627e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0915951353301553e-09,2.273392623126289e-11,8.894710853405441e-15
2.93,8.176271363209716e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0953341931723895e-09,2.2811797103355106e-11,8.955749596779826e-15
2.94,8.20418210704492e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.0990732559702727e-09,2.2889668078655325e-11,9.016997140962912e-15
2.95,8.23209288915344e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1028123238954405e-09,2.2967539160738096e-11,9.078453489610435e-15
2.96,8.260003707874498e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1065513967254071e-09,2.304541034496985e-11,9.140118639905567e-15
2.97,8.287914563208098e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1102904744601727e-09,2.3123281631350592e-11,9.201992592669694e-15
2.98,8.315825455154241e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.114029557099738e-09,2.320115301988033e-11,9.264075348724205e-15
2.99,8.343736383712923e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1177686446441016e-09,2.3279024510559056e-11,9.326366908890471e-15
3.0,8.371647348884146e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1215077370932646e-09,2.3356896103386767e-11,9.388867273989887e-15
3.0100000000000002,8.399558350667912e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1252468344472267e-09,2.3434767798363474e-11,9.451576444843837e-15
3.02,8.427469389064217e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1289859367059879e-09,2.3512639595489164e-11,9.514494422273704e-15
3.0300000000000002,8.455380464073064e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.132725043869548e-09,2.3590511494763847e-11,9.57762120710088e-15
3.04,8.483291575694453e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1364641559379072e-09,2.3668383496187523e-11,9.640956800146755e-15
3.0500000000000003,8.511202723928382e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1402032729110656e-09,2.3746255599760184e-11,9.704501202232717e-15
3.06,8.53911390877485e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.143942394789023e-09,2.3824127805481832e-11,9.768254414180157e-15
3.0700000000000003,8.567025130233861e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1476815215717793e-09,2.3902000113352473e-11,9.832216436810469e-15
3.08,8.594936388305414e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1514206532593347e-09,2.3979872523372103e-11,9.896387270945047e-15
3.09,8.622847682989506e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.155159789851689e-09,2.4057745035540722e-11,9.960766917405282e-15
3.1,8.65075901428614e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1588989313488427e-09,2.413561764985833e-11,1.0025355377012575e-14
3.11,8.678670382195315e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1626380777507954e-09,2.4213490366324926e-11,1.0090152650588322e-14
3.12,8.706581786717032e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1663772290575471e-09,2.429136318494052e-11,1.015515873895392e-14
3.13,8.734493227851289e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1701163852690978e-09,2.4369236105705094e-11,1.0220373642930764e-14
3.14,8.762404705598086e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1738555463854475e-09,2.444710912861866e-11,1.0285797363340258e-14
3.15,8.790316219957426e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1775947124065965e-09,2.4524982253681217e-11,1.0351429901003806e-14
3.16,8.818227770929306e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1813338833325444e-09,2.4602855480892763e-11,1.0417271256742803e-14
3.17,8.846139358513727e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1850730591632914e-09,2.4680728810253298e-11,1.0483321431378659e-14
3.18,8.87405098271069e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1888122398988375e-09,2.4758602241762825e-11,1.0549580425732775e-14
3.19,8.901962643520191e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1925514255391824e-09,2.4836475775421333e-11,1.0616048240626553e-14
3.2,8.929874340942236e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.1962906160843266e-09,2.491434941122884e-11,1.0682724876881409e-14
3.21,8.95778607497682e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2000298115342695e-09,2.4992223149185325e-11,1.0749610335318736e-14
3.22,8.985697845623948e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2037690118890121e-09,2.5070096989290814e-11,1.0816704616759965e-14
3.23,9.013609652883615e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2075082171485534e-09,2.5147970931545286e-11,1.0884007722026485e-14
3.24,9.041521496755823e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.211247427312894e-09,2.5225844975948747e-11,1.0951519651939717e-14
3.25,9.069433377240572e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2149866423820331e-09,2.5303719122501197e-11,1.1019240407321066e-14
3.2600000000000002,9.097345294337864e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2187258623559718e-09,2.538159337120264e-11,1.1087169988991956e-14
3.27,9.125257248047693e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.222465087234709e-09,2.5459467722053063e-11,1.1155308397773783e-14
3.2800000000000002,9.153169238370066e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2262043170182459e-09,2.5537342175052485e-11,1.1223655634487986e-14
3.29,9.18108126530498e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2299435517065816e-09,2.5615216730200893e-11,1.1292211699955964e-14
3.3000000000000003,9.208993328852436e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2336827912997165e-09,2.5693091387498297e-11,1.1360976594999142e-14
3.31,9.23690542901243e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2374220357976502e-09,2.5770966146944678e-11,1.1429950320438928e-14
3.3200000000000003,9.264817565784966e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.241161285200383e-09,2.5848841008540055e-11,1.1499132877096752e-14
3.33,9.292729739170043e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2449005395079148e-09,2.592671597228442e-11,1.1568524265794031e-14
3.34,9.32064194916766e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2486397987202456e-09,2.6004591038177773e-11,1.1638124487352185e-14
3.35,9.348554195777822e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2523790628373758e-09,2.608246620622012e-11,1.1707933542592646e-14
3.36,9.376466479000521e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2561183318593047e-09,2.6160341476411452e-11,1.1777951432336823e-14
3.37,9.404378798835762e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2598576057860327e-09,2.6238216848751776e-11,1.1848178157406149e-14
3.38,9.432291155283545e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.26359688461756e-09,2.631609232324109e-11,1.1918613718622052e-14
3.39,9.460203548343868e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2673361683538862e-09,2.6393967899879392e-11,1.1989258116805955e-14
3.4,9.488115978016732e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2710754569950114e-09,2.6471843578666684e-11,1.2060111352779288e-14
3.41,9.516028444302139e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.274814750540936e-09,2.6549719359602965e-11,1.2131173427363481e-14
3.42,9.543940947200085e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2785540489916593e-09,2.6627595242688236e-11,1.2202444341379962e-14
3.43,9.571853486710573e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2822933523471818e-09,2.67054712279225e-11,1.2273924095650162e-14
3.44,9.599766062833601e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2860326606075034e-09,2.6783347315305746e-11,1.2345612690995514e-14
3.45,9.627678675569173e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2897719737726242e-09,2.6861223504837992e-11,1.2417510128237457e-14
3.46,9.655591324917281e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2935112918425435e-09,2.6939099796519214e-11,1.2489616408197409e-14
3.47,9.683504010877933e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.2972506148172624e-09,2.7016976190349433e-11,1.2561931531696826e-14
3.48,9.711416733451125e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3009899426967798e-09,2.7094852686328637e-11,1.2634455499557129e-14
3.49,9.739329492636862e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3047292754810972e-09,2.7172729284456844e-11,1.2707188312599775e-14
3.5,9.767242288435134e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3084686131702127e-09,2.7250605984734024e-11,1.2780129971646173e-14
3.5100000000000002,9.795155120845951e-06,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,1.3122079557641278e-09,2.7328482787160203e-11,1.2853280477517794e-14
