Time,f,k1,k2,a,compartment_,R1,R2,R3,R4
7.01,1.9566895840088622e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.621279201217472e-09,5.4591639393847255e-11,5.129029709801298e-14
7.0200000000000005,1.959482152983565e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6250202662444328e-09,5.466955206824147e-11,5.1436803629261326e-14
7.03,1.9622747256212914e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.628761336178563e-09,5.474746484483403e-11,5.158351929673649e-14
7.04,1.965067301922042e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.632502411019863e-09,5.482537772362497e-11,5.173044410126073e-14
7.05,1.9678598818858158e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.636243490768333e-09,5.490329070461426e-11,5.187757804365622e-14
7.0600000000000005,1.9706524655126138e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.639984575423973e-09,5.498120378780193e-11,5.202492112474524e-14
7.07,1.9734450528024356e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.643725664986783e-09,5.505911697318795e-11,5.217247334534996e-14
7.08,1.9762376437552806e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6474667594567613e-09,5.513703026077233e-11,5.232023470629258e-14
7.09,1.97903023837115e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.651207858833911e-09,5.521494365055508e-11,5.246820520839541e-14
7.1000000000000005,1.981822836650043e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.65494896311823e-09,5.5292857142536195e-11,5.261638485248061e-14
7.11,1.9846154385919596e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6586900723097184e-09,5.537077073671567e-11,5.2764773639370406e-14
7.12,1.9874080441969e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6624311864083772e-09,5.544868443309351e-11,5.291337156988705e-14
7.13,1.9902006534648643e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6661723054142053e-09,5.552659823166971e-11,5.306217864485275e-14
7.140000000000001,1.9929932663958527e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.669913429327204e-09,5.560451213244429e-11,5.321119486508977e-14
7.15,1.9957858829898642e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6736545581473717e-09,5.568242613541721e-11,5.336042023142027e-14
7.16,1.9985785032468995e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.677395691874709e-09,5.57603402405885e-11,5.3509854744666524e-14
7.17,2.001371127166959e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6811368305092164e-09,5.583825444795815e-11,5.3659498405650785e-14
7.18,2.004163754750042e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6848779740508935e-09,5.5916168757526167e-11,5.3809351215195244e-14
7.19,2.006956385996149e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.688619122499741e-09,5.599408316929256e-11,5.395941317412218e-14
7.2,2.0097490209052795e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6923602758557577e-09,5.6071997683257295e-11,5.410968428325377e-14
7.21,2.0125416594774338e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.696101434118944e-09,5.6149912299420404e-11,5.4260164543412283e-14
7.22,2.015334301712612e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.6998425972893002e-09,5.622782701778187e-11,5.4410853955419965e-14
7.23,2.018126947610814e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.703583765366827e-09,5.630574183834171e-11,5.456175252009906e-14
7.24,2.0209195971720398e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.707324938351523e-09,5.638365676109991e-11,5.4712860238271774e-14
7.25,2.0237122503962892e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.711066116243389e-09,5.646157178605647e-11,5.486417711076037e-14
7.26,2.0265049072835625e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7148072990424243e-09,5.6539486913211396e-11,5.5015703138387066e-14
7.2700000000000005,2.0292975678338596e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.71854848674863e-09,5.661740214256468e-11,5.516743832197415e-14
7.28,2.0320902320471805e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.722289679362005e-09,5.669531747411633e-11,5.531938266234381e-14
7.29,2.0348828999235248e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.72603087688255e-09,5.677323290786634e-11,5.5471536160318325e-14
7.3,2.0376755714628933e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.729772079310265e-09,5.685114844381472e-11,5.5623898816719944e-14
7.3100000000000005,2.0404682466652855e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.73351328664515e-09,5.692906408196146e-11,5.577647063237091e-14
7.32,2.0432609255307012e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.737254498887204e-09,5.700697982230656e-11,5.592925160809344e-14
7.33,2.0460536080591407e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.740995716036428e-09,5.7084895664850023e-11,5.608224174470981e-14
7.34,2.048846294250604e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7447369380928216e-09,5.716281160959185e-11,5.623544104304227e-14
7.3500000000000005,2.0516389841050915e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7484781650563856e-09,5.724072765653205e-11,5.6388849503913087e-14
7.36,2.0544316776226024e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.752219396927119e-09,5.731864380567061e-11,5.6542467128144486e-14
7.37,2.057224374803137e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7559606337050224e-09,5.7396560057007525e-11,5.669629391655872e-14
7.38,2.0600170756466956e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7597018753900956e-09,5.7474476410542807e-11,5.685032986997806e-14
7.390000000000001,2.062809780153278e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7634431219823387e-09,5.7552392866276453e-11,5.700457498922475e-14
7.4,2.065602488322884e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7671843734817514e-09,5.763030942420846e-11,5.715902927512107e-14
7.41,2.0683952001555135e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7709256298883333e-09,5.770822608433883e-11,5.731369272848922e-14
7.42,2.0711879156511668e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7746668912020856e-09,5.778614284666755e-11,5.746856535015151e-14
7.43,2.0739806348098443e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.778408157423008e-09,5.786405971119466e-11,5.76236471409302e-14
7.44,2.0767733576315455e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7821494285510998e-09,5.794197667792012e-11,5.777893810164753e-14
7.45,2.0795660841162703e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7858907045863612e-09,5.801989374684394e-11,5.793443823312576e-14
7.46,2.0823588142640188e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7896319855287926e-09,5.809781091796612e-11,5.809014753618717e-14
7.47,2.085151548074791e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.7933732713783936e-09,5.817572819128667e-11,5.8246066011654e-14
7.48,2.0879442855485876e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.797114562135165e-09,5.82536455668056e-11,5.840219366034857e-14
7.49,2.090737026685407e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8008558577991056e-09,5.833156304452285e-11,5.855853048309307e-14
7.5,2.093529771485251e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8045971583702166e-09,5.840948062443851e-11,5.871507648070984e-14
7.51,2.0963225199481183e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8083384638484967e-09,5.84873983065525e-11,5.887183165402109e-14
7.5200000000000005,2.09911527207401e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8120797742339472e-09,5.856531609086488e-11,5.902879600384913e-14
7.53,2.1019080278629247e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.815821089526567e-09,5.86432339773756e-11,5.918596953101618e-14
7.54,2.1047007873148636e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.819562409726357e-09,5.872115196608469e-11,5.934335223634457e-14
7.55,2.1074935504298263e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8233037348333166e-09,5.879907005699215e-11,5.950094412065656e-14
7.5600000000000005,2.1102863172078128e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8270450648474463e-09,5.887698825009798e-11,5.96587451847744e-14
7.57,2.1130790876488227e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.830786399768745e-09,5.895490654540215e-11,5.981675542952035e-14
7.58,2.1158718617528564e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.834527739597214e-09,5.90328249429047e-11,5.997497485571672e-14
7.59,2.1186646395199143e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.838269084332853e-09,5.91107434426056e-11,6.013340346418582e-14
7.6000000000000005,2.1214574209499956e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8420104339756615e-09,5.918866204450487e-11,6.029204125574985e-14
7.61,2.1242502060431007e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.84575178852564e-09,5.926658074860251e-11,6.045088823123112e-14
7.62,2.1270429947992297e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8494931479827877e-09,5.93444995548985e-11,6.060994439145193e-14
7.63,2.1298357872183824e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8532345123471057e-09,5.942241846339287e-11,6.076920973723455e-14
7.640000000000001,2.132628583300559e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8569758816185936e-09,5.950033747408559e-11,6.092868426940126e-14
7.65,2.1354213830457592e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.860717255797251e-09,5.957825658697669e-11,6.108836798877434e-14
7.66,2.138214186453983e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.864458634883078e-09,5.965617580206613e-11,6.124826089617607e-14
7.67,2.141006993525231e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8682000188760755e-09,5.973409511935394e-11,6.140836299242876e-14
7.68,2.1437998042595022e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.871941407776242e-09,5.98120145388401e-11,6.156867427835467e-14
7.69,2.1465926186567977e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8756828015835788e-09,5.988993406052465e-11,6.17291947547761e-14
7.7,2.1493854367171166e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8794242002980854e-09,5.996785368440755e-11,6.188992442251534e-14
7.71,2.1521782584404594e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.883165603919761e-09,6.004577341048882e-11,6.205086328239467e-14
7.72,2.154971083826826e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8869070124486073e-09,6.012369323876844e-11,6.221201133523639e-14
7.73,2.1577639128762166e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8906484258846234e-09,6.020161316924644e-11,6.237336858186281e-14
7.74,2.160556745588631e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8943898442278095e-09,6.027953320192281e-11,6.253493502309621e-14
7.75,2.1633495819640686e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.8981312674781644e-09,6.035745333679752e-11,6.269671065975883e-14
7.76,2.1661424220025303e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9018726956356897e-09,6.04353735738706e-11,6.285869549267304e-14
7.7700000000000005,2.168935265704016e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.905614128700385e-09,6.051329391314204e-11,6.302088952266112e-14
7.78,2.1717281130685252e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.90935556667225e-09,6.059121435461185e-11,6.318329275054535e-14
7.79,2.174520964096058e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.913097009551284e-09,6.066913489828002e-11,6.334590517714801e-14
7.8,2.177313818786615e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9168384573374886e-09,6.074705554414656e-11,6.350872680329146e-14
7.8100000000000005,2.1801066771401955e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.920579910030863e-09,6.082497629221146e-11,6.367175762979796e-14
7.82,2.1828995391568e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.924321367631407e-09,6.090289714247472e-11,6.383499765748981e-14
7.83,2.185692404836428e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9280628301391205e-09,6.098081809493635e-11,6.399844688718932e-14
7.84,2.1884852741790797e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.931804297554004e-09,6.105873914959632e-11,6.41621053197188e-14
7.8500000000000005,2.1912781471847556e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.935545769876058e-09,6.113666030645468e-11,6.432597295590056e-14
7.86,2.1940710238534546e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9392872471052802e-09,6.121458156551139e-11,6.449004979655684e-14
7.87,2.196863904185178e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9430287292416737e-09,6.129250292676646e-11,6.465433584251006e-14
7.88,2.1996567881799247e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.946770216285236e-09,6.13704243902199e-11,6.481883109458244e-14
7.890000000000001,2.2024496758376958e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.950511708235969e-09,6.144834595587172e-11,6.498353555359636e-14
7.9,2.20524256715849e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.954253205093871e-09,6.152626762372187e-11,6.514844922037405e-14
7.91,2.2080354621423083e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.957994706858943e-09,6.160418939377041e-11,6.531357209573788e-14
7.92,2.2108283607891504e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9617362135311853e-09,6.168211126601729e-11,6.547890418051015e-14
7.930000000000001,2.213621263099016e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9654777251105966e-09,6.176003324046254e-11,6.564444547551315e-14
7.94,2.2164141690719057e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9692192415971784e-09,6.183795531710617e-11,6.581019598156924e-14
7.95,2.219207078707819e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9729607629909293e-09,6.191587749594814e-11,6.597615569950069e-14
7.96,2.221999992006756e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9767022892918506e-09,6.19937997769885e-11,6.614232463012984e-14
7.97,2.224792908968717e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9804438204999415e-09,6.20717221602272e-11,6.630870277427901e-14
7.98,2.2275858295937015e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.984185356615202e-09,6.214964464566427e-11,6.64752901327705e-14
7.99,2.2303787538817098e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9879268976376324e-09,6.22275672332997e-11,6.664208670642665e-14
8.0,2.233171681832742e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9916684435672325e-09,6.23054899231335e-11,6.680909249606979e-14
8.01,2.235964613446798e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.995409994404003e-09,6.238341271516566e-11,6.697630750252222e-14
8.02,2.2387575487238776e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,2.9991515501479425e-09,6.246133560939618e-11,6.714373172660626e-14
8.03,2.2415504876639808e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0028931107990517e-09,6.253925860582506e-11,6.731136516914423e-14
8.040000000000001,2.2443434302671085e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0066346763573317e-09,6.261718170445232e-11,6.747920783095852e-14
8.05,2.2471363765332596e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0103762468227812e-09,6.269510490527794e-11,6.764725971287139e-14
8.06,2.2499293264624345e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0141178221954004e-09,6.277302820830192e-11,6.781552081570517e-14
8.07,2.2527222800546326e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0178594024751882e-09,6.285095161352425e-11,6.798399114028217e-14
8.08,2.255515237309855e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0216009876621473e-09,6.292887512094496e-11,6.815267068742481e-14
8.09,2.258308198228101e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0253425777562756e-09,6.300679873056401e-11,6.832155945795534e-14
8.1,2.261101162809371e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0290841727575735e-09,6.308472244238144e-11,6.84906574526961e-14
8.11,2.2638941310536644e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0328257726660413e-09,6.316264625639724e-11,6.865996467246945e-14
8.120000000000001,2.2666871029609824e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.03656737748168e-09,6.324057017261141e-11,6.882948111809777e-14
8.13,2.2694800785313233e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.040308987204487e-09,6.331849419102391e-11,6.899920679040327e-14
8.14,2.2722730577646882e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0440506018344643e-09,6.33964183116348e-11,6.916914169020838e-14
8.15,2.275066040661077e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0477922213716117e-09,6.347434253444404e-11,6.93392858183354e-14
8.16,2.277859027220489e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0515338458159282e-09,6.355226685945165e-11,6.950963917560668e-14
8.17,2.2806520174429255e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.055275475167415e-09,6.363019128665762e-11,6.968020176284458e-14
8.18,2.2834450113283856e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0590171094260717e-09,6.370811581606196e-11,6.985097358087141e-14
8.19,2.2862380088768692e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0627587485918978e-09,6.378604044766465e-11,7.002195463050953e-14
8.2,2.2890310100883766e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0665003926648934e-09,6.38639651814657e-11,7.019314491258125e-14
8.21,2.2918240149629085e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0702420416450603e-09,6.394189001746515e-11,7.0364544427909e-14
8.22,2.2946170235004634e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0739836955323956e-09,6.401981495566293e-11,7.0536153177315e-14
8.23,2.2974100357010422e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.077725354326901e-09,6.409773999605908e-11,7.070797116162169e-14
8.24,2.3002030515646448e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0814670180285764e-09,6.41756651386536e-11,7.087999838165138e-14
8.25,2.302996071091271e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.085208686637421e-09,6.425359038344646e-11,7.105223483822642e-14
8.26,2.3057890942809213e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0889503601534363e-09,6.43315157304377e-11,7.122468053216918e-14
8.27,2.308582121133595e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.0926920385766203e-09,6.440944117962729e-11,7.139733546430196e-14
8.28,2.3113751516492927e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.096433721906975e-09,6.448736673101526e-11,7.157019963544719e-14
8.290000000000001,2.3141681858280146e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1001754101444997e-09,6.45652923846016e-11,7.174327304642718e-14
8.3,2.31696122366976e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1039171032891936e-09,6.464321814038631e-11,7.191655569806427e-14
8.31,2.3197542651745287e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1076588013410575e-09,6.472114399836935e-11,7.209004759118082e-14
8.32,2.3225473103423217e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.111400504300091e-09,6.479906995855077e-11,7.22637487265992e-14
8.33,2.325340359173138e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1151422121662944e-09,6.487699602093055e-11,7.243765910514175e-14
8.34,2.328133411666978e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.118883924939667e-09,6.495492218550868e-11,7.261177872763081e-14
8.35,2.3309264678238423e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.12262564262021e-09,6.50328484522852e-11,7.278610759488882e-14
8.36,2.33371952764373e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.126367365207923e-09,6.511077482126007e-11,7.296064570773808e-14
8.370000000000001,2.3365125911266423e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1301090927028064e-09,6.518870129243332e-11,7.313539306700098e-14
8.38,2.3393056582725773e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.133850825104858e-09,6.52666278658049e-11,7.331034967349979e-14
8.39,2.3420987290815365e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1375925624140802e-09,6.534455454137487e-11,7.348551552805699e-14
8.4,2.3448918035535195e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1413343046304724e-09,6.54224813191432e-11,7.36608906314949e-14
8.41,2.347684881688526e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1450760517540336e-09,6.550040819910987e-11,7.383647498463584e-14
8.42,2.3504779634865565e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1488178037847653e-09,6.557833518127492e-11,7.401226858830226e-14
8.43,2.3532710489476108e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1525595607226666e-09,6.565626226563834e-11,7.418827144331649e-14
8.44,2.3560641380716886e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1563013225677374e-09,6.573418945220011e-11,7.436448355050087e-14
8.45,2.3588572308587902e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1600430893199782e-09,6.581211674096025e-11,7.454090491067781e-14
8.46,2.3616503273089163e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1637848609793894e-09,6.589004413191877e-11,7.471753552466969e-14
8.47,2.3644434274220655e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.16752663754597e-09,6.596797162507563e-11,7.489437539329883e-14
8.48,2.3672365311982385e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.17126841901972e-09,6.604589922043085e-11,7.507142451738764e-14
8.49,2.3700296386374353e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.17501020540064e-09,6.612382691798444e-11,7.524868289775849e-14
8.5,2.372822749739656e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.17875199668873e-09,6.62017547177364e-11,7.542615053523374e-14
8.51,2.3756158645049003e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1824937928839896e-09,6.627968261968671e-11,7.560382743063579e-14
8.52,2.3784089829331685e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.186235593986419e-09,6.63576106238354e-11,7.578171358478699e-14
8.53,2.38120210502446e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1899773999960177e-09,6.643553873018243e-11,7.595980899850971e-14
8.540000000000001,2.3839952307787762e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1937192109127876e-09,6.651346693872785e-11,7.613811367262643e-14
8.55,2.3867883601961158e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.1974610267367262e-09,6.659139524947163e-11,7.631662760795939e-14
8.56,2.389581493276479e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2012028474678353e-09,6.666932366241377e-11,7.649535080533107e-14
8.57,2.392374630019866e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2049446731061135e-09,6.674725217755426e-11,7.667428326556378e-14
8.58,2.3951677704262766e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2086865036515612e-09,6.682518079489312e-11,7.685342498947994e-14
8.59,2.397960914495711e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.212428339104179e-09,6.690310951443033e-11,7.703277597790195e-14
8.6,2.4007540622281692e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2161701794639667e-09,6.698103833616592e-11,7.721233623165219e-14
8.61,2.4035472136236516e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.219912024730925e-09,6.705896726009988e-11,7.739210575155305e-14
8.620000000000001,2.4063403686821577e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2236538749050526e-09,6.71368962862322e-11,7.757208453842691e-14
8.63,2.4091335274036873e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2273957299863495e-09,6.721482541456287e-11,7.775227259309613e-14
8.64,2.4119266897882407e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2311375899748164e-09,6.729275464509192e-11,7.793266991638313e-14
8.65,2.4147198558358175e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.234879454870453e-09,6.737068397781931e-11,7.811327650911028e-14
8.66,2.4175130255464185e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2386213246732597e-09,6.744861341274507e-11,7.829409237210002e-14
8.67,2.4203061989200433e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.242363199383236e-09,6.752654294986921e-11,7.847511750617471e-14
8.68,2.4230993759566915e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2461050790003817e-09,6.760447258919169e-11,7.865635191215672e-14
8.69,2.425892556656364e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2498469635246977e-09,6.768240233071256e-11,7.88377955908685e-14
8.700000000000001,2.42868574101906e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2535888529561836e-09,6.776033217443178e-11,7.901944854313242e-14
8.71,2.4314789290447797e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.257330747294839e-09,6.783826212034935e-11,7.920131076977087e-14
8.72,2.4342721207335235e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2610726465406647e-09,6.79161921684653e-11,7.938338227160628e-14
8.73,2.4370653160852904e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.264814550693659e-09,6.79941223187796e-11,7.956566304946097e-14
8.74,2.4398585151000817e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2685564597538245e-09,6.807205257129228e-11,7.974815310415746e-14
8.75,2.4426517177778965e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.2722983737211588e-09,6.81499829260033e-11,7.993085243651805e-14
8.76,2.4454449241187348e-05,2.79e-06,2.29,5.85e-05,1.0,2.79e-06,3.276040292595663e-09,6.82279133829127e-11,8.011376104736519e-14
