Time,D,N,v,d_D,d_N,d_v,k_D,k_N,k_D0,k_N0,p_v,v_0,K_D,K_N,K_v1,K_v2,I_0,n_1,n_2,n_3,n_4,f_D,f_N,f_v,I,compartment,Dyn_Secretion,NKB_Secretion,Firing_Rate,Dyn_Decay,NKB_Decay,FR_Decay
2.14,2.2037899428907135,0.3952304360449718,377.75822995326445,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5807340253226627,0.5249364126455071,3843.020260000599,0.2576167153776156,1.0,0.5807340253226627,0.5249364126455071,3843.020260000599,0.5509474857226784,0.3952304360449718,3777.5822995326444
2.15,2.204093844596636,0.3965285974176235,378.41515862076733,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5820186622878503,0.5264559045367858,3850.100581662759,0.25809662657871746,1.0,0.5820186622878503,0.5264559045367858,3850.100581662759,0.551023461149159,0.3965285974176235,3784.151586207673
2.16,2.2044098751607915,0.3978290024825075,379.0772345597516,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5833148056864739,0.5279837286897443,3857.2397852713384,0.25858055878593095,1.0,0.5833148056864739,0.5279837286897443,3857.2397852713384,0.5511024687901979,0.3978290024825075,3790.772345597516
2.17,2.2047381201004037,0.39913171246360757,379.7445326162072,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.584622632459626,0.5295200143345521,3864.438770660622,0.2590685738042383,1.0,0.584622632459626,0.5295200143345521,3864.438770660622,0.5511845300251009,0.39913171246360757,3797.445326162072
2.18,2.205078666505104,0.40043678927550297,380.4171291692623,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5859423233140904,0.5310648935070501,3871.6984568953,0.2595607347669803,1.0,0.5859423233140904,0.5310648935070501,3871.6984568953,0.551269666626276,0.40043678927550297,3804.171291692623
2.19,2.20543160307111,0.40174429554477314,381.0951021707914,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5872740628227127,0.5326185011212893,3879.019782791334,0.26005710617205074,1.0,0.5872740628227127,0.5326185011212893,3879.019782791334,0.5513579007677775,0.40174429554477314,3810.951021707914
2.2,2.205797020136345,0.4030542946319231,381.77853118629605,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5886180395280509,0.534180975044392,3886.4037074540693,0.26055775391929875,1.0,0.5886180395280509,0.534180975044392,3886.4037074540693,0.5514492550340863,0.4030542946319231,3817.7853118629605
2.21,2.2061750097165156,0.40436685065384725,382.46749743710313,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5899744460494225,0.5357524561738185,3893.8512108342943,0.2610627453491847,1.0,0.5899744460494225,0.5357524561738185,3893.8512108342943,0.5515437524291289,0.40436685065384725,3824.6749743710316
2.22,2.2065656655421897,0.40568202850685114,383.1620838439287,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5913434791934753,0.5373330885171189,3901.3632943029234,0.2615721492827392,1.0,0.5913434791934753,0.5373330885171189,3901.3632943029234,0.5516414163855474,0.40568202850685114,3831.620838439287
2.23,2.206969083096903,0.40699989389024976,383.8623750718565,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5927253400684138,0.5389230192742628,3908.9409812450094,0.26208603606287395,1.0,0.5927253400684138,0.5389230192742628,3908.9409812450094,0.5517422707742258,0.40699989389024976,3838.623750718565
2.24,2.207385359656331,0.40832051333056446,384.56845757678553,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.594120234202021,0.5405223989226386,3916.585317673853,0.26260447759710015,1.0,0.594120234202021,0.5405223989226386,3916.585317673853,0.5518463399140827,0.40832051333056446,3845.684575767855
2.25,2.207814594328559,0.40964395420633753,385.2804196534028,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5955283716636239,0.5421313813048315,3924.2973728659827,0.2631275474017071,1.0,0.5955283716636239,0.5421313813048315,3924.2973728659827,0.5519536485821398,0.40964395420633753,3852.804196534028
2.2600000000000002,2.208256888095495,0.41097028477358843,385.99835148473767,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5969499671901521,0.5437501237192703,3932.0782400178464,0.26365532064746094,1.0,0.5969499671901521,0.5437501237192703,3932.0782400178464,0.5520642220238737,0.41097028477358843,3859.9835148473767
2.27,2.2087123438554523,0.41229957419193264,386.7223451933577,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5983852403164462,0.5453787870138576,3939.9290369250416,0.26418787420688294,1.0,0.5983852403164462,0.5453787870138576,3939.9290369250416,0.5521780859638631,0.41229957419193264,3867.223451933577
2.2800000000000002,2.2091810664669564,0.4136318925513884,387.4524948942699,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.5998344155099857,0.5470175356826927,3947.850906685011,0.26472528670317097,1.0,0.5998344155099857,0.5470175356826927,3947.850906685011,0.5522952666167391,0.4136318925513884,3874.5249489426988
2.29,2.2096631627938046,0.41496731089989414,388.1888967495905,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6012977223102021,0.5486665379660006,3955.8450184241233,0.2652676385608299,1.0,0.6012977223102021,0.5486665379660006,3955.8450184241233,0.5524157906984511,0.41496731089989414,3881.8889674959055
2.3000000000000003,2.210158741751433,0.416305901271564,388.9316490250551,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6027753954725645,0.5503259659533926,3963.912568050115,0.26581501205808117,1.0,0.6027753954725645,0.5503259659533926,3963.912568050115,0.5525396854378583,0.416305901271564,3889.316490250551
2.31,2.210667914354629,0.4176477367157054,389.6808521484365,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6042676751176213,0.5519959956905816,3972.0547790309356,0.26636749138112215,1.0,0.6042676751176213,0.5519959956905816,3972.0547790309356,0.5526669785886572,0.4176477367157054,3896.808521484365
2.32,2.211190793766638,0.4189928913266286,390.43660876994875,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6057748068851969,0.5536768072896865,3980.2729032010598,0.2669251626803131,1.0,0.6057748068851969,0.5536768072896865,3980.2729032010598,0.5527976984416595,0.4189928913266286,3904.3660876994873
2.33,2.2117274953497184,0.42034144027427545,391.19902382471236,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6072970420939483,0.5553685850432593,3988.568221596373,0.26748811412836987,1.0,0.6072970420939483,0.5553685850432593,3988.568221596373,0.5529318738374296,0.42034144027427545,3911.9902382471237
2.34,2.2122781367171838,0.42169345983569645,391.9682045973635,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6088346379064965,0.5570715175421835,3996.9420453188545,0.2680564359806455,1.0,0.6088346379064965,0.5570715175421835,3996.9420453188545,0.5530695341792959,0.42169345983569645,3919.6820459736355
2.35,2.2128428377870035,0.4230490274274086,392.74426078889263,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6103878575003587,0.5587857977975875,4005.395716432209,0.2686302206375881,1.0,0.6103878575003587,0.5587857977975875,4005.395716432209,0.5532107094467509,0.4230490274274086,3927.4426078889264
2.36,2.2134217208369966,0.42440822163866393,393.5273045857999,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.611956970244915,0.5605116233669352,4013.9306088898275,0.2692095627094662,1.0,0.611956970244915,0.5605116233669352,4013.9306088898275,0.5533554302092492,0.42440822163866393,3935.273045857999
2.37,2.2140149105616933,0.42577112226566455,394.3174507316631,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6135422518846565,0.5622491964844526,4022.5481294963406,0.26979455908345673,1.0,0.6135422518846565,0.5622491964844526,4022.5481294963406,0.5535037276404233,0.42577112226566455,3943.1745073166308
2.38,2.2146225341309136,0.4271378103467554,395.11481660121234,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6151439847289721,0.563998724196063,4031.249718904232,0.2703853089931958,1.0,0.6151439847289721,0.563998724196063,4031.249718904232,0.5536556335327284,0.4271378103467554,3951.1481660121235
2.39,2.2152447212501314,0.42850836819863475,395.91952227701665,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6167624578487441,0.565760418499007,4040.0368526469997,0.27098191409089833,1.0,0.6167624578487441,0.565760418499007,4040.0368526469997,0.5538111803125328,0.42850836819863475,3959.1952227701668
2.4,2.2158816042226848,0.42988287945361603,396.73169062888644,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6183979672800328,0.5675344964863366,4048.9110422103577,0.27158447852215506,1.0,0.6183979672800328,0.5675344964863366,4048.9110422103577,0.5539704010556712,0.42988287945361603,3967.3169062888646
2.41,2.2165333180139024,0.43126142909798276,397.551447396105,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.620050816235149,0.5693211804964724,4057.8738361431815,0.27219310900352306,1.0,0.620050816235149,0.5693211804964724,4057.8738361431815,0.5541333295034756,0.43126142909798276,3975.51447396105
2.42,2.2172000003172148,0.4326441035114757,398.37892127260534,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6217213153214182,0.5711206982680335,4066.9268212098436,0.27280791490303197,1.0,0.6217213153214182,0.5711206982680335,4066.9268212098436,0.5543000000793037,0.4326441035114757,3983.7892127260534
2.43,2.2178817916223297,0.4340309905079548,399.21424399521544,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6234097827679674,0.5729332831001444,4076.071623585783,0.2734290083237314,1.0,0.6234097827679674,0.5729332831001444,4076.071623585783,0.5544704479055824,0.4340309905079548,3992.1424399521543
2.44,2.2185788352855376,0.4354221793772798,400.0575504350989,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6251165446608691,0.5747591740184491,4085.3099100981385,0.27405650419041416,1.0,0.6251165446608691,0.5747591740184491,4085.3099100981385,0.5546447088213844,0.4354221793772798,4000.575504350989
2.45,2.2192912776022378,0.4368177609284557,400.9089786925271,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6268419351869998,0.5765986159470591,4094.643389513467,0.2746905203396559,1.0,0.6268419351869998,0.5765986159470591,4094.643389513467,0.5548228194005594,0.4368177609284557,4009.0897869252713
2.46,2.2200192678817627,0.43821782753408994,401.76867019512196,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6285862968869871,0.5784518598866771,4104.073813874583,0.2753311776133169,1.0,0.6285862968869871,0.5784518598866771,4104.073813874583,0.5550048169704407,0.43821782753408994,4017.6867019512197
2.47,2.2207629585245883,0.43962247317621195,402.63676979971854,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6303499809176356,0.5803191630991571,4113.602979888713,0.27597859995566265,1.0,0.6303499809176356,0.5803191630991571,4113.602979888713,0.5551907396311471,0.43962247317621195,4026.367697997185
2.48,2.221522505102021,0.4410317934935057,403.5134258980008,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6321333473242425,0.5822007892987565,4123.232730369241,0.27663291451426447,1.0,0.6321333473242425,0.5822007892987565,4123.232730369241,0.5553806262755052,0.4410317934935057,4035.134258980008
2.49,2.22229806643846,0.44244588583001043,404.39879052607483,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6339367653232335,0.5840970088503685,4132.964955733469,0.2772942517448521,1.0,0.6339367653232335,0.5840970088503685,4132.964955733469,0.555574516609615,0.44244588583001043,4043.9879052607484
2.5,2.2230898046963254,0.44386484928534486,405.2930194781478,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.63576061359557,0.5860080989750182,4142.801595558881,0.2779627455202974,1.0,0.63576061359557,0.5860080989750182,4142.801595558881,0.5557724511740814,0.44386484928534486,4052.9301947814783
2.5100000000000002,2.2238978854637663,0.44528878476651396,406.1962724244933,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6376052805914028,0.587934343962929,4152.7446402006,0.2786385332439189,1.0,0.6376052805914028,0.587934343962929,4152.7446402006,0.5559744713659416,0.44528878476651396,4061.9627242449333
2.52,2.224722477845245,0.4467177950413591,407.1087130338898,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6394711648464708,0.5898760353944825,4162.796132472801,0.2793217559673058,1.0,0.6394711648464708,0.5898760353944825,4162.796132472801,0.5561806194613113,0.4467177950413591,4071.0871303388976
2.5300000000000002,2.225563754555119,0.44815198479371615,408.03050910072943,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6413586753107641,0.5918334723693996,4172.958169397044,0.28001255851287143,1.0,0.6413586753107641,0.5918334723693996,4172.958169397044,0.5563909386387798,0.44815198479371615,4080.3050910072943
2.54,2.2264218920143377,0.449591460680347,408.9618326770049,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6432682316900052,0.5938069617444962,4183.2329040205905,0.280711089601356,1.0,0.6432682316900052,0.5938069617444962,4183.2329040205905,0.5566054730035844,0.449591460680347,4089.618326770049
2.5500000000000003,2.227297070450368,0.451036331389715,409.9028602093911,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6452002648005237,0.5957968183803832,4193.622547307971,0.2814175019845117,1.0,0.6452002648005237,0.5957968183803832,4193.622547307971,0.556824267612592,0.451036331389715,4099.028602093911
2.56,2.2281894740004904,0.452486707702676,410.8537726816503,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6471552169381275,0.5978033653974876,4204.129370109228,0.28213195258321455,1.0,0.6471552169381275,0.5978033653974876,4204.129370109228,0.5570473685001226,0.452486707702676,4108.537726816503
2.57,2.2290992908185925,0.4539427025551618,411.81475576260186,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6491335422616143,0.5998269344418053,4214.755705208433,0.2828546026312604,1.0,0.6491335422616143,0.5998269344418053,4214.755705208433,0.5572748227046481,0.4539427025551618,4118.147557626018
2.58,2.2300267131855986,0.4554044311029334,412.78599995990817,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6511357071915891,0.6018678659608051,4225.503949456284,0.2835856178251182,1.0,0.6511357071915891,0.6018678659608051,4225.503949456284,0.5575066782963997,0.4554044311029334,4127.859999599082
2.59,2.2309719376236905,0.4568720107884885,413.76770077994325,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6531621908252934,0.603926509489924,4236.376565990776,0.2843251684799255,1.0,0.6531621908252934,0.603926509489924,4236.376565990776,0.5577429844059226,0.4568720107884885,4137.677007799432
2.6,2.231935165014467,0.45834556141020855,414.76005889402364,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6552134853681901,0.6060032239501266,4247.376086550179,0.2850734296920299,1.0,0.6552134853681901,0.6060032239501266,4247.376086550179,0.5579837912536167,0.45834556141020855,4147.600588940237
2.61,2.232916600721207,0.45982520519383496,415.7632803112951,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6572900965830824,0.608098377957006,4258.505113882776,0.28583058150839524,1.0,0.6572900965830824,0.608098377957006,4258.505113882776,0.5582291501803017,0.45982520519383496,4157.632803112951
2.62,2.233916454715401,0.4613110668663703,416.7775765585861,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6593925442575892,0.6102123501419476,4269.766324258034,0.2865968091032084,1.0,0.6593925442575892,0.6102123501419476,4269.766324258034,0.5584791136788503,0.4613110668663703,4167.77576558586
2.63,2.2349349417077367,0.4628032737325015,417.80316486755305,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.661521362690842,0.6123455294858848,4281.162470084178,0.2873723029620432,1.0,0.661521362690842,0.6123455294858848,4281.162470084178,0.5587337354269342,0.4628032737325015,4178.031648675531
2.64,2.2359722812837104,0.4643019557536491,418.8402683694626,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6636771012003166,0.6144983156662189,4292.6963826374,0.2881572590739573,1.0,0.6636771012003166,0.6144983156662189,4292.6963826374,0.5589930703209276,0.4643019557536491,4188.402683694626
2.65,2.2370286980440732,0.46580724562974907,419.88911629797025,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6658603246497548,0.6166711194174842,4304.3709749082045,0.2889518791319166,1.0,0.6658603246497548,0.6166711194174842,4304.3709749082045,0.5592571745110183,0.46580724562974907,4198.891162979702
2.66,2.238104421750306,0.467319278883882,420.9499442002805,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.668071613999192,0.6188643629063917,4316.189244570741,0.28975637074196997,1.0,0.668071613999192,0.6188643629063917,4316.189244570741,0.5595261054375765,0.467319278883882,4209.499442002805
2.67,2.239199687475338,0.4688381939498649,422.02299415708814,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6703115668781575,0.6210784801218978,4328.154277081272,0.2905709476416142,1.0,0.6703115668781575,0.6210784801218978,4328.154277081272,0.5597999218688345,0.4688381939498649,4220.229941570881
2.68,2.2403147357597373,0.4703641322629315,423.1085150117261,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6725807981831675,0.6233139172809851,4340.269248912287,0.29139582992782087,1.0,0.6725807981831675,0.6233139172809851,4340.269248912287,0.5600786839399343,0.4703641322629315,4231.085150117261
2.69,2.2414498127736024,0.47189723835362807,424.20676260896784,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6748799407007005,0.6255711332508769,4352.537430929135,0.2922312442952191,1.0,0.6748799407007005,0.6255711332508769,4352.537430929135,0.5603624531934006,0.47189723835362807,4242.067626089678
2.7,2.2426051704844068,0.47343765994506243,425.318000043956,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6772096457569043,0.6278505999884451,4364.962191916485,0.29307742428496125,1.0,0.6772096457569043,0.6278505999884451,4364.962191916485,0.5606512926211017,0.47343765994506243,4253.18000043956
2.71,2.2437810668310485,0.47498554805364507,426.4424979217568,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6795705838953572,0.630152802997608,4377.5470022622785,0.29393461054482584,1.0,0.6795705838953572,0.630152802997608,4377.5470022622785,0.5609452667077621,0.47498554805364507,4264.424979217568
2.72,2.244977765904385,0.4765410570934735,427.5805346280672,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6819634455842729,0.6324782418055512,4390.295437807348,0.2948030511011478,1.0,0.6819634455842729,0.6324782418055512,4390.295437807348,0.5612444414760962,0.4765410570934735,4275.805346280672
2.73,2.2461955381345367,0.47810434498451587,428.73239661170754,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6843889419547882,0.6348274304588624,4403.2111838695855,0.2956830016432178,1.0,0.6843889419547882,0.6348274304588624,4403.2111838695855,0.5615488845336342,0.47810434498451587,4287.3239661170755
2.74,2.247434660485241,0.4796755732647488,429.8983786791933,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6868478055712628,0.6372008980397332,4416.29803945079,0.2965747258207432,1.0,0.6868478055712628,0.6372008980397332,4416.29803945079,0.5618586651213102,0.4796755732647488,4298.983786791933
2.75,2.2486954166555884,0.48125490720642733,431.07878430235354,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6893407912359619,0.6395991892041122,4429.559921637024,0.2974784955551497,1.0,0.6893407912359619,0.6395991892041122,4429.559921637024,0.5621738541638971,0.48125490720642733,4310.787843023535
2.7600000000000002,2.2499780972894867,0.48284251593666877,432.27392593962577,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6918686768298006,0.6420228647427461,4443.000870202704,0.29839459136546637,1.0,0.6918686768298006,0.6420228647427461,4443.000870202704,0.5624945243223717,0.48284251593666877,4322.739259396258
2.77,2.251283000193178,0.48443857256253386,433.48412537157475,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6944322641906739,0.644472502165823,4456.6250524287625,0.29932330270954555,1.0,0.6944322641906739,0.644472502165823,4456.6250524287625,0.5628207500482945,0.48443857256253386,4334.841253715747
2.7800000000000002,2.252610430561174,0.4860432543008025,434.70971405134804,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.697032380031263,0.646948696312289,4470.436768146364,0.30026492834145296,1.0,0.697032380031263,0.646948696312289,4470.436768146364,0.5631526076402935,0.4860432543008025,4347.097140513481
2.79,2.2539607012110014,0.4876567426126481,435.95103347091066,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.6996698768985006,0.6494520599852016,4484.44045501858,0.30121977668592914,1.0,0.6996698768985006,0.6494520599852016,4484.44045501858,0.5634901753027504,0.4876567426126481,4359.510334709106
2.8000000000000003,2.2553341328271626,0.48927922334343127,437.2084355439281,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.7023456341769649,0.6519832246144953,4498.640694073218,0.30218816623088035,1.0,0.7023456341769649,0.6519832246144953,4498.640694073218,0.5638335332067906,0.48927922334343127,4372.084355439281
2.81,2.2567310542147387,0.49091088686783785,438.4822830061522,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.7050605591384564,0.654542840948442,4513.042215500499,0.3031704259388991,1.0,0.7050605591384564,0.654542840948442,4513.042215500499,0.5641827635536847,0.49091088686783785,4384.822830061522
2.82,2.2581518025630842,0.4925519282406025,439.7729498342099,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.7078155880401373,0.6571315797751318,4527.649904730165,0.3041668956788771,1.0,0.7078155880401373,0.6571315797751318,4527.649904730165,0.5645379506407711,0.4925519282406025,4397.729498342099
2.83,2.2595967237200805,0.4942025473530665,441.08082168377,0.25,1.0,10.0,4.5,320.0,0.175,0.0,1.0,30000.0,0.3,32.0,1200.0,1200.0,0.2,2.0,2.0,2.0,2.0,0.7106116872737958,0.6597501326754408,4542.468808803557,0.3051779266788456,1.0,0.7106116872737958,0.6597501326754408,4542.468808803557,0.5648991809300201,0.4942025473530665,4410.8082168377005
